股票代碼,股票名稱,今日狀態,今日收盤,今日RSI,戰術標籤,隔天勝率,五日勝率,五日平均收益,平均洗盤深度,建議買進價,歷史次數,raw_wr5,raw_pnl
6015.TWO,宏遠證,無,13.3999996185,47.14,⚪ 一般監控,40.00%,40.00%,0.76%,-6.21%,0.0,5,0.4,0.0076
2409.TW,友達,無,15.9499998093,39.68,⚪ 一般監控,60.00%,40.00%,1.45%,-5.01%,0.0,5,0.4,0.0145
3312.TW,弘憶股,無,35.2999992371,60.59,⚪ 一般監控,40.00%,40.00%,0.16%,-3.31%,0.0,5,0.4,0.0016
6230.TW,尼得科超眾,無,144.0,34.21,⚪ 一般監控,40.00%,40.00%,1.87%,-4.29%,0.0,5,0.4,0.0187
1304.TW,台聚,無,17.25,69.09,⚪ 一般監控,40.00%,40.00%,0.53%,-4.73%,0.0,5,0.4,0.0053
2851.TW,中再保,無,30.8500003815,70.83,⚪ 一般監控,20.00%,40.00%,0.52%,-1.59%,0.0,5,0.4,0.0052
6831.TW,邁科,無,407.0,75.35,⚪ 一般監控,50.00%,37.50%,0.70%,-9.13%,0.0,8,0.375,0.007
6147.TWO,頎邦,無,76.4000015259,64.86,⚪ 一般監控,33.33%,33.33%,0.78%,-5.59%,0.0,6,0.3333,0.0078
2910.TW,統領,無,21.2000007629,65.25,⚪ 一般監控,33.33%,33.33%,0.66%,-3.83%,0.0,3,0.3333,0.0066
8182.TWO,加高,無,29.1000003815,64.71,⚪ 一般監控,66.67%,33.33%,2.71%,-1.76%,0.0,3,0.3333,0.0271
6108.TW,競國,無,16.2000007629,48.48,⚪ 一般監控,0.00%,33.33%,0.24%,-3.44%,0.0,6,0.3333,0.0024
6024.TW,群益期,無,56.4000015259,58.93,⚪ 一般監控,100.00%,33.33%,0.72%,-1.25%,0.0,3,0.3333,0.0072
2331.TW,精英,無,21.4500007629,25.89,⚪ 一般監控,66.67%,33.33%,1.55%,-3.31%,0.0,3,0.3333,0.0155
4994.TW,傳奇,無,98.9000015259,52.31,⚪ 一般監控,0.00%,33.33%,0.51%,-1.12%,0.0,3,0.3333,0.0051
2327.TW,國巨*,無,251.5,50.0,⚪ 一般監控,33.33%,33.33%,2.63%,-2.70%,0.0,3,0.3333,0.0263
3019.TW,亞光,無,123.0,40.58,⚪ 一般監控,33.33%,33.33%,0.85%,-3.13%,0.0,3,0.3333,0.0085
2328.TW,廣宇,無,45.0,44.98,⚪ 一般監控,66.67%,33.33%,1.38%,-2.46%,0.0,3,0.3333,0.0138
6174.TWO,安��,無,22.3999996185,61.9,⚪ 一般監控,33.33%,33.33%,1.33%,-2.99%,0.0,3,0.3333,0.0133
1708.TW,東鹼,無,42.2000007629,60.16,⚪ 一般監控,42.86%,28.57%,1.47%,-4.24%,0.0,7,0.2857,0.0147
7730.TW,暉盛-創,無,166.0,71.84,⚪ 一般監控,71.43%,28.57%,1.74%,-2.91%,0.0,7,0.2857,0.0174
8261.TW,富鼎,無,99.3000030518,47.65,⚪ 一般監控,75.00%,25.00%,0.74%,-3.53%,0.0,4,0.25,0.0074
3030.TW,德律,無,256.5,40.77,⚪ 一般監控,25.00%,25.00%,0.15%,-5.36%,0.0,4,0.25,0.0015
1709.TW,和益,無,18.1000003815,57.95,⚪ 一般監控,0.00%,25.00%,0.80%,-2.55%,0.0,4,0.25,0.008
6199.TWO,天品,無,108.0,68.0,⚪ 一般監控,25.00%,25.00%,2.19%,-3.00%,0.0,4,0.25,0.0219
5274.TWO,信驊,無,11315.0,57.07,⚪ 一般監控,25.00%,25.00%,0.55%,-4.58%,0.0,4,0.25,0.0055
4939.TWO,亞電,無,28.2999992371,27.98,⚪ 一般監控,50.00%,25.00%,1.21%,-4.41%,0.0,4,0.25,0.0121
6192.TW,巨路,無,117.5,50.0,⚪ 一般監控,50.00%,25.00%,0.56%,-1.55%,0.0,4,0.25,0.0056
8342.TWO,益張,無,88.3000030518,100.0,⚪ 一般監控,40.00%,20.00%,0.27%,-1.33%,0.0,5,0.2,0.0027
7788.TW,松川精密,無,137.5,36.55,⚪ 一般監控,40.00%,20.00%,0.34%,-7.50%,0.0,5,0.2,0.0034
1723.TW,中碳,無,86.6999969482,72.04,⚪ 一般監控,33.33%,16.67%,1.49%,-3.14%,0.0,6,0.1667,0.0149
6153.TW,嘉聯益,無,16.2000007629,48.28,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
911608.TW,明輝-DR,無,2.9600000381,41.67,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
3011.TW,今皓,無,12.4499998093,50.79,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
00676R.TW,富邦臺灣加權反1,無,7.8000001907,50.6,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
9938.TW,百和,無,46.6500015259,26.97,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
4442.TWO,竣邦-KY,無,62.4000015259,55.64,⚪ 一般監控,0.00%,0.00%,nan%,-5.25%,0.0,2,0.0,
00984B.TWO,大華優利美A債15,無,16.4899997711,50.71,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
6176.TW,瑞儀,無,93.5,33.33,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
6194.TWO,育富,無,32.5499992371,62.92,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
00757.TW,統一FANG+,無,105.0999984741,32.98,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
00945B.TW,凱基美國非投等債,無,14.529999733,63.59,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
00685L.TW,群益臺灣加權正2,無,164.1999969482,47.47,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
009813.TW,貝萊德標普卓越50,無,9.9099998474,39.29,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
5403.TWO,中菲,無,98.3000030518,16.52,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
5455.TWO,昇益,無,23.7999992371,40.54,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
00991A.TW,主動復華未來50,無,12.5399999619,52.61,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
7743.TWO,金利食安,無,20.25,37.5,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
3499.TWO,環天科,無,18.2999992371,54.68,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
2497.TW,怡利電,無,50.2000007629,71.71,⚪ 一般監控,0.00%,0.00%,nan%,0.00%,0.0,1,0.0,
2059.TW,川湖,無,3455.0,55.56,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
6913.TWO,鴻呈,無,106.5,48.72,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
1786.TW,科妍,無,59.4000015259,19.83,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
9802.TW,鈺齊-KY,無,78.1999969482,32.11,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
3219.TWO,倚強科,無,64.0999984741,46.1,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
00641R.TW,富邦日本反1,無,4.1799998283,46.88,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
6617.TWO,共信-KY,無,67.5,21.95,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
2248.TW,華勝-KY,無,48.6500015259,48.93,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
2884.TW,玉山金,無,32.2999992371,41.76,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
5355.TWO,佳總,無,6.5700001717,26.55,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
3609.TWO,三一東林,無,27.6000003815,36.99,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
8923.TWO,時報,無,19.9500007629,48.72,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,1,0.0,0.0
8068.TWO,全達,無,20.75,39.16,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
6597.TWO,立誠,無,60.4000015259,56.32,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
1584.TWO,精剛,無,22.0,30.68,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
3306.TWO,鼎天,無,46.7999992371,50.0,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
2929.TW,淘帝-KY,無,6.1999998093,13.64,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
6645.TW,金萬林-創,無,13.6499996185,35.71,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
1808.TW,潤隆,無,30.8500003815,50.79,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
00950B.TWO,凱基A級公司債,無,14.220000267,58.74,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
3685.TWO,元創精密,無,29.75,38.91,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
4529.TWO,淳紳,無,3.1300001144,32.05,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
3029.TW,零壹,無,95.9000015259,22.16,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
3447.TW,展達,無,38.7000007629,35.53,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
6908.TW,宏�砦C戲-創,無,41.0499992371,20.97,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
6741.TWO,91APP*-KY,無,62.0,50.92,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
1319.TW,東陽,無,82.0,33.93,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
00633L.TW,富邦上証正2,無,46.7799987793,52.26,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
020012.TW,富邦行動通訊N,無,17.7199993134,99.98,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
4109.TWO,加捷生醫,無,12.75,48.0,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
7722.TW,LINEPAY,無,306.5,31.25,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
6902.TW,GOGOLOOK,無,74.8000030518,40.43,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
00637L.TW,元大滬深300正2,無,19.3400001526,52.59,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
00664R.TW,國泰臺灣加權反1,無,2.2899999619,50.0,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
7810.TWO,捷創科技,無,246.5,65.43,⚪ 一般監控,0.00%,0.00%,nan%,-10.22%,0.0,1,0.0,
2434.TW,統懋,無,29.1499996185,37.14,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
1219.TW,福壽,無,13.9499998093,73.68,⚪ 一般監控,0.00%,0.00%,nan%,0.00%,0.0,1,0.0,
1623.TW,大東電,無,181.5,37.94,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
5301.TWO,寶得利,無,9.5699996948,62.72,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
6875.TWO,國邑*,無,39.0,37.07,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
8032.TWO,光菱,無,33.9500007629,38.71,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
6799.TW,來頡,無,74.6999969482,47.83,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
2528.TW,皇普,無,24.6499996185,36.41,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
5344.TWO,立衛,無,13.6499996185,46.15,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
3664.TWO,安瑞-KY,無,9.0500001907,0.9,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
2349.TW,錸德,無,13.1000003815,50.0,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
4161.TWO,聿新科,無,24.3500003815,33.85,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
4923.TWO,力士,無,34.5,62.93,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
6906.TW,現觀科,無,68.0,45.85,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
3577.TWO,泓格,無,71.6999969482,72.33,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
4609.TWO,唐鋒,無,5.1199998856,58.9,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
2254.TW,巨鎧精密-創,無,70.0999984741,61.97,⚪ 一般監控,0.00%,0.00%,nan%,-4.30%,0.0,1,0.0,
6221.TWO,晉泰,無,26.25,41.67,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
2250.TW,IKKA-KY,無,60.7999992371,38.58,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
8489.TWO,三貝德,無,26.1499996185,60.47,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
6844.TWO,諾貝兒,無,63.2999992371,25.81,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
6931.TW,青松健康,無,51.0,50.43,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
00632R.TW,元大台灣50反1,無,14.1400003433,49.84,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
3266.TW,昇陽,無,13.1499996185,41.03,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
2812.TW,台中銀,無,20.75,44.44,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
2724.TWO,藝舍-KY,無,18.4500007629,42.52,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
3232.TWO,昱捷,無,22.5499992371,39.58,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
2867.TW,三商壽,無,7.7300000191,38.82,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
1203.TW,味王,無,39.4000015259,68.52,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
8291.TWO,尚茂,無,14.3999996185,61.8,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
6865.TWO,偉康科技,無,38.4000015259,66.79,⚪ 一般監控,66.67%,0.00%,nan%,1.78%,0.0,3,0.0,
00845B.TWO,富邦新興投等債,無,33.4300003052,40.71,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
6668.TW,中揚光,無,34.4000015259,45.11,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
020030.TW,統一智慧電動車N,無,11.4099998474,71.34,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
4760.TWO,勤凱,無,205.0,68.82,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
6491.TW,晶碩,無,281.5,51.76,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
3078.TWO,僑威,無,57.0,36.36,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
2520.TW,冠德,無,32.0,39.84,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
3115.TWO,富榮綱,無,9.6999998093,43.18,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
6103.TWO,合邦,無,39.5,47.32,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
1338.TW,廣華-KY,無,17.1499996185,71.03,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
6596.TWO,寬宏藝術,無,99.5999984741,5.33,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
6160.TWO,欣技,無,15.8000001907,41.67,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
5426.TWO,振發,無,19.5,56.1,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
1909.TW,榮成,無,10.1499996185,67.08,⚪ 一般監控,75.00%,0.00%,nan%,-1.77%,0.0,4,0.0,
02001L.TW,富邦蘋果正二N,無,64.1500015259,50.51,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
6585.TW,鼎基,無,95.0,59.09,⚪ 一般監控,0.00%,0.00%,nan%,-6.86%,0.0,1,0.0,
6806.TW,森崴能源,無,38.5999984741,41.8,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
00648R.TW,元大S&P500反1,無,4.5799999237,57.81,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
1442.TW,名軒,無,26.2999992371,53.85,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
8349.TWO,�矬�,無,40.7000007629,27.84,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
2633.TW,台灣高鐵,無,26.7999992371,62.9,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
4530.TWO,宏易,無,29.0,51.67,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
00760B.TWO,復華新興企業債,無,53.7000007629,43.08,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
1295.TWO,生合,無,64.8000030518,33.32,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
6234.TWO,高僑,無,28.0,59.09,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
6418.TWO,詠昇,無,30.25,42.69,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
2201.TW,裕隆,無,27.7000007629,47.37,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
1733.TW,五鼎,無,29.6499996185,51.95,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
00662.TW,富邦NASDAQ,無,98.0,38.54,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
1229.TW,聯華,無,44.8499984741,63.89,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
2948.TWO,寶陞,無,39.0,44.63,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
4966.TWO,譜瑞-KY,無,482.0,28.64,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
6186.TWO,新潤,無,38.7000007629,33.13,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
8102.TWO,傑霖科技,無,54.5,100.0,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
8437.TWO,大地-KY,無,12.6000003815,13.16,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
8416.TWO,實威,無,168.5,50.0,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
4164.TW,承業醫,無,31.0,51.76,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
6573.TW,虹揚-KY,無,12.5,31.94,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
910322.TW,康師傅-DR,無,26.4500007629,52.31,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
2211.TW,長榮鋼,無,100.0,44.97,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
4439.TW,冠星-KY,無,86.5,54.78,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
2542.TW,興富發,無,35.4000015259,39.62,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
6431.TW,光麗-KY,無,22.9500007629,43.18,⚪ 一般監控,0.00%,0.00%,nan%,0.00%,0.0,1,0.0,
02001R.TW,富邦蘋果反一N,無,0.7200000286,45.45,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
4192.TWO,杏國,無,20.1000003815,31.82,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
00994A.TW,主動第一金台股優,無,12.4300003052,57.45,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
7455.TWO,樺緯物聯,無,62.0,47.42,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
6167.TWO,久正,無,13.6999998093,59.55,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
8047.TWO,星雲,無,53.7999992371,47.32,⚪ 一般監控,0.00%,0.00%,nan%,-14.19%,0.0,1,0.0,
3056.TW,富華新,無,14.9499998093,46.27,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
6756.TW,威鋒電子,無,71.0,33.16,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
6180.TWO,橘子,無,43.5499992371,47.54,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
5211.TWO,蒙恬,無,20.8999996185,19.74,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
7783.TWO,佳運,無,79.5,15.09,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
6870.TWO,騰雲,無,187.5,28.57,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
6235.TW,華孚,無,47.2000007629,45.27,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
4580.TWO,捷流閥業,無,80.6999969482,54.93,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
7702.TWO,前端風電,無,21.3999996185,21.02,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
6843.TWO,進典,無,45.0,39.27,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
4584.TWO,君帆,無,42.9000015259,36.73,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
1776.TW,展宇,無,15.8500003815,60.98,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
5601.TWO,台聯櫃,無,36.7999992371,49.0,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
6933.TW,AMAX-KY,無,127.0,39.78,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
1337.TW,再生-KY,無,6.1500000954,57.4,⚪ 一般監控,0.00%,0.00%,nan%,0.00%,0.0,1,0.0,
7719.TWO,碳基,無,38.9500007629,46.37,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
6409.TW,旭隼,無,778.0,44.37,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
6165.TW,浪凡,無,45.0999984741,54.2,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
3064.TWO,泰偉,無,27.0499992371,33.66,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
3310.TWO,佳穎,無,72.5,47.34,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
6781.TW,AES-KY,無,998.0,48.56,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
00764B.TWO,群益25年美債,無,28.4400005341,54.03,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
1907.TW,永豐餘,無,26.4500007629,69.72,⚪ 一般監控,50.00%,0.00%,nan%,-0.96%,0.0,2,0.0,
6969.TW,成信實業*-創,無,28.6000003815,63.16,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
2474.TW,可成,無,189.5,54.24,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
3013.TW,晟銘電,無,99.9000015259,59.0,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
4931.TWO,新盛力,無,136.5,51.38,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
5284.TW,jpp-KY,無,275.0,52.7,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
6499.TWO,益安,無,91.3000030518,51.26,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
00968B.TWO,元大優息投等債,無,9.3500003815,57.54,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
3057.TW,喬鼎,無,15.75,52.36,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
5314.TWO,世紀*,無,77.5999984741,54.6,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
4138.TWO,曜亞,無,61.7000007629,45.45,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
3008.TW,大立光,無,2190.0,39.54,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
3540.TWO,曜越,無,26.7999992371,24.63,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
3490.TWO,單井,無,25.7999992371,59.85,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
01004T.TW,土銀富邦R2,無,10.8900003433,53.4,⚪ 一般監控,0.00%,0.00%,nan%,0.00%,0.0,1,0.0,
3625.TWO,西勝,無,16.7999992371,45.88,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
1589.TW,永冠-KY,無,6.1500000954,40.51,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
