Combination,Impact_Score
MA_60 + TotalOverbuyVolK,0.864555
MA_60 + LendingRepayVolK,0.864555
MA_60 + LendingTotalVolK,0.864555
MA_60 + DirSupHoldPercent,0.864555
MA_60 + MainHolderCount,0.864555
MA_60 + MainHoldPercent,0.864555
MA_60 + TotalDifferenceVolK,0.864555
MA_60 + TotalOversellVolK,0.864555
MA_60 + TradeVolumeRate,0.864555
MA_60 + BIAS_Accel,0.864555
MA_60 + BB_Pos,0.864555
MA_60 + FinancingPaybackVolK,0.864555
MA_60 + FinancingSellVolK,0.864555
MA_60 + FinancingBuyVolK,0.864555
MA_60 + TotalSellVolK,0.864555
MA_60 + ATR_20,0.864555
MA_60 + ChangePercent,0.864555
MA_60 + DealerBuyVolK,0.864555
MA_60 + DealerDiffVolK,0.864555
MA_60 + ForeignBuyVolK,0.864555
MA_60 + ForeignDiffVolK,0.864555
MA_60 + ForeignHoldPercent,0.864555
MA_60 + ForeignSellVolK,0.864555
MA_60 + InvestmentTrustBuyVolK,0.864555
MA_60 + InvestmentTrustDiffVolK,0.864555
MA_60 + InvestmentTrustSellVolK,0.864555
MA_60 + TotalBuyVolK,0.864555
MA_60 + TotalDiffVolK,0.864555
MA_60 + DealerSellVolK,0.864555
MA_60 + Foreign_VolumeK,0.864555
MA_60 + Foreign_Consecutive_BuyDays,0.864555
MA_60 + Foreign_Hold_Increasing,0.864555
MA_60 + DayTradingVolK,0.864555
MA_60 + ShortFinancingPercent,0.864555
MA_60 + Foreign_LayoutScore,0.864555
MA_Long + InvestmentTrustDiffVolK,0.8641
MA_Long + DealerSellVolK,0.8641
MA_Long + ForeignBuyVolK,0.8641
MA_Long + ForeignDiffVolK,0.8641
MA_Long + ForeignHoldPercent,0.8641
MA_Long + ForeignSellVolK,0.8641
MA_Long + InvestmentTrustBuyVolK,0.8641
MA_Long + TotalBuyVolK,0.8641
MA_Long + InvestmentTrustSellVolK,0.8641
MA_Long + DealerBuyVolK,0.8641
MA_Long + TotalDiffVolK,0.8641
MA_Long + TotalSellVolK,0.8641
MA_Long + Foreign_VolumeK,0.8641
MA_Long + Foreign_Consecutive_BuyDays,0.8641
MA_Long + Foreign_Hold_Increasing,0.8641
MA_Long + DealerDiffVolK,0.8641
MA_Long + MA_60,0.8641
MA_Long + ChangePercent,0.8641
MA_Long + ATR_20,0.8641
MA_Long + V_MA20,0.8641
MA_Long + Bias_Ratio,0.8641
MA_Long + MA20,0.8641
MA_Long + AMA,0.8641
MA_Long + DMA_Golden_Cross,0.8641
MA_Long + DMA_Death_Cross,0.8641
MA_Long + DMA_Bullish,0.8641
MA_Long + DMA,0.8641
MA_Long + DMA_Diff,0.8641
MA_Long + DMA_Momentum_Up,0.8641
MA_Long + MA200,0.8641
MA_Long + High_120,0.8641
MA_Long + ShortFinancingPercent,0.8641
MA_Long + DayTradingVolK,0.8641
MA_Long + Foreign_LayoutScore,0.8641
MA_Long + FinancingBuyVolK,0.8641
MA_Long + LendingSellVolK,0.8641
MA_Long + BB_Pos,0.8641
MA_Long + BIAS_Accel,0.8641
MA_Long + TradeVolumeRate,0.8641
MA_Long + TotalOversellVolK,0.8641
MA_Long + TotalOverbuyVolK,0.8641
MA_Long + TotalDifferenceVolK,0.8641
MA_Long + MainHolderCount,0.8641
MA_Long + DirSupHoldPercent,0.8641
MA_Long + LendingTotalVolK,0.8641
MA_Long + LendingRepayVolK,0.8641
MA_Long + MainHoldPercent,0.8641
MA_Long + ShortUsageRatio,0.8641
MA_Long + FinancingUsageRatio,0.8641
MA_Long + ShortLimitVolK,0.8641
MA_Long + FinancingTotalVolK,0.8641
MA_Long + FinancingSellVolK,0.8641
MA_Long + FinancingLimitVolK,0.8641
MA_Long + FinancingPaybackVolK,0.8641
MA_Long + ShortBuyVolK,0.8641
MA_Long + ShortSellVolK,0.8641
MA_Long + ShortRepayVolK,0.8641
MA_Long + ShortTotalVolK,0.8641
EMA_20 + Short_Term_Rebound,0.862984
EMA_20 + DMA_Diff,0.862984
EMA_20 + DMA_Bullish,0.862984
EMA_20 + DMA_Death_Cross,0.862984
EMA_20 + DMA_Golden_Cross,0.862984
EMA_20 + AMA,0.862984
EMA_20 + DMA,0.862984
EMA_20 + MA_Long,0.862984
EMA_20 + MA_Short,0.862984
EMA_20 + Golden_Cross,0.862984
EMA_20 + Bias_Divergence,0.862984
EMA_20 + Strong_Trend,0.862984
EMA_20 + CCI,0.862984
EMA_20 + Bullish_Align,0.862984
EMA_20 + BIAS_20,0.862984
EMA_20 + BIAS_6,0.862984
EMA_20 + BIAS_Short_Col,0.862984
EMA_20 + Vol_Spike,0.862984
EMA_20 + Vol_Ratio,0.862984
EMA_20 + Vol_MA6,0.862984
EMA_20 + ADX_5,0.862984
EMA_20 + ADX,0.862984
EMA_20 + -DI,0.862984
EMA_20 + +DI,0.862984
EMA_20 + High_120,0.862984
EMA_20 + OBV_MA,0.862984
EMA_20 + MA200,0.862984
EMA_20 + ForeignHoldPercent,0.862984
EMA_20 + MA20,0.862984
EMA_20 + InvestmentTrustSellVolK,0.862984
EMA_20 + FinancingPaybackVolK,0.862984
EMA_20 + FinancingSellVolK,0.862984
EMA_20 + FinancingBuyVolK,0.862984
EMA_20 + ShortFinancingPercent,0.862984
EMA_20 + DayTradingVolK,0.862984
EMA_20 + Foreign_Hold_Increasing,0.862984
EMA_20 + Foreign_Consecutive_BuyDays,0.862984
EMA_20 + Foreign_LayoutScore,0.862984
EMA_20 + Foreign_VolumeK,0.862984
EMA_20 + TotalSellVolK,0.862984
EMA_20 + TotalDiffVolK,0.862984
EMA_20 + TotalBuyVolK,0.862984
EMA_20 + InvestmentTrustDiffVolK,0.862984
EMA_20 + Bias_Ratio,0.862984
EMA_20 + InvestmentTrustBuyVolK,0.862984
EMA_20 + ForeignSellVolK,0.862984
EMA_20 + KDJ_J,0.862984
EMA_20 + ForeignDiffVolK,0.862984
EMA_20 + ForeignBuyVolK,0.862984
EMA_20 + DealerSellVolK,0.862984
EMA_20 + DealerDiffVolK,0.862984
EMA_20 + DealerBuyVolK,0.862984
EMA_20 + ChangePercent,0.862984
EMA_20 + ATR_20,0.862984
EMA_20 + MA_60,0.862984
EMA_20 + V_MA20,0.862984
EMA_20 + OBV,0.862984
EMA_20 + MACD_Bullish_Strong,0.862984
EMA_20 + KDJ_D,0.862984
SMMA_20 + ShortLimitVolK,0.862984
SMMA_20 + DayTradingVolK,0.862984
SMMA_20 + ShortFinancingPercent,0.862984
SMMA_20 + FinancingBuyVolK,0.862984
SMMA_20 + FinancingSellVolK,0.862984
SMMA_20 + FinancingPaybackVolK,0.862984
SMMA_20 + FinancingTotalVolK,0.862984
SMMA_20 + FinancingLimitVolK,0.862984
SMMA_20 + FinancingUsageRatio,0.862984
SMMA_20 + ShortBuyVolK,0.862984
SMMA_20 + ShortSellVolK,0.862984
SMMA_20 + ShortRepayVolK,0.862984
SMMA_20 + ShortTotalVolK,0.862984
SMMA_20 + ShortUsageRatio,0.862984
EMA_20 + KDJ_K,0.862984
SMMA_20 + LendingSellVolK,0.862984
SMMA_20 + LendingRepayVolK,0.862984
SMMA_20 + LendingTotalVolK,0.862984
SMMA_20 + DirSupHoldPercent,0.862984
SMMA_20 + MainHolderCount,0.862984
SMMA_20 + MainHoldPercent,0.862984
SMMA_20 + TotalDifferenceVolK,0.862984
SMMA_20 + TotalOverbuyVolK,0.862984
SMMA_20 + TotalOversellVolK,0.862984
SMMA_20 + TradeVolumeRate,0.862984
SMMA_20 + BIAS_Accel,0.862984
SMMA_20 + BB_Pos,0.862984
EMA_20 + WMA_20,0.862984
EMA_20 + SMA_20,0.862984
EMA_20 + HMA_20,0.862984
EMA_20 + DEMA_20,0.862984
EMA_20 + Williams,0.862984
EMA_20 + BOLL,0.862984
EMA_20 + Lower_Band,0.862984
EMA_20 + Upper_Band,0.862984
EMA_20 + SMA,0.862984
EMA_20 + RSI,0.862984
EMA_20 + MACD_Momentum_Ratio,0.862984
EMA_20 + MACD_Bearish_Strong,0.862984
EMA_20 + FinancingLimitVolK,0.862984
EMA_20 + MACD_Momentum_Down,0.862984
EMA_20 + MACD_Momentum_Up,0.862984
EMA_20 + MACD_Diff,0.862984
EMA_20 + MACD_Bearish_Zone,0.862984
EMA_20 + MACD_Bullish_Zone,0.862984
EMA_20 + MACD_Death_Cross,0.862984
EMA_20 + MACD_Golden_Cross,0.862984
EMA_20 + MACD_OSC,0.862984
EMA_20 + MACD_Hist,0.862984
EMA_20 + MACD_Signal,0.862984
EMA_20 + MACD,0.862984
EMA_20 + DEA,0.862984
EMA_20 + DIF,0.862984
EMA_20 + WMA_6,0.862984
EMA_20 + SMMA_20,0.862984
EMA_20 + KAMA_20,0.862984
EMA_20 + FinancingTotalVolK,0.862984
EMA_20 + DMA_Momentum_Up,0.862984
EMA_20 + FinancingUsageRatio,0.862984
SMMA_20 + DMA_Bullish,0.862984
SMMA_20 + DMA_Golden_Cross,0.862984
SMMA_20 + AMA,0.862984
SMMA_20 + DMA,0.862984
SMMA_20 + MA_Long,0.862984
SMMA_20 + MA_Short,0.862984
SMMA_20 + Golden_Cross,0.862984
SMMA_20 + Bias_Divergence,0.862984
SMMA_20 + Strong_Trend,0.862984
SMMA_20 + Short_Term_Rebound,0.862984
SMMA_20 + Bullish_Align,0.862984
SMMA_20 + BIAS_20,0.862984
SMMA_20 + BIAS_6,0.862984
SMMA_20 + BIAS_Short_Col,0.862984
SMMA_20 + Vol_Spike,0.862984
SMMA_20 + Vol_Ratio,0.862984
SMMA_20 + Vol_MA6,0.862984
SMMA_20 + ADX_5,0.862984
SMMA_20 + ADX,0.862984
SMMA_20 + -DI,0.862984
SMMA_20 + +DI,0.862984
SMMA_20 + CCI,0.862984
SMMA_20 + OBV_MA,0.862984
SMMA_20 + OBV,0.862984
SMMA_20 + KDJ_J,0.862984
SMMA_20 + KDJ_D,0.862984
SMMA_20 + DMA_Death_Cross,0.862984
SMMA_20 + DMA_Diff,0.862984
SMMA_20 + Williams,0.862984
SMMA_20 + DMA_Momentum_Up,0.862984
SMMA_20 + Foreign_Hold_Increasing,0.862984
SMMA_20 + Foreign_Consecutive_BuyDays,0.862984
SMMA_20 + Foreign_LayoutScore,0.862984
SMMA_20 + Foreign_VolumeK,0.862984
SMMA_20 + TotalSellVolK,0.862984
SMMA_20 + TotalDiffVolK,0.862984
SMMA_20 + TotalBuyVolK,0.862984
SMMA_20 + InvestmentTrustSellVolK,0.862984
SMMA_20 + InvestmentTrustDiffVolK,0.862984
SMMA_20 + InvestmentTrustBuyVolK,0.862984
SMMA_20 + ForeignSellVolK,0.862984
SMMA_20 + ForeignHoldPercent,0.862984
SMMA_20 + ForeignDiffVolK,0.862984
EMA_20 + ShortBuyVolK,0.862984
SMMA_20 + DealerSellVolK,0.862984
SMMA_20 + DealerDiffVolK,0.862984
SMMA_20 + DealerBuyVolK,0.862984
SMMA_20 + ChangePercent,0.862984
SMMA_20 + ATR_20,0.862984
SMMA_20 + MA_60,0.862984
SMMA_20 + V_MA20,0.862984
SMMA_20 + Bias_Ratio,0.862984
SMMA_20 + MA20,0.862984
SMMA_20 + High_120,0.862984
SMMA_20 + MA200,0.862984
SMMA_20 + KDJ_K,0.862984
SMMA_20 + ForeignBuyVolK,0.862984
SMMA_20 + BOLL,0.862984
SMMA_20 + DIF,0.862984
EMA_20 + BB_Pos,0.862984
EMA_20 + BIAS_Accel,0.862984
EMA_20 + TradeVolumeRate,0.862984
EMA_20 + TotalOversellVolK,0.862984
EMA_20 + TotalOverbuyVolK,0.862984
EMA_20 + MainHoldPercent,0.862984
EMA_20 + MainHolderCount,0.862984
EMA_20 + DirSupHoldPercent,0.862984
EMA_20 + LendingTotalVolK,0.862984
EMA_20 + LendingRepayVolK,0.862984
EMA_20 + LendingSellVolK,0.862984
EMA_20 + ShortUsageRatio,0.862984
EMA_20 + ShortLimitVolK,0.862984
EMA_20 + ShortTotalVolK,0.862984
EMA_20 + ShortRepayVolK,0.862984
EMA_20 + ShortSellVolK,0.862984
SMMA_20 + Lower_Band,0.862984
SMMA_20 + WMA_6,0.862984
EMA_20 + TotalDifferenceVolK,0.862984
SMMA_20 + DEA,0.862984
SMMA_20 + MACD_Momentum_Up,0.862984
SMMA_20 + MACD_OSC,0.862984
SMMA_20 + MACD_Golden_Cross,0.862984
SMMA_20 + MACD_Death_Cross,0.862984
SMMA_20 + MACD_Bullish_Zone,0.862984
SMMA_20 + MACD_Bearish_Zone,0.862984
SMMA_20 + MACD_Diff,0.862984
SMMA_20 + MACD_Momentum_Down,0.862984
SMMA_20 + MACD_Signal,0.862984
SMMA_20 + MACD_Bullish_Strong,0.862984
SMMA_20 + MACD_Bearish_Strong,0.862984
SMMA_20 + MACD_Momentum_Ratio,0.862984
SMMA_20 + RSI,0.862984
SMMA_20 + MACD,0.862984
SMMA_20 + Upper_Band,0.862984
SMMA_20 + MACD_Hist,0.862984
SMMA_20 + SMA,0.862984
KAMA_20 + Lower_Band,0.86278
KAMA_20 + BOLL,0.86278
KAMA_20 + MACD_Bullish_Zone,0.86278
KAMA_20 + MACD_Death_Cross,0.86278
KAMA_20 + MACD_Golden_Cross,0.86278
KAMA_20 + MACD_OSC,0.86278
KAMA_20 + MACD_Hist,0.86278
KAMA_20 + BIAS_Short_Col,0.86278
KAMA_20 + MACD_Signal,0.86278
KAMA_20 + MACD,0.86278
KAMA_20 + DEA,0.86278
KAMA_20 + DIF,0.86278
KAMA_20 + WMA_6,0.86278
KAMA_20 + SMMA_20,0.86278
KAMA_20 + Short_Term_Rebound,0.86278
KAMA_20 + Strong_Trend,0.86278
KAMA_20 + Bias_Divergence,0.86278
KAMA_20 + Golden_Cross,0.86278
KAMA_20 + MA_Short,0.86278
KAMA_20 + MA_Long,0.86278
KAMA_20 + DMA,0.86278
KAMA_20 + AMA,0.86278
KAMA_20 + DMA_Golden_Cross,0.86278
KAMA_20 + DMA_Death_Cross,0.86278
KAMA_20 + DMA_Bullish,0.86278
KAMA_20 + MACD_Bearish_Zone,0.86278
KAMA_20 + MACD_Diff,0.86278
KAMA_20 + MACD_Momentum_Up,0.86278
KAMA_20 + ADX,0.86278
KAMA_20 + Williams,0.86278
KAMA_20 + KDJ_K,0.86278
KAMA_20 + KDJ_D,0.86278
KAMA_20 + KDJ_J,0.86278
KAMA_20 + DMA_Momentum_Up,0.86278
KAMA_20 + OBV,0.86278
KAMA_20 + OBV_MA,0.86278
KAMA_20 + CCI,0.86278
KAMA_20 + +DI,0.86278
KAMA_20 + -DI,0.86278
KAMA_20 + ADX_5,0.86278
KAMA_20 + MACD_Momentum_Down,0.86278
KAMA_20 + Vol_MA6,0.86278
KAMA_20 + BIAS_6,0.86278
KAMA_20 + Vol_Ratio,0.86278
KAMA_20 + Vol_Spike,0.86278
KAMA_20 + Upper_Band,0.86278
KAMA_20 + SMA,0.86278
KAMA_20 + RSI,0.86278
KAMA_20 + MACD_Momentum_Ratio,0.86278
KAMA_20 + MACD_Bearish_Strong,0.86278
KAMA_20 + MACD_Bullish_Strong,0.86278
KAMA_20 + DMA_Diff,0.86278
KAMA_20 + TotalDiffVolK,0.86278
KAMA_20 + MA200,0.86278
KAMA_20 + High_120,0.86278
KAMA_20 + FinancingPaybackVolK,0.86278
KAMA_20 + FinancingTotalVolK,0.86278
KAMA_20 + FinancingLimitVolK,0.86278
KAMA_20 + FinancingUsageRatio,0.86278
KAMA_20 + ShortBuyVolK,0.86278
KAMA_20 + BIAS_20,0.86278
KAMA_20 + ShortSellVolK,0.86278
KAMA_20 + ShortRepayVolK,0.86278
KAMA_20 + ShortTotalVolK,0.86278
KAMA_20 + ShortLimitVolK,0.86278
KAMA_20 + ShortUsageRatio,0.86278
KAMA_20 + LendingSellVolK,0.86278
KAMA_20 + LendingRepayVolK,0.86278
KAMA_20 + LendingTotalVolK,0.86278
KAMA_20 + DirSupHoldPercent,0.86278
KAMA_20 + MainHolderCount,0.86278
KAMA_20 + MainHoldPercent,0.86278
KAMA_20 + TotalDifferenceVolK,0.86278
KAMA_20 + TotalOverbuyVolK,0.86278
KAMA_20 + TotalOversellVolK,0.86278
KAMA_20 + TradeVolumeRate,0.86278
KAMA_20 + BIAS_Accel,0.86278
KAMA_20 + BB_Pos,0.86278
KAMA_20 + FinancingSellVolK,0.86278
KAMA_20 + FinancingBuyVolK,0.86278
KAMA_20 + ShortFinancingPercent,0.86278
KAMA_20 + DayTradingVolK,0.86278
KAMA_20 + MA20,0.86278
KAMA_20 + Bias_Ratio,0.86278
KAMA_20 + V_MA20,0.86278
KAMA_20 + MA_60,0.86278
KAMA_20 + ATR_20,0.86278
KAMA_20 + ChangePercent,0.86278
KAMA_20 + DealerBuyVolK,0.86278
KAMA_20 + DealerDiffVolK,0.86278
KAMA_20 + DealerSellVolK,0.86278
KAMA_20 + ForeignBuyVolK,0.86278
KAMA_20 + ForeignDiffVolK,0.86278
KAMA_20 + ForeignHoldPercent,0.86278
KAMA_20 + ForeignSellVolK,0.86278
KAMA_20 + InvestmentTrustBuyVolK,0.86278
KAMA_20 + InvestmentTrustDiffVolK,0.86278
KAMA_20 + InvestmentTrustSellVolK,0.86278
KAMA_20 + TotalBuyVolK,0.86278
KAMA_20 + TotalSellVolK,0.86278
KAMA_20 + Foreign_VolumeK,0.86278
KAMA_20 + Foreign_LayoutScore,0.86278
KAMA_20 + Foreign_Consecutive_BuyDays,0.86278
KAMA_20 + Foreign_Hold_Increasing,0.86278
KAMA_20 + Bullish_Align,0.86278
SMA_10 + TotalSellVolK,0.861599
SMA_10 + TotalDiffVolK,0.861599
MA_Short + MA_Long,0.861599
SMA_10 + WMA_20,0.861599
SMA_10 + MACD_Bearish_Zone,0.861599
SMA_10 + MACD_Bullish_Zone,0.861599
SMA_10 + MACD_Death_Cross,0.861599
SMA_10 + MACD_Golden_Cross,0.861599
SMA_10 + MACD_OSC,0.861599
SMA_10 + MACD_Hist,0.861599
SMA_10 + MACD_Signal,0.861599
SMA_10 + MACD,0.861599
SMA_10 + DEA,0.861599
SMA_10 + DIF,0.861599
SMA_10 + WMA_6,0.861599
SMA_10 + SMMA_20,0.861599
SMA_10 + KAMA_20,0.861599
SMA_10 + DEMA_20,0.861599
SMA_10 + HMA_20,0.861599
SMA_10 + MACD_Diff,0.861599
SMA_10 + MACD_Momentum_Up,0.861599
SMA_10 + MACD_Momentum_Down,0.861599
SMA_10 + Williams,0.861599
SMA_10 + CCI,0.861599
SMA_10 + OBV_MA,0.861599
MA_Short + DMA,0.861599
SMA_10 + KDJ_J,0.861599
SMA_10 + KDJ_D,0.861599
SMA_10 + KDJ_K,0.861599
SMA_10 + BOLL,0.861599
SMA_10 + MACD_Bullish_Strong,0.861599
SMA_10 + Lower_Band,0.861599
SMA_10 + Upper_Band,0.861599
SMA_10 + SMA,0.861599
SMA_10 + RSI,0.861599
SMA_10 + MACD_Momentum_Ratio,0.861599
SMA_10 + MACD_Bearish_Strong,0.861599
SMA_10 + SMA_20,0.861599
SMA_10 + EMA_20,0.861599
MA_10 + TotalSellVolK,0.861599
SMA_10 + MA_20,0.861599
MA_10 + ShortTotalVolK,0.861599
MA_10 + ShortRepayVolK,0.861599
MA_10 + ShortSellVolK,0.861599
MA_10 + ShortBuyVolK,0.861599
MA_10 + FinancingUsageRatio,0.861599
MA_10 + FinancingLimitVolK,0.861599
MA_10 + FinancingTotalVolK,0.861599
MA_10 + FinancingPaybackVolK,0.861599
MA_10 + FinancingSellVolK,0.861599
MA_10 + FinancingBuyVolK,0.861599
MA_10 + ShortFinancingPercent,0.861599
MA_10 + DayTradingVolK,0.861599
MA_10 + Foreign_Hold_Increasing,0.861599
MA_10 + Foreign_Consecutive_BuyDays,0.861599
MA_10 + Foreign_LayoutScore,0.861599
MA_10 + ShortLimitVolK,0.861599
MA_10 + ShortUsageRatio,0.861599
MA_10 + LendingSellVolK,0.861599
MA_10 + TradeVolumeRate,0.861599
SMA_10 + SMMA_10,0.861599
SMA_10 + KAMA_10,0.861599
SMA_10 + DEMA_10,0.861599
SMA_10 + HMA_10,0.861599
MA_10 + BB_Pos,0.861599
MA_10 + BIAS_Accel,0.861599
MA_10 + TotalOversellVolK,0.861599
MA_10 + LendingRepayVolK,0.861599
MA_10 + TotalOverbuyVolK,0.861599
MA_10 + TotalDifferenceVolK,0.861599
MA_10 + MainHoldPercent,0.861599
MA_10 + MainHolderCount,0.861599
MA_10 + DirSupHoldPercent,0.861599
MA_10 + LendingTotalVolK,0.861599
SMA_10 + +DI,0.861599
SMA_10 + -DI,0.861599
SMA_10 + ADX,0.861599
SMA_10 + ADX_5,0.861599
SMA_10 + LendingSellVolK,0.861599
SMA_10 + LendingRepayVolK,0.861599
SMA_10 + LendingTotalVolK,0.861599
SMA_10 + DirSupHoldPercent,0.861599
SMA_10 + MainHolderCount,0.861599
SMA_10 + MainHoldPercent,0.861599
SMA_10 + TotalDifferenceVolK,0.861599
SMA_10 + TotalOverbuyVolK,0.861599
SMA_10 + TotalOversellVolK,0.861599
SMA_10 + TradeVolumeRate,0.861599
SMA_10 + BIAS_Accel,0.861599
SMA_10 + BB_Pos,0.861599
SMA_10 + TotalBuyVolK,0.861599
SMA_10 + InvestmentTrustSellVolK,0.861599
SMA_10 + InvestmentTrustDiffVolK,0.861599
SMA_10 + ShortUsageRatio,0.861599
SMA_10 + ShortLimitVolK,0.861599
SMA_10 + ShortTotalVolK,0.861599
SMA_10 + FinancingBuyVolK,0.861599
SMA_10 + Foreign_VolumeK,0.861599
SMA_10 + Foreign_LayoutScore,0.861599
SMA_10 + Foreign_Consecutive_BuyDays,0.861599
SMA_10 + Foreign_Hold_Increasing,0.861599
SMA_10 + DayTradingVolK,0.861599
SMA_10 + ShortFinancingPercent,0.861599
SMA_10 + FinancingSellVolK,0.861599
SMA_10 + ShortRepayVolK,0.861599
SMA_10 + FinancingPaybackVolK,0.861599
SMA_10 + FinancingTotalVolK,0.861599
SMA_10 + FinancingLimitVolK,0.861599
SMA_10 + FinancingUsageRatio,0.861599
SMA_10 + ShortBuyVolK,0.861599
SMA_10 + ShortSellVolK,0.861599
SMA_10 + InvestmentTrustBuyVolK,0.861599
SMA_10 + ForeignSellVolK,0.861599
SMA_10 + ForeignHoldPercent,0.861599
SMA_10 + Short_Term_Rebound,0.861599
SMA_10 + DMA,0.861599
SMA_10 + MA_Long,0.861599
SMA_10 + MA_Short,0.861599
SMA_10 + Golden_Cross,0.861599
SMA_10 + Bias_Divergence,0.861599
SMA_10 + Strong_Trend,0.861599
SMA_10 + Bullish_Align,0.861599
SMA_10 + DMA_Golden_Cross,0.861599
SMA_10 + BIAS_20,0.861599
SMA_10 + BIAS_6,0.861599
SMA_10 + BIAS_Short_Col,0.861599
SMA_10 + Vol_Spike,0.861599
SMA_10 + Vol_Ratio,0.861599
SMA_10 + Vol_MA6,0.861599
SMA_10 + AMA,0.861599
SMA_10 + DMA_Death_Cross,0.861599
SMA_10 + ForeignDiffVolK,0.861599
SMA_10 + MA_60,0.861599
SMA_10 + ForeignBuyVolK,0.861599
SMA_10 + DealerSellVolK,0.861599
SMA_10 + DealerDiffVolK,0.861599
SMA_10 + DealerBuyVolK,0.861599
SMA_10 + ChangePercent,0.861599
SMA_10 + ATR_20,0.861599
SMA_10 + V_MA20,0.861599
SMA_10 + DMA_Bullish,0.861599
SMA_10 + Bias_Ratio,0.861599
SMA_10 + MA20,0.861599
SMA_10 + High_120,0.861599
SMA_10 + MA200,0.861599
SMA_10 + DMA_Momentum_Up,0.861599
SMA_10 + DMA_Diff,0.861599
MA_10 + Foreign_VolumeK,0.861599
SMA_10 + OBV,0.861599
MA_10 + TotalDiffVolK,0.861599
MA_10 + RSI,0.861599
MA_10 + MACD_Bullish_Strong,0.861599
MA_10 + MACD_Momentum_Down,0.861599
MA_10 + MACD_Momentum_Up,0.861599
MA_10 + MACD_Diff,0.861599
MA_10 + MACD_Bearish_Zone,0.861599
MA_10 + MACD_Bullish_Zone,0.861599
MA_10 + MACD_Death_Cross,0.861599
MA_10 + MACD_Golden_Cross,0.861599
MA_10 + MACD_OSC,0.861599
MA_10 + MACD_Hist,0.861599
MA_10 + MACD_Signal,0.861599
MA_10 + MACD,0.861599
MA_10 + DEA,0.861599
MA_10 + DIF,0.861599
MA_10 + WMA_6,0.861599
MA_10 + SMMA_20,0.861599
MA_10 + KAMA_20,0.861599
MA_10 + MACD_Momentum_Ratio,0.861599
MA_10 + SMA,0.861599
MA_10 + BIAS_20,0.861599
MA_10 + Upper_Band,0.861599
MA_10 + BIAS_Short_Col,0.861599
MA_10 + Vol_Spike,0.861599
MA_10 + Vol_Ratio,0.861599
MA_10 + Vol_MA6,0.861599
MA_10 + ADX_5,0.861599
MA_10 + ADX,0.861599
MA_10 + -DI,0.861599
MA_10 + +DI,0.861599
MA_10 + CCI,0.861599
MA_10 + OBV_MA,0.861599
MA_10 + OBV,0.861599
MA_10 + KDJ_J,0.861599
MA_10 + KDJ_D,0.861599
MA_10 + KDJ_K,0.861599
MA_10 + Williams,0.861599
MA_10 + BOLL,0.861599
MA_10 + Lower_Band,0.861599
MA_10 + DEMA_20,0.861599
MA_10 + HMA_20,0.861599
MA_10 + SMA_20,0.861599
MA_10 + WMA_20,0.861599
MA_Short + LendingSellVolK,0.861599
MA_Short + ShortUsageRatio,0.861599
MA_Short + ShortLimitVolK,0.861599
MA_Short + ShortTotalVolK,0.861599
MA_Short + ShortRepayVolK,0.861599
MA_Short + ShortSellVolK,0.861599
MA_Short + ShortBuyVolK,0.861599
MA_Short + FinancingUsageRatio,0.861599
MA_Short + FinancingLimitVolK,0.861599
MA_Short + FinancingTotalVolK,0.861599
MA_Short + FinancingPaybackVolK,0.861599
MA_Short + FinancingSellVolK,0.861599
MA_Short + FinancingBuyVolK,0.861599
MA_Short + ShortFinancingPercent,0.861599
MA_Short + DayTradingVolK,0.861599
MA_Short + Foreign_Hold_Increasing,0.861599
MA_10 + TotalBuyVolK,0.861599
MA_Short + LendingRepayVolK,0.861599
MA_Short + LendingTotalVolK,0.861599
MA_Short + DirSupHoldPercent,0.861599
MA_10 + WMA_10,0.861599
MA_10 + EMA_20,0.861599
MA_10 + MA_20,0.861599
MA_10 + SMMA_10,0.861599
MA_10 + KAMA_10,0.861599
MA_10 + DEMA_10,0.861599
MA_10 + HMA_10,0.861599
MA_10 + SMA_10,0.861599
MA_10 + EMA_10,0.861599
MA_Short + MainHolderCount,0.861599
MA_Short + BB_Pos,0.861599
MA_Short + BIAS_Accel,0.861599
MA_Short + TradeVolumeRate,0.861599
MA_Short + TotalOversellVolK,0.861599
MA_Short + TotalOverbuyVolK,0.861599
MA_Short + TotalDifferenceVolK,0.861599
MA_Short + MainHoldPercent,0.861599
MA_10 + BIAS_6,0.861599
MA_10 + MACD_Bearish_Strong,0.861599
MA_10 + Bullish_Align,0.861599
MA_10 + DMA_Diff,0.861599
MA_10 + DMA_Death_Cross,0.861599
MA_10 + DMA_Golden_Cross,0.861599
MA_10 + AMA,0.861599
MA_10 + DMA,0.861599
MA_10 + MA_Long,0.861599
MA_10 + MA_Short,0.861599
MA_10 + Golden_Cross,0.861599
MA_10 + Bias_Divergence,0.861599
MA_Short + AMA,0.861599
MA_Short + DMA_Golden_Cross,0.861599
MA_Short + DMA_Death_Cross,0.861599
MA_Short + DMA_Bullish,0.861599
MA_Short + DMA_Diff,0.861599
MA_Short + DMA_Momentum_Up,0.861599
MA_Short + MA200,0.861599
MA_Short + High_120,0.861599
MA_Short + MA20,0.861599
MA_10 + DMA_Bullish,0.861599
MA_10 + DMA_Momentum_Up,0.861599
MA_Short + V_MA20,0.861599
MA_10 + MA200,0.861599
MA_10 + InvestmentTrustSellVolK,0.861599
MA_10 + InvestmentTrustDiffVolK,0.861599
