Quantum AI Pro 分析報告 (20260311)
==============================================================================================================
        ID                            Name  Score    Price  Status WinRate                                    Reason
   6994.TW                            富威電力    6.5    87.70 🚀 極強勢攻擊   50.0% 趨勢強勁 / 【EPS連2成長 | 營收爆發(114.38%) | 董監持股增加】
   6944.TW                            兆聯實業    5.5   743.00 🚀 極強勢攻擊   44.4%           趨勢強勁 / 【EPS連2成長 | 營收爆發(51.58%)】
   2467.TW                              志聖    5.5   368.00 🚀 極強勢攻擊   75.0%           趨勢強勁 / 【EPS連2成長 | 營收爆發(124.1%)】
  4123.TWO                              晟德    5.5    44.40 🚀 極強勢攻擊   50.0%           趨勢強勁 / 【EPS連2成長 | 營收爆發(56.42%)】
  3093.TWO                             港建*    5.0    33.55 🚀 極強勢攻擊   47.4%             趨勢強勁 / 【營收爆發(90.8%) | 董監持股增加】
   3036.TW                              文曄    5.0   231.50 🚀 極強勢攻擊   77.8%           趨勢強勁 / 【營收爆發(151.67%) | 董監持股增加】
  5536.TWO                             聖暉*    4.5   697.00 🚀 極強勢攻擊   45.0%         【EPS連2成長 | 營收爆發(38.79%) | 董監持股增加】
   3702.TW                             大聯大    4.0    72.80 🚀 極強勢攻擊   50.0%                     趨勢強勁 / 【營收爆發(44.57%)】
   2404.TW                              漢唐    4.0  1085.00 🚀 極強勢攻擊   60.0%                     趨勢強勁 / 【營收爆發(58.89%)】
  5291.TWO                              邑昇    4.0    53.00 🚀 極強勢攻擊   63.2%                     趨勢強勁 / 【營收爆發(34.27%)】
   1256.TW                         鮮活果汁-KY    4.0   171.00 🚀 極強勢攻擊   54.5%                     趨勢強勁 / 【營收爆發(87.61%)】
   6477.TW                              安集    4.0    39.35 🚀 極強勢攻擊   60.0%                     趨勢強勁 / 【營收爆發(78.94%)】
   4943.TW                           康控-KY    4.0    12.20 🚀 極強勢攻擊    0.0%                      趨勢強勁 / 【營收爆發(38.5%)】
  8087.TWO                            麗升能源    4.0    34.05 🚀 極強勢攻擊   26.7%                     趨勢強勁 / 【營收爆發(883.4%)】
   4137.TW                           麗豐-KY    4.0   111.00 🚀 極強勢攻擊   52.6%                    趨勢強勁 / 【營收爆發(117.15%)】
   2406.TW                              國碩    4.0    34.15 🚀 極強勢攻擊   62.5%                    趨勢強勁 / 【營收爆發(188.65%)】
   2543.TW                              皇昌    4.0    74.00 🚀 極強勢攻擊   36.4%                     趨勢強勁 / 【營收爆發(34.97%)】
  6894.TWO                             衛司特    4.0   308.50 🚀 極強勢攻擊   60.0%                     趨勢強勁 / 【營收爆發(55.42%)】
   1529.TW                            樂事綠能    4.0    27.40 🚀 極強勢攻擊   57.1%                    趨勢強勁 / 【營收爆發(277.22%)】
   3706.TW                              神達    4.0    82.90 🚀 極強勢攻擊   40.0%                     趨勢強勁 / 【營收爆發(34.35%)】
   6531.TW                             愛普*    4.0   441.50 🚀 極強勢攻擊   33.3%                    趨勢強勁 / 【營收爆發(146.68%)】
   3029.TW                              零壹    4.0   115.00 🚀 極強勢攻擊   47.4%                      趨勢強勁 / 【營收爆發(31.5%)】
  3207.TWO                              耀勝    4.0    75.90 🚀 極強勢攻擊   16.7%                     趨勢強勁 / 【營收爆發(45.99%)】
  5205.TWO                              中茂    4.0    28.80 🚀 極強勢攻擊   50.0%                    趨勢強勁 / 【營收爆發(204.44%)】
   6669.TW                              緯穎    4.0  4190.00 🚀 極強勢攻擊   50.0%                    趨勢強勁 / 【營收爆發(103.44%)】
  4908.TWO                              前鼎    4.0    94.50 🚀 極強勢攻擊   52.9%                     趨勢強勁 / 【營收爆發(66.88%)】
  6788.TWO                             華景電    4.0   347.50 🚀 極強勢攻擊   66.7%                     趨勢強勁 / 【營收爆發(35.54%)】
  4768.TWO                            晶呈科技    4.0   440.50 🚀 極強勢攻擊   33.3%                    趨勢強勁 / 【營收爆發(228.67%)】
  3066.TWO                              李洲    4.0    16.25 🚀 極強勢攻擊   16.7%                     趨勢強勁 / 【營收爆發(42.57%)】
  3709.TWO                           鑫聯大投控    4.0    68.00 🚀 極強勢攻擊   57.1%                    趨勢強勁 / 【營收爆發(132.66%)】
  1294.TWO                            漢田生技    4.0    91.80 🚀 極強勢攻擊   35.7%                    趨勢強勁 / 【營收爆發(117.94%)】
   2377.TW                              微星    4.0    94.50 🚀 極強勢攻擊   46.7%                     趨勢強勁 / 【營收爆發(33.73%)】
   8926.TW                             台汽電    0.0    45.70 ☁️ 區間整理   33.3%                          【營收爆發(1067.24%)】
   6794.TW                            向榮生技    0.0    82.90 ☁️ 區間整理   80.0%                                          
00749B.TWO                        凱基新興債10+    0.0    32.35 ☁️ 區間整理   35.7%                                   【無財報資料】
  3498.TWO                              陽程    0.0    66.90 ☁️ 區間整理   27.8%                                          
  3310.TWO                              佳穎    0.0    74.20 ☁️ 區間整理   55.6%                                   【無財報資料】
  3339.TWO                              泰谷    0.0    28.50 ☁️ 區間整理   40.0%                                   【無財報資料】
  6961.TWO                             旅天下    0.0    60.20 ☁️ 區間整理   65.0%                                          
   2308.TW                             台達電    0.0  1400.00 ☁️ 區間整理   53.8%                            【營收爆發(32.87%)】
   3008.TW                             大立光    0.0  2390.00 ☁️ 區間整理   54.5%                                          
   3583.TW                              辛耘    0.0   371.50 ☁️ 區間整理   26.7%                                          
   6128.TW                              上福    0.0    23.65 ☁️ 區間整理   50.0%                                          
00764B.TWO                         群益25年美債    0.0    28.95 ☁️ 區間整理   33.3%                                          
  4561.TWO                              健椿    0.0    35.25 ☁️ 區間整理  100.0%                                          
  00940.TW                        元大台灣價值高息    0.0     9.68 ☁️ 區間整理   61.1%                                          
  4138.TWO                              曜亞    0.0    61.80 ☁️ 區間整理   40.0%                                          
   6108.TW                              競國    0.0    15.65 ☁️ 區間整理   50.0%                                          
   2425.TW                              承啟    0.0    28.25 ☁️ 區間整理   50.0%                            【營收爆發(43.93%)】
   2461.TW                             光群雷    0.0    15.35 ☁️ 區間整理   50.0%                                          
   6472.TW                              保瑞    0.0   473.50 ☁️ 區間整理   50.0%                                          
   2031.TW                             新光鋼    0.0    39.15 ☁️ 區間整理   72.7%                                          
  2887I.TW     TS FINANCIAL HOLDING CO LTD    0.0     9.31 ☁️ 區間整理   33.3%                           【營收爆發(117.67%)】
   6969.TW                         成信實業*-創    0.0    28.95 ☁️ 區間整理   50.0%                                   【無財報資料】
  00713.TW                        元大台灣高息低波    0.0    52.25 ☁️ 區間整理   70.0%                                          
  3317.TWO                             尼克森    0.0    46.65 ☁️ 區間整理   50.0%                                          
  5314.TWO                             世紀*    0.0    77.30 ☁️ 區間整理   62.5%                           【營收爆發(265.41%)】
   5292.TW                              華懋    0.0   185.00 ☁️ 區間整理   50.0%                                          
  5013.TWO                              強新    0.0    30.50 ☁️ 區間整理   75.0%                                          
  3625.TWO                              西勝    0.0    17.20 ☁️ 區間整理   70.0%                                          
  00927.TW                         群益半導體收益    0.0    24.88 ☁️ 區間整理   45.5%                                          
  7402.TWO                              邑錡    0.0   120.00 ☁️ 區間整理   42.9%                                          
   1589.TW                           永冠-KY    0.0     6.60 ☁️ 區間整理   50.0%                            【營收爆發(33.94%)】
  3322.TWO                             建舜電    0.0    14.20 ☁️ 區間整理   54.5%                                   【無財報資料】
   2457.TW                              飛宏    0.0    28.65 ☁️ 區間整理   35.7%                                          
   6645.TW                           金萬林-創    0.0    14.45 ☁️ 區間整理   21.1%                            【營收爆發(35.79%)】
  5493.TWO                              三聯    0.0    83.00 ☁️ 區間整理   41.2%                                          
   2465.TW                              麗臺    0.0    55.00 ☁️ 區間整理   57.9%                                   【無財報資料】
  7717.TWO                         萊德光電-KY    0.0   605.00 ☁️ 區間整理   50.0%                                          
 00654R.TW                          富邦印度反1    0.0     6.82 ☁️ 區間整理   35.7%                                          
  6179.TWO                              亞通    0.0    26.80 ☁️ 區間整理   62.5%                                          
  00963.TW                         中信全球高股息    0.0    12.30 ☁️ 區間整理  100.0%                                   【無財報資料】
   2515.TW                              中工    0.0    15.75 ☁️ 區間整理   50.0%                            【營收爆發(84.64%)】
 00980A.TW                        主動野村臺灣優選    0.0    17.25 ☁️ 區間整理   30.8%                                          
   3049.TW                              精金    0.0    13.50 ☁️ 區間整理   46.2%          【營收爆發(51.19%) | ⚠️毛利負值 | 董監持股增加】
   6526.TW                              達發    0.0   508.00 ☁️ 區間整理   36.4%                                          
  7810.TWO                            捷創科技    0.0   187.50 ☁️ 區間整理   66.7%                                          
  8240.TWO                              華宏    0.0    42.50 ☁️ 區間整理   85.7%                                          
   2013.TW                             中鋼構    0.0    44.35 ☁️ 區間整理   71.4%                                          
  8091.TWO                              翔名    0.0   136.50 ☁️ 區間整理   50.0%                                          
   6933.TW                         AMAX-KY    0.0   142.00 ☁️ 區間整理   44.4%                                          
 00664R.TW                        國泰臺灣加權反1    0.0     2.25 ☁️ 區間整理   80.0%                                          
  5514.TWO                              三豐    0.0    16.00 ☁️ 區間整理    0.0%                          【營收爆發(6851.87%)】
  6140.TWO                              訊達    0.0    21.50 ☁️ 區間整理   56.2%                                          
  7719.TWO                              碳基    0.0    40.15 ☁️ 區間整理   66.7%                                          
   9945.TW                             潤泰新    0.0    27.95 ☁️ 區間整理   44.4%                            【營收爆發(58.08%)】
   3715.TW                            定穎投控    0.0   152.00 ☁️ 區間整理   25.0%                                          
  6182.TWO                              合晶    0.0    33.85 ☁️ 區間整理   60.0%                                          
   6658.TW                              聯策    0.0    58.80 ☁️ 區間整理   57.1%                                   【無財報資料】
   2845.TW                             遠東銀    0.0    12.40 ☁️ 區間整理   37.5%                                          
   2504.TW                              國產    0.0    37.20 ☁️ 區間整理   31.2%                                   【無財報資料】
  7584.TWO                              樂意    0.0    32.30 ☁️ 區間整理   40.0%                                          
   1513.TW                             中興電    0.0   156.50 ☁️ 區間整理   56.2%                                          
  3455.TWO                              由田    0.0   123.50 ☁️ 區間整理   50.0%                                          
00959B.TWO                      大華投等美債15Y+    0.0     9.57 ☁️ 區間整理   44.4%                                          
009815.TWO                       大華美國MAG7+    0.0     9.67 ☁️ 區間整理   30.0%                                          
  3629.TWO                            地心引力    0.0    18.45 ☁️ 區間整理   50.0%                        【營收爆發(123766.67%)】
   2812.TW                             台中銀    0.0    20.75 ☁️ 區間整理   33.3%                                          
 02001L.TW                FUBON SECURITIES    0.0    66.05 ☁️ 區間整理   50.0%                                          
   6024.TW                             群益期    0.0    55.10 ☁️ 區間整理   56.2%                           【營收爆發(152.89%)】
  2235.TWO                              謚源    0.0    33.00 ☁️ 區間整理   37.5%                            【營收爆發(45.05%)】
   2880.TW                             華南金    0.0    34.20 ☁️ 區間整理   90.0%                                          
   5876.TW                            上海商銀    0.0    39.15 ☁️ 區間整理   38.5%                                          
   6909.TW                              創控    0.0    44.70 ☁️ 區間整理   58.8%                                   【無財報資料】
  5425.TWO                              台半    0.0    59.00 ☁️ 區間整理   80.0%                                          
00933B.TWO                       國泰10Y+金融債    0.0    16.38 ☁️ 區間整理   37.5%                                          
   7823.TW                        奧義賽博-KY創    0.0    82.80 ☁️ 區間整理   50.0%                                          
  6530.TWO                              創威    0.0    78.20 ☁️ 區間整理   55.6%                                          
  6811.TWO                           宏�硌穈T    0.0   196.00 ☁️ 區間整理   75.0%                                          
  4510.TWO                              高鋒    0.0    42.70 ☁️ 區間整理   50.0%                            【營收爆發(38.66%)】
  7728.TWO                            光焱科技    0.0   706.00 ☁️ 區間整理   52.6%                            【營收爆發(46.31%)】
  2755.TWO                              揚秦    0.0   146.50 ☁️ 區間整理   50.0%                                          
   4977.TW                           眾達-KY    0.0   166.00 ☁️ 區間整理   40.0%                                          
   1616.TW                              億泰    0.0    26.20 ☁️ 區間整理   75.0%                                   【無財報資料】
   2408.TW                             南亞科    0.0   254.00 ☁️ 區間整理   38.5%                           【營收爆發(586.71%)】
 00635U.TW                        期元大S&P黃金    0.0    55.10 ☁️ 區間整理   20.0%                                          
   1802.TW                              台玻    0.0    57.20 ☁️ 區間整理   53.3%                                          
  6877.TWO                             鏵友益    0.0   107.00 ☁️ 區間整理   26.3%                                          
  6996.TWO                            力領科技    0.0   173.00 ☁️ 區間整理   53.8%                                          
  3078.TWO                              僑威    0.0    59.40 ☁️ 區間整理   37.5%                                          
 00993A.TW                          主動安聯台灣    0.0    10.45 ☁️ 區間整理   50.0%                                          
  6103.TWO                              合邦    0.0    37.40 ☁️ 區間整理   50.0%                                   【無財報資料】
  4721.TWO                             美琪瑪    0.0    66.70 ☁️ 區間整理    0.0%                             【營收爆發(31.1%)】
   9136.TW                           巨騰-DR    0.0     8.88 ☁️ 區間整理   45.5%                                          
   1409.TW                              新纖    0.0    15.20 ☁️ 區間整理   27.3%                                          
   2108.TW                              南帝    0.0    25.00 ☁️ 區間整理   16.7%                                          
 020030.TW                        統一智慧電動車N    0.0    11.14 ☁️ 區間整理   50.0%                                          
  6865.TWO                            偉康科技    0.0    33.95 ☁️ 區間整理   66.7%                                          
 00631L.TW                        元大台灣50正2    0.0   485.60 ☁️ 區間整理    0.0%                                          
   4560.TW                           強信-KY    0.0    33.40 ☁️ 區間整理   40.0%                                          
  4533.TWO                             協易機    0.0    32.35 ☁️ 區間整理   75.0%                                          
   2012.TW                              春雨    0.0    15.65 ☁️ 區間整理   50.0%                                          
   2002.TW                              中鋼    0.0    19.50 ☁️ 區間整理   35.7%                                          
   1466.TW                              聚隆    0.0    17.15 ☁️ 區間整理   50.0%                                          
   3694.TW                              海華    0.0    56.10 ☁️ 區間整理   50.0%                            【營收爆發(58.57%)】
   4906.TW                              正文    0.0    27.00 ☁️ 區間整理   28.6%                                          
   2867.TW                             三商壽    0.0     7.97 ☁️ 區間整理   57.1%                                          
  3465.TWO                            進泰電子    0.0    45.05 ☁️ 區間整理   64.7%                                          
   8011.TW                              台通    0.0    20.50 ☁️ 區間整理   50.0%                                   【無財報資料】
 009803.TW                       保德信市值動能50    0.0    15.99 ☁️ 區間整理   50.0%                                          
   6525.TW                           捷敏-KY    0.0    83.60 ☁️ 區間整理   50.0%                                          
   1442.TW                              名軒    0.0    26.05 ☁️ 區間整理   60.0%                                          
  1784.TWO                              訊聯    0.0    88.90 ☁️ 區間整理   53.3%                                          
   1612.TW                              宏泰    0.0    34.15 ☁️ 區間整理   41.7%                                          
   3015.TW                              全漢    0.0    51.70 ☁️ 區間整理   66.7%                                          
   5243.TW                           乙盛-KY    0.0    74.20 ☁️ 區間整理   38.5%                                          
   2303.TW                              聯電    0.0    62.20 ☁️ 區間整理   50.0%                                          
   2254.TW                          巨鎧精密-創    0.0    67.80 ☁️ 區間整理   42.9%                                          
 00991A.TW                        主動復華未來50    0.0    12.41 ☁️ 區間整理   47.4%                                          
   3432.TW                              台端    0.0    16.95 ☁️ 區間整理   50.0%                           【營收爆發(451.09%)】
00931B.TWO                         統一美債20年    0.0    13.96 ☁️ 區間整理   30.8%                                          
   3550.TW                              聯穎    0.0    16.15 ☁️ 區間整理   50.0%                                          
   2419.TW                              仲琦    0.0    29.50 ☁️ 區間整理   50.0%                                          
  3577.TWO                              泓格    0.0    63.60 ☁️ 區間整理   50.0%                                          
  3499.TWO                             環天科    0.0    17.35 ☁️ 區間整理   66.7%                                          
  3105.TWO                              穩懋    0.0   299.00 ☁️ 區間整理   72.7%                                          
   8039.TW                              台虹    0.0   116.50 ☁️ 區間整理   43.8%                                          
  6223.TWO                              旺矽    0.0  3285.00 ☁️ 區間整理   60.0%                            【營收爆發(33.06%)】
  6279.TWO                              胡連    0.0   114.00 ☁️ 區間整理   50.0%                                          
  6186.TWO                              新潤    0.0    41.60 ☁️ 區間整理   81.8%                                          
   2838.TW                             聯邦銀    0.0    20.00 ☁️ 區間整理   35.7%                                          
  6261.TWO                              久元    0.0    66.50 ☁️ 區間整理   50.0%                                   【無財報資料】
  6509.TWO                              聚和    0.0    41.05 ☁️ 區間整理  100.0%                                          
   2243.TW                           宏旭-KY    0.0    13.95 ☁️ 區間整理  100.0%                                   【無財報資料】
   2489.TW                              瑞軒    0.0    37.45 ☁️ 區間整理   66.7%                                          
   8045.TW                            達運光電    0.0    80.00 ☁️ 區間整理   41.2%                           【營收爆發(134.92%)】
   5880.TW                             合庫金    0.0    23.30 ☁️ 區間整理   50.0%                                          
  7583.TWO                            國際海洋    0.0    68.30 ☁️ 區間整理   50.0%                            【營收爆發(64.81%)】
   4912.TW                         聯德控股-KY    0.0    88.50 ☁️ 區間整理   50.0%                                          
  8489.TWO                             三貝德    0.0    21.75 ☁️ 區間整理   37.5%                             【營收爆發(53.1%)】
  6418.TWO                              詠昇    0.0    31.40 ☁️ 區間整理   80.0%                                          
   6446.TW                             藥華藥    0.0   670.00 ☁️ 區間整理   37.5%                            【營收爆發(56.65%)】
   2388.TW                              威盛    0.0    49.05 ☁️ 區間整理   28.6%                                          
   6196.TW                              帆宣    0.0   286.00 ☁️ 區間整理   36.4%                                          
   3703.TW                              欣陸    0.0    21.50 ☁️ 區間整理   50.0%                                          
  5230.TWO                           雷笛克光學    0.0    16.10 ☁️ 區間整理   52.9%                                          
   2201.TW                              裕隆    0.0    28.55 ☁️ 區間整理   40.0%                                          
  1295.TWO                              生合    0.0    69.80 ☁️ 區間整理   60.0%                                   【無財報資料】
  6290.TWO                              良維    0.0   221.00 ☁️ 區間整理   62.5%                                          
00981D.TWO                        主動中信非投等債    0.0    10.43 ☁️ 區間整理   66.7%                                          
   4956.TW                              光鋐    0.0    25.85 ☁️ 區間整理   60.0%                                          
 00685L.TW                        群益臺灣加權正2    0.0   173.50 ☁️ 區間整理   25.0%                                          
  6624.TWO                             萬年清    0.0    58.20 ☁️ 區間整理   52.9%                            【營收爆發(46.35%)】
   1773.TW                              勝一    0.0   146.50 ☁️ 區間整理   36.8%                                          
  3071.TWO                              協禧    0.0    25.65 ☁️ 區間整理   38.9%                                          
   1522.TW                             堤維西    0.0    41.35 ☁️ 區間整理   50.0%                            【營收爆發(37.02%)】
   6202.TW                              盛群   -0.5    55.80 ☁️ 區間整理   50.0%                                 【EPS連2成長】
  6643.TWO                             M31   -0.5   479.00 ☁️ 區間整理   50.0%                                 【EPS連2成長】
  8436.TWO                              大江   -0.5   122.50 ☁️ 區間整理   50.0%                                 【EPS連2成長】
  4950.TWO                            金耘國際   -0.5    15.70 ☁️ 區間整理   50.0%                                 【EPS連2成長】
  5340.TWO                              建榮   -0.5   119.00 ☁️ 區間整理   50.0%                                 【EPS連2成長】
  6642.TWO                              富致   -0.5    55.60 ☁️ 區間整理   28.6%                                 【EPS連2成長】
   6579.TW                              研揚   -0.5   109.00 ☁️ 區間整理   14.3%                                 【EPS連2成長】
  6884.TWO                             海柏特   -0.5    35.00 ☁️ 區間整理   50.0%                                 【EPS連2成長】
   4148.TW                         全宇生技-KY   -0.5    36.95 ☁️ 區間整理   50.0%                                 【EPS連2成長】
   2606.TW                              裕民   -0.5    61.70 ☁️ 區間整理   28.6%                                 【EPS連2成長】
  4192.TWO                              杏國   -0.5    20.90 ☁️ 區間整理   50.0%                                 【EPS連2成長】
  4580.TWO                            捷流閥業   -0.5    81.00 ☁️ 區間整理   50.0%                                 【EPS連2成長】
   6931.TW                            青松健康   -0.5    51.00 ☁️ 區間整理   50.0%                                 【EPS連2成長】
  5432.TWO                              新門   -0.5   149.50 ☁️ 區間整理   50.0%                                 【EPS連2成長】
  6844.TWO                             諾貝兒   -0.5    64.80 ☁️ 區間整理   50.0%                                 【EPS連2成長】
   4142.TW                             國光生   -0.5    17.75 ☁️ 區間整理   60.0%                                 【EPS連2成長】
   8046.TW                              南電   -0.5   470.50 ☁️ 區間整理   57.1%                                 【EPS連2成長】
   1323.TW                              永裕   -0.5    18.65 ☁️ 區間整理   50.0%                                 【EPS連2成長】
   3035.TW                              智原   -0.5   154.00 ☁️ 區間整理   33.3%                                 【EPS連2成長】
   8131.TW                             福懋科   -0.5    66.60 ☁️ 區間整理   20.0%                                 【EPS連2成長】
  5474.TWO                              聰泰   -0.5   139.50 ☁️ 區間整理   50.0%                                 【EPS連2成長】
  8921.TWO                              沈氏   -0.5    17.20 ☁️ 區間整理   50.0%                                 【EPS連2成長】
   5521.TW                              工信   -0.5    15.30 ☁️ 區間整理   12.5%                                 【EPS連2成長】
   6451.TW                           訊芯-KY   -0.5   189.50 ☁️ 區間整理   55.6%                                 【EPS連2成長】
  3587.TWO                              閎康   -0.5   190.00 ☁️ 區間整理   57.1%                                 【EPS連2成長】
  3083.TWO                              網龍   -0.5    29.35 ☁️ 區間整理   50.0%                                 【EPS連2成長】
  4979.TWO                             華星光   -0.5   383.50 ☁️ 區間整理   50.0%                                 【EPS連2成長】
   8028.TW                           昇陽半導體   -0.5   177.00 ☁️ 區間整理    0.0%                                 【EPS連2成長】
   3037.TW                              欣興   -0.5   466.00 ☁️ 區間整理   50.0%                                 【EPS連2成長】
   4551.TW                             智伸科   -0.5   121.00 ☁️ 區間整理   50.0%                                 【EPS連2成長】
   9933.TW                              中鼎   -0.5    32.30 ☁️ 區間整理    0.0%                                 【EPS連2成長】
   2332.TW                              友訊   -0.5    15.50 ☁️ 區間整理   33.3%                                 【EPS連2成長】
  8099.TWO                             大世科   -0.5    60.80 ☁️ 區間整理   50.0%                                 【EPS連2成長】
   4989.TW                              榮科   -1.0    70.70 ☁️ 區間整理   54.5%                  【營收爆發(170.32%) | ⚠️毛利負值】
  6125.TWO                              廣運   -1.0    62.30 ☁️ 區間整理   50.0%                                  【董監持股增加】
   1337.TW                           再生-KY   -1.0     5.76 ☁️ 區間整理   75.0%                           趨勢強勁 / 【⚠️毛利負值】
   2017.TW                             官田鋼   -1.0     9.90 ☁️ 區間整理   46.2%                           趨勢強勁 / 【⚠️毛利負值】
   2027.TW                             大成鋼   -1.0    37.15 ☁️ 區間整理   44.4%                                  【董監持股增加】
   6282.TW                              康舒   -1.0    47.00 ☁️ 區間整理   62.5%                                  【董監持股增加】
   4927.TW                           泰鼎-KY   -1.0    43.50 ☁️ 區間整理   30.8%                           趨勢強勁 / 【⚠️毛利負值】
   1312.TW                              國喬   -1.0    13.50 ☁️ 區間整理   36.4%                   【營收爆發(84.42%) | ⚠️毛利負值】
  5011.TWO                              久陽   -1.0    14.80 ☁️ 區間整理   46.7%                           趨勢強勁 / 【⚠️毛利負值】
   2460.TW                              建通   -1.0    23.85 ☁️ 區間整理   50.0%                  【營收爆發(138.55%) | ⚠️毛利負值】
  4909.TWO                             新復興   -1.0    63.00 ☁️ 區間整理   50.0%                           趨勢強勁 / 【⚠️毛利負值】
   3543.TW                              州巧   -1.0    48.40 ☁️ 區間整理   28.6%                                  【董監持股增加】
   2434.TW                              統懋   -1.0    29.70 ☁️ 區間整理   50.0%                    【營收爆發(60.3%) | ⚠️毛利負值】
   2316.TW                             楠梓電   -1.0    94.90 ☁️ 區間整理   12.5%                   【營收爆發(37.15%) | ⚠️毛利負值】
  6588.TWO                            東典光電   -1.0    79.80 ☁️ 區間整理    0.0%                  【營收爆發(634.31%) | ⚠️毛利負值】
  5309.TWO                             系統電   -1.0    60.00 ☁️ 區間整理   40.0%                                  【董監持股增加】
  3521.TWO                            台鋼建設   -1.0    14.15 ☁️ 區間整理    0.0%                  【營收爆發(301.67%) | ⚠️毛利負值】
  8349.TWO                             �矬�   -1.0    39.90 ☁️ 區間整理   50.0%                                  【董監持股增加】
   3149.TW                              正達   -1.0    48.05 ☁️ 區間整理   40.0%                   【營收爆發(72.58%) | ⚠️毛利負值】
  5355.TWO                              佳總   -1.0     7.67 ☁️ 區間整理  100.0%                   【營收爆發(32.23%) | ⚠️毛利負值】
   4960.TW                             誠美材   -1.0    19.25 ☁️ 區間整理   50.0%                           趨勢強勁 / 【⚠️毛利負值】
   1568.TW                              倉佑   -1.0    22.05 ☁️ 區間整理   50.0%                                  【董監持股增加】
  8937.TWO                              合騏   -1.0   156.00 ☁️ 區間整理   41.7%                 【營收爆發(1258.71%) | ⚠️毛利負值】
  6461.TWO                              益得   -1.0    20.40 ☁️ 區間整理   44.4%                  【營收爆發(394.18%) | ⚠️毛利負值】
   1736.TW                              喬山   -1.0   132.50 ☁️ 區間整理   50.0%                                  【董監持股增加】
   1418.TW                              東華   -1.0    19.00 ☁️ 區間整理   50.0%                                  【董監持股增加】
   6965.TW                           中傑-KY   -1.0    83.10 ☁️ 區間整理    0.0%                                  【董監持股增加】
  6612.TWO                            奈米醫材   -1.0    69.80 ☁️ 區間整理   50.0%                                  【董監持股增加】
   2208.TW                              台船   -1.0    21.35 ☁️ 區間整理   30.8%                   【營收爆發(74.86%) | ⚠️毛利負值】
  4966.TWO                           譜瑞-KY   -1.0   533.00 ☁️ 區間整理  100.0%                                  【董監持股增加】
   6443.TW                              元晶   -1.0    52.30 ☁️ 區間整理   50.0%                           趨勢強勁 / 【⚠️毛利負值】
  5426.TWO                              振發   -1.0    19.10 ☁️ 區間整理   16.7%                                  【董監持股增加】
   6796.TW                              晉弘   -1.0    78.60 ☁️ 區間整理   50.0%                                  【董監持股增加】
   1203.TW                              味王   -1.0    39.15 ☁️ 區間整理   20.0%                                  【董監持股增加】
   2612.TW                              中航   -1.0    61.10 ☁️ 區間整理   22.2%                                  【董監持股增加】
   6541.TW                           泰福-KY   -1.5    44.00  📉 弱勢回測   40.0%        【EPS連2成長 | 營收爆發(428.89%) | ⚠️毛利負值】
  3372.TWO                              典範   -1.5    21.00  📉 弱勢回測   38.5%                        【EPS連2成長 | ⚠️毛利負值】
  4609.TWO                              唐鋒   -2.0     5.23  📉 弱勢回測   45.5%                                          
  00936.TW                        台新永續高息中小   -2.0    17.47  📉 弱勢回測   63.6%                                          
   2630.TW                              亞航   -2.0    50.20  📉 弱勢回測   23.1%                                          
  5403.TWO                              中菲   -2.0   110.50  📉 弱勢回測   70.0%                                          
  00878.TW                         國泰永續高股息   -2.0    22.46  📉 弱勢回測   33.3%                                          
   1805.TW                              寶徠   -2.0    10.45  📉 弱勢回測   71.4%                                          
  3357.TWO                             臺慶科   -2.0   159.50  📉 弱勢回測   35.3%                                          
   2349.TW                              錸德   -2.0    13.55  📉 弱勢回測   53.3%                                          
  4161.TWO                             聿新科   -2.0    25.30  📉 弱勢回測   33.3%                                          
   2420.TW                              新巨   -2.0    51.20  📉 弱勢回測   40.0%                                          
   2401.TW                              凌陽   -2.0    21.40  📉 弱勢回測   37.5%                                          
  5455.TWO                              昇益   -2.0    23.90  📉 弱勢回測   63.6%                                          
 911622.TW                          泰聚亨-DR   -2.0     4.18  📉 弱勢回測   45.0%                                          
  5483.TWO                             中美晶   -2.0   115.50  📉 弱勢回測   50.0%                                          
   2405.TW                              輔信   -2.0    15.20  📉 弱勢回測   80.0%                                          
   2351.TW                              順德   -2.0    84.90  📉 弱勢回測   66.7%                                          
   1443.TW                            立益物流   -2.0    25.05  📉 弱勢回測   28.6%                                          
  5487.TWO                              通泰   -2.0    27.30  📉 弱勢回測   37.5%                                          
  00752.TW                          中信中國50   -2.0    24.81  📉 弱勢回測   60.0%                                          
  2740.TWO                              天蔥   -2.0    41.95  📉 弱勢回測   50.0%                                          
  6221.TWO                              晉泰   -2.0    27.55  📉 弱勢回測   57.1%                                   【無財報資料】
   4968.TW                              立積   -2.0   107.00  📉 弱勢回測   60.0%                                          
   2939.TW                           永邑-KY   -2.0    24.75  📉 弱勢回測   30.0%                                   【無財報資料】
  8935.TWO                              邦泰   -2.0    19.00  📉 弱勢回測   70.0%                                          
  6485.TWO                              點序   -2.0    82.50  📉 弱勢回測   73.7%                                          
   9907.TW                             統一實   -2.0    18.35  📉 弱勢回測   40.0%                                          
  6616.TWO                           特昇-KY   -2.0    10.40  📉 弱勢回測   50.0%                                          
   6412.TW                              群電   -2.0    82.20  📉 弱勢回測   63.2%                                          
  3152.TWO                              璟德   -2.0   141.50  📉 弱勢回測   63.6%                                          
   8114.TW                             振樺電   -2.0   177.50  📉 弱勢回測   43.8%                                          
