eps,price,prev_year,est_price,expansion,eps_yoy,pe,name,gm,om,rev_yoy,date,advice,prev_eps,prev_eps_yoy,symbol,prev_rev_yoy,status
0.81,11.5500001907,2025,12.300000000000004,-12.950000000000003,18.33,14.085366086219508,聯發,15.20%,6.56%,31.28,2025-12,⚪ 中性觀察,0.6,8.16,1459.TW,43.56,⚠️ 獲利稀釋
5.68,176.0,2025,179.10000000000002,-13.040000000000001,-16.96,14.740368509212729,榮惠-KY創,N/A,N/A,-3.92,2025-12,⚪ 中性觀察,3.23,-47.48,6924.TW,-1.99,🌑 雙重衰退
-2.36,16.75,2025,-86.25,-13.05,4.84,0.0,鑫創,15.22%,-45.05%,17.89,2025-12,⚪ 數據不足,-1.71,30.2,3259.TWO,4.82,⚠️ 獲利稀釋
-2.92,38.0499992371,2025,-117.89999999999999,-13.149999999999999,-14.12,0.0,華安,N/A,N/A,-0.97,2025-12,⚪ 數據不足,-2.19,8.02,6657.TW,-5.71,🌑 雙重衰退
2.68,99.8000030518,2025,99.00000000000003,-13.36,-14.74,15.121212583606058,立敦,N/A,N/A,-1.38,2025-12,❌ 暫避觀望,1.96,-18.83,6175.TWO,-1.77,🌑 雙重衰退
1.86,113.0,2025,61.95000000000001,-13.360000000000001,-9.71,27.360774818401932,光頡,23.30%,7.20%,3.65,2025-12,❌ 暫避觀望,1.21,-27.11,3624.TWO,1.22,📉 獲利侵蝕
1.81,43.6500015259,2025,64.64999999999999,-13.44,-23.5,10.12761056285383,味王,33.56%,14.34%,-10.06,2025-12,⚪ 中性觀察,1.28,-19.23,1203.TW,-4.13,🌑 雙重衰退
66.16,4555.0,2025,2584.0499999999997,-13.46,-1.14,26.441051837232255,聯發科,46.13%,14.55%,12.32,2025-12,❌ 暫避觀望,51.76,-0.39,2454.TW,13.56,📉 獲利侵蝕
7.4,122.0,2025,295.94999999999993,-13.51,-12.32,6.183476938672074,茂訊,25.33%,7.00%,1.19,2025-12,⚪ 中性觀察,6.08,-9.93,3213.TWO,6.38,📉 獲利侵蝕
28.26,1145.0,2025,891.8999999999999,-13.540000000000006,33.98,19.256643121426173,雙鴻,26.37%,14.07%,47.52,2025-12,❌ 暫避觀望,18.13,13.67,3324.TWO,34.54,⚠️ 獲利稀釋
10.77,227.5,2025,403.95,-13.59,-14.93,8.4478277014482,耕興,N/A,N/A,-1.34,2025-12,⚪ 中性觀察,7.92,-18.85,6146.TWO,-2.12,🌑 雙重衰退
7.95,126.0,2025,298.05,-13.780000000000001,-32.28,6.34121791645697,廣隆,18.72%,9.93%,-18.5,2025-12,⚪ 中性觀察,5.76,-37.53,1537.TW,-17.19,🌑 雙重衰退
4.51,93.0,2025,251.09999999999997,-13.8,-2.59,5.555555555555556,正瀚-創,N/A,N/A,11.21,2025-12,⚪ 中性觀察,4.09,-8.09,6534.TW,9.59,📉 獲利侵蝕
5.37,58.9000015259,2025,224.4,-13.85,-10.95,3.9371658773997327,台灣虎航,N/A,N/A,2.9,2025-12,⚪ 中性觀察,4.28,-22.46,6757.TW,-0.39,📉 獲利侵蝕
3.63,63.5,2025,134.10000000000002,-14.18,6.89,7.102908277404921,欣新網,11.53%,2.34%,21.07,2025-12,⚪ 中性觀察,2.21,14.74,2949.TWO,22.59,⚠️ 獲利稀釋
1.36,49.7999992371,2025,49.650000000000006,-14.22,-13.92,15.045316990060421,倉佑,34.44%,17.09%,0.3,2025-12,❌ 暫避觀望,0.88,-33.33,1568.TW,-1.99,📉 獲利侵蝕
3.34,146.0,2025,117.6,-14.23,-11.97,18.622448979591837,聯電,30.67%,19.78%,2.26,2025-12,❌ 暫避觀望,2.54,-18.45,2303.TW,2.23,📉 獲利侵蝕
6.66,312.5,2025,235.35,-14.27,-9.63,19.917144678138943,系微,N/A,N/A,4.64,2025-12,❌ 暫避觀望,4.59,-14.37,6231.TWO,4.28,📉 獲利侵蝕
2.19,91.5999984741,2025,84.74999999999999,-14.3,-8.22,16.21238911046018,萬泰科,N/A,N/A,6.08,2025-12,❌ 暫避觀望,1.64,-11.9,6190.TWO,8.02,📉 獲利侵蝕
20.87,322.5,2025,792.1500000000001,-14.34,-11.08,6.1067979549327776,晶碩,N/A,N/A,3.26,2025-12,⚪ 中性觀察,15.38,-15.63,6491.TW,1.72,📉 獲利侵蝕
1.07,13.3999996185,2025,77.10000000000001,-14.39,-82.6,2.6070038168287937,富華新,21.31%,-1.56%,-68.21,2025-12,⚪ 中性觀察,1.08,417.65,3056.TW,1491.72,🌑 雙重衰退
7.39,184.0,2025,263.85,-14.510000000000002,4.56,10.46048891415577,融程電,38.51%,18.05%,19.07,2025-12,⚪ 中性觀察,5.3,-2.6,3416.TW,18.44,⚠️ 獲利稀釋
5.39,91.1999969482,2025,182.24999999999997,-14.57,-15.3,7.5061725883292185,和碩,4.09%,1.39%,-0.73,2025-12,⚪ 中性觀察,3.42,-30.83,4938.TW,-0.09,🌑 雙重衰退
15.04,171.0,2025,553.65,-14.67,-3.09,4.632890815497156,豆府,52.30%,11.29%,11.58,2025-12,⚪ 中性觀察,11.18,1.18,2752.TWO,12.18,🏰 高護城河
0.93,12.1000003815,2025,34.95,-14.91,-14.85,5.193133210944206,遠東銀,102.49%,38.22%,0.06,2025-12,⚪ 中性觀察,0.7,-24.1,2845.TW,-3.1,🏰 高護城河
5.15,93.5,2025,184.2,-15.050000000000004,57.01,7.614006514657981,神達,10.03%,3.96%,72.06,2025-12,⚪ 中性觀察,3.68,50.82,3706.TW,97.96,⚠️ 獲利稀釋
3.0,33.7999992371,2025,106.65,-15.149999999999999,-22.04,4.7538676845428975,亞泥,14.02%,10.05%,-6.89,2025-12,⚪ 中性觀察,2.42,-10.94,1102.TW,-4.13,🌑 雙重衰退
1.53,0.0,2025,0.0,-15.219999999999999,-19.9,0.0,元禎,4.14%,0.97%,-4.68,2025-12,⚪ 數據不足,1.37,-17.96,1725.TW,2.13,🌑 雙重衰退
7.85,117.5,2025,265.35,-15.37,-14.67,6.642170717919728,數泓科,N/A,N/A,0.7,2025-12,⚪ 中性觀察,4.81,-29.26,6855.TWO,4.61,📉 獲利侵蝕
-5.06,5.5399999619,2025,-222.15,-15.41,1.36,0.0,永冠-KY,7.87%,-5.22%,16.77,2025-09,⚪ 數據不足,-2.71,65.91,1589.TW,18.73,⚠️ 獲利稀釋
0.45,12.6999998093,2025,12.9,-15.45,-15.09,14.76744163872093,福壽,9.65%,1.10%,0.36,2025-12,⚪ 中性觀察,0.25,-30.56,1219.TW,0.36,📉 獲利侵蝕
6.56,125.0,2025,190.95000000000002,-15.609999999999998,13.97,9.819324430479183,聚賢研發-創,N/A,N/A,29.58,2025-12,⚪ 中性觀察,3.07,-16.19,7631.TW,2.0,⚠️ 獲利稀釋
9.39,219.0,2025,355.34999999999997,-15.66,-5.53,9.244406922752217,台表科,N/A,N/A,10.13,2025-12,⚪ 中性觀察,6.9,-8.37,6278.TW,13.01,📉 獲利侵蝕
-7.23,644.0,2025,-237.15000000000003,-15.689999999999998,44.38,0.0,沛爾生醫-創,N/A,N/A,60.07,2025-12,⚪ 數據不足,-4.65,7.24,6949.TW,69.11,⚠️ 獲利稀釋
1.55,25.0499992371,2025,56.25,-15.69,-21.93,6.67999979656,遠東新,19.14%,6.69%,-6.24,2025-12,⚪ 中性觀察,1.08,-22.9,1402.TW,-7.44,🌑 雙重衰退
-1.96,24.2000007629,2025,-69.6,-15.690000000000005,22.83,0.0,ABC-KY,N/A,N/A,38.52,2025-12,⚪ 數據不足,-1.33,28.11,6598.TW,38.99,⚠️ 獲利稀釋
4.1,44.0499992371,2025,168.29999999999998,-15.73,-13.68,3.9260248874420682,百和,N/A,N/A,2.05,2025-12,⚪ 中性觀察,3.37,-11.78,9938.TW,3.55,📉 獲利侵蝕
3.41,64.1999969482,2025,106.35,-15.76,-2.59,9.05500662174894,千附,N/A,N/A,13.17,2025-12,⚪ 中性觀察,1.89,-22.31,8383.TWO,16.5,📉 獲利侵蝕
3.41,46.5499992371,2025,101.85,-15.849999999999998,-46.72,6.855669990736377,匯僑設計,N/A,N/A,-30.87,2025-12,⚪ 中性觀察,2.29,-54.2,6754.TW,-30.5,🌑 雙重衰退
5.97,89.9000015259,2025,209.09999999999997,-15.969999999999999,-21.86,6.44906754131277,益張,N/A,N/A,-5.89,2025-12,⚪ 中性觀察,4.02,-24.29,8342.TWO,-2.74,🌑 雙重衰退
5.48,58.2000007629,2025,199.65,-15.99,-6.01,4.372652198564988,群益期,N/A,N/A,9.98,2025-12,⚪ 中性觀察,4.0,-15.38,6024.TW,14.8,📉 獲利侵蝕
2.9,47.2000007629,2025,113.39999999999999,-16.07,-2.36,6.2433863442989415,華孚,N/A,N/A,13.71,2025-12,⚪ 中性觀察,2.35,-13.92,6235.TW,5.83,📉 獲利侵蝕
4.01,547.0,2025,140.54999999999998,-16.37,-27.01,58.37780149413021,采鈺,N/A,N/A,-10.64,2025-12,❌ 暫避觀望,2.8,-25.2,6789.TW,-9.08,🌑 雙重衰退
6.81,305.0,2025,197.24999999999997,-16.4,-23.41,23.19391634980989,鈺太,N/A,N/A,-7.01,2025-12,❌ 暫避觀望,3.84,-43.52,6679.TWO,-6.83,🌑 雙重衰退
-2.6,13.0,2025,-96.6,-16.419999999999998,-29.83,0.0,台聚,5.34%,-4.30%,-13.41,2025-12,⚪ 數據不足,-1.85,-51.82,1304.TW,-10.84,🌑 雙重衰退
16.97,364.0,2025,624.6,-16.689999999999998,5.64,8.741594620557157,凡甲,48.09%,32.41%,22.33,2025-12,⚪ 中性觀察,12.33,9.74,3526.TWO,24.44,⚠️ 獲利稀釋
1.98,227.5,2025,75.14999999999999,-16.81,-29.79,45.40918163672655,前鼎,46.40%,17.75%,-12.98,2025-12,❌ 暫避觀望,1.39,-22.03,4908.TWO,-4.58,🌑 雙重衰退
4.04,128.5,2025,157.20000000000002,-16.88,-7.18,12.261450381679388,昕奇雲端,N/A,N/A,9.7,2025-12,⚪ 中性觀察,3.01,-10.23,7747.TWO,12.71,📉 獲利侵蝕
9.52,87.3000030518,2025,319.65000000000003,-16.93,34.08,4.096668374087283,根基,9.56%,7.58%,51.01,2025-12,⚪ 中性觀察,6.59,67.26,2546.TW,58.45,⚠️ 獲利稀釋
2.1,42.5999984741,2025,49.35,-16.990000000000002,-32.89,12.948327803677811,興富發,33.40%,27.38%,-15.9,2025-12,⚪ 中性觀察,0.95,-37.41,2542.TW,-41.9,🌑 雙重衰退
-0.84,19.5,2025,-35.099999999999994,-17.020000000000003,16.83,0.0,全域,28.85%,-17.20%,33.85,2025-12,⚪ 數據不足,-0.82,-38.98,3067.TWO,16.84,⚠️ 獲利稀釋
7.83,2165.0,2025,268.79999999999995,-17.049999999999997,-12.03,120.81473214285715,昇達科,58.57%,27.57%,5.02,2025-12,❌ 暫避觀望,4.6,-25.66,3491.TWO,-6.01,🏰 高護城河
-0.48,14.1000003815,2025,-28.5,-17.25,0.0,0.0,尚立,3.88%,0.87%,17.25,2025-12,⚪ 數據不足,-0.65,-58.54,3360.TWO,7.82,📉 獲利侵蝕
2.23,52.0,2025,84.74999999999999,-17.27,-5.51,9.20353982300885,欣泰,N/A,N/A,11.76,2025-12,⚪ 中性觀察,1.71,-11.4,8917.TWO,16.23,📉 獲利侵蝕
11.77,499.0,2025,423.29999999999995,-17.349999999999994,67.87,17.68249468462084,意騰-KY,N/A,N/A,85.22,2025-12,❌ 暫避觀望,9.12,113.1,7749.TW,106.86,⚠️ 獲利稀釋
-0.09,30.5,2025,-3.5999999999999996,-17.379999999999995,-116.36,0.0,豐謙,N/A,N/A,-98.98,2025-12,⚪ 數據不足,-0.08,-115.09,5523.TWO,-99.19,🌑 雙重衰退
7.27,85.3000030518,2025,0.0,-17.43,-10.36,0.0,嘉實,63.24%,24.73%,7.07,2025-12,⚪ 數據不足,4.7,-5.06,3158.TWO,10.44,🏰 高護城河
4.31,71.9000015259,2025,125.69999999999999,-17.45,-22.2,8.579952449391408,裕民,35.36%,30.49%,-4.75,2025-12,⚪ 中性觀察,2.76,-37.98,2606.TW,-9.08,🌑 雙重衰退
18.14,198.5,2025,685.8,-17.5,-7.14,4.3416447944007,美時,55.31%,23.84%,10.36,2025-12,⚪ 中性觀察,13.82,-8.92,1795.TW,0.51,🏰 高護城河
26.87,496.5,2025,1066.8000000000002,-17.55,-19.62,6.981158605174353,聯詠,38.19%,16.92%,-2.07,2025-12,⚪ 中性觀察,20.8,-18.56,3034.TW,0.41,🌑 雙重衰退
4.08,62.0999984741,2025,149.1,-17.56,11.73,6.247484755945674,中信金,70.98%,31.38%,29.29,2025-12,⚪ 中性觀察,3.06,3.78,2891.TW,23.13,🏰 高護城河
2.14,34.4000015259,2025,0.0,-17.66,-10.33,0.0,常廣,N/A,N/A,7.33,2025-12,⚪ 數據不足,1.66,0.61,6730.TWO,4.58,📉 獲利侵蝕
1.87,42.2999992371,2025,88.35000000000001,-17.66,-19.4,7.1816637074872665,大汽電,N/A,N/A,-1.74,2025-12,⚪ 中性觀察,1.84,8.24,8931.TWO,2.2,🌑 雙重衰退
5.27,78.8000030518,2025,117.75,-17.720000000000002,-34.78,10.038216949273886,慧洋-KY,37.77%,36.66%,-17.06,2025-12,⚪ 中性觀察,2.44,-61.76,2637.TW,-24.86,🌑 雙重衰退
2.1,87.0,2025,66.60000000000001,-17.77,-4.98,19.594594594594593,昶昕,N/A,N/A,12.79,2025-12,❌ 暫避觀望,1.21,-31.64,8438.TW,10.16,📉 獲利侵蝕
-1.12,6.4000000954,2025,-36.6,-17.79,-21.74,0.0,佳總,N/A,N/A,-3.95,2025-12,⚪ 數據不足,-0.82,-28.12,5355.TWO,-9.55,🌑 雙重衰退
4.2,71.5999984741,2025,157.95,-17.81,2.69,6.799619988043686,倫飛,39.87%,7.82%,20.5,2025-12,⚪ 中性觀察,3.14,-4.85,2364.TW,25.9,⚠️ 獲利稀釋
7.05,429.0,2025,242.7,-17.95,9.84,26.51421508034611,勤凱,22.01%,15.04%,27.79,2025-12,❌ 暫避觀望,4.61,11.3,4760.TWO,24.72,⚠️ 獲利稀釋
2.53,62.2000007629,2025,81.3,-17.97,9.52,11.476014900904058,大世科,N/A,N/A,27.49,2025-12,⚪ 中性觀察,1.52,0.66,8099.TWO,24.12,⚠️ 獲利稀釋
2.37,65.5999984741,2025,78.0,-17.98,-21.36,12.615384321942308,怡利電,25.76%,10.08%,-3.38,2025-12,⚪ 中性觀察,1.49,-29.38,2497.TW,0.55,🌑 雙重衰退
14.92,162.0,2025,604.9499999999999,-17.98,-20.89,4.016860897594842,拓凱,32.65%,10.54%,-2.91,2025-12,⚪ 中性觀察,12.08,-0.58,4536.TW,7.51,🌑 雙重衰退
1.58,21.6499996185,2025,73.2,-18.21,-22.93,4.436475331659836,六暉-KY,18.21%,6.19%,-4.72,2025-12,⚪ 中性觀察,1.48,-1.99,2115.TW,-3.67,🌑 雙重衰退
6.57,105.0,2025,245.39999999999998,-18.419999999999998,-2.48,6.418092909535453,世紀鋼,N/A,N/A,15.94,2025-12,⚪ 中性觀察,4.78,-23.95,9958.TW,20.49,📉 獲利侵蝕
2.07,153.0,2025,62.55,-18.439999999999998,-11.69,36.69064748201439,台虹,N/A,N/A,6.75,2025-12,❌ 暫避觀望,1.33,-41.96,8039.TW,2.03,📉 獲利侵蝕
5.32,55.0999984741,2025,181.05,-18.52,-19.0,4.5650371560977625,華勝-KY,31.94%,17.40%,-0.48,2025-12,⚪ 中性觀察,3.36,-30.34,2248.TW,-4.67,🌑 雙重衰退
3.08,42.6500015259,2025,106.2,-18.560000000000002,-26.71,6.024011514957627,福興,N/A,N/A,-8.15,2025-12,⚪ 中性觀察,2.14,-30.54,9924.TW,-7.04,🌑 雙重衰退
2.2,40.9000015259,2025,78.30000000000001,-18.599999999999998,-7.56,7.835249334463601,進典,N/A,N/A,11.04,2025-12,⚪ 中性觀察,1.52,-1.94,6843.TWO,6.64,📉 獲利侵蝕
3.89,146.5,2025,163.8,-18.679999999999996,-33.16,13.415750915750916,久昌,N/A,N/A,-14.48,2025-12,⚪ 中性觀察,2.98,-37.15,6720.TWO,-10.54,🌑 雙重衰退
-1.86,87.0,2025,-73.35000000000001,-18.68,-14.2,0.0,力積電,N/A,N/A,4.48,2025-12,⚪ 數據不足,-1.71,-33.86,6770.TW,1.91,📉 獲利侵蝕
8.72,295.0,2025,0.0,-18.7,11.79,0.0,安葆,N/A,N/A,30.49,2025-12,⚪ 數據不足,6.03,14.64,7792.TWO,37.75,⚠️ 獲利稀釋
16.28,504.0,2025,0.0,-18.739999999999995,41.2,0.0,崴寶,N/A,N/A,59.94,2025-12,⚪ 數據不足,12.91,74.46,7744.TWO,75.55,⚠️ 獲利稀釋
6.18,52.4000015259,2025,244.04999999999998,-18.79,-10.24,3.220651599625077,明安,N/A,N/A,8.55,2025-12,⚪ 中性觀察,3.56,-26.95,8938.TWO,9.03,📉 獲利侵蝕
-3.92,0.0,2025,0.0,-18.86,-48.08,0.0,心誠鎂,N/A,N/A,-29.22,2025-12,⚪ 數據不足,-4.17,-37.5,6934.TW,-51.26,🌑 雙重衰退
0.2,7.6300001144,2025,4.050000000000001,-18.939999999999998,-47.37,28.25925968296296,三商壽,3.78%,0.03%,-28.43,2025-12,❌ 暫避觀望,0.16,-68.0,2867.TW,-43.41,🌑 雙重衰退
24.76,648.0,2025,864.6000000000001,-19.090000000000003,28.04,11.242192921582234,洋基工程,N/A,N/A,47.13,2025-12,⚪ 中性觀察,16.64,27.98,6691.TW,54.5,⚠️ 獲利稀釋
3.3,35.5,2025,120.6,-19.17,-15.42,4.41542288557214,國產,27.76%,22.79%,3.75,2025-12,⚪ 中性觀察,2.45,-20.71,2504.TW,4.82,📉 獲利侵蝕
4.16,125.0,2025,157.95,-19.26,0.0,11.870845204178538,虎門科技,N/A,N/A,19.26,2025-12,⚪ 中性觀察,3.37,-2.88,6791.TWO,19.53,📉 獲利侵蝕
-2.43,14.1499996185,2025,-63.3,-19.33,-28.57,0.0,康那香,N/A,N/A,-9.24,2025-12,⚪ 數據不足,-1.49,-0.68,9919.TW,-8.87,🌑 雙重衰退
3.77,85.8000030518,2025,109.50000000000001,-19.43,-7.65,11.75342507558904,迎廣,N/A,N/A,11.78,2025-12,⚪ 中性觀察,2.21,-26.01,6117.TW,11.06,📉 獲利侵蝕
5.11,77.5,2025,179.4,-19.490000000000002,-8.26,6.4799331103678925,博弘,N/A,N/A,11.23,2025-12,⚪ 中性觀察,3.18,-38.85,6997.TWO,7.39,📉 獲利侵蝕
41.98,2770.0,2025,1148.25,-19.509999999999998,3.78,36.18549967341607,群聯,N/A,N/A,23.29,2025-12,❌ 暫避觀望,19.9,-27.04,8299.TWO,7.55,⚠️ 獲利稀釋
2.3,75.5,2025,67.5,-19.59,-22.56,16.77777777777778,精湛,45.13%,17.87%,-2.97,2025-12,❌ 暫避觀望,1.25,-44.93,2070.TWO,-10.95,🌑 雙重衰退
10.75,166.5,2025,364.35,-19.619999999999997,0.37,6.854672704816796,潤弘,18.77%,15.81%,19.99,2025-12,⚪ 中性觀察,7.25,7.57,2597.TW,16.0,⚠️ 獲利稀釋
6.18,126.5,2025,221.4,-19.669999999999998,-4.63,8.570460704607045,博大,N/A,N/A,15.04,2025-12,⚪ 中性觀察,4.41,-14.37,8109.TWO,9.06,📉 獲利侵蝕
3.18,106.5,2025,111.75000000000001,-19.78,-30.29,14.295302013422816,晶焱,N/A,N/A,-10.51,2025-12,⚪ 中性觀察,2.46,-25.46,6411.TWO,-9.94,🌑 雙重衰退
3.59,66.0999984741,2025,129.75,-19.82,7.23,7.641618320705202,創為精密,N/A,N/A,27.05,2025-12,⚪ 中性觀察,2.65,6.94,6899.TWO,24.69,⚠️ 獲利稀釋
4.1,25.7999992371,2025,151.5,-19.919999999999998,-24.63,2.554455370009901,寶成,N/A,N/A,-4.71,2025-12,⚪ 中性觀察,3.03,-35.26,9904.TW,-3.47,🌑 雙重衰退
13.02,174.5,2025,494.40000000000003,-20.01,-14.96,5.294296116504854,來億-KY,N/A,N/A,5.05,2025-12,⚪ 中性觀察,9.16,-12.51,6890.TW,8.16,📉 獲利侵蝕
20.1,353.0,2025,732.9,-20.09,-16.94,7.2247237003684,儒鴻,30.19%,19.16%,3.15,2025-12,⚪ 中性觀察,14.33,-20.3,1476.TW,5.39,📉 獲利侵蝕
1.54,107.0,2025,48.900000000000006,-20.169999999999998,-14.53,32.82208588957055,達邁,31.33%,12.18%,5.64,2025-12,❌ 暫避觀望,0.94,-42.24,3645.TW,8.42,📉 獲利侵蝕
11.21,84.4000015259,2025,381.90000000000003,-20.380000000000003,-33.63,3.3150039876630006,萬海,23.92%,18.94%,-13.25,2025-12,⚪ 中性觀察,7.64,-38.09,2615.TW,-11.06,🌑 雙重衰退
7.78,97.6999969482,2025,306.45000000000005,-20.479999999999997,-26.4,4.782182914743024,達爾膚,N/A,N/A,-5.92,2025-12,⚪ 中性觀察,5.84,-21.61,6523.TWO,-0.64,🌑 雙重衰退
2.15,104.5,2025,86.85,-20.58,-10.04,18.048359240069086,利機,18.10%,4.42%,10.54,2025-12,❌ 暫避觀望,1.64,3.14,3444.TWO,10.26,📉 獲利侵蝕
10.18,171.5,2025,278.85,-20.61,-25.35,9.225389994620764,裕慶-KY,N/A,N/A,-4.74,2025-12,⚪ 中性觀察,5.41,-29.25,6957.TW,-6.88,🌑 雙重衰退
1.18,102.0,2025,43.949999999999996,-20.63,-20.27,34.8122866894198,艾華,N/A,N/A,0.36,2025-12,❌ 暫避觀望,0.98,-8.41,6204.TWO,3.67,📉 獲利侵蝕
-1.51,19.8999996185,2025,-59.7,-20.650000000000002,6.88,0.0,位速,1.54%,-34.06%,27.53,2025-12,⚪ 數據不足,-1.14,18.25,3508.TWO,42.64,⚠️ 獲利稀釋
7.48,366.0,2025,253.49999999999997,-20.66,-18.46,21.656804733727814,力成,N/A,N/A,2.2,2025-12,❌ 暫避觀望,4.96,-30.26,6239.TW,-4.79,📉 獲利侵蝕
-2.16,9.5399999619,2025,-81.14999999999999,-20.75,-66.41,0.0,隆銘綠能,-18.95%,-73.69%,-45.66,2025-12,⚪ 數據不足,-2.36,-161.36,3018.TW,-36.93,🌑 雙重衰退
159.41,3835.0,2025,5591.4,-20.75,-17.91,10.288121043030369,大立光,47.97%,36.75%,2.84,2025-12,⚪ 中性觀察,109.06,-15.56,3008.TW,6.5,📉 獲利侵蝕
5.77,76.4000015259,2025,199.5,-20.76,-18.35,5.7443610169849615,友輝,28.71%,12.48%,2.41,2025-12,⚪ 中性觀察,3.81,-26.64,4933.TWO,11.19,📉 獲利侵蝕
12.25,161.0,2025,449.85,-20.82,-27.39,5.368456152050683,豐祥-KY,N/A,N/A,-6.57,2025-12,⚪ 中性觀察,8.74,-18.99,5288.TW,-7.59,🌑 雙重衰退
6.33,125.5,2025,214.04999999999998,-20.84,24.26,8.794674141555712,創泓科技,N/A,N/A,45.1,2025-12,⚪ 中性觀察,4.34,60.59,7714.TWO,55.99,⚠️ 獲利稀釋
72.7,1520.0,2025,2596.8,-20.85,45.15,8.78003696857671,祥碩,N/A,N/A,66.0,2025-12,⚪ 中性觀察,52.62,40.25,5269.TW,60.07,⚠️ 獲利稀釋
3.81,50.7000007629,2025,150.3,-20.869999999999997,-32.69,5.059880315658682,曜亞,44.64%,12.42%,-11.82,2025-12,⚪ 中性觀察,2.89,-27.93,4138.TWO,-12.22,🌑 雙重衰退
5.28,202.5,2025,196.05,-20.91,-15.57,15.493496557000764,晶技,32.18%,14.07%,5.34,2025-12,❌ 暫避觀望,3.95,-13.57,3042.TW,7.28,📉 獲利侵蝕
0.7,30.6000003815,2025,12.15,-21.02,-40.68,37.77777824876543,微端,28.61%,8.69%,-19.66,2025-12,❌ 暫避觀望,0.32,-56.16,3285.TWO,-24.68,🌑 雙重衰退
6.71,168.5,2025,215.10000000000002,-21.13,-23.02,11.750348675034866,中美晶,N/A,N/A,-1.89,2025-12,⚪ 中性觀察,4.07,18.54,5483.TWO,-1.72,🌑 雙重衰退
2.27,38.8499984741,2025,88.64999999999999,-21.18,-17.45,6.573603802724197,志超,N/A,N/A,3.73,2025-12,⚪ 中性觀察,1.77,-8.29,8213.TW,1.46,📉 獲利侵蝕
4.99,260.5,2025,162.6,-21.39,-18.86,24.031365313653136,精材,32.82%,27.31%,2.53,2025-12,❌ 暫避觀望,3.09,-30.87,3374.TWO,-1.5,📉 獲利侵蝕
9.05,141.5,2025,366.00000000000006,-21.5,-27.23,5.799180327868852,群光,16.76%,6.72%,-5.73,2025-12,⚪ 中性觀察,8.01,-12.04,2385.TW,-3.53,🌑 雙重衰退
4.18,95.3000030518,2025,154.04999999999998,-21.51,-0.48,9.279455019649465,三聯,N/A,N/A,21.03,2025-12,⚪ 中性觀察,3.44,3.3,5493.TWO,22.78,📉 獲利侵蝕
2.13,21.25,2025,81.75,-21.560000000000002,-31.07,3.8990825688073394,美亞,19.71%,12.02%,-9.51,2025-12,⚪ 中性觀察,1.66,-41.75,2020.TW,-8.33,🌑 雙重衰退
2.52,92.8000030518,2025,94.64999999999999,-21.73,-26.32,14.706815063676705,日揚,N/A,N/A,-4.59,2025-12,⚪ 中性觀察,1.78,-28.8,6208.TWO,-6.36,🌑 雙重衰退
1.56,61.0,2025,61.2,-21.77,-22.0,14.950980392156863,廣宇,12.48%,4.05%,-0.23,2025-12,⚪ 中性觀察,1.22,-13.48,2328.TW,4.37,🌑 雙重衰退
2.73,85.4000015259,2025,91.95,-21.8,-23.53,13.93148475137031,正基,N/A,N/A,-1.73,2025-12,⚪ 中性觀察,1.72,-32.02,6546.TWO,-1.49,🌑 雙重衰退
2.48,121.5,2025,70.05,-21.830000000000002,-52.99,26.01713062098501,榮田,N/A,N/A,-31.16,2025-12,❌ 暫避觀望,0.91,-75.62,7709.TWO,-37.61,🌑 雙重衰退
-0.96,13.5,2025,-39.300000000000004,-21.96,-15.66,0.0,建舜電,12.86%,-5.35%,6.3,2025-12,⚪ 數據不足,-0.75,-2.74,3322.TWO,10.72,📉 獲利侵蝕
4.31,387.5,2025,156.45,-22.09,-22.62,37.152444870565674,上銀,27.05%,4.85%,-0.53,2025-12,❌ 暫避觀望,3.01,-35.13,2049.TW,-1.42,🌑 雙重衰退
32.84,603.0,2025,1092.9,-22.14,-14.37,8.276146033488883,玉晶光,34.25%,20.51%,7.77,2025-12,⚪ 中性觀察,22.41,-27.07,3406.TW,0.68,📉 獲利侵蝕
-7.24,83.3000030518,2025,-281.84999999999997,-22.160000000000004,21.08,0.0,益安,N/A,N/A,43.24,2025-12,⚪ 數據不足,-5.76,10.97,6499.TWO,41.35,⚠️ 獲利稀釋
1.44,0.0,2025,0.0,-22.48,5.88,0.0,宏碁遊戲-創,N/A,N/A,28.36,2025-12,⚪ 數據不足,1.05,41.89,6908.TW,28.6,⚠️ 獲利稀釋
15.29,950.0,2025,533.6999999999999,-22.5,-25.74,26.700393479482855,環球晶,N/A,N/A,-3.24,2025-12,❌ 暫避觀望,10.68,-45.48,6488.TWO,-0.4,🌑 雙重衰退
2.35,64.5,2025,93.0,-22.5,-21.14,10.403225806451612,諾貝兒,N/A,N/A,1.36,2025-12,⚪ 中性觀察,1.44,-32.39,6844.TWO,1.48,📉 獲利侵蝕
5.42,161.5,2025,184.20000000000002,-22.55,-28.68,13.151465798045601,博盛半導體,N/A,N/A,-6.13,2025-12,⚪ 中性觀察,3.57,-47.73,7712.TWO,-6.32,🌑 雙重衰退
8.29,214.0,2025,310.5,-22.57,-19.59,10.33816425120773,三集瑞-KY,N/A,N/A,2.98,2025-12,⚪ 中性觀察,6.02,-29.18,6862.TW,7.33,📉 獲利侵蝕
