股號,名稱,收盤價,隔日勝率%,累積獲利%,交易次數,目前ATR,目前狀態,專家分析原因
6859.TWO,伯特光,123.50,33.33,3.23,11,3.29,持股中,📈 趨勢續強。目前防禦位設於 107.89，與現價緩衝空間為 12.6%。
1582.TW,信錦,102.50,80.00,33.81,9,6.65,持股中,📈 趨勢續強。目前防禦位設於 97.00，與現價緩衝空間為 5.4%。
6212.TWO,理銘,28.60,0.00,-9.50,3,0.61,持股中,📈 趨勢續強。目前防禦位設於 27.26，與現價緩衝空間為 4.7%。
5474.TWO,聰泰,145.50,100.00,7.53,1,6.04,持股中,📈 趨勢續強。目前防禦位設於 142.00，與現價緩衝空間為 2.4%。
8438.TW,昶昕,89.80,50.00,36.01,7,5.42,持股中,📈 趨勢續強。目前防禦位設於 86.70，與現價緩衝空間為 3.5%。
5351.TWO,鈺創,71.60,40.00,-1.30,20,4.91,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 59.30，建議耐心等待突破。
1560.TW,中砂,536.00,50.00,-8.65,19,25.61,持股中,📈 趨勢續強。目前防禦位設於 522.00，與現價緩衝空間為 2.6%。
9105.TW,泰金寶-DR,6.06,85.71,-11.48,13,0.23,建議買入,🚀 今日收盤 6.06 突破關鍵高點 5.94，啟動波段漲勢。
2353.TW,宏��,28.30,100.00,1.92,1,0.54,持股中,📈 趨勢續強。目前防禦位設於 26.70，與現價緩衝空間為 5.7%。
2646.TW,星宇航空,20.60,0.00,-5.58,2,0.28,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 21.80，建議耐心等待突破。
1736.TW,喬山,116.50,0.00,-21.63,3,5.00,持股中,📈 趨勢續強。目前防禦位設於 115.29，與現價緩衝空間為 1.0%。
6982.TWO,大井泵浦,56.50,100.00,3.43,1,1.69,持股中,📈 趨勢續強。目前防禦位設於 56.20，與現價緩衝空間為 0.5%。
1593.TWO,祺驊,33.20,20.00,-1.45,9,0.55,持股中,📈 趨勢續強。目前防禦位設於 33.00，與現價緩衝空間為 0.6%。
4564.TW,元翎,20.05,80.00,10.47,9,0.67,持股中,📈 趨勢續強。目前防禦位設於 18.95，與現價緩衝空間為 5.5%。
3288.TWO,點晶,16.25,0.00,-1.67,3,0.54,持股中,📈 趨勢續強。目前防禦位設於 13.76，與現價緩衝空間為 15.3%。
6190.TWO,萬泰科,65.80,50.00,13.67,3,3.33,持股中,📈 趨勢續強。目前防禦位設於 62.20，與現價緩衝空間為 5.5%。
2331.TW,精英,22.05,62.50,-16.78,15,0.62,持股中,📈 趨勢續強。目前防禦位設於 20.60，與現價緩衝空間為 6.6%。
6934.TW,心誠鎂,85.00,50.00,-8.07,4,5.79,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 85.10，建議耐心等待突破。
9910.TW,豐泰,77.40,0.00,-25.36,6,2.04,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 79.00，建議耐心等待突破。
2070.TWO,精湛,50.20,0.00,18.75,3,2.07,持股中,📈 趨勢續強。目前防禦位設於 36.52，與現價緩衝空間為 27.2%。
5471.TW,松翰,45.30,50.00,23.65,19,1.59,持股中,📈 趨勢續強。目前防禦位設於 36.87，與現價緩衝空間為 18.6%。
00909.TW,國泰數位支付服務,42.57,33.33,8.40,5,0.98,持股中,📈 趨勢續強。目前防禦位設於 37.11，與現價緩衝空間為 12.8%。
3508.TWO,位速,26.70,0.00,-0.60,1,2.59,建議買入,🚀 今日收盤 26.70 突破關鍵高點 26.50，啟動波段漲勢。
2540.TW,愛山林,58.70,50.00,17.97,3,1.73,持股中,📈 趨勢續強。目前防禦位設於 47.40，與現價緩衝空間為 19.3%。
2498.TW,宏達電,41.85,0.00,-26.06,7,1.24,持股中,📈 趨勢續強。目前防禦位設於 37.63，與現價緩衝空間為 10.1%。
1218.TW,泰山,19.00,50.00,-2.39,7,0.21,建議買入,🚀 今日收盤 19.00 突破關鍵高點 18.50，啟動波段漲勢。
00753L.TW,中信中國50正2,10.95,50.00,-12.31,3,0.32,持股中,📈 趨勢續強。目前防禦位設於 9.80，與現價緩衝空間為 10.5%。
6861.TW,睿生光電,214.50,0.00,56.78,1,12.39,持股中,📈 趨勢續強。目前防禦位設於 115.18，與現價緩衝空間為 46.3%。
8110.TW,華東,50.00,100.00,-17.57,2,2.51,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 51.20，建議耐心等待突破。
7765.TW,中華資安,228.00,50.00,-6.99,3,5.50,持股中,📈 趨勢續強。目前防禦位設於 222.07，與現價緩衝空間為 2.6%。
2481.TW,強茂,103.50,66.67,-1.72,11,6.86,持股中,📈 趨勢續強。目前防禦位設於 95.94，與現價緩衝空間為 7.3%。
4722.TW,國精化,194.50,62.50,-1.47,15,11.11,持股中,📈 趨勢續強。目前防禦位設於 150.89，與現價緩衝空間為 22.4%。
5516.TWO,雙喜,12.20,45.45,-17.09,22,0.34,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 12.40，建議耐心等待突破。
7820.TWO,立盈,206.00,42.86,0.51,13,12.57,持股中,📈 趨勢續強。目前防禦位設於 177.00，與現價緩衝空間為 14.1%。
5223.TWO,安力-KY,26.05,0.00,1.52,2,0.95,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 27.00，建議耐心等待突破。
3083.TWO,網龍,27.45,50.00,-0.88,3,0.76,持股中,📈 趨勢續強。目前防禦位設於 25.99，與現價緩衝空間為 5.3%。
5345.TWO,馥鴻,22.70,50.00,-3.73,4,0.32,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 23.40，建議耐心等待突破。
4438.TW,廣越,58.50,0.00,-13.82,5,1.44,持股中,📈 趨勢續強。目前防禦位設於 54.35，與現價緩衝空間為 7.1%。
1414.TW,東和,16.20,0.00,-3.08,2,0.54,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 17.30，建議耐心等待突破。
6609.TWO,瀧澤科,38.60,100.00,1.10,1,1.47,持股中,📈 趨勢續強。目前防禦位設於 37.05，與現價緩衝空間為 4.0%。
7777.TWO,能率亞洲,28.15,26.67,3.96,29,1.24,持股中,📈 趨勢續強。目前防禦位設於 24.03，與現價緩衝空間為 14.6%。
2393.TW,億光,73.60,0.00,0.00,0,1.95,觀望中,DMA 趨勢尚在整理階段，目前無明確轉強訊號。
3615.TWO,安可,33.30,0.00,1.69,1,1.78,持股中,📈 趨勢續強。目前防禦位設於 28.87，與現價緩衝空間為 13.3%。
6269.TW,台郡,70.00,66.67,3.10,5,2.89,持股中,📈 趨勢續強。目前防禦位設於 63.80，與現價緩衝空間為 8.9%。
6207.TWO,雷科,59.50,100.00,-1.30,3,2.74,持股中,📈 趨勢續強。目前防禦位設於 46.51，與現價緩衝空間為 21.8%。
009811.TW,統一美國50,11.93,0.00,-0.08,3,0.15,持股中,📈 趨勢續強。目前防禦位設於 10.84，與現價緩衝空間為 9.2%。
5205.TWO,中茂,25.35,20.00,-13.06,10,1.53,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 27.70，建議耐心等待突破。
6937.TW,天虹,325.50,60.00,40.70,9,19.54,持股中,📈 趨勢續強。目前防禦位設於 325.50，與現價緩衝空間為 0.0%。
2305.TW,全友,17.90,100.00,34.79,1,1.31,持股中,📈 趨勢續強。目前防禦位設於 17.15，與現價緩衝空間為 4.2%。
6411.TWO,晶焱,83.10,25.00,-13.50,15,2.34,持股中,📈 趨勢續強。目前防禦位設於 72.10，與現價緩衝空間為 13.2%。
1611.TW,中電,12.20,33.33,-12.37,5,0.21,持股中,📈 趨勢續強。目前防禦位設於 11.91，與現價緩衝空間為 2.4%。
6856.TWO,鑫傳,51.60,0.00,-9.54,6,0.67,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 51.80，建議耐心等待突破。
2913.TW,農林,11.70,0.00,-16.10,6,0.22,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 12.40，建議耐心等待突破。
1457.TW,宜進,14.80,37.50,-7.59,16,0.32,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 14.41，建議耐心等待突破。
00989B.TWO,台新美國非投等債,10.00,0.00,0.00,0,0.04,觀望中,DMA 趨勢尚在整理階段，目前無明確轉強訊號。
6230.TW,尼得科超眾,166.50,45.45,25.04,21,7.46,持股中,📈 趨勢續強。目前防禦位設於 132.75，與現價緩衝空間為 20.3%。
2413.TW,環科,49.85,55.56,-1.16,17,2.95,建議買入,🚀 今日收盤 49.85 突破關鍵高點 48.20，啟動波段漲勢。
6887.TW,寶綠特-KY,39.35,0.00,-12.33,2,1.73,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 45.00，建議耐心等待突破。
6188.TWO,廣明,88.40,100.00,-3.62,2,2.49,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 89.40，建議耐心等待突破。
3535.TW,晶彩科,127.50,14.29,-9.81,13,8.11,持股中,📈 趨勢續強。目前防禦位設於 121.50，與現價緩衝空間為 4.7%。
2726.TWO,雅茗-KY,9.72,0.00,-10.17,4,0.27,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 10.20，建議耐心等待突破。
00908.TW,富邦入息REITs+,14.12,100.00,2.66,1,0.11,持股中,📈 趨勢續強。目前防禦位設於 14.11，與現價緩衝空間為 0.1%。
2103.TW,台橡,18.70,33.33,6.35,6,0.60,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 15.45，建議耐心等待突破。
6980.TWO,鐳洋科技,281.00,0.00,61.62,3,21.29,持股中,📈 趨勢續強。目前防禦位設於 137.00，與現價緩衝空間為 51.2%。
2317.TW,鴻海,221.00,50.00,0.59,3,6.50,持股中,📈 趨勢續強。目前防禦位設於 188.82，與現價緩衝空間為 14.6%。
2488.TW,漢平,51.20,100.00,8.23,3,1.01,持股中,📈 趨勢續強。目前防禦位設於 47.80，與現價緩衝空間為 6.6%。
3268.TWO,海德威,18.15,66.67,2.65,5,0.86,持股中,📈 趨勢續強。目前防禦位設於 14.77，與現價緩衝空間為 18.6%。
8089.TWO,康全電訊,22.85,33.33,-0.31,5,0.84,持股中,📈 趨勢續強。目前防禦位設於 20.74，與現價緩衝空間為 9.2%。
1815.TWO,富喬,114.50,55.56,-14.19,18,9.06,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 112.00，建議耐心等待突破。
5468.TWO,凱鈺,18.40,75.00,2.88,7,0.70,持股中,📈 趨勢續強。目前防禦位設於 18.10，與現價緩衝空間為 1.6%。
5534.TW,長虹,76.30,0.00,-4.61,4,2.08,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 76.20，建議耐心等待突破。
6890.TW,來億-KY,169.50,50.00,-5.81,3,8.21,持股中,📈 趨勢續強。目前防禦位設於 142.32，與現價緩衝空間為 16.0%。
4707.TWO,磐亞,16.45,100.00,55.15,3,0.77,持股中,📈 趨勢續強。目前防禦位設於 10.25，與現價緩衝空間為 37.7%。
2431.TW,聯昌,11.50,0.00,-19.16,2,0.34,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 11.90，建議耐心等待突破。
2924.TWO,宏太-KY,20.75,100.00,5.06,3,0.56,持股中,📈 趨勢續強。目前防禦位設於 16.60，與現價緩衝空間為 20.0%。
9921.TW,巨大,70.50,0.00,-5.24,2,1.75,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 71.70，建議耐心等待突破。
6640.TWO,均華,1535.00,0.00,71.25,1,117.86,持股中,📈 趨勢續強。目前防禦位設於 1440.00，與現價緩衝空間為 6.2%。
2451.TW,創見,269.00,50.00,-3.02,15,15.18,持股中,📈 趨勢續強。目前防禦位設於 251.00，與現價緩衝空間為 6.7%。
3526.TWO,凡甲,274.50,0.00,0.00,0,7.73,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 279.84，建議耐心等待突破。
2010.TW,春源,24.80,41.67,3.17,24,0.41,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 21.10，建議耐心等待突破。
6199.TWO,天品,104.50,40.00,-5.21,10,6.00,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 98.50，建議耐心等待突破。
00770.TW,國泰北美科技,57.65,33.33,-2.41,5,0.92,持股中,📈 趨勢續強。目前防禦位設於 51.30，與現價緩衝空間為 11.0%。
3234.TWO,光環,115.00,75.00,91.96,8,8.06,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 46.10，建議耐心等待突破。
2516.TW,新建,13.05,0.00,-23.67,6,0.37,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 13.95，建議耐心等待突破。
00795B.TWO,中信美國公債20年,27.25,35.29,-12.65,33,0.15,建議買入,🚀 今日收盤 27.25 突破關鍵高點 27.19，啟動波段漲勢。
2063.TWO,世鎧,26.50,22.22,-3.89,18,0.43,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 26.95，建議耐心等待突破。
2302.TW,麗正,19.40,66.67,-6.99,5,0.65,持股中,📈 趨勢續強。目前防禦位設於 17.23，與現價緩衝空間為 11.2%。
6957.TW,裕慶-KY,162.00,0.00,-12.73,3,5.75,持股中,📈 趨勢續強。目前防禦位設於 151.21，與現價緩衝空間為 6.7%。
3025.TW,星通,64.30,100.00,-0.61,3,2.33,持股中,📈 趨勢續強。目前防禦位設於 64.20，與現價緩衝空間為 0.2%。
5011.TWO,久陽,14.70,28.57,-5.80,13,0.56,持股中,📈 趨勢續強。目前防禦位設於 12.40，與現價緩衝空間為 15.7%。
4417.TWO,金洲,48.05,0.00,-12.08,8,0.64,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 50.50，建議耐心等待突破。
6204.TWO,艾華,67.00,33.33,-24.60,5,2.86,持股中,📈 趨勢續強。目前防禦位設於 57.51，與現價緩衝空間為 14.2%。
4406.TWO,新昕纖,10.55,66.67,-6.77,5,0.21,持股中,📈 趨勢續強。目前防禦位設於 9.88，與現價緩衝空間為 6.4%。
00997A.TW,未知,10.79,0.00,0.00,0,nan,觀望中,DMA 趨勢尚在整理階段，目前無明確轉強訊號。
8234.TWO,新漢,67.80,66.67,-6.14,5,2.23,持股中,📈 趨勢續強。目前防禦位設於 56.64，與現價緩衝空間為 16.5%。
7714.TWO,創泓科技,138.00,0.00,-8.00,3,4.14,持股中,📈 趨勢續強。目前防禦位設於 124.18，與現價緩衝空間為 10.0%。
1432.TW,大魯閣,16.80,0.00,-7.62,2,0.21,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 17.55，建議耐心等待突破。
3661.TW,世芯-KY,4065.00,25.00,-4.09,7,179.64,持股中,📈 趨勢續強。目前防禦位設於 2794.29，與現價緩衝空間為 31.3%。
3033.TW,威健,35.15,50.00,-8.46,7,0.90,持股中,📈 趨勢續強。目前防禦位設於 34.85，與現價緩衝空間為 0.9%。
00646.TW,元大S&P500,70.25,0.00,-0.84,3,0.68,持股中,📈 趨勢續強。目前防禦位設於 70.15，與現價緩衝空間為 0.1%。
6592.TW,和潤企業,63.20,42.86,-7.19,13,1.07,持股中,📈 趨勢續強。目前防禦位設於 60.56，與現價緩衝空間為 4.2%。
6953.TWO,家碩,261.00,100.00,-1.59,3,13.89,持股中,📈 趨勢續強。目前防禦位設於 210.57，與現價緩衝空間為 19.3%。
2314.TW,台揚,15.90,0.00,-15.98,3,1.35,持股中,📈 趨勢續強。目前防禦位設於 12.84，與現價緩衝空間為 19.3%。
6451.TW,訊芯-KY,496.00,33.33,140.95,5,35.39,持股中,📈 趨勢續強。目前防禦位設於 474.00，與現價緩衝空間為 4.4%。
8084.TWO,巨虹,43.60,66.67,-18.73,6,2.12,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 43.90，建議耐心等待突破。
3308.TW,聯德,21.90,25.00,-17.01,7,0.97,持股中,📈 趨勢續強。目前防禦位設於 19.37，與現價緩衝空間為 11.5%。
00700.TW,富邦�琤肭磪�,17.73,50.00,-4.62,3,0.25,持股中,📈 趨勢續強。目前防禦位設於 16.85，與現價緩衝空間為 5.0%。
6224.TW,聚鼎,60.00,100.00,40.14,1,2.94,持股中,📈 趨勢續強。目前防禦位設於 38.19，與現價緩衝空間為 36.4%。
2038.TW,海光,15.05,33.33,-0.75,5,0.35,建議買入,🚀 今日收盤 15.05 突破關鍵高點 14.80，啟動波段漲勢。
3712.TW,永崴投控,21.30,11.11,-12.47,17,1.42,持股中,📈 趨勢續強。目前防禦位設於 17.08，與現價緩衝空間為 19.8%。
4123.TWO,晟德,40.50,0.00,-6.68,3,1.22,持股中,📈 趨勢續強。目前防禦位設於 39.17，與現價緩衝空間為 3.3%。
4973.TWO,廣穎,90.20,100.00,60.06,5,5.70,持股中,📈 趨勢續強。目前防禦位設於 80.00，與現價緩衝空間為 11.3%。
4728.TWO,雙美,392.00,33.33,0.96,5,7.14,持股中,📈 趨勢續強。目前防禦位設於 389.00，與現價緩衝空間為 0.8%。
4137.TW,麗豐-KY,108.50,0.00,-5.84,5,2.04,持股中,📈 趨勢續強。目前防禦位設於 107.50，與現價緩衝空間為 0.9%。
2739.TW,寒舍,35.15,50.00,-1.87,3,1.10,持股中,📈 趨勢續強。目前防禦位設於 34.90，與現價緩衝空間為 0.7%。
00720B.TWO,元大投資級公司債,33.51,40.00,-3.90,9,0.18,建議買入,🚀 今日收盤 33.51 突破關鍵高點 33.00，啟動波段漲勢。
5225.TW,東科-KY,78.10,66.67,-21.93,6,1.38,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 79.90，建議耐心等待突破。
1438.TW,三地開發,26.95,50.00,-20.73,4,0.92,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 29.90，建議耐心等待突破。
4305.TWO,世坤,44.00,0.00,0.00,0,0.39,觀望中,DMA 趨勢尚在整理階段，目前無明確轉強訊號。
4413.TWO,飛寶企業,18.80,0.00,-2.96,5,0.52,持股中,📈 趨勢續強。目前防禦位設於 17.32，與現價緩衝空間為 7.8%。
4927.TW,泰鼎-KY,52.30,25.00,19.38,7,3.46,持股中,📈 趨勢續強。目前防禦位設於 41.50，與現價緩衝空間為 20.7%。
7704.TWO,明遠精密,64.00,66.67,31.38,5,4.40,持股中,📈 趨勢續強。目前防禦位設於 60.60，與現價緩衝空間為 5.3%。
3221.TWO,台嘉碩,50.40,0.00,0.00,0,3.15,觀望中,DMA 趨勢尚在整理階段，目前無明確轉強訊號。
6441.TWO,廣錠,23.00,100.00,-0.16,3,1.06,持股中,📈 趨勢續強。目前防禦位設於 18.60，與現價緩衝空間為 19.1%。
00830.TW,國泰費城半導體,68.05,100.00,12.48,5,1.49,持股中,📈 趨勢續強。目前防禦位設於 67.75，與現價緩衝空間為 0.4%。
8150.TW,南茂,79.80,100.00,30.05,3,4.46,持股中,📈 趨勢續強。目前防禦位設於 56.10，與現價緩衝空間為 29.7%。
6438.TW,迅得,182.00,33.33,3.45,5,8.07,持股中,📈 趨勢續強。目前防禦位設於 180.50，與現價緩衝空間為 0.8%。
2359.TW,所羅門,117.00,50.00,-9.15,3,4.14,持股中,📈 趨勢續強。目前防禦位設於 106.29，與現價緩衝空間為 9.2%。
2891.TW,中信金,53.50,100.00,-0.97,1,1.46,持股中,📈 趨勢續強。目前防禦位設於 52.50，與現價緩衝空間為 1.9%。
6706.TW,惠特,139.00,0.00,-8.16,3,10.68,持股中,📈 趨勢續強。目前防禦位設於 118.75，與現價緩衝空間為 14.6%。
2455.TW,全新,364.50,0.00,90.69,1,20.25,持股中,📈 趨勢續強。目前防禦位設於 275.00，與現價緩衝空間為 24.6%。
6151.TWO,晉倫,36.10,100.00,18.93,3,1.83,持股中,📈 趨勢續強。目前防禦位設於 35.05，與現價緩衝空間為 2.9%。
5478.TWO,智冠,99.60,75.00,0.47,8,1.26,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 100.50，建議耐心等待突破。
8111.TWO,立��,77.00,50.00,0.75,3,4.47,持股中,📈 趨勢續強。目前防禦位設於 57.66，與現價緩衝空間為 25.1%。
2492.TW,華新科,142.50,100.00,-7.71,3,7.82,持股中,📈 趨勢續強。目前防禦位設於 113.54，與現價緩衝空間為 20.3%。
2347.TW,聯強,84.00,0.00,0.00,0,1.96,觀望中,DMA 趨勢尚在整理階段，目前無明確轉強訊號。
3531.TWO,先益,23.55,25.00,-0.66,7,0.88,持股中,📈 趨勢續強。目前防禦位設於 21.00，與現價緩衝空間為 10.8%。
00981B.TWO,第一金優選非投債,9.25,33.33,-4.02,6,0.04,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 9.27，建議耐心等待突破。
3252.TWO,海灣,19.85,0.00,-3.75,3,0.49,持股中,📈 趨勢續強。目前防禦位設於 19.80，與現價緩衝空間為 0.3%。
2332.TW,友訊,15.25,16.67,-25.10,11,0.41,持股中,📈 趨勢續強。目前防禦位設於 14.70，與現價緩衝空間為 3.6%。
6789.TW,采鈺,489.50,33.33,57.54,5,26.21,持股中,📈 趨勢續強。目前防禦位設於 314.00，與現價緩衝空間為 35.9%。
2404.TW,漢唐,1000.00,66.67,2.25,5,42.57,持股中,📈 趨勢續強。目前防禦位設於 865.57，與現價緩衝空間為 13.4%。
1722.TW,台肥,44.95,33.33,-11.05,6,0.62,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 46.10，建議耐心等待突破。
4916.TW,事欣科,69.50,50.00,8.48,3,3.08,持股中,📈 趨勢續強。目前防禦位設於 52.86，與現價緩衝空間為 23.9%。
00953B.TW,群益優選非投等債,9.63,33.33,-2.19,5,0.03,建議買入,🚀 今日收盤 9.63 突破關鍵高點 9.62，啟動波段漲勢。
3093.TWO,港建*,64.70,100.00,150.73,2,5.99,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 25.50，建議耐心等待突破。
7822.TW,倍利科,1440.00,0.00,-8.24,2,132.50,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 1375.00，建議耐心等待突破。
8076.TWO,伍豐,23.60,50.00,-11.04,4,0.66,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 24.50，建議耐心等待突破。
6482.TWO,弘煜科,31.55,50.00,-9.67,3,0.88,持股中,📈 趨勢續強。目前防禦位設於 30.18，與現價緩衝空間為 4.3%。
00984A.TW,主動安聯台灣高息,14.22,100.00,9.15,1,0.25,持股中,📈 趨勢續強。目前防禦位設於 12.39，與現價緩衝空間為 12.9%。
00724B.TWO,群益投資級金融債,33.68,66.67,-2.78,6,0.17,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 33.33，建議耐心等待突破。
00969B.TWO,元大零息超長美債,8.40,46.15,-9.79,26,0.08,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 8.45，建議耐心等待突破。
1418.TW,東華,18.15,100.00,-5.05,2,0.44,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 18.90，建議耐心等待突破。
6138.TWO,茂達,246.00,50.00,4.10,3,5.79,持股中,📈 趨勢續強。目前防禦位設於 211.14，與現價緩衝空間為 14.2%。
00663L.TW,國泰臺灣加權正2,77.60,0.00,2.24,3,2.79,持股中,📈 趨勢續強。目前防禦位設於 60.43，與現價緩衝空間為 22.1%。
5529.TWO,鉅陞,22.55,100.00,-10.58,2,0.69,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 26.40，建議耐心等待突破。
6965.TW,中傑-KY,87.50,50.00,-6.03,4,1.64,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 83.80，建議耐心等待突破。
7812.TWO,稜研科技*,115.00,50.00,33.42,3,6.99,持股中,📈 趨勢續強。目前防禦位設於 79.00，與現價緩衝空間為 31.3%。
2923.TW,鼎固-KY,25.20,50.00,29.92,3,1.87,持股中,📈 趨勢續強。目前防禦位設於 17.07，與現價緩衝空間為 32.3%。
8477.TWO,創業家,13.75,40.00,-14.70,19,0.37,持股中,📈 趨勢續強。目前防禦位設於 13.70，與現價緩衝空間為 0.4%。
8936.TWO,國統,50.80,25.00,-9.11,7,0.92,持股中,📈 趨勢續強。目前防禦位設於 48.58，與現價緩衝空間為 4.4%。
1453.TW,大將,12.05,33.33,-12.39,6,0.31,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 12.35，建議耐心等待突破。
6508.TWO,惠光,26.00,66.67,10.35,6,0.64,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 27.75，建議耐心等待突破。
8097.TWO,常珵,51.30,33.33,-3.93,6,1.33,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 55.70，建議耐心等待突破。
1538.TW,正峰,12.90,0.00,0.57,1,0.26,持股中,📈 趨勢續強。目前防禦位設於 11.86，與現價緩衝空間為 8.0%。
4543.TWO,萬在,38.25,0.00,-7.68,5,2.05,持股中,📈 趨勢續強。目前防禦位設於 32.00，與現價緩衝空間為 16.3%。
2466.TW,冠西電,58.60,100.00,12.45,2,4.05,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 47.15，建議耐心等待突破。
2612.TW,中航,58.00,0.00,-3.91,1,1.85,持股中,📈 趨勢續強。目前防禦位設於 53.60，與現價緩衝空間為 7.6%。
00740B.TWO,富邦全球投等債,38.74,40.00,-4.84,10,0.21,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 38.32，建議耐心等待突破。
2367.TW,燿華,67.80,0.00,0.00,0,4.62,觀望中,DMA 趨勢尚在整理階段，目前無明確轉強訊號。
00401A.TW,未知,11.79,0.00,0.00,0,nan,觀望中,DMA 趨勢尚在整理階段，目前無明確轉強訊號。
3131.TWO,弘塑,3400.00,80.00,101.55,9,217.14,持股中,📈 趨勢續強。目前防禦位設於 3290.00，與現價緩衝空間為 3.2%。
2230.TWO,泰茂,30.05,100.00,-10.57,1,1.03,持股中,📈 趨勢續強。目前防禦位設於 22.90，與現價緩衝空間為 23.8%。
2426.TW,鼎元,52.20,66.67,93.78,5,4.02,持股中,📈 趨勢續強。目前防禦位設於 52.00，與現價緩衝空間為 0.4%。
1796.TWO,金穎生技,40.50,0.00,-2.05,1,1.74,持股中,📈 趨勢續強。目前防禦位設於 39.00，與現價緩衝空間為 3.7%。
3031.TW,佰鴻,31.95,55.56,38.30,17,2.15,持股中,📈 趨勢續強。目前防禦位設於 31.20，與現價緩衝空間為 2.3%。
3675.TWO,德微,234.00,100.00,26.48,11,11.04,持股中,📈 趨勢續強。目前防禦位設於 194.00，與現價緩衝空間為 17.1%。
8431.TWO,匯鑽科,73.50,0.00,-0.56,3,4.56,持股中,📈 趨勢續強。目前防禦位設於 56.64，與現價緩衝空間為 22.9%。
3189.TW,景碩,491.50,0.00,0.00,0,28.79,觀望中,DMA 趨勢尚在整理階段，目前無明確轉強訊號。
2206.TW,三陽工業,55.70,50.00,-4.33,4,1.01,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 58.40，建議耐心等待突破。
3122.TWO,笙泉,28.80,100.00,-1.79,3,1.11,持股中,📈 趨勢續強。目前防禦位設於 23.76，與現價緩衝空間為 17.5%。
8937.TWO,合騏,39.50,22.22,-3.46,17,1.67,持股中,📈 趨勢續強。目前防禦位設於 38.00，與現價緩衝空間為 3.8%。
6486.TWO,互動,88.60,100.00,6.62,1,1.72,持股中,📈 趨勢續強。目前防禦位設於 87.70，與現價緩衝空間為 1.0%。
