eps_yoy,prev_eps,pe,eps,status,gm,date,prev_year,name,est_price,price,rev_yoy,expansion,prev_rev_yoy,om,prev_eps_yoy,symbol,advice
-60.0,2.28,6.495901795676231,0.08,📉 獲利侵蝕,28.39%,2026-03,2025,全宇生技-KY,73.19999999999999,31.7000007629,228.62,-288.62,19.95,9.28%,13.43,4148.TW,⚪ 中性觀察
34.78,0.78,15.40540488993243,0.31,⚠️ 獲利稀釋,30.30%,2026-03,2025,大統新創,22.200000000000003,22.7999992371,324.71,-289.92999999999995,1.99,18.03%,-30.97,1470.TW,❌ 暫避觀望
11.56,3.63,23.90552995391705,2.22,⚠️ 獲利稀釋,N/A,2026-03,2025,松川精密,130.2,207.5,301.8,-290.24,7.87,N/A,-51.37,7788.TW,❌ 暫避觀望
16.2,5.62,7.6441973592772765,2.08,⚠️ 獲利稀釋,N/A,2026-03,2025,八貫,215.85,110.0,308.39,-292.19,13.91,N/A,-8.97,1342.TW,⚪ 中性觀察
-26.58,5.23,4.461883465089685,1.17,📉 獲利侵蝕,27.73%,2026-03,2025,竣邦-KY,200.70000000000002,59.7000007629,265.83,-292.40999999999997,29.61,10.88%,52.37,4442.TWO,⚪ 中性觀察
18.09,6.45,8.78499106611078,2.22,⚠️ 獲利稀釋,N/A,2026-03,2025,安勤,251.85,147.5,310.78,-292.69,11.55,N/A,-5.85,3479.TWO,⚪ 中性觀察
-23.53,-0.49,0.0,-0.21,📉 獲利侵蝕,27.13%,2026-03,2025,夏都,-19.5,21.6000003815,269.43,-292.96000000000004,-9.87,-30.10%,-2550.0,2722.TW,⚪ 數據不足
-7.55,1.38,8.431952662721894,0.5,📉 獲利侵蝕,N/A,2026-03,2025,台林,50.699999999999996,28.5,285.87,-293.42,-1.77,N/A,-36.28,5353.TWO,⚪ 中性觀察
-22.86,-1.15,0.0,-0.43,📉 獲利侵蝕,N/A,2026-03,2025,松崗,-60.44999999999999,18.0499992371,270.61,-293.47,-1.12,N/A,-428.57,6240.TWO,⚪ 數據不足
-14.47,1.16,12.682215743440233,1.36,📉 獲利侵蝕,N/A,2026-03,2025,關中,51.45,43.5,280.23,-294.70000000000005,-5.35,N/A,-77.08,8941.TWO,⚪ 中性觀察
-52.56,5.56,5.56974467219057,0.37,📉 獲利侵蝕,N/A,2026-03,2025,世紀*,152.7,56.7000007629,242.32,-294.88,373.32,N/A,-69.48,5314.TWO,⚪ 中性觀察
19.35,0.55,34.63302752293578,0.37,⚠️ 獲利稀釋,N/A,2026-03,2025,寶一,16.35,37.75,314.37,-295.02,16.61,N/A,-63.09,8222.TW,❌ 暫避觀望
-70.52,4.36,8.466453674121405,0.51,📉 獲利侵蝕,N/A,2026-03,2025,佳邦,140.85000000000002,79.5,224.56,-295.08,3.44,N/A,-34.8,6284.TWO,⚪ 中性觀察
-175.0,0.17,0.0,-1.43,📉 獲利侵蝕,N/A,2026-03,2025,立凱-KY,-4.199999999999994,41.5999984741,120.26,-295.26,-32.24,N/A,104.91,5227.TWO,⚪ 數據不足
27.64,4.21,3.4366695515589023,1.57,⚠️ 獲利稀釋,N/A,2026-03,2025,合機,169.35,38.7999992371,323.3,-295.66,3.01,N/A,13.48,1618.TW,⚪ 中性觀察
300.0,0.37,35.13888782930556,0.04,⚠️ 獲利稀釋,18.05%,2026-03,2025,吉茂,10.799999999999999,25.2999992371,596.06,-296.05999999999995,23.11,2.96%,188.1,1587.TW,❌ 暫避觀望
40.18,4.34,11.001788908765652,1.58,⚠️ 獲利稀釋,N/A,2026-03,2025,鴻呈,167.7,123.0,336.78,-296.59999999999997,21.66,N/A,-2.92,6913.TWO,⚪ 中性觀察
9.52,4.56,4.555453782117323,0.92,⚠️ 獲利稀釋,19.83%,2026-03,2025,漢平,163.65,49.7000007629,307.38,-297.86,-9.29,7.42%,-12.98,2488.TW,⚪ 中性觀察
-136.07,2.51,15.533498380669977,-0.45,📉 獲利侵蝕,N/A,2026-03,2025,立誠,60.44999999999999,62.5999984741,163.62,-299.69,-11.79,N/A,-48.7,6597.TWO,❌ 暫避觀望
29.6,3.71,6.394335595087146,1.62,⚠️ 獲利稀釋,23.43%,2026-03,2025,富林-KY,137.7,58.7000007629,329.53,-299.92999999999995,-7.95,12.74%,-30.65,1341.TW,⚪ 中性觀察
-34.37,4.27,4.681467181467181,0.63,📉 獲利侵蝕,N/A,2026-03,2025,崧騰,155.39999999999998,48.5,265.7,-300.07,6.42,N/A,3.41,3484.TWO,⚪ 中性觀察
-22.22,0.22,59.25925925925925,0.07,📉 獲利侵蝕,N/A,2026-03,2025,南良,4.050000000000001,16.0,277.89,-300.11,-8.96,N/A,-80.53,5450.TWO,❌ 暫避觀望
-49.06,3.08,6.051829384588414,0.54,📉 獲利侵蝕,N/A,2026-03,2025,福興,98.39999999999999,39.7000007629,251.13,-300.19,-8.15,N/A,-26.71,9924.TW,⚪ 中性觀察
-14.81,2.24,6.0281193738312835,0.46,📉 獲利侵蝕,N/A,2026-03,2025,德記,85.35000000000001,34.2999992371,285.59,-300.4,2.91,N/A,6.16,5902.TWO,⚪ 中性觀察
-59.38,-1.3,0.0,-0.51,📉 獲利侵蝕,23.89%,2026-03,2025,環天科,-57.15,13.6999998093,241.39,-300.77,-18.27,-8.96%,-6600.0,3499.TWO,⚪ 數據不足
73.15,5.46,13.462873004857737,2.58,⚠️ 獲利稀釋,14.11%,2026-03,2025,長榮航太,216.15,194.0,374.3,-301.15,11.63,9.96%,11.43,2645.TW,⚪ 中性觀察
-9.76,-0.8,0.0,-0.45,📉 獲利侵蝕,N/A,2026-03,2025,全坤建,-36.75,13.3000001907,291.48,-301.24,-81.41,N/A,-480.95,2509.TW,⚪ 數據不足
-31.4,4.01,7.714008078968872,0.83,📉 獲利侵蝕,N/A,2026-03,2025,大樹,154.2,79.3000030518,269.93,-301.33,9.39,N/A,-22.33,6469.TWO,⚪ 中性觀察
68.75,2.3,28.398058252427184,0.27,⚠️ 獲利稀釋,N/A,2026-03,2025,新門,61.800000000000004,117.0,370.94,-302.19,6.1,N/A,69.12,5432.TWO,❌ 暫避觀望
41.75,16.28,9.710007130972189,5.66,⚠️ 獲利稀釋,N/A,2026-03,2025,崴寶,631.05,408.5,344.68,-302.93,59.94,N/A,41.2,7744.TWO,⚪ 中性觀察
-195.24,0.1,0.0,-0.4,📉 獲利侵蝕,N/A,2026-03,2025,邑錡,-6.15,105.0,108.1,-303.34000000000003,2.56,N/A,-93.2,7402.TWO,⚪ 數據不足
-20.46,22.45,4.960930401599128,6.96,📉 獲利侵蝕,N/A,2026-03,2025,復盛應用,825.45,273.0,283.01,-303.46999999999997,5.01,N/A,-18.94,6670.TW,⚪ 中性觀察
12.7,4.99,31.363636363636363,1.42,⚠️ 獲利稀釋,32.82%,2026-03,2025,精材,165.0,345.0,316.58,-303.88,2.53,27.31%,-18.86,3374.TWO,❌ 暫避觀望
38.89,1.86,17.695853237741936,0.75,⚠️ 獲利稀釋,23.30%,2026-03,2025,光頡,65.1,76.8000030518,342.78,-303.89,3.65,7.20%,-9.71,3624.TWO,❌ 暫避觀望
-150.0,-1.13,0.0,-0.05,📉 獲利侵蝕,N/A,2026-03,2025,威力暘-創,-24.15,12.8500003815,153.95,-303.95,-10.48,N/A,-337.5,6988.TW,⚪ 數據不足
-61.07,1.42,12.997903563941298,0.6,📉 獲利侵蝕,18.31%,2026-03,2025,巧新,71.55000000000001,62.0,243.32,-304.39,-6.64,3.31%,-56.6,1563.TW,⚪ 中性觀察
-97.44,-4.64,0.0,0.02,🔄 轉虧為盈,20.78%,2026-03,2025,敦泰,-28.650000000000006,47.9500007629,207.42,-304.86,-17.79,-7.17%,-270.99,3545.TW,⚪ 數據不足
-141.61,4.58,0.0,-0.62,📉 獲利侵蝕,N/A,2026-03,2025,寶綠特-KY,0.0,0.0,163.56,-305.17,-12.03,N/A,-40.21,6887.TW,⚪ 數據不足
14.29,5.48,12.262718299164767,1.76,⚠️ 獲利稀釋,25.97%,2026-03,2025,台星科,197.55,161.5,319.74,-305.45,11.55,19.26%,-12.04,3265.TWO,⚪ 中性觀察
-53.33,1.06,0.0,0.14,📉 獲利侵蝕,22.41%,2026-03,2025,興采,-13.649999999999997,19.6000003815,253.31,-306.64,12.09,9.68%,46.48,4433.TWO,⚪ 數據不足
3.33,9.97,3.221528801641966,2.48,⚠️ 獲利稀釋,N/A,2026-03,2025,力泰,384.6,82.5999984741,310.34,-307.01,2.6,N/A,10.9,5520.TWO,⚪ 中性觀察
-63.79,11.51,14.159492523787947,3.9,📉 獲利侵蝕,37.30%,2026-03,2025,國巨*,662.1,625.0,244.27,-308.06,9.26,24.28%,-69.45,2327.TW,⚪ 中性觀察
0.0,1.24,13.058251933365696,0.26,📉 獲利侵蝕,23.91%,2026-03,2025,華晶科,46.349999999999994,40.3499984741,308.22,-308.22,20.59,2.92%,18.27,3059.TW,⚪ 中性觀察
164.0,7.91,7.534955981356809,2.64,⚠️ 獲利稀釋,N/A,2026-03,2025,精誠,289.65000000000003,145.5,473.15,-309.15,12.89,N/A,9.74,6214.TW,⚪ 中性觀察
7.14,2.61,6.9730586370839935,0.6,⚠️ 獲利稀釋,25.14%,2026-03,2025,眾福科,94.65,44.0,317.56,-310.42,0.46,8.89%,-6.99,3168.TW,⚪ 中性觀察
-55.13,2.35,3.4894992538772214,0.35,📉 獲利侵蝕,N/A,2026-03,2025,晉泰,92.85,21.6000003815,255.86,-310.99,2.45,N/A,-33.33,6221.TWO,⚪ 中性觀察
33.33,1.33,8.821752496344411,0.52,⚠️ 獲利稀釋,23.19%,2026-03,2025,佳格,49.65,29.2000007629,345.16,-311.83000000000004,-3.8,4.10%,-30.16,1227.TW,⚪ 中性觀察
70.0,3.26,24.101198402130493,1.19,⚠️ 獲利稀釋,N/A,2026-03,2025,信昌電,112.64999999999999,181.0,381.92,-311.92,8.9,N/A,11.72,6173.TWO,❌ 暫避觀望
-211.63,0.51,36.067414015842694,-0.48,📉 獲利侵蝕,N/A,2026-03,2025,弘凱,13.35,32.0999984741,101.24,-312.87,-1.9,N/A,-79.59,5244.TW,❌ 暫避觀望
41.38,-0.52,0.0,-0.19,⚠️ 獲利稀釋,30.65%,2026-03,2025,上曜,-30.449999999999996,10.1499996185,356.44,-315.06,195.34,-1.86%,35.21,1316.TW,⚪ 數據不足
29.03,4.13,13.8815207780725,3.22,⚠️ 獲利稀釋,15.14%,2026-03,2025,六方科-KY,169.65,157.0,344.16,-315.13,25.19,0.74%,-47.66,4569.TW,⚪ 中性觀察
-12.2,0.27,26.310679982038835,0.36,📉 獲利侵蝕,N/A,2026-03,2025,惠光,15.450000000000001,27.1000003815,303.58,-315.78,-4.08,N/A,-74.77,6508.TWO,❌ 暫避觀望
26.67,1.5,7.642679711439207,0.57,⚠️ 獲利稀釋,22.84%,2026-03,2025,正新,60.44999999999999,30.7999992371,343.04,-316.37,-5.68,6.75%,-39.27,2105.TW,⚪ 中性觀察
22.22,-0.34,0.0,0.12,🔄 轉虧為盈,21.48%,2026-03,2025,艾笛森,0.0,0.0,338.66,-316.44000000000005,-9.81,-2.51%,-132.32,3591.TW,⚪ 數據不足
-24.19,2.2,6.69000015258,0.5,📉 獲利侵蝕,N/A,2026-03,2025,榮剛,75.0,33.4500007629,293.89,-318.08,-10.14,N/A,-50.0,5009.TWO,⚪ 中性觀察
-75.79,3.0,14.508670520231213,0.61,📉 獲利侵蝕,N/A,2026-03,2025,永道-KY,129.75,125.5,242.64,-318.43,-14.3,N/A,-73.47,6863.TW,⚪ 中性觀察
-5.26,-2.07,0.0,-0.4,📉 獲利侵蝕,N/A,2026-03,2025,光麗-KY,-73.94999999999999,17.0,313.28,-318.53999999999996,-1.12,N/A,17.15,6431.TW,⚪ 數據不足
-150.0,-0.09,0.0,-0.05,📉 獲利侵蝕,N/A,2026-03,2025,成信實業*-創,-9.3,34.7000007629,168.9,-318.9,79.86,N/A,95.65,6969.TW,⚪ 數據不足
-244.44,-0.92,0.0,-0.32,📉 獲利侵蝕,N/A,2026-03,2025,共信-KY,-30.450000000000003,84.0999984741,74.47,-318.90999999999997,13.75,N/A,-38.46,6617.TWO,⚪ 數據不足
44.9,-1.35,0.0,-0.28,⚠️ 獲利稀釋,N/A,2026-03,2025,雷笛克光學,-60.6,18.2000007629,364.7,-319.8,-14.66,N/A,-338.6,5230.TWO,⚪ 數據不足
-48.98,0.06,0.0,0.25,📉 獲利侵蝕,N/A,2026-03,2025,華祺,-13.799999999999999,21.6000003815,271.71,-320.69,-4.99,N/A,-97.61,5015.TWO,⚪ 數據不足
-6.49,13.02,8.65241911546453,3.6,📉 獲利侵蝕,23.64%,2026-03,2025,信邦,505.34999999999997,291.5,314.69,-321.18,-6.24,9.15%,-11.43,3023.TW,⚪ 中性觀察
13.18,10.26,8.179012345679013,2.51,⚠️ 獲利稀釋,28.44%,2026-03,2025,臺慶科,388.79999999999995,212.0,334.59,-321.40999999999997,20.3,14.20%,30.29,3357.TWO,⚪ 中性觀察
89.33,19.47,19.030406123750797,6.87,⚠️ 獲利稀釋,33.66%,2026-03,2025,金像電,705.45,895.0,411.46,-322.13,54.05,24.30%,64.8,2368.TW,❌ 暫避觀望
-30.61,1.1,7.9961086525680924,0.37,📉 獲利侵蝕,20.87%,2026-03,2025,全台,38.550000000000004,20.5499992371,292.45,-323.06,-16.5,0.16%,-50.0,3038.TW,⚪ 中性觀察
-7.41,0.66,27.32824369244275,0.25,📉 獲利侵蝕,19.95%,2026-03,2025,健椿,19.650000000000002,35.7999992371,316.3,-323.71000000000004,-22.51,4.03%,-79.88,4561.TWO,❌ 暫避觀望
-66.67,3.45,8.004613786147635,0.35,📉 獲利侵蝕,21.08%,2026-03,2025,信錦,130.05,69.4000015259,257.7,-324.37,-7.71,5.11%,-51.27,1582.TW,⚪ 中性觀察
41.67,1.81,7.594339802570754,0.35,⚠️ 獲利稀釋,25.38%,2026-03,2025,錩新,63.6,32.2000007629,366.19,-324.52,3.4,12.75%,58.77,2415.TW,⚪ 中性觀察
18.52,1.72,6.821345619141532,0.33,⚠️ 獲利稀釋,N/A,2026-03,2025,大台北,64.64999999999999,29.3999996185,345.97,-327.45000000000005,1.69,N/A,0.6,9908.TW,⚪ 中性觀察
5.8,6.22,10.439900867410161,2.19,⚠️ 獲利稀釋,N/A,2026-03,2025,昇佳電子,242.10000000000002,168.5,333.31,-327.51,-7.67,N/A,-43.71,6732.TWO,⚪ 中性觀察
-18.28,2.49,7.615894039735099,0.76,📉 獲利侵蝕,25.36%,2026-03,2025,友通,113.25000000000001,57.5,310.12,-328.4,14.61,-1.87%,-28.03,2397.TW,⚪ 中性觀察
2.67,2.37,10.057142711828572,0.8,⚠️ 獲利稀釋,25.76%,2026-03,2025,怡利電,78.75,52.7999992371,331.39,-328.71999999999997,-3.38,10.08%,-21.36,2497.TW,⚪ 中性觀察
1.12,3.12,6.74025993842857,0.9,⚠️ 獲利稀釋,24.39%,2026-03,2025,凌群,115.50000000000001,51.9000015259,330.21,-329.09,7.21,4.56%,1.96,2453.TW,⚪ 中性觀察
66.67,4.02,7.4973377556869,1.07,⚠️ 獲利稀釋,N/A,2026-03,2025,汎瑋材料,140.85000000000002,70.4000015259,397.14,-330.46999999999997,5.45,N/A,26.43,6967.TWO,⚪ 中性觀察
747.83,1.56,23.848397391195334,1.51,⚠️ 獲利稀釋,14.91%,2026-03,2025,康普,51.45,81.8000030518,1078.36,-330.52999999999986,51.17,8.56%,9.15,4739.TW,❌ 暫避觀望
116.67,1.35,18.013245538377483,0.52,⚠️ 獲利稀釋,N/A,2026-03,2025,鉅橡,45.3,54.4000015259,447.51,-330.84,4.4,N/A,15.38,8074.TWO,❌ 暫避觀望
175.0,1.74,23.966244403839664,0.44,⚠️ 獲利稀釋,31.94%,2026-03,2025,晶相光,35.550000000000004,56.7999992371,506.19,-331.19,6.6,14.09%,230.83,3530.TW,❌ 暫避觀望
-206.25,-1.95,0.0,-0.49,📉 獲利侵蝕,N/A,2026-03,2025,尚茂,-75.75,43.9000015259,125.31,-331.56,-71.56,N/A,-78.9,8291.TWO,⚪ 數據不足
-7.53,4.23,8.987898454147414,0.85,📉 獲利侵蝕,N/A,2026-03,2025,久元,136.35,81.6999969482,324.12,-331.65,5.64,N/A,4.19,6261.TWO,⚪ 中性觀察
7.25,3.13,29.000000000000004,1.48,⚠️ 獲利稀釋,26.27%,2026-03,2025,新盛力,104.99999999999999,203.0,339.67,-332.42,22.86,15.45%,26.02,4931.TWO,❌ 暫避觀望
56.0,1.19,8.278388418131868,0.39,⚠️ 獲利稀釋,22.79%,2026-03,2025,新纖,40.95,22.6000003815,389.13,-333.13,-14.65,8.66%,13.33,1409.TW,⚪ 中性觀察
-200.0,0.1,89.000002543,-0.09,📉 獲利侵蝕,34.00%,2026-03,2025,健亞,4.500000000000001,26.7000007629,133.35,-333.35,-3.61,-5.47%,-56.52,4130.TWO,❌ 暫避觀望
85.11,2.04,9.164678168472554,0.87,⚠️ 獲利稀釋,N/A,2026-03,2025,科嘉-KY,62.85000000000001,38.4000015259,418.94,-333.83,-4.56,N/A,-45.45,5215.TW,⚪ 中性觀察
56.17,9.52,11.393514460999123,3.67,⚠️ 獲利稀釋,N/A,2026-03,2025,大中,342.3,260.0,390.31,-334.14,25.24,N/A,56.88,6435.TWO,⚪ 中性觀察
123.61,-1.61,0.0,0.17,🔄 轉虧為盈,N/A,2026-03,2025,易發,-90.45,58.0,458.27,-334.65999999999997,-16.91,N/A,-348.39,6425.TWO,⚪ 數據不足
-15.38,0.3,0.0,0.33,📉 獲利侵蝕,22.74%,2026-03,2025,先益,-10.5,22.7999992371,320.5,-335.88,-18.09,4.80%,-77.78,3531.TWO,⚪ 數據不足
-14.75,3.06,5.891719745222931,0.52,📉 獲利侵蝕,N/A,2026-03,2025,嘉彰,94.19999999999999,37.0,321.35,-336.1,7.48,N/A,-26.62,4942.TW,⚪ 中性觀察
-177.19,0.39,93.23529636161766,-0.44,📉 獲利侵蝕,N/A,2026-03,2025,新漢,10.2,63.4000015259,158.96,-336.15,5.19,N/A,-35.0,8234.TWO,❌ 暫避觀望
42.5,-1.49,0.0,-0.23,⚠️ 獲利稀釋,N/A,2026-03,2025,正能量智能,-53.4,16.5,378.91,-336.41,-3.8,N/A,-109.86,5348.TWO,⚪ 數據不足
-17.96,3.17,13.705583756345177,1.37,📉 獲利侵蝕,N/A,2026-03,2025,弘帆,59.1,54.0,319.83,-337.78999999999996,-3.48,N/A,-67.55,8433.TWO,⚪ 中性觀察
105.83,3.84,20.136186770428015,2.12,⚠️ 獲利稀釋,N/A,2026-03,2025,睿生光電,154.20000000000002,207.0,443.87,-338.04,15.29,N/A,4.08,6861.TW,❌ 暫避觀望
102.44,-4.83,0.0,0.18,🔄 轉虧為盈,19.66%,2026-03,2025,程泰,-285.45000000000005,49.9000015259,440.91,-338.47,-12.11,-2.95%,-142.57,1583.TW,⚪ 數據不足
85.0,-0.16,0.0,0.37,🔄 轉虧為盈,N/A,2026-03,2025,欣普羅,-28.5,32.4500007629,423.64,-338.64,123.75,N/A,50.0,6560.TWO,⚪ 數據不足
14.08,5.88,9.854267869535047,1.62,⚠️ 獲利稀釋,N/A,2026-03,2025,捷敏-KY,216.14999999999998,142.0,353.67,-339.59000000000003,14.03,N/A,14.17,6525.TW,⚪ 中性觀察
-7.41,2.42,10.993485342019543,0.51,📉 獲利侵蝕,23.29%,2026-03,2025,東元,92.10000000000001,67.5,332.58,-339.99,6.99,6.47%,-18.15,1504.TW,⚪ 中性觀察
-35.29,1.68,4.976958613248848,0.11,📉 獲利侵蝕,N/A,2026-03,2025,美隆電,65.1,21.6000003815,305.41,-340.70000000000005,-5.34,N/A,12.0,2477.TW,⚪ 中性觀察
9.68,-2.17,0.0,-0.56,⚠️ 獲利稀釋,1.76%,2026-03,2025,永昕,-88.94999999999999,24.9500007629,350.73,-341.05,8.23,-18.26%,4.42,4726.TWO,⚪ 數據不足
-28.57,0.16,25.258064269999995,0.05,📉 獲利侵蝕,N/A,2026-03,2025,力麒,4.65,7.8299999237,312.59,-341.15999999999997,17.58,N/A,-11.76,5512.TWO,❌ 暫避觀望
-37.7,4.1,2.520746808827801,0.76,📉 獲利侵蝕,N/A,2026-03,2025,寶成,144.6,24.2999992371,304.12,-341.82,-4.71,N/A,-24.63,9904.TW,⚪ 中性觀察
-351.06,1.69,0.0,-1.18,🌑 雙重衰退,N/A,2026-03,2025,M31,-10.35,435.5,-9.15,-341.91,20.34,N/A,-44.41,6643.TWO,⚪ 數據不足
39.09,4.84,3.4555190084761116,1.53,⚠️ 獲利稀釋,22.90%,2026-03,2025,長榮航,182.10000000000002,41.9500007629,381.09,-342.0,-0.31,16.53%,-9.87,2618.TW,⚪ 中性觀察
1.37,2.68,12.360060052677762,0.74,⚠️ 獲利稀釋,N/A,2026-03,2025,立敦,99.14999999999999,81.6999969482,343.52,-342.15,-1.38,N/A,-14.74,6175.TWO,⚪ 中性觀察
7.55,4.36,0.0,1.14,⚠️ 獲利稀釋,32.99%,2026-03,2025,鉅祥,0.0,0.0,349.82,-342.27,12.66,19.39%,-15.98,2476.TW,⚪ 數據不足
59.41,1.58,9.53703721361111,-0.41,⚠️ 獲利稀釋,23.42%,2026-03,2025,中環,16.200000000000003,10.3000001907,402.3,-342.89,-3.39,-5.65%,685.19,2323.TW,⚪ 中性觀察
28.57,-0.21,0.0,0.09,🔄 轉虧為盈,17.63%,2026-03,2025,永光,-5.3999999999999995,35.4000015259,372.19,-343.62,-7.34,-5.18%,-147.73,1711.TW,⚪ 數據不足
-3.43,9.1,5.466101694915254,2.25,📉 獲利侵蝕,N/A,2026-03,2025,宏全,354.0,129.0,340.36,-343.79,1.65,N/A,-5.01,9939.TW,⚪ 中性觀察
-7.69,7.55,5.795574288724974,2.04,📉 獲利侵蝕,30.92%,2026-03,2025,湧德,284.7,110.0,337.45,-345.14,20.51,12.50%,19.61,3689.TWO,⚪ 中性觀察
63.83,-1.09,0.0,-0.17,⚠️ 獲利稀釋,N/A,2026-03,2025,普誠,-44.85,14.8000001907,409.09,-345.26,-2.06,N/A,-9.0,6129.TWO,⚪ 數據不足
-8.18,3.7,13.466042154566747,1.01,📉 獲利侵蝕,22.24%,2026-03,2025,三福化,128.1,115.0,338.45,-346.63,-9.17,10.72%,-9.76,4755.TW,⚪ 中性觀察
-53.16,2.48,16.28571464902381,0.37,📉 獲利侵蝕,N/A,2026-03,2025,榮田,63.0,68.4000015259,293.55,-346.71000000000004,-31.16,N/A,-52.99,7709.TWO,❌ 暫避觀望
-22.14,4.01,6.175771971496436,1.09,📉 獲利侵蝕,N/A,2026-03,2025,美利達,189.45000000000002,78.0,325.07,-347.21,-9.71,N/A,271.37,9914.TW,⚪ 中性觀察
-1.8,6.44,6.415792720542875,1.65,📉 獲利侵蝕,27.43%,2026-03,2025,揚秦,243.15,104.0,345.63,-347.43,20.09,9.66%,8.73,2755.TWO,⚪ 中性觀察
75.56,2.53,10.069444444444445,0.79,⚠️ 獲利稀釋,N/A,2026-03,2025,大世科,86.39999999999999,58.0,423.28,-347.71999999999997,27.49,N/A,9.52,8099.TWO,⚪ 中性觀察
-35.44,2.61,5.7679737315522885,0.52,📉 獲利侵蝕,23.17%,2026-03,2025,冠德,91.79999999999998,35.2999992371,312.37,-347.81,-20.24,15.06%,-74.55,2520.TW,⚪ 中性觀察
19.73,5.24,9.896193771626297,1.76,⚠️ 獲利稀釋,N/A,2026-03,2025,迅得,216.75,143.0,367.88,-348.15,26.29,N/A,-29.85,6438.TW,⚪ 中性觀察
30.43,6.04,13.313825896122895,2.7,⚠️ 獲利稀釋,23.25%,2026-03,2025,智伸科,205.05,182.0,379.26,-348.83,1.71,11.86%,-27.14,4551.TW,⚪ 中性觀察
17.41,8.0,7.621804148576942,2.63,⚠️ 獲利稀釋,24.08%,2026-03,2025,敦陽科,310.95,158.0,366.95,-349.53999999999996,11.38,10.67%,6.67,2480.TW,⚪ 中性觀察
76.56,2.88,6.170360005138505,1.17,⚠️ 獲利稀釋,25.55%,2026-03,2025,大成鋼,108.3,44.5499992371,426.15,-349.59,12.63,14.07%,77.93,2027.TW,⚪ 中性觀察
-10.0,-0.35,0.0,-0.11,📉 獲利侵蝕,N/A,2026-03,2025,無敵,-16.950000000000003,12.0500001907,340.82,-350.82,1.42,N/A,60.23,8201.TW,⚪ 數據不足
-2.38,2.56,4.643478393547826,0.41,📉 獲利侵蝕,N/A,2026-03,2025,環泥,86.25,26.7000007629,349.07,-351.45,-0.42,N/A,18.52,1104.TW,⚪ 中性觀察
-33.33,0.27,97.40740458166665,0.09,📉 獲利侵蝕,N/A,2026-03,2025,系統電,8.100000000000001,52.5999984741,318.51,-351.84,9.13,N/A,-57.38,5309.TWO,❌ 暫避觀望
828.57,1.14,6.870079040511811,0.51,⚠️ 獲利稀釋,N/A,2026-03,2025,宜新實業,38.1,17.4500007629,1180.75,-352.17999999999995,-4.85,N/A,-35.23,4440.TW,⚪ 中性觀察
-58.62,3.41,6.382175226586103,0.12,📉 獲利侵蝕,N/A,2026-03,2025,匯僑設計,99.3,42.25,293.96,-352.58,-30.87,N/A,-46.72,6754.TW,⚪ 中性觀察
49.0,41.67,44.65362144115738,14.9,⚠️ 獲利稀釋,28.58%,2026-03,2025,台光電,1617.45,4815.0,401.75,-352.75,46.42,19.80%,47.96,2383.TW,❌ 暫避觀望
-197.83,0.92,18.211009524311926,-0.9,📉 獲利侵蝕,N/A,2026-03,2025,安鈦克,16.35,19.8500003815,155.69,-353.52,20.19,N/A,142.59,6276.TWO,❌ 暫避觀望
-66.84,4.69,2.9155898771834625,0.63,📉 獲利侵蝕,N/A,2026-03,2025,峰源-KY,174.14999999999998,33.8499984741,286.97,-353.81000000000006,-14.72,N/A,-47.18,6807.TW,⚪ 中性觀察
-36.27,21.44,6.320845341018252,4.28,📉 獲利侵蝕,23.90%,2026-03,2025,京鼎,780.75,329.0,318.21,-354.47999999999996,26.66,11.87%,-12.83,3413.TW,⚪ 中性觀察
-48.65,1.87,7.6672697153526235,0.38,📉 獲利侵蝕,N/A,2026-03,2025,大汽電,82.94999999999999,42.4000015259,306.21,-354.85999999999996,-1.74,N/A,-19.4,8931.TWO,⚪ 中性觀察
-58.82,1.56,16.87956204379562,0.29,📉 獲利侵蝕,30.58%,2026-03,2025,合勤控,41.1,46.25,296.16,-354.98,-2.6,1.57%,10.87,3704.TW,❌ 暫避觀望
-117.65,-1.95,0.0,-0.74,📉 獲利侵蝕,26.86%,2026-03,2025,川寶,-88.5,54.4000015259,237.64,-355.28999999999996,-21.77,-13.38%,-3800.0,1595.TWO,⚪ 數據不足
216.67,2.08,18.657587845505834,1.14,⚠️ 獲利稀釋,N/A,2026-03,2025,和椿,77.10000000000001,95.9000015259,572.52,-355.85,50.12,N/A,-1.42,6215.TW,❌ 暫避觀望
71.43,0.13,62.06896551724138,0.12,⚠️ 獲利稀釋,20.30%,2026-03,2025,建大,4.35,18.0,428.07,-356.64,-0.7,1.48%,-90.0,2106.TW,❌ 暫避觀望
18.72,6.27,10.877759827679052,2.79,⚠️ 獲利稀釋,17.20%,2026-03,2025,士電,278.55,202.0,376.47,-357.75,6.01,7.03%,7.92,1503.TW,⚪ 中性觀察
171.43,0.36,232.35294117647058,0.05,⚠️ 獲利稀釋,N/A,2026-03,2025,萬年清,2.5500000000000003,39.5,529.33,-357.90000000000003,-10.21,N/A,-52.17,6624.TWO,❌ 暫避觀望
-117.39,-0.73,0.0,-0.04,📉 獲利侵蝕,N/A,2026-03,2025,攸泰科技,-11.1,50.5,242.37,-359.76,-2.54,N/A,6.41,6928.TW,⚪ 數據不足
