eps,prev_eps_yoy,prev_rev_yoy,name,symbol,pe,price,expansion,est_price,eps_yoy,rev_yoy,om,advice,prev_eps,gm,date,status,prev_year
-0.74,-3800.0,-21.77,川寶,1595.TWO,0.0,61.7999992371,-355.28999999999996,-88.5,-117.65,237.64,-13.38%,⚪ 數據不足,-1.95,26.86%,2026-03,📉 獲利侵蝕,2025
1.14,-1.42,50.12,和椿,6215.TW,18.715952713657586,96.1999969482,-355.85,77.10000000000001,216.67,572.52,N/A,❌ 暫避觀望,2.08,N/A,2026-03,⚠️ 獲利稀釋,2025
0.12,-90.0,-0.7,建大,2106.TW,57.06896288655173,16.5499992371,-356.64,4.35,71.43,428.07,1.48%,❌ 暫避觀望,0.13,20.30%,2026-03,⚠️ 獲利稀釋,2025
2.79,7.92,6.01,士電,1503.TW,10.608508346795908,197.0,-357.75,278.55,18.72,376.47,7.03%,⚪ 中性觀察,6.27,17.20%,2026-03,⚠️ 獲利稀釋,2025
0.05,-52.17,-10.21,萬年清,6624.TWO,224.99999999999997,38.25,-357.90000000000003,2.5500000000000003,171.43,529.33,N/A,❌ 暫避觀望,0.36,N/A,2026-03,⚠️ 獲利稀釋,2025
-0.04,6.41,-2.54,攸泰科技,6928.TW,0.0,47.0,-359.76,-11.1,-117.39,242.37,N/A,⚪ 數據不足,-0.73,N/A,2026-03,📉 獲利侵蝕,2025
-0.42,-63.22,-5.62,紅木-KY,8426.TWO,93.40908744136355,20.5499992371,-360.16,3.300000000000003,35.38,395.54,N/A,❌ 暫避觀望,1.85,N/A,2026-03,⚠️ 獲利稀釋,2025
0.15,-50.98,-6.46,維熹,3501.TW,4.97412687747736,38.4500007629,-360.24,115.95,-88.89,271.35,5.60%,⚪ 中性觀察,3.0,18.84%,2026-03,📉 獲利侵蝕,2025
2.11,-32.28,-18.5,廣隆,1537.TW,5.891393442622951,115.0,-360.24,292.8,-14.23,346.01,9.93%,⚪ 中性觀察,7.95,18.72%,2026-03,📉 獲利侵蝕,2025
1.92,-24.15,15.8,豐達科,3004.TW,7.539164490861618,115.5,-360.29999999999995,229.8,-3.52,356.78,9.60%,⚪ 中性觀察,5.85,24.39%,2026-03,📉 獲利侵蝕,2025
0.69,-81.13,-10.32,台南,1473.TW,6.717687074829932,19.75,-360.43,44.1,-44.8,315.63,-4.13%,⚪ 中性觀察,0.57,13.69%,2026-03,📉 獲利侵蝕,2025
1.45,-34.24,16.19,奇鈦科,3430.TWO,12.641509433962264,100.5,-360.71,119.25,23.93,384.64,7.70%,⚪ 中性觀察,3.15,23.03%,2026-03,⚠️ 獲利稀釋,2025
1.47,30.95,-7.74,乙盛-KY,5243.TW,7.5701757062982455,86.3000030518,-361.08,171.0,47.0,408.08,N/A,⚪ 中性觀察,4.4,N/A,2026-03,⚠️ 獲利稀釋,2025
-0.07,-92.73,0.72,鈺德,3050.TW,0.0,11.1999998093,-361.12,-2.7,-188.89,172.23,-1.07%,⚪ 數據不足,0.04,27.89%,2026-03,📉 獲利侵蝕,2025
1.87,41.67,30.08,京元電子,2449.TW,11.203941730934021,261.5,-362.65,350.09999999999997,-46.72,315.93,28.21%,⚪ 中性觀察,9.01,37.66%,2026-03,📉 獲利侵蝕,2025
0.12,23.62,19.79,微矽電子-創,8162.TW,14.731707689243905,60.4000015259,-363.38,61.49999999999999,-60.0,303.38,N/A,⚪ 中性觀察,1.57,N/A,2026-03,📉 獲利侵蝕,2025
3.19,474.47,95.35,大量,3167.TW,40.95045500505561,810.0,-364.06,296.70000000000005,208.82,572.88,18.24%,❌ 暫避觀望,8.13,42.12%,2026-03,⚠️ 獲利稀釋,2025
0.05,-342.86,4.18,盛達,3027.TW,0.0,17.7000007629,-364.25,-12.75,-83.87,280.38,N/A,⚪ 數據不足,-1.06,N/A,2026-03,🔄 轉虧為盈,2025
5.61,21.94,11.54,健鼎,3044.TW,10.420923579893746,510.0,-365.02,734.1,25.22,390.24,17.08%,⚪ 中性觀察,19.45,25.47%,2026-03,⚠️ 獲利稀釋,2025
-0.56,0.46,-25.69,嘉聯益,6153.TW,0.0,17.1499996185,-365.13,-148.64999999999998,44.0,409.13,N/A,⚪ 數據不足,-4.38,N/A,2026-03,⚠️ 獲利稀釋,2025
1.14,8.95,7.81,大毅,2478.TW,13.821138211382115,119.0,-368.14,129.14999999999998,28.41,396.55,12.13%,⚪ 中性觀察,3.45,24.27%,2026-03,⚠️ 獲利稀釋,2025
0.18,-23.71,10.87,鈞寶,6155.TW,51.574074780462965,55.7000007629,-368.59999999999997,16.2,-57.14,311.46,N/A,❌ 暫避觀望,0.74,N/A,2026-03,📉 獲利侵蝕,2025
0.34,-27.19,-16.0,南帝,2108.TW,13.478260685265703,27.8999996185,-368.68,31.049999999999997,9.68,378.36,9.12%,⚪ 中性觀察,0.83,25.29%,2026-03,⚠️ 獲利稀釋,2025
0.18,-152.78,0.45,亞崴,1530.TW,0.0,27.3500003815,-369.19,-137.25,105.36,474.55,N/A,⚪ 數據不足,-2.45,N/A,2026-03,🔄 轉虧為盈,2025
0.99,21.07,20.29,國統,8936.TWO,5.29595015576324,51.0,-369.86,144.45,33.78,403.64,N/A,⚪ 中性觀察,4.08,N/A,2026-03,⚠️ 獲利稀釋,2025
0.02,46.34,1.86,喬鼎,3057.TW,0.0,16.2000007629,-370.95,-14.55,-97.67,273.28,-21.05%,⚪ 數據不足,-0.88,29.42%,2026-03,🔄 轉虧為盈,2025
0.28,-47.47,17.01,振發,5426.TWO,18.877551020408163,27.75,-371.24,22.05,-30.0,341.24,N/A,❌ 暫避觀望,0.52,N/A,2026-03,📉 獲利侵蝕,2025
2.26,-16.96,-3.92,榮惠-KY創,6924.TW,11.063664596273293,142.5,-371.5,193.2,71.21,442.71,N/A,⚪ 中性觀察,5.68,N/A,2026-03,⚠️ 獲利稀釋,2025
0.33,-47.23,-2.95,育富,6194.TWO,5.475320066343692,29.9500007629,-372.25,82.05000000000001,-66.33,305.92,N/A,⚪ 中性觀察,2.19,N/A,2026-03,📉 獲利侵蝕,2025
0.33,-10.88,-13.1,世鎧,2063.TWO,5.938271416567901,24.0499992371,-372.75,60.75,-36.54,336.21,2.75%,⚪ 中性觀察,1.72,17.29%,2026-03,📉 獲利侵蝕,2025
0.73,28.57,60.25,佳能,2374.TW,12.333333050759261,66.5999984741,-373.78999999999996,80.99999999999999,133.33,507.12,8.17%,⚪ 中性觀察,2.44,21.67%,2026-03,⚠️ 獲利稀釋,2025
0.26,-50.73,-13.21,志豐,3206.TWO,6.997951132356556,34.1500015259,-373.94,73.20000000000002,-58.06,315.88,4.13%,⚪ 中性觀察,2.02,21.42%,2026-03,📉 獲利侵蝕,2025
0.9,19.85,-5.94,華豫寧,6474.TWO,3.809523892088744,35.2000007629,-374.61,138.6,-21.74,352.87,N/A,⚪ 中性觀察,3.49,N/A,2026-03,📉 獲利侵蝕,2025
0.37,-9.62,-7.93,長興,1717.TW,19.94236223291066,69.1999969482,-375.40000000000003,52.050000000000004,23.33,398.73,3.94%,❌ 暫避觀望,1.41,21.29%,2026-03,⚠️ 獲利稀釋,2025
0.33,-34.34,10.07,希華,2484.TW,49.0510926629197,67.1999969482,-375.42,20.55,37.5,412.92,6.31%,❌ 暫避觀望,0.65,21.81%,2026-03,⚠️ 獲利稀釋,2025
0.65,-11.69,6.75,台虹,8039.TW,60.888888888888886,274.0,-375.75,67.5,103.13,478.88,N/A,❌ 暫避觀望,2.07,N/A,2026-03,⚠️ 獲利稀釋,2025
2.86,12.1,5.01,禾伸堂,3026.TW,42.35225955967555,731.0,-375.76,258.9,70.24,446.0,5.81%,❌ 暫避觀望,6.58,17.62%,2026-03,⚠️ 獲利稀釋,2025
0.17,-53.89,0.02,力致,3483.TWO,8.909730363423211,76.0,-376.49,127.95000000000002,183.33,559.82,2.40%,⚪ 中性觀察,3.74,18.01%,2026-03,⚠️ 獲利稀釋,2025
0.05,-76.35,-2.38,圓裕,6835.TW,12.700422101898733,30.1000003815,-378.04,35.550000000000004,-94.38,283.66,N/A,⚪ 中性觀察,0.97,N/A,2026-03,📉 獲利侵蝕,2025
3.59,-27.39,-6.57,豐祥-KY,5288.TW,6.124161073825504,182.5,-379.13,446.99999999999994,-4.8,374.33,N/A,⚪ 中性觀察,12.25,N/A,2026-03,📉 獲利侵蝕,2025
0.24,160.13,237.84,長園科,8038.TWO,14.35406698564593,30.0,-379.19999999999993,31.350000000000005,233.33,612.53,N/A,⚪ 中性觀察,0.92,N/A,2026-03,⚠️ 獲利稀釋,2025
0.37,15.99,-11.42,菱光,8249.TW,3.6527236611964984,37.5499992371,-379.2,154.2,-62.96,316.24,N/A,⚪ 中性觀察,4.03,N/A,2026-03,📉 獲利侵蝕,2025
2.7,-6.72,2.49,龍德造船,6753.TW,9.242529534398887,133.0,-379.52,215.85000000000002,82.43,461.95,N/A,⚪ 中性觀察,5.98,N/A,2026-03,⚠️ 獲利稀釋,2025
1.37,-3.34,-4.56,三陽工業,2206.TW,4.260634603247805,63.0999984741,-380.01,222.15,-11.76,368.25,4.93%,⚪ 中性觀察,5.78,18.31%,2026-03,📉 獲利侵蝕,2025
0.27,-22.93,-4.72,六暉-KY,2115.TW,5.20787729477024,23.7999992371,-380.22999999999996,68.55000000000001,-53.45,326.78,6.19%,⚪ 中性觀察,1.58,18.21%,2026-03,📉 獲利侵蝕,2025
0.61,-53.88,-12.83,�矬�,8349.TWO,8.76712363605023,38.4000015259,-380.58,65.7,1.47,382.05,N/A,⚪ 中性觀察,1.93,N/A,2026-03,⚠️ 獲利稀釋,2025
0.68,-14.14,-4.54,豐泰,9910.TW,5.989399562879859,67.8000030518,-380.99,169.8,-41.38,339.61,N/A,⚪ 中性觀察,5.1,N/A,2026-03,📉 獲利侵蝕,2025
0.41,-10.04,10.54,利機,3444.TWO,14.380776904214418,77.8000030518,-383.32000000000005,81.15,-48.1,335.22,4.42%,⚪ 中性觀察,2.15,18.10%,2026-03,📉 獲利侵蝕,2025
0.2,-47.52,-2.31,德淵,4720.TW,10.13888888888889,18.25,-383.87,27.0,-39.39,344.48,3.03%,⚪ 中性觀察,0.74,23.02%,2026-03,📉 獲利侵蝕,2025
0.18,-72.09,-14.5,北基,8927.TWO,26.52777830763889,19.1000003815,-384.15999999999997,10.799999999999999,350.0,734.16,N/A,❌ 暫避觀望,0.35,N/A,2026-03,⚠️ 獲利稀釋,2025
-0.2,180.65,42.33,天擎,6708.TWO,262.8571374078572,36.7999992371,-385.19000000000005,2.0999999999999996,-322.22,62.97,N/A,❌ 暫避觀望,0.25,N/A,2026-03,📉 獲利侵蝕,2025
0.41,-73.34,-26.56,陽明,2609.TW,4.917081197106136,59.2999992371,-386.04,180.9,-81.61,304.43,-1.94%,⚪ 中性觀察,4.9,5.67%,2026-03,📉 獲利侵蝕,2025
0.37,-13.89,12.58,全漢,3015.TW,12.351543942992874,52.0,-386.2,63.15,85.0,471.2,-0.45%,⚪ 中性觀察,1.86,17.44%,2026-03,⚠️ 獲利稀釋,2025
0.85,457.5,-10.43,吉祥全,2491.TW,18.119266055045873,39.5,-386.24,32.699999999999996,173.28,559.52,-66.51%,❌ 暫避觀望,1.43,43.42%,2026-03,⚠️ 獲利稀釋,2025
0.1,-97.61,0.3,大井泵浦,6982.TWO,27.085890506687118,44.1500015259,-386.54,24.45,-87.5,299.04,N/A,❌ 暫避觀望,0.06,N/A,2026-03,📉 獲利侵蝕,2025
-1.05,248.27,70.72,三一東林,3609.TWO,1.8482309479981376,19.8500003815,-389.33000000000004,161.1,-17.98,371.35,-11.23%,⚪ 中性觀察,6.42,8.05%,2026-03,📉 獲利侵蝕,2025
0.1,-190.0,4.75,明泰,3380.TW,0.0,29.9500007629,-390.0,-15.3,150.0,540.0,1.17%,⚪ 數據不足,-0.36,18.44%,2026-03,🔄 轉虧為盈,2025
1.37,4.58,-0.31,台灣大,3045.TW,10.184409052808046,121.5,-390.3,178.95,13.27,403.57,10.58%,⚪ 中性觀察,4.77,19.71%,2026-03,⚠️ 獲利稀釋,2025
0.92,-67.92,-10.76,世豐,2065.TWO,17.73869308396985,35.2999992371,-390.48,29.85,13.58,404.06,N/A,❌ 暫避觀望,1.12,N/A,2026-03,⚠️ 獲利稀釋,2025
0.05,-69.73,6.19,金利食安,7743.TWO,18.617885868699187,22.8999996185,-391.2,18.45,-58.33,332.87,N/A,❌ 暫避觀望,0.57,N/A,2026-03,📉 獲利侵蝕,2025
0.04,-60.0,8.46,熒茂,4729.TWO,48.15789272921052,18.2999992371,-391.4,5.7,-63.64,327.76,N/A,❌ 暫避觀望,0.16,N/A,2026-03,📉 獲利侵蝕,2025
1.56,10.62,-4.4,漢科,3402.TWO,6.496580746975275,123.5,-391.52,285.15000000000003,-9.83,381.69,N/A,⚪ 中性觀察,7.5,N/A,2026-03,📉 獲利侵蝕,2025
1.62,43.01,27.06,華星光,4979.TWO,42.174248265227455,547.0,-392.18,194.54999999999998,5.92,398.1,N/A,❌ 暫避觀望,5.43,N/A,2026-03,⚠️ 獲利稀釋,2025
-0.34,-410.42,-10.11,飛宏,2457.TW,0.0,21.5,-392.45,-58.35,-3.03,389.42,-6.90%,⚪ 數據不足,-1.48,21.21%,2026-03,📉 獲利侵蝕,2025
0.29,-46.94,-13.43,至興,4535.TWO,9.225589097138046,27.3999996185,-392.65,44.550000000000004,-50.0,342.65,N/A,⚪ 中性觀察,1.3,N/A,2026-03,📉 獲利侵蝕,2025
0.08,-74.05,16.57,映興,3597.TWO,61.97674329883721,26.6499996185,-392.97,6.450000000000001,-55.56,337.41,8.41%,❌ 暫避觀望,0.34,25.04%,2026-03,📉 獲利侵蝕,2025
0.67,74.89,11.14,宏致,3605.TW,11.967833491012298,126.5,-393.32,158.55,-50.0,343.32,5.06%,⚪ 中性觀察,4.35,26.65%,2026-03,📉 獲利侵蝕,2025
-0.3,-24.32,-0.82,永邑-KY,2939.TW,0.0,19.5499992371,-394.19,-148.5,14.29,408.48,-46.94%,⚪ 數據不足,-3.68,8.14%,2026-03,⚠️ 獲利稀釋,2025
-0.55,-121.74,-31.37,佑華,8024.TWO,0.0,12.6000003815,-394.41,-97.19999999999999,0.0,394.41,N/A,⚪ 數據不足,-2.55,N/A,2026-03,📉 獲利侵蝕,2025
-0.22,-112.91,-89.32,聯上,4113.TWO,0.0,15.8500003815,-395.32000000000005,-12.0,-466.67,-71.35,-47.25%,⚪ 數據不足,-0.43,37.85%,2026-03,🌑 雙重衰退,2025
1.2,-17.06,10.46,志強-KY,6768.TW,3.4760563810084504,61.7000007629,-395.65999999999997,266.25,-55.22,340.44,N/A,⚪ 中性觀察,6.77,N/A,2026-03,📉 獲利侵蝕,2025
-0.07,55.31,-7.81,智基,6294.TWO,3.7303664921465964,28.5,-395.68,114.60000000000001,-187.5,208.18,N/A,⚪ 中性觀察,2.78,N/A,2026-03,📉 獲利侵蝕,2025
0.75,-14.96,5.05,來億-KY,6890.TW,4.908485856905158,147.5,-396.01,450.75,-79.51,316.5,N/A,⚪ 中性觀察,13.02,N/A,2026-03,📉 獲利侵蝕,2025
0.3,-2.36,13.71,華孚,6235.TW,5.241712812555248,37.9500007629,-396.06,108.60000000000001,-51.61,344.45,N/A,⚪ 中性觀察,2.9,N/A,2026-03,📉 獲利侵蝕,2025
0.24,67.24,-2.42,耀億,4430.TWO,0.0,17.5,-397.4,-9.9,-22.58,374.82,N/A,⚪ 數據不足,-0.19,N/A,2026-03,🔄 轉虧為盈,2025
1.51,26.79,-7.61,宏捷科,8086.TWO,13.491048593350383,105.5,-397.88,117.30000000000001,259.52,657.4,N/A,⚪ 中性觀察,3.36,N/A,2026-03,⚠️ 獲利稀釋,2025
1.17,3072.73,28.87,景碩,3189.TW,98.15498154981552,798.0,-398.64000000000004,121.94999999999999,73.33,471.97,8.52%,❌ 暫避觀望,3.51,22.14%,2026-03,⚠️ 獲利稀釋,2025
0.55,-20.13,-12.57,和益,1709.TW,0.0,0.0,-398.93,0.0,40.0,438.93,8.28%,⚪ 數據不足,1.23,17.58%,2026-03,⚠️ 獲利稀釋,2025
10.73,77.66,51.55,勤誠,8210.TW,12.197136563876652,886.0,-399.15999999999997,1089.6,93.47,492.63,N/A,⚪ 中性觀察,29.06,N/A,2026-03,⚠️ 獲利稀釋,2025
0.2,23.4,191.86,金耘國際,4950.TWO,0.0,16.3999996185,-400.02,-11.850000000000001,186.96,586.98,N/A,⚪ 數據不足,-0.36,N/A,2026-03,🔄 轉虧為盈,2025
-2.14,-276.79,-23.56,錼創科技-KY創,6854.TW,0.0,89.1999969482,-400.92,-149.25000000000003,-386.36,14.56,N/A,⚪ 數據不足,-1.02,N/A,2026-03,📉 獲利侵蝕,2025
-0.05,-44.44,28.81,郡都開發,4402.TWO,0.0,14.3000001907,-401.32,-5.3999999999999995,-66.67,334.65,-80.56%,⚪ 數據不足,-0.13,15.04%,2026-03,📉 獲利侵蝕,2025
3.28,18.07,13.75,欣興,3037.TW,93.81044487427467,970.0,-401.76000000000005,155.1,428.33,830.09,6.82%,❌ 暫避觀望,4.38,15.77%,2026-03,⚠️ 獲利稀釋,2025
0.57,54.05,3.13,達輝-KY,5276.TWO,5.550314345440253,17.6499996185,-402.18,47.699999999999996,72.73,474.91,N/A,⚪ 中性觀察,1.14,N/A,2026-03,⚠️ 獲利稀釋,2025
0.28,-68.29,-2.19,志信,2611.TW,16.488095692261904,13.8500003815,-402.75,12.6,154.9,557.65,5.53%,❌ 暫避觀望,0.52,37.12%,2026-03,⚠️ 獲利稀釋,2025
0.09,1000.0,-8.11,松普,5488.TWO,26.477271860227276,11.6499996185,-402.80999999999995,6.6,350.0,752.81,N/A,❌ 暫避觀望,0.11,N/A,2026-03,⚠️ 獲利稀釋,2025
0.47,-74.48,-3.28,健和興,3003.TW,29.73958253859375,57.0999984741,-403.37,28.799999999999997,4.44,407.81,6.05%,❌ 暫避觀望,0.99,21.28%,2026-03,⚠️ 獲利稀釋,2025
0.37,-41.88,3.73,時碩工業,4566.TW,27.347826750391302,62.9000015259,-403.44,34.50000000000001,-53.75,349.69,3.55%,❌ 暫避觀望,1.36,22.67%,2026-03,📉 獲利侵蝕,2025
4.54,5.99,13.2,崑鼎,6803.TWO,0.0,0.0,-403.49,0.0,0.44,403.93,N/A,⚪ 數據不足,18.44,N/A,2026-03,⚠️ 獲利稀釋,2025
0.13,10.77,17.93,金橋,6133.TW,17.613636363636367,23.25,-403.8,19.799999999999997,8.33,412.13,N/A,❌ 暫避觀望,0.72,N/A,2026-03,⚠️ 獲利稀釋,2025
0.42,-10.78,1.55,海柏特,6884.TWO,6.796218166827731,32.3499984741,-404.41,71.39999999999999,0.0,404.41,N/A,⚪ 中性觀察,2.05,N/A,2026-03,📉 獲利侵蝕,2025
2.76,-79.5,-72.18,富宇,4907.TWO,7.428330394114672,44.0499992371,-404.69000000000005,88.94999999999999,820.0,1224.69,N/A,⚪ 中性觀察,1.23,N/A,2026-03,⚠️ 獲利稀釋,2025
0.2,-19.59,-12.95,日勝化,1735.TW,16.694915900762712,19.7000007629,-405.93,17.7,17.65,423.58,1.24%,❌ 暫避觀望,0.78,19.87%,2026-03,⚠️ 獲利稀釋,2025
3.63,39.39,75.17,信紘科,6667.TWO,7.180539273153576,245.0,-406.05,511.79999999999995,8.68,414.73,N/A,⚪ 中性觀察,13.77,N/A,2026-03,⚠️ 獲利稀釋,2025
-0.31,10.29,9.49,合一,4743.TWO,0.0,43.4500007629,-406.06,-100.49999999999999,8.82,414.88,-478.52%,⚪ 數據不足,-2.18,41.13%,2026-03,⚠️ 獲利稀釋,2025
2.29,-40.24,-5.52,瑞儀,6176.TW,4.0310076862230835,93.5999984741,-407.8,348.3,-3.0,404.8,N/A,⚪ 中性觀察,9.4,N/A,2026-03,📉 獲利侵蝕,2025
-0.03,-126.47,-17.71,萬國通,9950.TWO,0.0,10.25,-407.82,-15.9,-121.43,286.39,N/A,⚪ 數據不足,-0.27,N/A,2026-03,📉 獲利侵蝕,2025
0.35,-64.1,-15.76,展宇,1776.TW,24.718308784647885,17.5499992371,-408.66999999999996,10.65,150.0,558.67,10.88%,❌ 暫避觀望,0.28,22.50%,2026-03,⚠️ 獲利稀釋,2025
0.27,-64.42,-6.01,謚源,2235.TWO,15.026454824603174,28.3999996185,-408.66999999999996,28.35,-48.08,360.59,1.41%,❌ 暫避觀望,0.95,16.15%,2026-03,📉 獲利侵蝕,2025
4.81,-11.39,28.28,振大環球,4441.TW,0.0,0.0,-408.67,0.0,2.12,410.79,9.90%,⚪ 數據不足,14.79,24.81%,2026-03,⚠️ 獲利稀釋,2025
12.28,9.24,36.32,創意,3443.TW,87.7914951989026,6400.0,-409.07,1093.5,71.27,480.34,10.13%,❌ 暫避觀望,28.13,19.04%,2026-03,⚠️ 獲利稀釋,2025
0.07,18.81,50.27,台船,2208.TW,0.0,19.1000003815,-410.07000000000005,-84.29999999999998,110.77,520.84,7.19%,⚪ 數據不足,-1.77,11.98%,2026-03,🔄 轉虧為盈,2025
0.51,-20.6,12.02,長科*,6548.TWO,18.926702369581154,72.3000030518,-410.11,57.3,11.36,421.47,N/A,❌ 暫避觀望,1.63,N/A,2026-03,⚠️ 獲利稀釋,2025
1.5,-40.13,1.44,友鋮,7718.TWO,5.562273276904475,46.0,-410.32,124.05,60.87,471.19,N/A,⚪ 中性觀察,3.75,N/A,2026-03,⚠️ 獲利稀釋,2025
1.35,-70.28,10.44,聯德控股-KY,4912.TW,11.3496147881491,88.3000030518,-410.77,116.7,15.93,426.7,9.53%,⚪ 中性觀察,1.98,22.10%,2026-03,⚠️ 獲利稀釋,2025
0.17,-79.87,-11.81,旭富,4119.TW,27.619047619047617,58.0,-411.77000000000004,31.5,-37.04,374.73,12.04%,❌ 暫避觀望,0.9,28.02%,2026-03,📉 獲利侵蝕,2025
0.05,-42.42,3.41,中釉,1809.TW,84.09090909090911,37.0,-413.58,6.6,0.0,413.58,1.74%,❌ 暫避觀望,0.19,21.38%,2026-03,📉 獲利侵蝕,2025
5.15,10.59,-2.8,樺漢,6414.TW,6.685261831923699,371.5,-414.90999999999997,833.55,-14.45,400.46,N/A,⚪ 中性觀察,23.26,N/A,2026-03,📉 獲利侵蝕,2025
0.28,6.99,33.95,三商電,2427.TW,6.047745155729443,22.7999992371,-415.94,56.55,-47.17,368.77,3.22%,⚪ 中性觀察,1.53,16.95%,2026-03,📉 獲利侵蝕,2025
0.69,-14.34,-19.51,欣高,9931.TW,5.594059657739274,33.9000015259,-416.09999999999997,90.9,-9.21,406.89,N/A,⚪ 中性觀察,2.45,N/A,2026-03,📉 獲利侵蝕,2025
1.66,28.09,21.11,光寶科,2301.TW,17.203967761934283,277.5,-417.82,241.95,10.14,427.96,10.49%,❌ 暫避觀望,6.64,21.72%,2026-03,⚠️ 獲利稀釋,2025
0.66,151.41,84.7,邁科,6831.TW,57.61448349307774,541.0,-417.94000000000005,140.85000000000002,200.0,617.94,N/A,❌ 暫避觀望,4.94,N/A,2026-03,⚠️ 獲利稀釋,2025
0.27,-40.47,-3.54,泰碩,3338.TW,14.239130434782608,65.5,-418.01,69.00000000000001,-56.67,361.34,4.40%,⚪ 中性觀察,1.8,21.43%,2026-03,📉 獲利侵蝕,2025
-1.36,-94.72,-56.46,廣錠,6441.TWO,0.0,24.3500003815,-420.65000000000003,-198.90000000000003,-109.23,311.42,N/A,⚪ 數據不足,-5.16,N/A,2026-03,📉 獲利侵蝕,2025
0.1,-124.23,10.31,力士,4923.TWO,0.0,52.0999984741,-421.78,-207.6,105.59,527.37,-11.28%,⚪ 數據不足,-5.26,25.62%,2026-03,🔄 轉虧為盈,2025
0.59,-32.79,5.49,頎邦,6147.TWO,22.473246135552913,189.0,-421.85,126.15,-34.44,387.41,N/A,❌ 暫避觀望,3.74,N/A,2026-03,📉 獲利侵蝕,2025
1.0,-20.92,-23.41,中鼎,9933.TW,27.837838353310804,41.2000007629,-423.15,22.200000000000003,166.0,589.15,N/A,❌ 暫避觀望,1.91,N/A,2026-03,⚠️ 獲利稀釋,2025
0.1,27.76,25.46,神準,3558.TWO,8.475783475783476,119.0,-424.75,210.6,-96.12,328.63,0.40%,⚪ 中性觀察,5.2,14.36%,2026-03,📉 獲利侵蝕,2025
0.66,-48.36,7.97,鉅明,8928.TWO,11.071428571428571,23.25,-426.49,31.5,-56.0,370.49,N/A,⚪ 中性觀察,1.42,N/A,2026-03,📉 獲利侵蝕,2025
3.58,-40.72,7.66,泰金-KY,6629.TWO,6.518987341772152,103.0,-427.64,237.0,33.09,460.73,N/A,⚪ 中性觀察,6.46,N/A,2026-03,⚠️ 獲利稀釋,2025
-0.06,-1011.11,-7.7,地球,1324.TW,0.0,10.0500001907,-428.18,-31.050000000000004,25.0,453.18,-7.81%,⚪ 數據不足,-0.82,11.27%,2026-03,⚠️ 獲利稀釋,2025
0.01,-56.49,-0.85,同致,3552.TWO,33.66935483870968,41.75,-428.34,18.6,-88.89,339.45,0.28%,❌ 暫避觀望,0.67,19.47%,2026-03,📉 獲利侵蝕,2025
0.12,-77.05,-5.05,茂迪,6244.TWO,30.694444974305554,22.1000003815,-428.46000000000004,10.799999999999999,-29.41,399.05,N/A,❌ 暫避觀望,0.14,N/A,2026-03,📉 獲利侵蝕,2025
1.44,36.94,32.43,炎洲流通,3171.TWO,5.5700933153364485,59.5999984741,-429.73,160.5,88.16,517.89,7.94%,⚪ 中性觀察,4.3,25.09%,2026-03,⚠️ 獲利稀釋,2025
1.03,377.27,5.46,雙鍵,4764.TW,63.84615384615385,207.5,-430.08000000000004,48.75,178.38,608.46,7.74%,❌ 暫避觀望,1.22,23.49%,2026-03,⚠️ 獲利稀釋,2025
1.15,107.41,5.42,麗臺,2465.TW,40.45662030780822,88.5999984741,-430.55,32.85,379.17,809.72,2.26%,❌ 暫避觀望,0.43,10.44%,2026-03,⚠️ 獲利稀釋,2025
1.08,27.67,31.42,銳澤,7703.TWO,9.137769447047798,195.0,-431.0,320.1,-44.9,386.1,N/A,⚪ 中性觀察,8.72,N/A,2026-03,📉 獲利侵蝕,2025
0.3,-44.12,-0.57,台灣精材,3467.TWO,41.54838808122581,64.4000015259,-431.11,23.249999999999996,57.89,489.0,0.61%,❌ 暫避觀望,0.58,19.12%,2026-03,⚠️ 獲利稀釋,2025
-0.2,126.0,455.57,宏易,4530.TWO,0.0,25.7000007629,-432.14,-4.199999999999999,-185.71,246.43,27.02%,⚪ 數據不足,0.34,52.20%,2026-03,🏰 高護城河,2025
0.45,-21.88,12.86,天二科技,6834.TW,99.19191610929292,98.1999969482,-432.34999999999997,14.85,32.35,464.7,N/A,❌ 暫避觀望,0.5,N/A,2026-03,⚠️ 獲利稀釋,2025
0.22,-88.43,-10.36,信義,9940.TW,37.45283090849056,19.8500003815,-432.90000000000003,7.95,83.33,516.23,N/A,❌ 暫避觀望,0.28,N/A,2026-03,⚠️ 獲利稀釋,2025
1.01,-37.65,-7.33,群電,6412.TW,5.946817328912168,73.8000030518,-433.32,186.15,0.0,433.32,N/A,⚪ 中性觀察,5.2,N/A,2026-03,📉 獲利侵蝕,2025
0.02,35.0,-9.38,宏遠,1460.TW,0.0,6.4200000763,-433.47,-10.350000000000001,-60.0,373.47,1.12%,⚪ 數據不足,-0.27,16.50%,2026-03,🔄 轉虧為盈,2025
-2.7,-56.06,11.11,神盾,6462.TWO,0.0,98.3000030518,-434.09,-587.7,-5.06,429.03,N/A,⚪ 數據不足,-17.51,N/A,2026-03,📉 獲利侵蝕,2025
0.1,-203.45,-3.11,台泥,1101.TW,0.0,23.8999996185,-434.2,-40.650000000000006,28.57,462.77,3.76%,⚪ 數據不足,-1.6,18.49%,2026-03,🔄 轉虧為盈,2025
