om,prev_rev_yoy,date,advice,name,prev_year,prev_eps,pe,prev_eps_yoy,eps_yoy,expansion,symbol,gm,price,rev_yoy,eps,est_price,status
14.07%,34.54,2025-12,❌ 暫避觀望,雙鴻,2025,18.13,18.415741675075683,13.67,33.98,-13.540000000000006,3324.TWO,26.37%,1095.0,47.52,28.26,891.8999999999999,⚠️ 獲利稀釋
N/A,-2.12,2025-12,⚪ 中性觀察,耕興,2025,7.92,7.946528035647976,-18.85,-14.93,-13.59,6146.TWO,N/A,214.0,-1.34,10.77,403.95,🌑 雙重衰退
9.93%,-17.19,2025-12,⚪ 中性觀察,廣隆,2025,5.76,6.34121791645697,-37.53,-32.28,-13.780000000000001,1537.TW,18.72%,126.0,-18.5,7.95,298.05,🌑 雙重衰退
N/A,9.59,2025-12,⚪ 中性觀察,正瀚-創,2025,4.09,5.298685600250896,-8.09,-2.59,-13.8,6534.TW,N/A,88.6999969482,11.21,4.51,251.09999999999997,📉 獲利侵蝕
N/A,-0.39,2025-12,⚪ 中性觀察,台灣虎航,2025,4.28,3.4893048638302133,-22.46,-10.95,-13.85,6757.TW,N/A,52.2000007629,2.9,5.37,224.4,📉 獲利侵蝕
2.34%,22.59,2025-12,⚪ 中性觀察,欣新網,2025,2.21,7.270693512304249,14.74,6.89,-14.18,2949.TWO,11.53%,65.0,21.07,3.63,134.10000000000002,⚠️ 獲利稀釋
17.09%,-1.99,2025-12,⚪ 中性觀察,倉佑,2025,0.88,11.91842923350453,-33.33,-13.92,-14.22,1568.TW,34.44%,39.4500007629,0.3,1.36,49.650000000000006,📉 獲利侵蝕
19.78%,2.23,2025-12,❌ 暫避觀望,聯電,2025,2.54,15.433673469387756,-18.45,-11.97,-14.23,2303.TW,30.67%,121.0,2.26,3.34,117.6,📉 獲利侵蝕
N/A,4.28,2025-12,❌ 暫避觀望,系微,2025,4.59,18.833652007648183,-14.37,-9.63,-14.27,6231.TWO,N/A,295.5,4.64,6.66,235.35,📉 獲利侵蝕
N/A,8.02,2025-12,⚪ 中性觀察,萬泰科,2025,1.64,13.592920894123896,-11.9,-8.22,-14.3,6190.TWO,N/A,76.8000030518,6.08,2.19,84.74999999999999,📉 獲利侵蝕
N/A,1.72,2025-12,⚪ 中性觀察,晶碩,2025,15.38,6.059458435902291,-15.63,-11.08,-14.34,6491.TW,N/A,320.0,3.26,20.87,792.1500000000001,📉 獲利侵蝕
-1.56%,1491.72,2025-12,⚪ 中性觀察,富華新,2025,1.08,2.801556346011673,417.65,-82.6,-14.39,3056.TW,21.31%,14.3999996185,-68.21,1.07,77.10000000000001,🌑 雙重衰退
18.05%,18.44,2025-12,⚪ 中性觀察,融程電,2025,5.3,9.92040932347925,-2.6,4.56,-14.510000000000002,3416.TW,38.51%,174.5,19.07,7.39,263.85,⚠️ 獲利稀釋
1.39%,-0.09,2025-12,⚪ 中性觀察,和碩,2025,3.42,7.580246787991771,-30.83,-15.3,-14.57,4938.TW,4.09%,92.0999984741,-0.73,5.39,182.24999999999997,🌑 雙重衰退
11.29%,12.18,2025-12,⚪ 中性觀察,豆府,2025,11.18,4.808994852343539,1.18,-3.09,-14.67,2752.TWO,52.30%,177.5,11.58,15.04,553.65,🏰 高護城河
38.22%,-3.1,2025-12,⚪ 中性觀察,遠東銀,2025,0.7,5.257510729613734,-24.1,-14.85,-14.91,2845.TW,102.49%,12.25,0.06,0.93,34.95,🏰 高護城河
3.96%,97.96,2025-12,⚪ 中性觀察,神達,2025,3.68,7.109120769690555,50.82,57.01,-15.050000000000004,3706.TW,10.03%,87.3000030518,72.06,5.15,184.2,⚠️ 獲利稀釋
10.05%,-4.13,2025-12,⚪ 中性觀察,亞泥,2025,2.42,4.746835443037974,-10.94,-22.04,-15.149999999999999,1102.TW,14.02%,33.75,-6.89,3.0,106.65,🌑 雙重衰退
0.97%,2.13,2025-12,⚪ 數據不足,元禎,2025,1.37,0.0,-17.96,-19.9,-15.219999999999999,1725.TW,4.14%,0.0,-4.68,1.53,0.0,🌑 雙重衰退
N/A,4.61,2025-12,⚪ 中性觀察,數泓科,2025,4.81,7.320520067834934,-29.26,-14.67,-15.37,6855.TWO,N/A,129.5,0.7,7.85,265.35,📉 獲利侵蝕
-5.22%,18.73,2025-09,⚪ 數據不足,永冠-KY,2025,-2.71,0.0,65.91,1.36,-15.41,1589.TW,7.87%,5.5399999619,16.77,-5.06,-222.15,⚠️ 獲利稀釋
1.10%,0.36,2025-12,⚪ 中性觀察,福壽,2025,0.25,14.476743964302326,-30.56,-15.09,-15.45,1219.TW,9.65%,12.4499998093,0.36,0.45,12.9,📉 獲利侵蝕
N/A,2.0,2025-12,⚪ 中性觀察,聚賢研發-創,2025,3.07,9.701492537313433,-16.19,13.97,-15.609999999999998,7631.TW,N/A,123.5,29.58,6.56,190.95000000000002,⚠️ 獲利稀釋
N/A,13.01,2025-12,⚪ 中性觀察,台表科,2025,6.9,8.33685099197974,-8.37,-5.53,-15.66,6278.TW,N/A,197.5,10.13,9.39,355.34999999999997,📉 獲利侵蝕
N/A,69.11,2025-12,⚪ 數據不足,沛爾生醫-創,2025,-4.65,0.0,7.24,44.38,-15.689999999999998,6949.TW,N/A,677.0,60.07,-7.23,-237.15000000000003,⚠️ 獲利稀釋
6.69%,-7.44,2025-12,⚪ 中性觀察,遠東新,2025,1.08,7.133333333333334,-22.9,-21.93,-15.69,1402.TW,19.14%,26.75,-6.24,1.55,56.25,🌑 雙重衰退
N/A,38.99,2025-12,⚪ 數據不足,ABC-KY,2025,-1.33,0.0,28.11,22.83,-15.690000000000005,6598.TW,N/A,24.5,38.52,-1.96,-69.6,⚠️ 獲利稀釋
N/A,3.55,2025-12,⚪ 中性觀察,百和,2025,3.37,4.010695187165775,-11.78,-13.68,-15.73,9938.TW,N/A,45.0,2.05,4.1,168.29999999999998,📉 獲利侵蝕
N/A,16.5,2025-12,⚪ 中性觀察,千附,2025,1.89,7.9125526761777145,-22.31,-2.59,-15.76,8383.TWO,N/A,56.0999984741,13.17,3.41,106.35,📉 獲利侵蝕
N/A,-30.5,2025-12,⚪ 中性觀察,匯僑設計,2025,2.29,6.627393225331369,-54.2,-46.72,-15.849999999999998,6754.TW,N/A,45.0,-30.87,3.41,101.85,🌑 雙重衰退
N/A,-2.74,2025-12,⚪ 中性觀察,益張,2025,4.02,6.327115993414635,-24.29,-21.86,-15.969999999999999,8342.TWO,N/A,88.1999969482,-5.89,5.97,209.09999999999997,🌑 雙重衰退
N/A,14.8,2025-12,⚪ 中性觀察,群益期,2025,4.0,4.552967578820436,-15.38,-6.01,-15.99,6024.TW,N/A,60.5999984741,9.98,5.48,199.65,📉 獲利侵蝕
N/A,5.83,2025-12,⚪ 中性觀察,華孚,2025,2.35,5.462962862050265,-13.92,-2.36,-16.07,6235.TW,N/A,41.2999992371,13.71,2.9,113.39999999999999,📉 獲利侵蝕
N/A,-9.08,2025-12,❌ 暫避觀望,采鈺,2025,2.8,52.02774813233725,-25.2,-27.01,-16.37,6789.TW,N/A,487.5,-10.64,4.01,140.54999999999998,🌑 雙重衰退
N/A,-6.83,2025-12,❌ 暫避觀望,鈺太,2025,3.84,19.923954372623577,-43.52,-23.41,-16.4,6679.TWO,N/A,262.0,-7.01,6.81,197.24999999999997,🌑 雙重衰退
-4.30%,-10.84,2025-12,⚪ 數據不足,台聚,2025,-1.85,0.0,-51.82,-29.83,-16.419999999999998,1304.TW,5.34%,12.8000001907,-13.41,-2.6,-96.6,🌑 雙重衰退
32.41%,24.44,2025-12,⚪ 中性觀察,凡甲,2025,12.33,8.837656099903938,9.74,5.64,-16.689999999999998,3526.TWO,48.09%,368.0,22.33,16.97,624.6,⚠️ 獲利稀釋
17.75%,-4.58,2025-12,❌ 暫避觀望,前鼎,2025,1.39,40.7185628742515,-22.03,-29.79,-16.81,4908.TWO,46.40%,204.0,-12.98,1.98,75.14999999999999,🌑 雙重衰退
N/A,12.71,2025-12,⚪ 中性觀察,昕奇雲端,2025,3.01,12.166030534351144,-10.23,-7.18,-16.88,7747.TWO,N/A,127.5,9.7,4.04,157.20000000000002,📉 獲利侵蝕
7.58%,58.45,2025-12,⚪ 中性觀察,根基,2025,6.59,4.162364943603941,67.26,34.08,-16.93,2546.TW,9.56%,88.6999969482,51.01,9.52,319.65000000000003,⚠️ 獲利稀釋
27.38%,-41.9,2025-12,⚪ 中性觀察,興富發,2025,0.95,12.735562773829788,-37.41,-32.89,-16.990000000000002,2542.TW,33.40%,41.9000015259,-15.9,2.1,49.35,🌑 雙重衰退
-17.20%,16.84,2025-12,⚪ 數據不足,全域,2025,-0.82,0.0,-38.98,16.83,-17.020000000000003,3067.TWO,28.85%,18.6000003815,33.85,-0.84,-35.099999999999994,⚠️ 獲利稀釋
27.57%,-6.01,2025-12,❌ 暫避觀望,昇達科,2025,4.6,99.60937500000001,-25.66,-12.03,-17.049999999999997,3491.TWO,58.57%,1785.0,5.02,7.83,268.79999999999995,🏰 高護城河
0.87%,7.82,2025-12,⚪ 數據不足,尚立,2025,-0.65,0.0,-58.54,0.0,-17.25,3360.TWO,3.88%,14.25,17.25,-0.48,-28.5,📉 獲利侵蝕
N/A,16.23,2025-12,⚪ 中性觀察,欣泰,2025,1.71,9.20353982300885,-11.4,-5.51,-17.27,8917.TWO,N/A,52.0,11.76,2.23,84.74999999999999,📉 獲利侵蝕
N/A,106.86,2025-12,❌ 暫避觀望,意騰-KY,2025,9.12,15.715804394046776,113.1,67.87,-17.349999999999994,7749.TW,N/A,443.5,85.22,11.77,423.29999999999995,⚠️ 獲利稀釋
N/A,-99.19,2025-12,⚪ 數據不足,豐謙,2025,-0.08,0.0,-115.09,-116.36,-17.379999999999995,5523.TWO,N/A,30.4500007629,-98.98,-0.09,-3.5999999999999996,🌑 雙重衰退
24.73%,10.44,2025-12,⚪ 數據不足,嘉實,2025,4.7,0.0,-5.06,-10.36,-17.43,3158.TWO,63.24%,83.5,7.07,7.27,0.0,🏰 高護城河
30.49%,-9.08,2025-12,⚪ 中性觀察,裕民,2025,2.76,8.138424456825776,-37.98,-22.2,-17.45,2606.TW,35.36%,68.1999969482,-4.75,4.31,125.69999999999999,🌑 雙重衰退
23.84%,0.51,2025-12,⚪ 中性觀察,美時,2025,13.82,4.276027996500438,-8.92,-7.14,-17.5,1795.TW,55.31%,195.5,10.36,18.14,685.8,🏰 高護城河
16.92%,0.41,2025-12,⚪ 中性觀察,聯詠,2025,20.8,6.650731158605174,-18.56,-19.62,-17.55,3034.TW,38.19%,473.0,-2.07,26.87,1066.8000000000002,🌑 雙重衰退
31.38%,23.13,2025-12,⚪ 中性觀察,中信金,2025,3.06,6.579477014678068,3.78,11.73,-17.56,2891.TW,70.98%,65.4000015259,29.29,4.08,149.1,🏰 高護城河
N/A,4.58,2025-12,⚪ 數據不足,常廣,2025,1.66,0.0,0.61,-10.33,-17.66,6730.TWO,N/A,35.0,7.33,2.14,0.0,📉 獲利侵蝕
N/A,2.2,2025-12,⚪ 中性觀察,大汽電,2025,1.84,7.071307559575551,8.24,-19.4,-17.66,8931.TWO,N/A,41.6500015259,-1.74,1.87,88.35000000000001,🌑 雙重衰退
36.66%,-24.86,2025-12,⚪ 中性觀察,慧洋-KY,2025,2.44,10.0,-61.76,-34.78,-17.720000000000002,2637.TW,37.77%,78.5,-17.06,5.27,117.75,🌑 雙重衰退
N/A,10.16,2025-12,❌ 暫避觀望,昶昕,2025,1.21,17.837837150495492,-31.64,-4.98,-17.77,8438.TW,N/A,79.1999969482,12.79,2.1,66.60000000000001,📉 獲利侵蝕
N/A,-9.55,2025-12,⚪ 數據不足,佳總,2025,-0.82,0.0,-28.12,-21.74,-17.79,5355.TWO,N/A,6.7199997902,-3.95,-1.12,-36.6,🌑 雙重衰退
7.82%,25.9,2025-12,⚪ 中性觀察,倫飛,2025,3.14,6.723647013466287,-4.85,2.69,-17.81,2364.TW,39.87%,70.8000030518,20.5,4.2,157.95,⚠️ 獲利稀釋
15.04%,24.72,2025-12,❌ 暫避觀望,勤凱,2025,4.61,24.721878862793574,11.3,9.84,-17.95,4760.TWO,22.01%,400.0,27.79,7.05,242.7,⚠️ 獲利稀釋
N/A,24.12,2025-12,⚪ 中性觀察,大世科,2025,1.52,11.84501788712177,0.66,9.52,-17.97,8099.TWO,N/A,64.1999969482,27.49,2.53,81.3,⚠️ 獲利稀釋
10.08%,0.55,2025-12,⚪ 中性觀察,怡利電,2025,1.49,11.692307545596154,-29.38,-21.36,-17.98,2497.TW,25.76%,60.7999992371,-3.38,2.37,78.0,🌑 雙重衰退
10.54%,7.51,2025-12,⚪ 中性觀察,拓凱,2025,12.08,3.979667741135631,-0.58,-20.89,-17.98,4536.TW,32.65%,160.5,-2.91,14.92,604.9499999999999,🌑 雙重衰退
6.19%,-3.67,2025-12,⚪ 中性觀察,六暉-KY,2025,1.48,4.456967213114754,-1.99,-22.93,-18.21,2115.TW,18.21%,21.75,-4.72,1.58,73.2,🌑 雙重衰退
N/A,20.49,2025-12,⚪ 中性觀察,世紀鋼,2025,4.78,7.029339853300733,-23.95,-2.48,-18.419999999999998,9958.TW,N/A,115.0,15.94,6.57,245.39999999999998,📉 獲利侵蝕
N/A,2.03,2025-12,❌ 暫避觀望,台虹,2025,1.33,31.294964028776977,-41.96,-11.69,-18.439999999999998,8039.TW,N/A,130.5,6.75,2.07,62.55,📉 獲利侵蝕
17.40%,-4.67,2025-12,⚪ 中性觀察,華勝-KY,2025,3.36,4.59817729908865,-30.34,-19.0,-18.52,2248.TW,31.94%,55.5,-0.48,5.32,181.05,🌑 雙重衰退
N/A,-7.04,2025-12,⚪ 中性觀察,福興,2025,2.14,6.045197632358757,-30.54,-26.71,-18.560000000000002,9924.TW,N/A,42.7999992371,-8.15,3.08,106.2,🌑 雙重衰退
N/A,6.64,2025-12,⚪ 中性觀察,進典,2025,1.52,7.758620689655172,-1.94,-7.56,-18.599999999999998,6843.TWO,N/A,40.5,11.04,2.2,78.30000000000001,📉 獲利侵蝕
N/A,-10.54,2025-12,⚪ 中性觀察,久昌,2025,2.98,13.782051282051283,-37.15,-33.16,-18.679999999999996,6720.TWO,N/A,150.5,-14.48,3.89,163.8,🌑 雙重衰退
N/A,1.91,2025-12,⚪ 數據不足,力積電,2025,-1.71,0.0,-33.86,-14.2,-18.68,6770.TW,N/A,67.5,4.48,-1.86,-73.35000000000001,📉 獲利侵蝕
N/A,37.75,2025-12,⚪ 數據不足,安葆,2025,6.03,0.0,14.64,11.79,-18.7,7792.TWO,N/A,257.0,30.49,8.72,0.0,⚠️ 獲利稀釋
N/A,75.55,2025-12,⚪ 數據不足,崴寶,2025,12.91,0.0,74.46,41.2,-18.739999999999995,7744.TWO,N/A,442.5,59.94,16.28,0.0,⚠️ 獲利稀釋
N/A,9.03,2025-12,⚪ 中性觀察,明安,2025,3.56,3.239090397228027,-26.95,-10.24,-18.79,8938.TWO,N/A,52.7000007629,8.55,6.18,244.04999999999998,📉 獲利侵蝕
N/A,-51.26,2025-12,⚪ 數據不足,心誠鎂,2025,-4.17,0.0,-37.5,-48.08,-18.86,6934.TW,N/A,73.8000030518,-29.22,-3.92,0.0,🌑 雙重衰退
0.03%,-43.41,2025-12,❌ 暫避觀望,三商壽,2025,0.16,29.51851774148148,-68.0,-47.37,-18.939999999999998,2867.TW,3.78%,7.9699997902,-28.43,0.2,4.050000000000001,🌑 雙重衰退
N/A,54.5,2025-12,⚪ 中性觀察,洋基工程,2025,16.64,10.704371963913948,27.98,28.04,-19.090000000000003,6691.TW,N/A,617.0,47.13,24.76,864.6000000000001,⚠️ 獲利稀釋
22.79%,4.82,2025-12,⚪ 中性觀察,國產,2025,2.45,4.402985264415424,-20.71,-15.42,-19.17,2504.TW,27.76%,35.4000015259,3.75,3.3,120.6,📉 獲利侵蝕
N/A,19.53,2025-12,⚪ 中性觀察,虎門科技,2025,3.37,9.781576448243115,-2.88,0.0,-19.26,6791.TWO,N/A,103.0,19.26,4.16,157.95,📉 獲利侵蝕
N/A,-8.87,2025-12,⚪ 數據不足,康那香,2025,-1.49,0.0,-0.68,-28.57,-19.33,9919.TW,N/A,14.0,-9.24,-2.43,-63.3,🌑 雙重衰退
N/A,11.06,2025-12,⚪ 中性觀察,迎廣,2025,2.21,10.917807801123287,-26.01,-7.65,-19.43,6117.TW,N/A,79.6999969482,11.78,3.77,109.50000000000001,📉 獲利侵蝕
N/A,7.39,2025-12,⚪ 中性觀察,博弘,2025,3.18,6.446488166730769,-38.85,-8.26,-19.490000000000002,6997.TWO,N/A,77.0999984741,11.23,5.11,179.4,📉 獲利侵蝕
N/A,7.55,2025-12,❌ 暫避觀望,群聯,2025,19.9,29.392553886348793,-27.04,3.78,-19.509999999999998,8299.TWO,N/A,2250.0,23.29,41.98,1148.25,⚠️ 獲利稀釋
17.87%,-10.95,2025-12,⚪ 中性觀察,精湛,2025,1.25,13.399999830466667,-44.93,-22.56,-19.59,2070.TWO,45.13%,60.2999992371,-2.97,2.3,67.5,🌑 雙重衰退
15.81%,16.0,2025-12,⚪ 中性觀察,潤弘,2025,7.25,7.595718402634828,7.57,0.37,-19.619999999999997,2597.TW,18.77%,184.5,19.99,10.75,364.35,⚠️ 獲利稀釋
N/A,9.06,2025-12,⚪ 中性觀察,博大,2025,4.41,8.130081300813009,-14.37,-4.63,-19.669999999999998,8109.TWO,N/A,120.0,15.04,6.18,221.4,📉 獲利侵蝕
N/A,-9.94,2025-12,⚪ 中性觀察,晶焱,2025,2.46,11.959731338805367,-25.46,-30.29,-19.78,6411.TWO,N/A,89.0999984741,-10.51,3.18,111.75000000000001,🌑 雙重衰退
N/A,24.69,2025-12,⚪ 中性觀察,創為精密,2025,2.65,7.202312050531792,6.94,7.23,-19.82,6899.TWO,N/A,62.2999992371,27.05,3.59,129.75,⚠️ 獲利稀釋
N/A,-3.47,2025-12,⚪ 中性觀察,寶成,2025,3.03,2.564356397871287,-35.26,-24.63,-19.919999999999998,9904.TW,N/A,25.8999996185,-4.71,4.1,151.5,🌑 雙重衰退
N/A,8.16,2025-12,⚪ 中性觀察,來億-KY,2025,9.16,7.569781553398058,-12.51,-14.96,-20.01,6890.TW,N/A,249.5,5.05,13.02,494.40000000000003,📉 獲利侵蝕
19.16%,5.39,2025-12,⚪ 中性觀察,儒鴻,2025,14.33,6.90749079001228,-20.3,-16.94,-20.09,1476.TW,30.19%,337.5,3.15,20.1,732.9,📉 獲利侵蝕
12.18%,8.42,2025-12,❌ 暫避觀望,達邁,2025,0.94,29.570552615306745,-42.24,-14.53,-20.169999999999998,3645.TW,31.33%,96.4000015259,5.64,1.54,48.900000000000006,📉 獲利侵蝕
18.94%,-11.06,2025-12,⚪ 中性觀察,萬海,2025,7.64,3.322859327340927,-38.09,-33.63,-20.380000000000003,2615.TW,23.92%,84.5999984741,-13.25,11.21,381.90000000000003,🌑 雙重衰退
N/A,-0.64,2025-12,⚪ 中性觀察,達爾膚,2025,5.84,4.796867351933431,-21.61,-26.4,-20.479999999999997,6523.TWO,N/A,98.0,-5.92,7.78,306.45000000000005,🌑 雙重衰退
4.42%,10.26,2025-12,❌ 暫避觀望,利機,2025,1.64,17.23661538027634,3.14,-10.04,-20.58,3444.TWO,18.10%,99.8000030518,10.54,2.15,86.85,📉 獲利侵蝕
N/A,-6.88,2025-12,⚪ 中性觀察,裕慶-KY,2025,5.41,10.301237224314148,-29.25,-25.35,-20.61,6957.TW,N/A,191.5,-4.74,10.18,278.85,🌑 雙重衰退
N/A,3.67,2025-12,❌ 暫避觀望,艾華,2025,0.98,34.641638225255974,-8.41,-20.27,-20.63,6204.TWO,N/A,101.5,0.36,1.18,43.949999999999996,📉 獲利侵蝕
-34.06%,42.64,2025-12,⚪ 數據不足,位速,2025,-1.14,0.0,18.25,6.88,-20.650000000000002,3508.TWO,1.54%,18.7000007629,27.53,-1.51,-59.7,⚠️ 獲利稀釋
N/A,-4.79,2025-12,❌ 暫避觀望,力成,2025,4.96,18.284023668639055,-30.26,-18.46,-20.66,6239.TW,N/A,309.0,2.2,7.48,253.49999999999997,📉 獲利侵蝕
-73.69%,-36.93,2025-12,⚪ 數據不足,隆銘綠能,2025,-2.36,0.0,-161.36,-66.41,-20.75,3018.TW,-18.95%,12.1000003815,-45.66,-2.16,-81.14999999999999,🌑 雙重衰退
36.75%,6.5,2025-12,⚪ 中性觀察,大立光,2025,109.06,9.483313660263978,-15.56,-17.91,-20.75,3008.TW,47.97%,3535.0,2.84,159.41,5591.4,📉 獲利侵蝕
12.48%,11.19,2025-12,⚪ 中性觀察,友輝,2025,3.81,5.172932560285714,-26.64,-18.35,-20.76,4933.TWO,28.71%,68.8000030518,2.41,5.77,199.5,📉 獲利侵蝕
N/A,-7.59,2025-12,⚪ 中性觀察,豐祥-KY,2025,8.74,5.718572857619206,-18.99,-27.39,-20.82,5288.TW,N/A,171.5,-6.57,12.25,449.85,🌑 雙重衰退
N/A,55.99,2025-12,⚪ 中性觀察,創泓科技,2025,4.34,10.021023125437981,60.59,24.26,-20.84,7714.TWO,N/A,143.0,45.1,6.33,214.04999999999998,⚠️ 獲利稀釋
N/A,60.07,2025-12,⚪ 中性觀察,祥碩,2025,52.62,8.086876155268023,40.25,45.15,-20.85,5269.TW,N/A,1400.0,66.0,72.7,2596.8,⚠️ 獲利稀釋
12.42%,-12.22,2025-12,⚪ 中性觀察,曜亞,2025,2.89,5.169660602504989,-27.93,-32.69,-20.869999999999997,4138.TWO,44.64%,51.7999992371,-11.82,3.81,150.3,🌑 雙重衰退
14.07%,7.28,2025-12,❌ 暫避觀望,晶技,2025,3.95,16.10558530986993,-13.57,-15.57,-20.91,3042.TW,32.18%,210.5,5.34,5.28,196.05,📉 獲利侵蝕
8.69%,-24.68,2025-12,❌ 暫避觀望,微端,2025,0.32,38.395062199382714,-56.16,-40.68,-21.02,3285.TWO,28.61%,31.1000003815,-19.66,0.7,12.15,🌑 雙重衰退
N/A,-1.72,2025-12,⚪ 中性觀察,中美晶,2025,4.07,9.832635983263597,18.54,-23.02,-21.13,5483.TWO,N/A,141.0,-1.89,6.71,215.10000000000002,🌑 雙重衰退
N/A,1.46,2025-12,⚪ 中性觀察,志超,2025,1.77,5.879864636209815,-8.29,-17.45,-21.18,8213.TW,N/A,34.75,3.73,2.27,88.64999999999999,📉 獲利侵蝕
27.31%,-1.5,2025-12,❌ 暫避觀望,精材,2025,3.09,21.494464944649447,-30.87,-18.86,-21.39,3374.TWO,32.82%,233.0,2.53,4.99,162.6,📉 獲利侵蝕
6.72%,-3.53,2025-12,⚪ 中性觀察,群光,2025,8.01,5.573770491803278,-12.04,-27.23,-21.5,2385.TW,16.76%,136.0,-5.73,9.05,366.00000000000006,🌑 雙重衰退
N/A,22.78,2025-12,⚪ 中性觀察,三聯,2025,3.44,9.162609393777995,3.3,-0.48,-21.51,5493.TWO,N/A,94.0999984741,21.03,4.18,154.04999999999998,📉 獲利侵蝕
12.02%,-8.33,2025-12,⚪ 中性觀察,美亞,2025,1.66,3.9633028222935778,-41.75,-31.07,-21.560000000000002,2020.TW,19.71%,21.6000003815,-9.51,2.13,81.75,🌑 雙重衰退
N/A,-6.36,2025-12,⚪ 中性觀察,日揚,2025,1.78,12.630744365800316,-28.8,-26.32,-21.73,6208.TWO,N/A,79.6999969482,-4.59,2.52,94.64999999999999,🌑 雙重衰退
4.05%,4.37,2025-12,⚪ 中性觀察,廣宇,2025,1.22,12.5,-13.48,-22.0,-21.77,2328.TW,12.48%,51.0,-0.23,1.56,61.2,🌑 雙重衰退
N/A,-1.49,2025-12,⚪ 中性觀察,正基,2025,1.72,11.973899106998369,-32.02,-23.53,-21.8,6546.TWO,N/A,73.4000015259,-1.73,2.73,91.95,🌑 雙重衰退
N/A,-37.61,2025-12,❌ 暫避觀望,榮田,2025,0.91,25.053533190578158,-75.62,-52.99,-21.830000000000002,7709.TWO,N/A,117.0,-31.16,2.48,70.05,🌑 雙重衰退
-5.35%,10.72,2025-12,⚪ 數據不足,建舜電,2025,-0.75,0.0,-2.74,-15.66,-21.96,3322.TWO,12.86%,14.25,6.3,-0.96,-39.300000000000004,📉 獲利侵蝕
4.85%,-1.42,2025-12,❌ 暫避觀望,上銀,2025,3.01,31.59156279961649,-35.13,-22.62,-22.09,2049.TW,27.05%,329.5,-0.53,4.31,156.45,🌑 雙重衰退
20.51%,0.68,2025-12,⚪ 中性觀察,玉晶光,2025,22.41,8.976118583584958,-27.07,-14.37,-22.14,3406.TW,34.25%,654.0,7.77,32.84,1092.9,📉 獲利侵蝕
N/A,41.35,2025-12,⚪ 數據不足,益安,2025,-5.76,0.0,10.97,21.08,-22.160000000000004,6499.TWO,N/A,78.3000030518,43.24,-7.24,-281.84999999999997,⚠️ 獲利稀釋
N/A,28.6,2025-12,⚪ 數據不足,宏碁遊戲-創,2025,1.05,0.0,41.89,5.88,-22.48,6908.TW,N/A,38.5,28.36,1.44,0.0,⚠️ 獲利稀釋
N/A,-0.4,2025-12,❌ 暫避觀望,環球晶,2025,10.68,21.58516020236088,-45.48,-25.74,-22.5,6488.TWO,N/A,768.0,-3.24,15.29,533.6999999999999,🌑 雙重衰退
N/A,1.48,2025-12,⚪ 中性觀察,諾貝兒,2025,1.44,10.290322457596774,-32.39,-21.14,-22.5,6844.TWO,N/A,63.7999992371,1.36,2.35,93.0,📉 獲利侵蝕
N/A,-6.32,2025-12,⚪ 中性觀察,博盛半導體,2025,3.57,11.482084690553744,-47.73,-28.68,-22.55,7712.TWO,N/A,141.0,-6.13,5.42,184.20000000000002,🌑 雙重衰退
N/A,7.33,2025-12,⚪ 中性觀察,三集瑞-KY,2025,6.02,9.2512077294686,-29.18,-19.59,-22.57,6862.TW,N/A,191.5,2.98,8.29,310.5,📉 獲利侵蝕
N/A,-1.21,2025-12,⚪ 中性觀察,華宏,2025,1.54,10.29143897996357,-45.77,-27.57,-22.57,8240.TWO,N/A,56.5,-5.0,2.18,82.35000000000001,🌑 雙重衰退
N/A,1.29,2025-12,⚪ 中性觀察,科定,2025,2.48,13.539325842696629,-33.88,-18.72,-22.58,6655.TW,N/A,120.5,3.86,3.92,133.5,📉 獲利侵蝕
-262.93%,-48.42,2025-12,⚪ 數據不足,鴻華先進-創,2025,-1.29,0.0,-74.32,-73.98,-22.64,2258.TW,19.82%,30.2999992371,-51.34,-2.15,-66.3,🌑 雙重衰退
N/A,-0.59,2025-12,❌ 暫避觀望,詮欣,2025,1.51,16.12966571200393,-32.58,-25.66,-22.64,6205.TW,N/A,82.0999984741,-3.02,2.0,76.35,🌑 雙重衰退
N/A,24.0,2025-12,⚪ 中性觀察,宸曜,2025,5.79,10.774686306601199,-0.69,-8.99,-22.66,6922.TWO,N/A,197.5,13.67,6.9,274.95000000000005,📉 獲利侵蝕
12.74%,-5.97,2025-12,⚪ 中性觀察,富林-KY,2025,2.32,7.116912685913735,-36.61,-30.65,-22.7,1341.TW,23.43%,62.7000007629,-7.95,3.71,132.14999999999998,🌑 雙重衰退
21.78%,-3.9,2025-12,❌ 暫避觀望,全新,2025,1.92,52.94550810014727,-34.36,-18.46,-22.75,2455.TW,37.27%,359.5,4.29,2.97,101.85,📉 獲利侵蝕
N/A,-28.87,2025-12,❌ 暫避觀望,全訊,2025,1.89,17.496229260935145,-50.93,-49.48,-22.799999999999997,5222.TW,N/A,116.0,-26.68,2.51,99.45,🌑 雙重衰退
N/A,17.25,2025-12,⚪ 中性觀察,展�眥篕�,2025,3.18,5.778846007125,2.91,-8.03,-22.869999999999997,6776.TW,N/A,60.0999984741,14.84,4.2,156.0,📉 獲利侵蝕
N/A,60.19,2025-12,⚪ 中性觀察,兆聯實業,2025,22.26,12.342501016122476,39.26,41.25,-22.950000000000003,6944.TW,N/A,911.0,64.2,32.29,1107.15,⚠️ 獲利稀釋
