name,prev_eps_yoy,prev_year,date,status,advice,prev_eps,eps,prev_rev_yoy,pe,est_price,symbol,price,gm,rev_yoy,expansion,om,eps_yoy
揚秦,8.73,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,6.44,1.65,20.09,8.544108574953732,243.15,2755.TWO,138.5,27.43%,345.63,-347.43,9.66%,-1.8
大世科,9.52,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,2.53,0.79,27.49,10.190972354670139,86.39999999999999,8099.TWO,58.7000007629,N/A,423.28,-347.71999999999997,N/A,75.56
冠德,-74.55,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,2.61,0.52,-20.24,5.669934765179739,91.79999999999998,2520.TW,34.7000007629,23.17%,312.37,-347.81,15.06%,-35.44
迅得,-29.85,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,5.24,1.76,26.29,10.657439446366782,216.75,6438.TW,154.0,N/A,367.88,-348.15,N/A,19.73
智伸科,-27.14,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,6.04,2.7,1.71,18.580833942940743,205.05,4551.TW,254.0,23.25%,379.26,-348.83,11.86%,30.43
敦陽科,6.67,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,8.0,2.63,11.38,7.814761215629522,310.95,2480.TW,162.0,24.08%,366.95,-349.53999999999996,10.67%,17.41
大成鋼,77.93,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,2.88,1.17,12.63,5.664820155941829,108.3,2027.TW,40.9000015259,25.55%,426.15,-349.59,14.07%,76.56
無敵,60.23,2025,2026-03,📉 獲利侵蝕,⚪ 數據不足,-0.35,-0.11,1.42,0.0,-16.950000000000003,8201.TW,12.8500003815,N/A,340.82,-350.82,N/A,-10.0
環泥,18.52,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,2.56,0.41,-0.42,4.791304215147826,86.25,1104.TW,27.5499992371,N/A,349.07,-351.45,N/A,-2.38
系統電,-57.38,2025,2026-03,📉 獲利侵蝕,❌ 暫避觀望,0.27,0.09,9.13,117.59259259259258,8.100000000000001,5309.TWO,63.5,N/A,318.51,-351.84,N/A,-33.33
宜新實業,-35.23,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,1.14,0.51,-4.85,7.066929434212598,38.1,4440.TW,17.9500007629,N/A,1180.75,-352.17999999999995,N/A,828.57
匯僑設計,-46.72,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,3.41,0.12,-30.87,6.3444108761329305,99.3,6754.TW,42.0,N/A,293.96,-352.58,N/A,-58.62
台光電,47.96,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,41.67,14.9,46.42,48.409533524993044,1617.45,2383.TW,5220.0,28.58%,401.75,-352.75,19.80%,49.0
安鈦克,142.59,2025,2026-03,📉 獲利侵蝕,❌ 暫避觀望,0.92,-0.9,20.19,20.55045836559633,16.35,6276.TWO,22.3999996185,N/A,155.69,-353.52,N/A,-197.83
峰源-KY,-47.18,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,4.69,0.63,-14.72,2.8940567161154176,174.14999999999998,6807.TW,33.5999984741,N/A,286.97,-353.81000000000006,N/A,-66.84
京鼎,-12.83,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,21.44,4.28,26.66,6.609029779058598,780.75,3413.TW,344.0,23.90%,318.21,-354.47999999999996,11.87%,-36.27
大汽電,-19.4,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,1.87,0.38,-1.74,7.739602032025318,82.94999999999999,8931.TWO,42.7999992371,N/A,306.21,-354.85999999999996,N/A,-48.65
合勤控,10.87,2025,2026-03,📉 獲利侵蝕,❌ 暫避觀望,1.56,0.29,-2.6,16.36861258178832,41.1,3704.TW,44.8499984741,30.58%,296.16,-354.98,1.57%,-58.82
川寶,-3800.0,2025,2026-03,📉 獲利侵蝕,⚪ 數據不足,-1.95,-0.74,-21.77,0.0,-88.5,1595.TWO,72.0,26.86%,237.64,-355.28999999999996,-13.38%,-117.65
和椿,-1.42,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,2.08,1.14,50.12,22.081712062256805,77.10000000000001,6215.TW,113.5,N/A,572.52,-355.85,N/A,216.67
建大,-90.0,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,0.13,0.12,-0.7,61.37930771413794,4.35,2106.TW,17.7999992371,20.30%,428.07,-356.64,1.48%,71.43
士電,7.92,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,6.27,2.79,6.01,12.385568120624663,278.55,1503.TW,230.0,17.20%,376.47,-357.75,7.03%,18.72
萬年清,-52.17,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,0.36,0.05,-10.21,249.99999999999997,2.5500000000000003,6624.TWO,42.5,N/A,529.33,-357.90000000000003,N/A,171.43
攸泰科技,6.41,2025,2026-03,📉 獲利侵蝕,⚪ 數據不足,-0.73,-0.04,-2.54,0.0,-11.1,6928.TW,53.2000007629,N/A,242.37,-359.76,N/A,-117.39
紅木-KY,-63.22,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,1.85,-0.42,-5.62,94.7727290068181,3.300000000000003,8426.TWO,20.8500003815,N/A,395.54,-360.16,N/A,35.38
維熹,-50.98,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,3.0,0.15,-6.46,5.239327296248383,115.95,3501.TW,40.5,18.84%,271.35,-360.24,5.60%,-88.89
廣隆,-32.28,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,7.95,2.11,-18.5,6.454918032786885,292.8,1537.TW,126.0,18.72%,346.01,-360.24,9.93%,-14.23
豐達科,-24.15,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,5.85,1.92,15.8,9.56266318537859,229.8,3004.TW,146.5,24.39%,356.78,-360.29999999999995,9.60%,-3.52
台南,-81.13,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,0.57,0.69,-10.32,7.00680285085034,44.1,1473.TW,20.6000003815,13.69%,315.63,-360.43,-4.13%,-44.8
奇鈦科,-34.24,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,3.15,1.45,16.19,16.22641509433962,119.25,3430.TWO,129.0,23.03%,384.64,-360.71,7.70%,23.93
乙盛-KY,30.95,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,4.4,1.47,-7.74,8.596491228070175,171.0,5243.TW,98.0,N/A,408.08,-361.08,N/A,47.0
鈺德,-92.73,2025,2026-03,📉 獲利侵蝕,⚪ 數據不足,0.04,-0.07,0.72,0.0,-2.7,3050.TW,12.3000001907,27.89%,172.23,-361.12,-1.07%,-188.89
京元電子,41.67,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,9.01,1.87,30.08,13.58183376178235,350.09999999999997,2449.TW,317.0,37.66%,315.93,-362.65,28.21%,-46.72
微矽電子-創,23.62,2025,2026-03,📉 獲利侵蝕,❌ 暫避觀望,1.57,0.12,19.79,19.29268255465854,61.49999999999999,8162.TW,79.0999984741,N/A,303.38,-363.38,N/A,-60.0
大量,474.47,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,8.13,3.19,95.35,42.16380182002022,296.70000000000005,3167.TW,834.0,42.12%,572.88,-364.06,18.24%,208.82
盛達,-342.86,2025,2026-03,🔄 轉虧為盈,⚪ 數據不足,-1.06,0.05,4.18,0.0,-12.75,3027.TW,21.3500003815,N/A,280.38,-364.25,N/A,-83.87
健鼎,21.94,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,19.45,5.61,11.54,9.71597874948917,734.1,3044.TW,475.5,25.47%,390.24,-365.02,17.08%,25.22
嘉聯益,0.46,2025,2026-03,⚠️ 獲利稀釋,⚪ 數據不足,-4.38,-0.56,-25.69,0.0,-148.64999999999998,6153.TW,19.8500003815,N/A,409.13,-365.13,N/A,44.0
大毅,8.95,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,3.45,1.14,7.81,22.473867595818817,129.14999999999998,2478.TW,193.5,24.27%,396.55,-368.14,12.13%,28.41
鈞寶,-23.71,2025,2026-03,📉 獲利侵蝕,❌ 暫避觀望,0.74,0.18,10.87,69.90740740740742,16.2,6155.TW,75.5,N/A,311.46,-368.59999999999997,N/A,-57.14
南帝,-27.19,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,0.83,0.34,-16.0,14.2512077294686,31.049999999999997,2108.TW,29.5,25.29%,378.36,-368.68,9.12%,9.68
亞崴,-152.78,2025,2026-03,🔄 轉虧為盈,⚪ 數據不足,-2.45,0.18,0.45,0.0,-137.25,1530.TW,29.0499992371,N/A,474.55,-369.19,N/A,105.36
國統,21.07,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,4.08,0.99,20.29,5.804776897808932,144.45,8936.TWO,55.9000015259,N/A,403.64,-369.86,N/A,33.78
喬鼎,46.34,2025,2026-03,🔄 轉虧為盈,⚪ 數據不足,-0.88,0.02,1.86,0.0,-14.55,3057.TW,18.7999992371,29.42%,273.28,-370.95,-21.05%,-97.67
振發,-47.47,2025,2026-03,📉 獲利侵蝕,❌ 暫避觀望,0.52,0.28,17.01,20.74829931972789,22.05,5426.TWO,30.5,N/A,341.24,-371.24,N/A,-30.0
榮惠-KY創,-16.96,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,5.68,2.26,-3.92,9.588509316770187,193.2,6924.TW,123.5,N/A,442.71,-371.5,N/A,71.21
育富,-47.23,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,2.19,0.33,-2.95,5.831809802285192,82.05000000000001,6194.TWO,31.8999996185,N/A,305.92,-372.25,N/A,-66.33
世鎧,-10.88,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,1.72,0.33,-13.1,5.975308830345679,60.75,2063.TWO,24.2000007629,17.29%,336.21,-372.75,2.75%,-36.54
佳能,28.57,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,2.44,0.73,60.25,13.851852417000002,80.99999999999999,2374.TW,74.8000030518,21.67%,507.12,-373.78999999999996,8.17%,133.33
志豐,-50.73,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,2.02,0.26,-13.21,7.9200822798975405,73.20000000000002,3206.TWO,38.6500015259,21.42%,315.88,-373.94,4.13%,-58.06
華豫寧,19.85,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,3.49,0.9,-5.94,4.020562935703463,138.6,6474.TWO,37.1500015259,N/A,352.87,-374.61,N/A,-21.74
長興,-9.62,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,1.41,0.37,-7.93,22.21901973317003,52.050000000000004,1717.TW,77.0999984741,21.29%,398.73,-375.40000000000003,3.94%,23.33
希華,-34.34,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,0.65,0.33,10.07,63.5766412219708,20.55,2484.TW,87.0999984741,21.81%,412.92,-375.42,6.31%,37.5
台虹,-11.69,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,2.07,0.65,6.75,31.333333333333332,67.5,8039.TW,141.0,N/A,478.88,-375.75,N/A,103.13
禾伸堂,12.1,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,6.58,2.86,5.01,50.23174971031287,258.9,3026.TW,867.0,17.62%,446.0,-375.76,5.81%,70.24
力致,-53.89,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,3.74,0.17,0.02,10.550996483001171,127.95000000000002,3483.TWO,90.0,18.01%,559.82,-376.49,2.40%,183.33
圓裕,-76.35,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,0.97,0.05,-2.38,14.936709504599156,35.550000000000004,6835.TW,35.4000015259,N/A,283.66,-378.04,N/A,-94.38
豐祥-KY,-27.39,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,12.25,3.59,-6.57,6.2751677852349,446.99999999999994,5288.TW,187.0,N/A,374.33,-379.13,N/A,-4.8
長園科,160.13,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,0.92,0.24,237.84,19.904305489999995,31.350000000000005,8038.TWO,41.5999984741,N/A,612.53,-379.19999999999993,N/A,233.33
菱光,15.99,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,4.03,0.37,-11.42,4.620622568093386,154.2,8249.TW,47.5,N/A,316.24,-379.2,N/A,-62.96
龍德造船,-6.72,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,5.98,2.7,2.49,10.215427380125087,215.85000000000002,6753.TW,147.0,N/A,461.95,-379.52,N/A,82.43
三陽工業,-3.34,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,5.78,1.37,-4.56,4.307900016009453,222.15,2206.TW,63.7999992371,18.31%,368.25,-380.01,4.93%,-11.76
六暉-KY,-22.93,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,1.58,0.27,-4.72,4.649890590809628,68.55000000000001,2115.TW,21.25,18.21%,326.78,-380.22999999999996,6.19%,-53.45
�矬�,-53.88,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,1.93,0.61,-12.83,9.006849489246575,65.7,8349.TWO,39.4500007629,N/A,382.05,-380.58,N/A,1.47
豐泰,-14.14,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,5.1,0.68,-4.54,6.03356917418728,169.8,9910.TW,68.3000030518,N/A,339.61,-380.99,N/A,-41.38
利機,-10.04,2025,2026-03,📉 獲利侵蝕,❌ 暫避觀望,2.15,0.41,10.54,15.637707666192236,81.15,3444.TWO,84.5999984741,18.10%,335.22,-383.32000000000005,4.42%,-48.1
德淵,-47.52,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,0.74,0.2,-2.31,13.277777565833333,27.0,4720.TW,23.8999996185,23.02%,344.48,-383.87,3.03%,-39.39
北基,-72.09,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,0.35,0.18,-14.5,30.624998940416667,10.799999999999999,8927.TWO,22.0499992371,N/A,734.16,-384.15999999999997,N/A,350.0
天擎,180.65,2025,2026-03,📉 獲利侵蝕,❌ 暫避觀望,0.25,-0.2,42.33,277.14285169357146,2.0999999999999996,6708.TWO,38.7999992371,N/A,62.97,-385.19000000000005,N/A,-322.22
陽明,-73.34,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,4.9,0.41,-26.56,4.2371474688308455,180.9,2609.TW,51.0999984741,5.67%,304.43,-386.04,-1.94%,-81.61
全漢,-13.89,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,1.86,0.37,12.58,16.00950155009501,63.15,3015.TW,67.4000015259,17.44%,471.2,-386.2,-0.45%,85.0
吉祥全,457.5,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,1.43,0.85,-10.43,18.417431892614683,32.699999999999996,2491.TW,40.1500015259,43.42%,559.52,-386.24,-66.51%,173.28
大井泵浦,-97.61,2025,2026-03,📉 獲利侵蝕,❌ 暫避觀望,0.06,0.1,0.3,32.02454034533742,24.45,6982.TWO,52.2000007629,N/A,299.04,-386.54,N/A,-87.5
三一東林,248.27,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,6.42,-1.05,70.72,2.6908751972532587,161.1,3609.TWO,28.8999996185,8.05%,371.35,-389.33000000000004,-11.23%,-17.98
明泰,-190.0,2025,2026-03,🔄 轉虧為盈,⚪ 數據不足,-0.36,0.1,4.75,0.0,-15.3,3380.TW,34.0499992371,18.44%,540.0,-390.0,1.17%,150.0
台灣大,4.58,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,4.77,1.37,-0.31,9.765297569153395,178.95,3045.TW,116.5,19.71%,403.57,-390.3,10.58%,13.27
世豐,-67.92,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,1.12,0.92,-10.76,16.356783536231156,29.85,2065.TWO,32.5499992371,N/A,404.06,-390.48,N/A,13.58
金利食安,-69.73,2025,2026-03,📉 獲利侵蝕,❌ 暫避觀望,0.57,0.05,6.19,16.747967789837396,18.45,7743.TWO,20.6000003815,N/A,332.87,-391.2,N/A,-58.33
熒茂,-60.0,2025,2026-03,📉 獲利侵蝕,❌ 暫避觀望,0.16,0.04,8.46,58.421054639210524,5.7,4729.TWO,22.2000007629,N/A,327.76,-391.4,N/A,-63.64
漢科,10.62,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,7.5,1.56,-4.4,7.73277222514466,285.15000000000003,3402.TWO,147.0,N/A,381.69,-391.52,N/A,-9.83
華星光,43.01,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,5.43,1.62,27.06,32.99922898997687,194.54999999999998,4979.TWO,428.0,N/A,398.1,-392.18,N/A,5.92
飛宏,-410.42,2025,2026-03,📉 獲利侵蝕,⚪ 數據不足,-1.48,-0.34,-10.11,0.0,-58.35,2457.TW,28.6499996185,21.21%,389.42,-392.45,-6.90%,-3.03
至興,-46.94,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,1.3,0.29,-13.43,9.562289433838384,44.550000000000004,4535.TWO,28.3999996185,N/A,342.65,-392.65,N/A,-50.0
映興,-74.05,2025,2026-03,📉 獲利侵蝕,❌ 暫避觀望,0.34,0.08,16.57,63.37209302325581,6.450000000000001,3597.TWO,27.25,25.04%,337.41,-392.97,8.41%,-55.56
宏致,74.89,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,4.35,0.67,11.14,8.032166653349101,158.55,3605.TW,84.9000015259,26.65%,343.32,-393.32,5.06%,-50.0
永邑-KY,-24.32,2025,2026-03,⚠️ 獲利稀釋,⚪ 數據不足,-3.68,-0.3,-0.82,0.0,-148.5,2939.TW,19.3999996185,8.14%,408.48,-394.19,-46.94%,14.29
佑華,-121.74,2025,2026-03,📉 獲利侵蝕,⚪ 數據不足,-2.55,-0.55,-31.37,0.0,-97.19999999999999,8024.TWO,15.3000001907,N/A,394.41,-394.41,N/A,0.0
聯上,-112.91,2025,2026-03,🌑 雙重衰退,⚪ 數據不足,-0.43,-0.22,-89.32,0.0,-12.0,4113.TWO,14.8999996185,37.85%,-71.35,-395.32000000000005,-47.25%,-466.67
志強-KY,-17.06,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,6.77,1.2,10.46,4.045070594467606,266.25,6768.TW,71.8000030518,N/A,340.44,-395.65999999999997,N/A,-55.22
智基,55.31,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,2.78,-0.07,-7.81,3.6714658687303663,114.60000000000001,6294.TWO,28.0499992371,N/A,208.18,-395.68,N/A,-187.5
來億-KY,-14.96,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,13.02,0.75,5.05,7.13810316139767,450.75,6890.TW,214.5,N/A,316.5,-396.01,N/A,-79.51
華孚,-2.36,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,2.9,0.3,13.71,5.95303846327348,108.60000000000001,6235.TW,43.0999984741,N/A,344.45,-396.06,N/A,-51.61
耀億,67.24,2025,2026-03,🔄 轉虧為盈,⚪ 數據不足,-0.19,0.24,-2.42,0.0,-9.9,4430.TWO,17.2000007629,N/A,374.82,-397.4,N/A,-22.58
宏捷科,26.79,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,3.36,1.51,-7.61,17.391304347826086,117.30000000000001,8086.TWO,136.0,N/A,657.4,-397.88,N/A,259.52
景碩,3072.73,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,3.51,1.17,28.87,84.5018450184502,121.94999999999999,3189.TW,687.0,22.14%,471.97,-398.64000000000004,8.52%,73.33
和益,-20.13,2025,2026-03,⚠️ 獲利稀釋,⚪ 數據不足,1.23,0.55,-12.57,0.0,0.0,1709.TW,0.0,17.58%,438.93,-398.93,8.28%,40.0
勤誠,77.66,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,29.06,10.73,51.55,16.175660792951543,1089.6,8210.TW,1175.0,N/A,492.63,-399.15999999999997,N/A,93.47
金耘國際,23.4,2025,2026-03,🔄 轉虧為盈,⚪ 數據不足,-0.36,0.2,191.86,0.0,-11.850000000000001,4950.TWO,16.3999996185,N/A,586.98,-400.02,N/A,186.96
錼創科技-KY創,-276.79,2025,2026-03,📉 獲利侵蝕,⚪ 數據不足,-1.02,-2.14,-23.56,0.0,-149.25000000000003,6854.TW,118.5,N/A,14.56,-400.92,N/A,-386.36
郡都開發,-44.44,2025,2026-03,📉 獲利侵蝕,⚪ 數據不足,-0.13,-0.05,28.81,0.0,-5.3999999999999995,4402.TWO,15.75,15.04%,334.65,-401.32,-80.56%,-66.67
欣興,18.07,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,4.38,3.28,13.75,81.23791102514507,155.1,3037.TW,840.0,15.77%,830.09,-401.76000000000005,6.82%,428.33
達輝-KY,54.05,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,1.14,0.57,3.13,6.210691823899372,47.699999999999996,5276.TWO,19.75,N/A,474.91,-402.18,N/A,72.73
志信,-68.29,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,0.52,0.28,-2.19,16.904761677738094,12.6,2611.TW,14.1999998093,37.12%,557.65,-402.75,5.53%,154.9
松普,1000.0,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,0.11,0.09,-8.11,31.363636797045455,6.6,5488.TWO,13.8000001907,N/A,752.81,-402.80999999999995,N/A,350.0
健和興,-74.48,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,0.99,0.47,-3.28,34.42708253859375,28.799999999999997,3003.TW,66.0999984741,21.28%,407.81,-403.37,6.05%,4.44
時碩工業,-41.88,2025,2026-03,📉 獲利侵蝕,❌ 暫避觀望,1.36,0.37,3.73,27.65217324960869,34.50000000000001,4566.TW,63.5999984741,22.67%,349.69,-403.44,3.55%,-53.75
崑鼎,5.99,2025,2026-03,⚠️ 獲利稀釋,⚪ 數據不足,18.44,4.54,13.2,0.0,0.0,6803.TWO,0.0,N/A,403.93,-403.49,N/A,0.44
金橋,10.77,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,0.72,0.13,17.93,19.393939682954546,19.799999999999997,6133.TW,25.6000003815,N/A,412.13,-403.8,N/A,8.33
海柏特,-10.78,2025,2026-03,📉 獲利侵蝕,⚪ 數據不足,2.05,0.42,1.55,0.0,0.0,6884.TWO,0.0,N/A,404.41,-404.41,N/A,0.0
富宇,-79.5,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,1.23,2.76,-72.18,7.091062265952783,88.94999999999999,4907.TWO,42.0499992371,N/A,1224.69,-404.69000000000005,N/A,820.0
日勝化,-19.59,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,0.78,0.2,-12.95,19.025424375338986,17.7,1735.TW,22.4500007629,19.87%,423.58,-405.93,1.24%,17.65
信紘科,39.39,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,13.77,3.63,75.17,7.590855803048067,511.79999999999995,6667.TWO,259.0,N/A,414.73,-406.05,N/A,8.68
合一,10.29,2025,2026-03,⚠️ 獲利稀釋,⚪ 數據不足,-2.18,-0.31,9.49,0.0,-100.49999999999999,4743.TWO,56.7000007629,41.13%,414.88,-406.06,-478.52%,8.82
瑞儀,-40.24,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,9.4,2.29,-5.52,3.927648447381567,348.3,6176.TW,91.1999969482,N/A,404.8,-407.8,N/A,-3.0
萬國通,-126.47,2025,2026-03,📉 獲利侵蝕,⚪ 數據不足,-0.27,-0.03,-17.71,0.0,-15.9,9950.TWO,10.4499998093,N/A,286.39,-407.82,N/A,-121.43
展宇,-64.1,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,0.28,0.35,-15.76,27.957747016197178,10.65,1776.TW,19.8500003815,22.50%,558.67,-408.66999999999996,10.88%,150.0
謚源,-64.42,2025,2026-03,📉 獲利侵蝕,❌ 暫避觀望,0.95,0.27,-6.01,15.978836382486772,28.35,2235.TWO,30.2000007629,16.15%,360.59,-408.66999999999996,1.41%,-48.08
振大環球,-11.39,2025,2026-03,⚠️ 獲利稀釋,⚪ 數據不足,14.79,4.81,28.28,0.0,0.0,4441.TW,0.0,24.81%,410.79,-408.67,9.90%,2.12
創意,9.24,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,28.13,12.28,36.32,61.45404663923182,1093.5,3443.TW,4480.0,19.04%,480.34,-409.07,10.13%,71.27
台船,18.81,2025,2026-03,🔄 轉虧為盈,⚪ 數據不足,-1.77,0.07,50.27,0.0,-84.29999999999998,2208.TW,19.5,11.98%,520.84,-410.07000000000005,7.19%,110.77
長科*,-20.6,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,1.63,0.51,12.02,23.376964149685865,57.3,6548.TWO,89.3000030518,N/A,421.47,-410.11,N/A,11.36
友鋮,-40.13,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,3.75,1.5,1.44,5.610641055126965,124.05,7718.TWO,46.4000015259,N/A,471.19,-410.32,N/A,60.87
聯德控股-KY,-70.28,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,1.98,1.35,10.44,11.041131301529562,116.7,4912.TW,85.9000015259,22.10%,426.7,-410.77,9.53%,15.93
旭富,-79.87,2025,2026-03,📉 獲利侵蝕,❌ 暫避觀望,0.9,0.17,-11.81,21.30952380952381,31.5,4119.TW,44.75,28.02%,374.73,-411.77000000000004,12.04%,-37.04
中釉,-42.42,2025,2026-03,📉 獲利侵蝕,❌ 暫避觀望,0.19,0.05,3.41,110.9090891752273,6.6,1809.TW,48.7999992371,21.38%,413.58,-413.58,1.74%,0.0
樺漢,10.59,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,23.26,5.15,-2.8,7.198128486593486,833.55,6414.TW,400.0,N/A,400.46,-414.90999999999997,N/A,-14.45
三商電,6.99,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,1.53,0.28,33.95,6.6047744346153845,56.55,2427.TW,24.8999996185,16.95%,368.77,-415.94,3.22%,-47.17
欣高,-14.34,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,2.45,0.69,-19.51,5.47029728150165,90.9,9931.TW,33.1500015259,N/A,406.89,-416.09999999999997,N/A,-9.21
光寶科,28.09,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,6.64,1.66,21.11,13.20520768753875,241.95,2301.TW,213.0,21.72%,427.96,-417.82,10.49%,10.14
邁科,151.41,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,4.94,0.66,84.7,82.53461128860489,140.85000000000002,6831.TW,775.0,N/A,617.94,-417.94000000000005,N/A,200.0
泰碩,-40.47,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,1.8,0.27,-3.54,14.71739064091304,69.00000000000001,3338.TW,67.6999969482,21.43%,361.34,-418.01,4.40%,-56.67
廣錠,-94.72,2025,2026-03,📉 獲利侵蝕,⚪ 數據不足,-5.16,-1.36,-56.46,0.0,-198.90000000000003,6441.TWO,22.75,N/A,311.42,-420.65000000000003,N/A,-109.23
力士,-124.23,2025,2026-03,🔄 轉虧為盈,⚪ 數據不足,-5.26,0.1,10.31,0.0,-207.6,4923.TWO,60.5,25.62%,527.37,-421.78,-11.28%,105.59
頎邦,-32.79,2025,2026-03,📉 獲利侵蝕,❌ 暫避觀望,3.74,0.59,5.49,23.781212841854934,126.15,6147.TWO,200.0,N/A,387.41,-421.85,N/A,-34.44
中鼎,-20.92,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,1.91,1.0,-23.41,28.10810707709459,22.200000000000003,9933.TW,41.5999984741,N/A,589.15,-423.15,N/A,166.0
