advice,price,pe,date,expansion,om,symbol,name,rev_yoy,est_price,prev_eps,prev_rev_yoy,gm,prev_year,status,eps_yoy,prev_eps_yoy,eps
⚪ 數據不足,10.6999998093,0.0,2026-03,-315.06,-1.86%,1316.TW,上曜,356.44,-30.449999999999996,-0.52,195.34,30.65%,2025,⚠️ 獲利稀釋,41.38,35.21,-0.19
⚪ 中性觀察,154.5,13.660477453580901,2026-03,-315.13,0.74%,4569.TW,六方科-KY,344.16,169.65,4.13,25.19,15.14%,2025,⚠️ 獲利稀釋,29.03,-47.66,3.22
❌ 暫避觀望,29.1499996185,28.30097050339806,2026-03,-315.78,N/A,6508.TWO,惠光,303.58,15.450000000000001,0.27,-4.08,N/A,2025,📉 獲利侵蝕,-12.2,-74.77,0.36
⚪ 中性觀察,30.0499992371,7.456575493076924,2026-03,-316.37,6.75%,2105.TW,正新,343.04,60.44999999999999,1.5,-5.68,22.84%,2025,⚠️ 獲利稀釋,26.67,-39.27,0.57
⚪ 數據不足,0.0,0.0,2026-03,-316.44000000000005,-2.51%,3591.TW,艾笛森,338.66,0.0,-0.34,-9.81,21.48%,2025,🔄 轉虧為盈,22.22,-132.32,0.12
⚪ 中性觀察,32.0499992371,6.409999847420001,2026-03,-318.08,N/A,5009.TWO,榮剛,293.89,75.0,2.2,-10.14,N/A,2025,📉 獲利侵蝕,-24.19,-50.0,0.5
⚪ 中性觀察,98.3000030518,11.364162202520232,2026-03,-318.43,N/A,6863.TW,永道-KY,242.64,129.75,3.0,-14.3,N/A,2025,📉 獲利侵蝕,-75.79,-73.47,0.61
⚪ 數據不足,17.2999992371,0.0,2026-03,-318.53999999999996,N/A,6431.TW,光麗-KY,313.28,-73.94999999999999,-2.07,-1.12,N/A,2025,📉 獲利侵蝕,-5.26,17.15,-0.4
⚪ 數據不足,32.8499984741,0.0,2026-03,-318.9,N/A,6969.TW,成信實業*-創,168.9,-9.3,-0.09,79.86,N/A,2025,📉 獲利侵蝕,-150.0,95.65,-0.05
⚪ 數據不足,141.0,0.0,2026-03,-318.90999999999997,N/A,6617.TWO,共信-KY,74.47,-30.450000000000003,-0.92,13.75,N/A,2025,📉 獲利侵蝕,-244.44,-38.46,-0.32
⚪ 數據不足,21.1499996185,0.0,2026-03,-319.8,N/A,5230.TWO,雷笛克光學,364.7,-60.6,-1.35,-14.66,N/A,2025,⚠️ 獲利稀釋,44.9,-338.6,-0.28
⚪ 數據不足,22.0,0.0,2026-03,-320.69,N/A,5015.TWO,華祺,271.71,-13.799999999999999,0.06,-4.99,N/A,2025,📉 獲利侵蝕,-48.98,-97.61,0.25
⚪ 中性觀察,320.5,9.513208667260315,2026-03,-321.18,9.15%,3023.TW,信邦,314.69,505.34999999999997,13.02,-6.24,23.64%,2025,📉 獲利侵蝕,-6.49,-11.43,3.6
⚪ 中性觀察,209.0,8.063271604938272,2026-03,-321.40999999999997,14.20%,3357.TWO,臺慶科,334.59,388.79999999999995,10.26,20.3,28.44%,2025,⚠️ 獲利稀釋,13.18,30.29,2.51
❌ 暫避觀望,1045.0,22.219859664044225,2026-03,-322.13,24.30%,2368.TW,金像電,411.46,705.45,19.47,54.05,33.66%,2025,⚠️ 獲利稀釋,89.33,64.8,6.87
⚪ 中性觀察,20.2000007629,7.859922475836575,2026-03,-323.06,0.16%,3038.TW,全台,292.45,38.550000000000004,1.1,-16.5,20.87%,2025,📉 獲利侵蝕,-30.61,-50.0,0.37
❌ 暫避觀望,41.4500007629,31.64122195641221,2026-03,-323.71000000000004,4.03%,4561.TWO,健椿,316.3,19.650000000000002,0.66,-22.51,19.95%,2025,📉 獲利侵蝕,-7.41,-79.88,0.25
⚪ 中性觀察,71.0999984741,8.2006918655248,2026-03,-324.37,5.11%,1582.TW,信錦,257.7,130.05,3.45,-7.71,21.08%,2025,📉 獲利侵蝕,-66.67,-51.27,0.35
⚪ 中性觀察,27.1499996185,6.403301796816038,2026-03,-324.52,12.75%,2415.TW,錩新,366.19,63.6,1.81,3.4,25.38%,2025,⚠️ 獲利稀釋,41.67,58.77,0.35
⚪ 中性觀察,29.0499992371,6.740139034129931,2026-03,-327.45000000000005,N/A,9908.TW,大台北,345.97,64.64999999999999,1.72,1.69,N/A,2025,⚠️ 獲利稀釋,18.52,0.6,0.33
⚪ 中性觀察,149.0,9.231722428748451,2026-03,-327.51,N/A,6732.TWO,昇佳電子,333.31,242.10000000000002,6.22,-7.67,N/A,2025,⚠️ 獲利稀釋,5.8,-43.71,2.19
⚪ 中性觀察,61.7999992371,8.1854303625298,2026-03,-328.4,-1.87%,2397.TW,友通,310.12,113.25000000000001,2.49,14.61,25.36%,2025,📉 獲利侵蝕,-18.28,-28.03,0.76
⚪ 中性觀察,43.7000007629,8.32380966912381,2026-03,-328.71999999999997,10.08%,2497.TW,怡利電,331.39,78.75,2.37,-3.38,25.76%,2025,⚠️ 獲利稀釋,2.67,-21.36,0.8
⚪ 中性觀察,54.7999992371,7.116883017805194,2026-03,-329.09,4.56%,2453.TW,凌群,330.21,115.50000000000001,3.12,7.21,24.39%,2025,⚠️ 獲利稀釋,1.12,1.96,0.9
⚪ 中性觀察,66.0999984741,7.039403458370607,2026-03,-330.46999999999997,N/A,6967.TWO,汎瑋材料,397.14,140.85000000000002,4.02,5.45,N/A,2025,⚠️ 獲利稀釋,66.67,26.43,1.07
❌ 暫避觀望,82.0999984741,23.935859613440233,2026-03,-330.52999999999986,8.56%,4739.TW,康普,1078.36,51.45,1.56,51.17,14.91%,2025,⚠️ 獲利稀釋,747.83,9.15,1.51
❌ 暫避觀望,50.9000015259,16.85430514102649,2026-03,-330.84,N/A,8074.TWO,鉅橡,447.51,45.3,1.35,4.4,N/A,2025,⚠️ 獲利稀釋,116.67,15.38,0.52
❌ 暫避觀望,59.2000007629,24.97890327548523,2026-03,-331.19,14.09%,3530.TW,晶相光,506.19,35.550000000000004,1.74,6.6,31.94%,2025,⚠️ 獲利稀釋,175.0,230.83,0.44
⚪ 數據不足,29.4500007629,0.0,2026-03,-331.56,N/A,8291.TWO,尚茂,125.31,-75.75,-1.95,-71.56,N/A,2025,📉 獲利侵蝕,-206.25,-78.9,-0.49
⚪ 中性觀察,79.3000030518,8.723872722970297,2026-03,-331.65,N/A,6261.TWO,久元,324.12,136.35,4.23,5.64,N/A,2025,📉 獲利侵蝕,-7.53,4.19,0.85
❌ 暫避觀望,239.5,34.214285714285715,2026-03,-332.42,15.45%,4931.TWO,新盛力,339.67,104.99999999999999,3.13,22.86,26.27%,2025,⚠️ 獲利稀釋,7.25,26.02,1.48
⚪ 中性觀察,24.4500007629,8.956044235494506,2026-03,-333.13,8.66%,1409.TW,新纖,389.13,40.95,1.19,-14.65,22.79%,2025,⚠️ 獲利稀釋,56.0,13.33,0.39
❌ 暫避觀望,26.7000007629,89.000002543,2026-03,-333.35,-5.47%,4130.TWO,健亞,133.35,4.500000000000001,0.1,-3.61,34.00%,2025,📉 獲利侵蝕,-200.0,-56.52,-0.09
⚪ 中性觀察,37.7000007629,8.997613547231502,2026-03,-333.83,N/A,5215.TW,科嘉-KY,418.94,62.85000000000001,2.04,-4.56,N/A,2025,⚠️ 獲利稀釋,85.11,-45.45,0.87
⚪ 中性觀察,244.5,10.714285714285714,2026-03,-334.14,N/A,6435.TWO,大中,390.31,342.3,9.52,25.24,N/A,2025,⚠️ 獲利稀釋,56.17,56.88,3.67
⚪ 數據不足,75.0,0.0,2026-03,-334.65999999999997,N/A,6425.TWO,易發,458.27,-90.45,-1.61,-16.91,N/A,2025,🔄 轉虧為盈,123.61,-348.39,0.17
⚪ 數據不足,21.2000007629,0.0,2026-03,-335.88,4.80%,3531.TWO,先益,320.5,-10.5,0.3,-18.09,22.74%,2025,📉 獲利侵蝕,-15.38,-77.78,0.33
⚪ 中性觀察,31.3999996185,4.999999939251593,2026-03,-336.1,N/A,4942.TW,嘉彰,321.35,94.19999999999999,3.06,7.48,N/A,2025,📉 獲利侵蝕,-14.75,-26.62,0.52
❌ 暫避觀望,62.5,91.91176470588236,2026-03,-336.15,N/A,8234.TWO,新漢,158.96,10.2,0.39,5.19,N/A,2025,📉 獲利侵蝕,-177.19,-35.0,-0.44
⚪ 數據不足,16.6000003815,0.0,2026-03,-336.41,N/A,5348.TWO,正能量智能,378.91,-53.4,-1.49,-3.8,N/A,2025,⚠️ 獲利稀釋,42.5,-109.86,-0.23
⚪ 中性觀察,53.2000007629,13.502538264695431,2026-03,-337.78999999999996,N/A,8433.TWO,弘帆,319.83,59.1,3.17,-3.48,N/A,2025,📉 獲利侵蝕,-17.96,-67.55,1.37
❌ 暫避觀望,246.0,23.92996108949416,2026-03,-338.04,N/A,6861.TW,睿生光電,443.87,154.20000000000002,3.84,15.29,N/A,2025,⚠️ 獲利稀釋,105.83,4.08,2.12
⚪ 數據不足,47.5,0.0,2026-03,-338.47,-2.95%,1583.TW,程泰,440.91,-285.45000000000005,-4.83,-12.11,19.66%,2025,🔄 轉虧為盈,102.44,-142.57,0.18
⚪ 數據不足,33.5999984741,0.0,2026-03,-338.64,N/A,6560.TWO,欣普羅,423.64,-28.5,-0.16,123.75,N/A,2025,🔄 轉虧為盈,85.0,50.0,0.37
⚪ 中性觀察,132.5,9.195003469812631,2026-03,-339.59000000000003,N/A,6525.TW,捷敏-KY,353.67,216.14999999999998,5.88,14.03,N/A,2025,⚠️ 獲利稀釋,14.08,14.17,1.62
⚪ 中性觀察,69.0999984741,11.254071412719869,2026-03,-339.99,6.47%,1504.TW,東元,332.58,92.10000000000001,2.42,6.99,23.29%,2025,📉 獲利侵蝕,-7.41,-18.15,0.51
⚪ 中性觀察,23.1000003815,5.322580733064516,2026-03,-340.70000000000005,N/A,2477.TW,美隆電,305.41,65.1,1.68,-5.34,N/A,2025,📉 獲利侵蝕,-35.29,12.0,0.11
⚪ 數據不足,22.9500007629,0.0,2026-03,-341.05,-18.26%,4726.TWO,永昕,350.73,-88.94999999999999,-2.17,8.23,1.76%,2025,⚠️ 獲利稀釋,9.68,4.42,-0.56
❌ 暫避觀望,7.7399997711,24.96774119709677,2026-03,-341.15999999999997,N/A,5512.TWO,力麒,312.59,4.65,0.16,17.58,N/A,2025,📉 獲利侵蝕,-28.57,-11.76,0.05
⚪ 中性觀察,24.8500003815,2.5778008694502077,2026-03,-341.82,N/A,9904.TW,寶成,304.12,144.6,4.1,-4.71,N/A,2025,📉 獲利侵蝕,-37.7,-24.63,0.76
⚪ 數據不足,478.0,0.0,2026-03,-341.91,N/A,6643.TWO,M31,-9.15,-10.35,1.69,20.34,N/A,2025,🌑 雙重衰退,-351.06,-44.41,-1.18
⚪ 中性觀察,41.9500007629,3.4555190084761116,2026-03,-342.0,16.53%,2618.TW,長榮航,381.09,182.10000000000002,4.84,-0.31,22.90%,2025,⚠️ 獲利稀釋,39.09,-9.87,1.53
⚪ 中性觀察,71.4000015259,10.801815662012103,2026-03,-342.15,N/A,6175.TWO,立敦,343.52,99.14999999999999,2.68,-1.38,N/A,2025,⚠️ 獲利稀釋,1.37,-14.74,0.74
⚪ 數據不足,0.0,0.0,2026-03,-342.27,19.39%,2476.TW,鉅祥,349.82,0.0,4.36,12.66,32.99%,2025,⚠️ 獲利稀釋,7.55,-15.98,1.14
⚪ 中性觀察,10.8000001907,10.000000176574074,2026-03,-342.89,-5.65%,2323.TW,中環,402.3,16.200000000000003,1.58,-3.39,23.42%,2025,⚠️ 獲利稀釋,59.41,685.19,-0.41
⚪ 數據不足,39.4000015259,0.0,2026-03,-343.62,-5.18%,1711.TW,永光,372.19,-5.3999999999999995,-0.21,-7.34,17.63%,2025,🔄 轉虧為盈,28.57,-147.73,0.09
⚪ 中性觀察,126.0,5.338983050847458,2026-03,-343.79,N/A,9939.TW,宏全,340.36,354.0,9.1,1.65,N/A,2025,📉 獲利侵蝕,-3.43,-5.01,2.25
⚪ 中性觀察,109.5,5.769230769230769,2026-03,-345.14,12.50%,3689.TWO,湧德,337.45,284.7,7.55,20.51,30.92%,2025,📉 獲利侵蝕,-7.69,19.61,2.04
⚪ 數據不足,15.4499998093,0.0,2026-03,-345.26,N/A,6129.TWO,普誠,409.09,-44.85,-1.09,-2.06,N/A,2025,⚠️ 獲利稀釋,63.83,-9.0,-0.17
⚪ 中性觀察,115.5,13.524590163934427,2026-03,-346.63,10.72%,4755.TW,三福化,338.45,128.1,3.7,-9.17,22.24%,2025,📉 獲利侵蝕,-8.18,-9.76,1.01
❌ 暫避觀望,89.9000015259,21.404762268071426,2026-03,-346.71000000000004,N/A,7709.TWO,榮田,293.55,63.0,2.48,-31.16,N/A,2025,📉 獲利侵蝕,-53.16,-52.99,0.37
⚪ 中性觀察,67.5,5.344418052256532,2026-03,-347.21,N/A,9914.TW,美利達,325.07,189.45000000000002,4.01,-9.71,N/A,2025,📉 獲利侵蝕,-22.14,271.37,1.09
⚪ 中性觀察,98.6999969482,6.088833864787167,2026-03,-347.43,9.66%,2755.TWO,揚秦,345.63,243.15,6.44,20.09,27.43%,2025,📉 獲利侵蝕,-1.8,8.73,1.65
⚪ 中性觀察,59.9000015259,10.39930582046875,2026-03,-347.71999999999997,N/A,8099.TWO,大世科,423.28,86.39999999999999,2.53,27.49,N/A,2025,⚠️ 獲利稀釋,75.56,9.52,0.79
⚪ 中性觀察,38.3499984741,6.266339619950981,2026-03,-347.81,15.06%,2520.TW,冠德,312.37,91.79999999999998,2.61,-20.24,23.17%,2025,📉 獲利侵蝕,-35.44,-74.55,0.52
⚪ 中性觀察,150.5,10.41522491349481,2026-03,-348.15,N/A,6438.TW,迅得,367.88,216.75,5.24,26.29,N/A,2025,⚠️ 獲利稀釋,19.73,-29.85,1.76
⚪ 中性觀察,158.0,11.558156547183613,2026-03,-348.83,11.86%,4551.TW,智伸科,379.26,205.05,6.04,1.71,23.25%,2025,⚠️ 獲利稀釋,30.43,-27.14,2.7
⚪ 中性觀察,164.5,7.935359382537385,2026-03,-349.53999999999996,10.67%,2480.TW,敦陽科,366.95,310.95,8.0,11.38,24.08%,2025,⚠️ 獲利稀釋,17.41,6.67,2.63
⚪ 中性觀察,46.6500015259,6.461219047908588,2026-03,-349.59,14.07%,2027.TW,大成鋼,426.15,108.3,2.88,12.63,25.55%,2025,⚠️ 獲利稀釋,76.56,77.93,1.17
⚪ 數據不足,12.0,0.0,2026-03,-350.82,N/A,8201.TW,無敵,340.82,-16.950000000000003,-0.35,1.42,N/A,2025,📉 獲利侵蝕,-10.0,60.23,-0.11
⚪ 中性觀察,26.6000003815,4.626087022869565,2026-03,-351.45,N/A,1104.TW,環泥,349.07,86.25,2.56,-0.42,N/A,2025,📉 獲利侵蝕,-2.38,18.52,0.41
❌ 暫避觀望,52.0999984741,96.48147865574073,2026-03,-351.84,N/A,5309.TWO,系統電,318.51,8.100000000000001,0.27,9.13,N/A,2025,📉 獲利侵蝕,-33.33,-57.38,0.09
⚪ 中性觀察,17.5499992371,6.909448518543307,2026-03,-352.17999999999995,N/A,4440.TW,宜新實業,1180.75,38.1,1.14,-4.85,N/A,2025,⚠️ 獲利稀釋,828.57,-35.23,0.51
⚪ 中性觀察,42.25,6.382175226586103,2026-03,-352.58,N/A,6754.TW,匯僑設計,293.96,99.3,3.41,-30.87,N/A,2025,📉 獲利侵蝕,-58.62,-46.72,0.12
❌ 暫避觀望,4895.0,45.39553000092739,2026-03,-352.75,19.80%,2383.TW,台光電,401.75,1617.45,41.67,46.42,28.58%,2025,⚠️ 獲利稀釋,49.0,47.96,14.9
❌ 暫避觀望,19.6499996185,18.027522585779817,2026-03,-353.52,N/A,6276.TWO,安鈦克,155.69,16.35,0.92,20.19,N/A,2025,📉 獲利侵蝕,-197.83,142.59,-0.9
⚪ 中性觀察,32.5,2.7993109388458226,2026-03,-353.81000000000006,N/A,6807.TW,峰源-KY,286.97,174.14999999999998,4.69,-14.72,N/A,2025,📉 獲利侵蝕,-66.84,-47.18,0.63
⚪ 中性觀察,283.5,5.446685878962536,2026-03,-354.47999999999996,11.87%,3413.TW,京鼎,318.21,780.75,21.44,26.66,23.90%,2025,📉 獲利侵蝕,-36.27,-12.83,4.28
⚪ 中性觀察,43.0,7.775768535262207,2026-03,-354.85999999999996,N/A,8931.TWO,大汽電,306.21,82.94999999999999,1.87,-1.74,N/A,2025,📉 獲利侵蝕,-48.65,-19.4,0.38
❌ 暫避觀望,42.1500015259,15.383212235729927,2026-03,-354.98,1.57%,3704.TW,合勤控,296.16,41.1,1.56,-2.6,30.58%,2025,📉 獲利侵蝕,-58.82,10.87,0.29
⚪ 數據不足,68.5,0.0,2026-03,-355.28999999999996,-13.38%,1595.TWO,川寶,237.64,-88.5,-1.95,-21.77,26.86%,2025,📉 獲利侵蝕,-117.65,-3800.0,-0.74
❌ 暫避觀望,98.1999969482,19.105057772023343,2026-03,-355.85,N/A,6215.TW,和椿,572.52,77.10000000000001,2.08,50.12,N/A,2025,⚠️ 獲利稀釋,216.67,-1.42,1.14
❌ 暫避觀望,16.6000003815,57.24138062586207,2026-03,-356.64,1.48%,2106.TW,建大,428.07,4.35,0.13,-0.7,20.30%,2025,⚠️ 獲利稀釋,71.43,-90.0,0.12
⚪ 中性觀察,198.5,10.68928379106085,2026-03,-357.75,7.03%,1503.TW,士電,376.47,278.55,6.27,6.01,17.20%,2025,⚠️ 獲利稀釋,18.72,7.92,2.79
❌ 暫避觀望,38.3499984741,225.58822631823526,2026-03,-357.90000000000003,N/A,6624.TWO,萬年清,529.33,2.5500000000000003,0.36,-10.21,N/A,2025,⚠️ 獲利稀釋,171.43,-52.17,0.05
⚪ 數據不足,47.2000007629,0.0,2026-03,-359.76,N/A,6928.TW,攸泰科技,242.37,-11.1,-0.73,-2.54,N/A,2025,📉 獲利侵蝕,-117.39,6.41,-0.04
❌ 暫避觀望,20.6000003815,93.63636537045446,2026-03,-360.16,N/A,8426.TWO,紅木-KY,395.54,3.300000000000003,1.85,-5.62,N/A,2025,⚠️ 獲利稀釋,35.38,-63.22,-0.42
⚪ 中性觀察,38.25,4.9482535575679165,2026-03,-360.24,5.60%,3501.TW,維熹,271.35,115.95,3.0,-6.46,18.84%,2025,📉 獲利侵蝕,-88.89,-50.98,0.15
⚪ 中性觀察,116.0,5.942622950819672,2026-03,-360.24,9.93%,1537.TW,廣隆,346.01,292.8,7.95,-18.5,18.72%,2025,📉 獲利侵蝕,-14.23,-32.28,2.11
⚪ 中性觀察,117.5,7.669712793733681,2026-03,-360.29999999999995,9.60%,3004.TW,豐達科,356.78,229.8,5.85,15.8,24.39%,2025,📉 獲利侵蝕,-3.52,-24.15,1.92
⚪ 中性觀察,19.6000003815,6.666666796428571,2026-03,-360.43,-4.13%,1473.TW,台南,315.63,44.1,0.57,-10.32,13.69%,2025,📉 獲利侵蝕,-44.8,-81.13,0.69
⚪ 中性觀察,106.0,13.333333333333332,2026-03,-360.71,7.70%,3430.TWO,奇鈦科,384.64,119.25,3.15,16.19,23.03%,2025,⚠️ 獲利稀釋,23.93,-34.24,1.45
⚪ 中性觀察,89.8000030518,7.8771932501578945,2026-03,-361.08,N/A,5243.TW,乙盛-KY,408.08,171.0,4.4,-7.74,N/A,2025,⚠️ 獲利稀釋,47.0,30.95,1.47
⚪ 數據不足,11.6999998093,0.0,2026-03,-361.12,-1.07%,3050.TW,鈺德,172.23,-2.7,0.04,0.72,27.89%,2025,📉 獲利侵蝕,-188.89,-92.73,-0.07
⚪ 中性觀察,301.5,12.917737789203088,2026-03,-362.65,28.21%,2449.TW,京元電子,315.93,350.09999999999997,9.01,30.08,37.66%,2025,📉 獲利侵蝕,-46.72,41.67,1.87
⚪ 中性觀察,60.4000015259,14.731707689243905,2026-03,-363.38,N/A,8162.TW,微矽電子-創,303.38,61.49999999999999,1.57,19.79,N/A,2025,📉 獲利侵蝕,-60.0,23.62,0.12
❌ 暫避觀望,806.0,40.74823053589484,2026-03,-364.06,18.24%,3167.TW,大量,572.88,296.70000000000005,8.13,95.35,42.12%,2025,⚠️ 獲利稀釋,208.82,474.47,3.19
⚪ 數據不足,19.1000003815,0.0,2026-03,-364.25,N/A,3027.TW,盛達,280.38,-12.75,-1.06,4.18,N/A,2025,🔄 轉虧為盈,-83.87,-342.86,0.05
⚪ 中性觀察,524.0,10.706988148753576,2026-03,-365.02,17.08%,3044.TW,健鼎,390.24,734.1,19.45,11.54,25.47%,2025,⚠️ 獲利稀釋,25.22,21.94,5.61
⚪ 數據不足,17.3999996185,0.0,2026-03,-365.13,N/A,6153.TW,嘉聯益,409.13,-148.64999999999998,-4.38,-25.69,N/A,2025,⚠️ 獲利稀釋,44.0,0.46,-0.56
⚪ 中性觀察,120.0,13.937282229965158,2026-03,-368.14,12.13%,2478.TW,大毅,396.55,129.14999999999998,3.45,7.81,24.27%,2025,⚠️ 獲利稀釋,28.41,8.95,1.14
❌ 暫避觀望,57.0,52.777777777777786,2026-03,-368.59999999999997,N/A,6155.TW,鈞寶,311.46,16.2,0.74,10.87,N/A,2025,📉 獲利侵蝕,-57.14,-23.71,0.18
⚪ 中性觀察,28.8500003815,13.937198251932369,2026-03,-368.68,9.12%,2108.TW,南帝,378.36,31.049999999999997,0.83,-16.0,25.29%,2025,⚠️ 獲利稀釋,9.68,-27.19,0.34
⚪ 數據不足,26.9500007629,0.0,2026-03,-369.19,N/A,1530.TW,亞崴,474.55,-137.25,-2.45,0.45,N/A,2025,🔄 轉虧為盈,105.36,-152.78,0.18
⚪ 中性觀察,52.4000015259,5.441329338099689,2026-03,-369.86,N/A,8936.TWO,國統,403.64,144.45,4.08,20.29,N/A,2025,⚠️ 獲利稀釋,33.78,21.07,0.99
⚪ 數據不足,16.5499992371,0.0,2026-03,-370.95,-21.05%,3057.TW,喬鼎,273.28,-14.55,-0.88,1.86,29.42%,2025,🔄 轉虧為盈,-97.67,46.34,0.02
❌ 暫避觀望,29.3999996185,19.99999974047619,2026-03,-371.24,N/A,5426.TWO,振發,341.24,22.05,0.52,17.01,N/A,2025,📉 獲利侵蝕,-30.0,-47.47,0.28
⚪ 中性觀察,133.5,10.364906832298137,2026-03,-371.5,N/A,6924.TW,榮惠-KY創,442.71,193.2,5.68,-3.92,N/A,2025,⚠️ 獲利稀釋,71.21,-16.96,2.26
⚪ 中性觀察,30.4500007629,5.566727744588665,2026-03,-372.25,N/A,6194.TWO,育富,305.92,82.05000000000001,2.19,-2.95,N/A,2025,📉 獲利侵蝕,-66.33,-47.23,0.33
⚪ 中性觀察,23.7999992371,5.876543021506173,2026-03,-372.75,2.75%,2063.TWO,世鎧,336.21,60.75,1.72,-13.1,17.29%,2025,📉 獲利侵蝕,-36.54,-10.88,0.33
⚪ 中性觀察,67.3000030518,12.462963528111112,2026-03,-373.78999999999996,8.17%,2374.TW,佳能,507.12,80.99999999999999,2.44,60.25,21.67%,2025,⚠️ 獲利稀釋,133.33,28.57,0.73
⚪ 中性觀察,35.2999992371,7.233606401045082,2026-03,-373.94,4.13%,3206.TWO,志豐,315.88,73.20000000000002,2.02,-13.21,21.42%,2025,📉 獲利侵蝕,-58.06,-50.73,0.26
⚪ 中性觀察,35.4000015259,3.831168996309524,2026-03,-374.61,N/A,6474.TWO,華豫寧,352.87,138.6,3.49,-5.94,N/A,2025,📉 獲利侵蝕,-21.74,19.85,0.9
❌ 暫避觀望,71.6999969482,20.662823328011523,2026-03,-375.40000000000003,3.94%,1717.TW,長興,398.73,52.050000000000004,1.41,-7.93,21.29%,2025,⚠️ 獲利稀釋,23.33,-9.62,0.37
❌ 暫避觀望,70.0,51.0948905109489,2026-03,-375.42,6.31%,2484.TW,希華,412.92,20.55,0.65,10.07,21.81%,2025,⚠️ 獲利稀釋,37.5,-34.34,0.33
❌ 暫避觀望,265.0,58.888888888888886,2026-03,-375.75,N/A,8039.TW,台虹,478.88,67.5,2.07,6.75,N/A,2025,⚠️ 獲利稀釋,103.13,-11.69,0.65
❌ 暫避觀望,791.0,45.82850521436849,2026-03,-375.76,5.81%,3026.TW,禾伸堂,446.0,258.9,6.58,5.01,17.62%,2025,⚠️ 獲利稀釋,70.24,12.1,2.86
⚪ 中性觀察,74.1999969482,8.69871007599062,2026-03,-376.49,2.40%,3483.TWO,力致,559.82,127.95000000000002,3.74,0.02,18.01%,2025,⚠️ 獲利稀釋,183.33,-53.89,0.17
⚪ 中性觀察,31.1000003815,13.122363030168776,2026-03,-378.04,N/A,6835.TW,圓裕,283.66,35.550000000000004,0.97,-2.38,N/A,2025,📉 獲利侵蝕,-94.38,-76.35,0.05
⚪ 中性觀察,190.0,6.375838926174497,2026-03,-379.13,N/A,5288.TW,豐祥-KY,374.33,446.99999999999994,12.25,-6.57,N/A,2025,📉 獲利侵蝕,-4.8,-27.39,3.59
❌ 暫避觀望,32.4500007629,15.526316154497604,2026-03,-379.19999999999993,N/A,8038.TWO,長園科,612.53,31.350000000000005,0.92,237.84,N/A,2025,⚠️ 獲利稀釋,233.33,160.13,0.24
⚪ 中性觀察,39.3499984741,3.8278208632392996,2026-03,-379.2,N/A,8249.TW,菱光,316.24,154.2,4.03,-11.42,N/A,2025,📉 獲利侵蝕,-62.96,15.99,0.37
⚪ 中性觀察,133.5,9.277275886031966,2026-03,-379.52,N/A,6753.TW,龍德造船,461.95,215.85000000000002,5.98,2.49,N/A,2025,⚠️ 獲利稀釋,82.43,-6.72,2.7
⚪ 中性觀察,63.7999992371,4.307900016009453,2026-03,-380.01,4.93%,2206.TW,三陽工業,368.25,222.15,5.78,-4.56,18.31%,2025,📉 獲利侵蝕,-11.76,-3.34,1.37
⚪ 中性觀察,23.8500003815,5.218818464223194,2026-03,-380.22999999999996,6.19%,2115.TW,六暉-KY,326.78,68.55000000000001,1.58,-4.72,18.21%,2025,📉 獲利侵蝕,-53.45,-22.93,0.27
⚪ 中性觀察,38.0,8.67579908675799,2026-03,-380.58,N/A,8349.TWO,�矬�,382.05,65.7,1.93,-12.83,N/A,2025,⚠️ 獲利稀釋,1.47,-53.88,0.61
⚪ 中性觀察,68.4000015259,6.042402961651943,2026-03,-380.99,N/A,9910.TW,豐泰,339.61,169.8,5.1,-4.54,N/A,2025,📉 獲利侵蝕,-41.38,-14.14,0.68
❌ 暫避觀望,83.1999969482,15.378927347171903,2026-03,-383.32000000000005,4.42%,3444.TWO,利機,335.22,81.15,2.15,10.54,18.10%,2025,📉 獲利侵蝕,-48.1,-10.04,0.41
⚪ 中性觀察,19.5499992371,10.861110687277778,2026-03,-383.87,3.03%,4720.TW,德淵,344.48,27.0,0.74,-2.31,23.02%,2025,📉 獲利侵蝕,-39.39,-47.52,0.2
❌ 暫避觀望,19.1499996185,26.597221692361114,2026-03,-384.15999999999997,N/A,8927.TWO,北基,734.16,10.799999999999999,0.35,-14.5,N/A,2025,⚠️ 獲利稀釋,350.0,-72.09,0.18
❌ 暫避觀望,39.4000015259,281.4285823278572,2026-03,-385.19000000000005,N/A,6708.TWO,天擎,62.97,2.0999999999999996,0.25,42.33,N/A,2025,📉 獲利侵蝕,-322.22,180.65,-0.2
⚪ 中性觀察,61.0999984741,5.066334865182421,2026-03,-386.04,-1.94%,2609.TW,陽明,304.43,180.9,4.9,-26.56,5.67%,2025,📉 獲利侵蝕,-81.61,-73.34,0.41
⚪ 中性觀察,52.7999992371,12.541567514750595,2026-03,-386.2,-0.45%,3015.TW,全漢,471.2,63.15,1.86,12.58,17.44%,2025,⚠️ 獲利稀釋,85.0,-13.89,0.37
❌ 暫避觀望,40.0499992371,18.3715592830734,2026-03,-386.24,-66.51%,2491.TW,吉祥全,559.52,32.699999999999996,1.43,-10.43,43.42%,2025,⚠️ 獲利稀釋,173.28,457.5,0.85
❌ 暫避觀望,44.2000007629,27.116564885214725,2026-03,-386.54,N/A,6982.TWO,大井泵浦,299.04,24.45,0.06,0.3,N/A,2025,📉 獲利侵蝕,-87.5,-97.61,0.1
