prev_year,gm,rev_yoy,prev_eps_yoy,om,eps,date,status,advice,prev_eps,name,eps_yoy,symbol,expansion,price,pe,est_price,prev_rev_yoy
2025,N/A,529.33,-52.17,N/A,0.05,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,0.36,萬年清,171.43,6624.TWO,-357.90000000000003,40.5999984741,238.82352043588233,2.5500000000000003,-10.21
2025,N/A,242.37,6.41,N/A,-0.04,2026-03,📉 獲利侵蝕,⚪ 數據不足,-0.73,攸泰科技,-117.39,6928.TW,-359.76,53.2999992371,0.0,-11.1,-2.54
2025,N/A,395.54,-63.22,N/A,-0.42,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,1.85,紅木-KY,35.38,8426.TWO,-360.16,19.9500007629,90.68182164954537,3.300000000000003,-5.62
2025,18.84%,271.35,-50.98,5.60%,0.15,2026-03,📉 獲利侵蝕,⚪ 中性觀察,3.0,維熹,-88.89,3501.TW,-360.24,40.5,5.239327296248383,115.95,-6.46
2025,18.72%,346.01,-32.28,9.93%,2.11,2026-03,📉 獲利侵蝕,⚪ 中性觀察,7.95,廣隆,-14.23,1537.TW,-360.24,126.0,6.454918032786885,292.8,-18.5
2025,24.39%,356.78,-24.15,9.60%,1.92,2026-03,📉 獲利侵蝕,⚪ 中性觀察,5.85,豐達科,-3.52,3004.TW,-360.29999999999995,153.5,10.01958224543081,229.8,15.8
2025,13.69%,315.63,-81.13,-4.13%,0.69,2026-03,📉 獲利侵蝕,⚪ 中性觀察,0.57,台南,-44.8,1473.TW,-360.43,20.2000007629,6.870748558809524,44.1,-10.32
2025,23.03%,384.64,-34.24,7.70%,1.45,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,3.15,奇鈦科,23.93,3430.TWO,-360.71,128.0,16.10062893081761,119.25,16.19
2025,N/A,408.08,30.95,N/A,1.47,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,4.4,乙盛-KY,47.0,5243.TW,-361.08,97.8000030518,8.578947636122807,171.0,-7.74
2025,27.89%,172.23,-92.73,-1.07%,-0.07,2026-03,📉 獲利侵蝕,⚪ 數據不足,0.04,鈺德,-188.89,3050.TW,-361.12,12.4499998093,0.0,-2.7,0.72
2025,37.66%,315.93,41.67,28.21%,1.87,2026-03,📉 獲利侵蝕,⚪ 中性觀察,9.01,京元電子,-46.72,2449.TW,-362.65,308.5,13.217652099400173,350.09999999999997,30.08
2025,N/A,303.38,23.62,N/A,0.12,2026-03,📉 獲利侵蝕,❌ 暫避觀望,1.57,微矽電子-創,-60.0,8162.TW,-363.38,78.0999984741,19.04878011563415,61.49999999999999,19.79
2025,42.12%,572.88,474.47,18.24%,3.19,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,8.13,大量,208.82,3167.TW,-364.06,775.0,39.18099089989889,296.70000000000005,95.35
2025,N/A,280.38,-342.86,N/A,0.05,2026-03,🔄 轉虧為盈,⚪ 數據不足,-1.06,盛達,-83.87,3027.TW,-364.25,20.3999996185,0.0,-12.75,4.18
2025,25.47%,390.24,21.94,17.08%,5.61,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,19.45,健鼎,25.22,3044.TW,-365.02,448.5,9.164282795259501,734.1,11.54
2025,N/A,409.13,0.46,N/A,-0.56,2026-03,⚠️ 獲利稀釋,⚪ 數據不足,-4.38,嘉聯益,44.0,6153.TW,-365.13,19.7000007629,0.0,-148.64999999999998,-25.69
2025,24.27%,396.55,8.95,12.13%,1.14,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,3.45,大毅,28.41,2478.TW,-368.14,174.0,20.20905923344948,129.14999999999998,7.81
2025,N/A,311.46,-23.71,N/A,0.18,2026-03,📉 獲利侵蝕,❌ 暫避觀望,0.74,鈞寶,-57.14,6155.TW,-368.59999999999997,73.1999969482,67.77777495203705,16.2,10.87
2025,25.29%,378.36,-27.19,9.12%,0.34,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,0.83,南帝,9.68,2108.TW,-368.68,28.8500003815,13.937198251932369,31.049999999999997,-16.0
2025,N/A,474.55,-152.78,N/A,0.18,2026-03,🔄 轉虧為盈,⚪ 數據不足,-2.45,亞崴,105.36,1530.TW,-369.19,28.75,0.0,-137.25,0.45
2025,N/A,403.64,21.07,N/A,0.99,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,4.08,國統,33.78,8936.TWO,-369.86,55.5999984741,5.773623932928349,144.45,20.29
2025,29.42%,273.28,46.34,-21.05%,0.02,2026-03,🔄 轉虧為盈,⚪ 數據不足,-0.88,喬鼎,-97.67,3057.TW,-370.95,19.0,0.0,-14.55,1.86
2025,N/A,341.24,-47.47,N/A,0.28,2026-03,📉 獲利侵蝕,❌ 暫避觀望,0.52,振發,-30.0,5426.TWO,-371.24,29.9500007629,20.37415017884354,22.05,17.01
2025,N/A,442.71,-16.96,N/A,2.26,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,5.68,榮惠-KY創,71.21,6924.TW,-371.5,130.0,10.093167701863354,193.2,-3.92
2025,N/A,305.92,-47.23,N/A,0.33,2026-03,📉 獲利侵蝕,⚪ 中性觀察,2.19,育富,-66.33,6194.TWO,-372.25,31.7999992371,5.813528196910419,82.05000000000001,-2.95
2025,17.29%,336.21,-10.88,2.75%,0.33,2026-03,📉 獲利侵蝕,⚪ 中性觀察,1.72,世鎧,-36.54,2063.TWO,-372.75,24.2000007629,5.975308830345679,60.75,-13.1
2025,21.67%,507.12,28.57,8.17%,0.73,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,2.44,佳能,133.33,2374.TW,-373.78999999999996,75.0,13.888888888888891,80.99999999999999,60.25
2025,21.42%,315.88,-50.73,4.13%,0.26,2026-03,📉 獲利侵蝕,⚪ 中性觀察,2.02,志豐,-58.06,3206.TWO,-373.94,38.4000015259,7.868852771700819,73.20000000000002,-13.21
2025,N/A,352.87,19.85,N/A,0.9,2026-03,📉 獲利侵蝕,⚪ 中性觀察,3.49,華豫寧,-21.74,6474.TWO,-374.61,38.75,4.1937229437229435,138.6,-5.94
2025,21.29%,398.73,-9.62,3.94%,0.37,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,1.41,長興,23.33,1717.TW,-375.40000000000003,73.8000030518,21.26801240685879,52.050000000000004,-7.93
2025,21.81%,412.92,-34.34,6.31%,0.33,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,0.65,希華,37.5,2484.TW,-375.42,90.6999969482,66.20437733445254,20.55,10.07
2025,N/A,478.88,-11.69,N/A,0.65,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,2.07,台虹,103.13,8039.TW,-375.75,154.0,34.22222222222222,67.5,6.75
2025,17.62%,446.0,12.1,5.81%,2.86,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,6.58,禾伸堂,70.24,3026.TW,-375.76,1005.0,58.22711471610661,258.9,5.01
2025,18.01%,559.82,-53.89,2.40%,0.17,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,3.74,力致,183.33,3483.TWO,-376.49,86.1999969482,10.105509607057442,127.95000000000002,0.02
2025,N/A,283.66,-76.35,N/A,0.05,2026-03,📉 獲利侵蝕,⚪ 中性觀察,0.97,圓裕,-94.38,6835.TW,-378.04,34.3499984741,14.493670242236286,35.550000000000004,-2.38
2025,N/A,374.33,-27.39,N/A,3.59,2026-03,📉 獲利侵蝕,⚪ 中性觀察,12.25,豐祥-KY,-4.8,5288.TW,-379.13,190.0,6.375838926174497,446.99999999999994,-6.57
2025,N/A,612.53,160.13,N/A,0.24,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,0.92,長園科,233.33,8038.TWO,-379.19999999999993,44.4000015259,21.244019868851673,31.350000000000005,237.84
2025,N/A,316.24,15.99,N/A,0.37,2026-03,📉 獲利侵蝕,⚪ 中性觀察,4.03,菱光,-62.96,8249.TW,-379.2,47.0,4.571984435797666,154.2,-11.42
2025,N/A,461.95,-6.72,N/A,2.7,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,5.98,龍德造船,82.43,6753.TW,-379.52,148.0,10.284920083391244,215.85000000000002,2.49
2025,18.31%,368.25,-3.34,4.93%,1.37,2026-03,📉 獲利侵蝕,⚪ 中性觀察,5.78,三陽工業,-11.76,2206.TW,-380.01,64.1999969482,4.3349086393112755,222.15,-4.56
2025,18.21%,326.78,-22.93,6.19%,0.27,2026-03,📉 獲利侵蝕,⚪ 中性觀察,1.58,六暉-KY,-53.45,2115.TW,-380.22999999999996,21.3999996185,4.682713264442013,68.55000000000001,-4.72
2025,N/A,382.05,-53.88,N/A,0.61,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,1.93,�矬�,1.47,8349.TWO,-380.58,39.5,9.018264840182649,65.7,-12.83
2025,N/A,339.61,-14.14,N/A,0.68,2026-03,📉 獲利侵蝕,⚪ 中性觀察,5.1,豐泰,-41.38,9910.TW,-380.99,67.5,5.9628975265017665,169.8,-4.54
2025,18.10%,335.22,-10.04,4.42%,0.41,2026-03,📉 獲利侵蝕,❌ 暫避觀望,2.15,利機,-48.1,3444.TWO,-383.32000000000005,83.5999984741,15.452864782643253,81.15,10.54
2025,23.02%,344.48,-47.52,3.03%,0.2,2026-03,📉 獲利侵蝕,⚪ 中性觀察,0.74,德淵,-39.39,4720.TW,-383.87,23.5499992371,13.0833329095,27.0,-2.31
2025,N/A,734.16,-72.09,N/A,0.18,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,0.35,北基,350.0,8927.TWO,-384.15999999999997,22.3500003815,31.04166719652778,10.799999999999999,-14.5
2025,N/A,62.97,180.65,N/A,-0.2,2026-03,📉 獲利侵蝕,❌ 暫避觀望,0.25,天擎,-322.22,6708.TWO,-385.19000000000005,40.1500015259,286.78572518500005,2.0999999999999996,42.33
2025,5.67%,304.43,-73.34,-1.94%,0.41,2026-03,📉 獲利侵蝕,⚪ 中性觀察,4.9,陽明,-81.61,2609.TW,-386.04,51.5999984741,4.278606838648424,180.9,-26.56
2025,17.44%,471.2,-13.89,-0.45%,0.37,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,1.86,全漢,85.0,3015.TW,-386.2,64.1999969482,15.249405450878859,63.15,12.58
2025,43.42%,559.52,457.5,-66.51%,0.85,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,1.43,吉祥全,173.28,2491.TW,-386.24,36.6500015259,16.81192730545872,32.699999999999996,-10.43
2025,N/A,299.04,-97.61,N/A,0.1,2026-03,📉 獲利侵蝕,❌ 暫避觀望,0.06,大井泵浦,-87.5,6982.TWO,-386.54,52.7000007629,32.331288811595094,24.45,0.3
2025,8.05%,371.35,248.27,-11.23%,-1.05,2026-03,📉 獲利侵蝕,⚪ 中性觀察,6.42,三一東林,-17.98,3609.TWO,-389.33000000000004,28.2999992371,2.635009239953445,161.1,70.72
2025,18.44%,540.0,-190.0,1.17%,0.1,2026-03,🔄 轉虧為盈,⚪ 數據不足,-0.36,明泰,150.0,3380.TW,-390.0,33.75,0.0,-15.3,4.75
2025,19.71%,403.57,4.58,10.58%,1.37,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,4.77,台灣大,13.27,3045.TW,-390.3,108.5,9.094719195305952,178.95,-0.31
2025,N/A,404.06,-67.92,N/A,0.92,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,1.12,世豐,13.58,2065.TWO,-390.48,32.5,16.331658291457284,29.85,-10.76
2025,N/A,332.87,-69.73,N/A,0.05,2026-03,📉 獲利侵蝕,❌ 暫避觀望,0.57,金利食安,-58.33,7743.TWO,-391.2,20.2999992371,16.504064420406504,18.45,6.19
2025,N/A,327.76,-60.0,N/A,0.04,2026-03,📉 獲利侵蝕,❌ 暫避觀望,0.16,熒茂,-63.64,4729.TWO,-391.4,21.3999996185,56.315788469736844,5.7,8.46
2025,N/A,381.69,10.62,N/A,1.56,2026-03,📉 獲利侵蝕,⚪ 中性觀察,7.5,漢科,-9.83,3402.TWO,-391.52,143.0,7.522356654392424,285.15000000000003,-4.4
2025,N/A,398.1,43.01,N/A,1.62,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,5.43,華星光,5.92,4979.TWO,-392.18,432.5,33.34618350038551,194.54999999999998,27.06
2025,21.21%,389.42,-410.42,-6.90%,-0.34,2026-03,📉 獲利侵蝕,⚪ 數據不足,-1.48,飛宏,-3.03,2457.TW,-392.45,27.8500003815,0.0,-58.35,-10.11
2025,N/A,342.65,-46.94,N/A,0.29,2026-03,📉 獲利侵蝕,⚪ 中性觀察,1.3,至興,-50.0,4535.TWO,-392.65,28.75,9.68013468013468,44.550000000000004,-13.43
2025,25.04%,337.41,-74.05,8.41%,0.08,2026-03,📉 獲利侵蝕,❌ 暫避觀望,0.34,映興,-55.56,3597.TWO,-392.97,27.1000003815,63.02325670116278,6.450000000000001,16.57
2025,26.65%,343.32,74.89,5.06%,0.67,2026-03,📉 獲利侵蝕,⚪ 中性觀察,4.35,宏致,-50.0,3605.TW,-393.32,91.1999969482,8.628192710331126,158.55,11.14
2025,8.14%,408.48,-24.32,-46.94%,-0.3,2026-03,⚠️ 獲利稀釋,⚪ 數據不足,-3.68,永邑-KY,14.29,2939.TW,-394.19,19.4500007629,0.0,-148.5,-0.82
2025,N/A,394.41,-121.74,N/A,-0.55,2026-03,📉 獲利侵蝕,⚪ 數據不足,-2.55,佑華,0.0,8024.TWO,-394.41,16.7999992371,0.0,-97.19999999999999,-31.37
2025,37.85%,-71.35,-112.91,-47.25%,-0.22,2026-03,🌑 雙重衰退,⚪ 數據不足,-0.43,聯上,-466.67,4113.TWO,-395.32000000000005,15.0500001907,0.0,-12.0,-89.32
2025,N/A,340.44,-17.06,N/A,1.2,2026-03,📉 獲利侵蝕,⚪ 中性觀察,6.77,志強-KY,-55.22,6768.TW,-395.65999999999997,71.1999969482,4.011267433701408,266.25,10.46
2025,N/A,208.18,55.31,N/A,-0.07,2026-03,📉 獲利侵蝕,⚪ 中性觀察,2.78,智基,-187.5,6294.TWO,-395.68,28.0499992371,3.6714658687303663,114.60000000000001,-7.81
2025,N/A,316.5,-14.96,N/A,0.75,2026-03,📉 獲利侵蝕,⚪ 中性觀察,13.02,來億-KY,-79.51,6890.TW,-396.01,206.0,6.855241264559068,450.75,5.05
2025,N/A,344.45,-2.36,N/A,0.3,2026-03,📉 獲利侵蝕,⚪ 中性觀察,2.9,華孚,-51.61,6235.TW,-396.06,42.4000015259,5.85635380191989,108.60000000000001,13.71
2025,N/A,374.82,67.24,N/A,0.24,2026-03,🔄 轉虧為盈,⚪ 數據不足,-0.19,耀億,-22.58,4430.TWO,-397.4,17.0,0.0,-9.9,-2.42
2025,N/A,657.4,26.79,N/A,1.51,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,3.36,宏捷科,259.52,8086.TWO,-397.88,136.0,17.391304347826086,117.30000000000001,-7.61
2025,22.14%,471.97,3072.73,8.52%,1.17,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,3.51,景碩,73.33,3189.TW,-398.64000000000004,795.0,97.78597785977861,121.94999999999999,28.87
2025,17.58%,438.93,-20.13,8.28%,0.55,2026-03,⚠️ 獲利稀釋,⚪ 數據不足,1.23,和益,40.0,1709.TW,-398.93,0.0,0.0,0.0,-12.57
2025,N/A,492.63,77.66,N/A,10.73,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,29.06,勤誠,93.47,8210.TW,-399.15999999999997,1175.0,16.175660792951543,1089.6,51.55
2025,N/A,586.98,23.4,N/A,0.2,2026-03,🔄 轉虧為盈,⚪ 數據不足,-0.36,金耘國際,186.96,4950.TWO,-400.02,16.25,0.0,-11.850000000000001,191.86
2025,N/A,14.56,-276.79,N/A,-2.14,2026-03,📉 獲利侵蝕,⚪ 數據不足,-1.02,錼創科技-KY創,-386.36,6854.TW,-400.92,113.5,0.0,-149.25000000000003,-23.56
2025,15.04%,334.65,-44.44,-80.56%,-0.05,2026-03,📉 獲利侵蝕,⚪ 數據不足,-0.13,郡都開發,-66.67,4402.TWO,-401.32,16.0,0.0,-5.3999999999999995,28.81
2025,15.77%,830.09,18.07,6.82%,3.28,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,4.38,欣興,428.33,3037.TW,-401.76000000000005,875.0,84.62282398452611,155.1,13.75
2025,N/A,474.91,54.05,N/A,0.57,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,1.14,達輝-KY,72.73,5276.TWO,-402.18,19.2999992371,6.069182150031447,47.699999999999996,3.13
2025,37.12%,557.65,-68.29,5.53%,0.28,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,0.52,志信,154.9,2611.TW,-402.75,14.6000003815,17.380952835119047,12.6,-2.19
2025,N/A,752.81,1000.0,N/A,0.09,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,0.11,松普,350.0,5488.TWO,-402.80999999999995,16.2000007629,36.818183552045454,6.6,-8.11
2025,21.28%,407.81,-74.48,6.05%,0.47,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,0.99,健和興,4.44,3003.TW,-403.37,66.0999984741,34.42708253859375,28.799999999999997,-3.28
2025,22.67%,349.69,-41.88,3.55%,0.37,2026-03,📉 獲利侵蝕,❌ 暫避觀望,1.36,時碩工業,-53.75,4566.TW,-403.44,62.0999984741,26.999999336565214,34.50000000000001,3.73
2025,N/A,403.93,5.99,N/A,4.54,2026-03,⚠️ 獲利稀釋,⚪ 數據不足,18.44,崑鼎,0.44,6803.TWO,-403.49,0.0,0.0,0.0,13.2
2025,N/A,412.13,10.77,N/A,0.13,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,0.72,金橋,8.33,6133.TW,-403.8,24.6499996185,18.674242135227274,19.799999999999997,17.93
2025,N/A,404.41,-10.78,N/A,0.42,2026-03,📉 獲利侵蝕,⚪ 中性觀察,2.05,海柏特,0.0,6884.TWO,-404.41,33.0,6.932773109243698,71.39999999999999,1.55
2025,N/A,1224.69,-79.5,N/A,2.76,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,1.23,富宇,820.0,4907.TWO,-404.69000000000005,41.3499984741,6.97301829242833,88.94999999999999,-72.18
2025,19.87%,423.58,-19.59,1.24%,0.2,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,0.78,日勝化,17.65,1735.TW,-405.93,22.0,18.64406779661017,17.7,-12.95
2025,N/A,414.73,39.39,N/A,3.63,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,13.77,信紘科,8.68,6667.TWO,-406.05,255.0,7.473622508792498,511.79999999999995,75.17
2025,41.13%,414.88,10.29,-478.52%,-0.31,2026-03,⚠️ 獲利稀釋,⚪ 數據不足,-2.18,合一,8.82,4743.TWO,-406.06,54.2000007629,0.0,-100.49999999999999,9.49
2025,N/A,404.8,-40.24,N/A,2.29,2026-03,📉 獲利侵蝕,⚪ 中性觀察,9.4,瑞儀,-3.0,6176.TW,-407.8,90.5999984741,3.901808719814815,348.3,-5.52
2025,N/A,286.39,-126.47,N/A,-0.03,2026-03,📉 獲利侵蝕,⚪ 數據不足,-0.27,萬國通,-121.43,9950.TWO,-407.82,10.6499996185,0.0,-15.9,-17.71
2025,22.50%,558.67,-64.1,10.88%,0.35,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,0.28,展宇,150.0,1776.TW,-408.66999999999996,19.5499992371,27.53521019309859,10.65,-15.76
2025,16.15%,360.59,-64.42,1.41%,0.27,2026-03,📉 獲利侵蝕,❌ 暫避觀望,0.95,謚源,-48.08,2235.TWO,-408.66999999999996,30.0499992371,15.899470495820104,28.35,-6.01
2025,24.81%,410.79,-11.39,9.90%,4.81,2026-03,⚠️ 獲利稀釋,⚪ 數據不足,14.79,振大環球,2.12,4441.TW,-408.67,0.0,0.0,0.0,28.28
2025,19.04%,480.34,9.24,10.13%,12.28,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,28.13,創意,71.27,3443.TW,-409.07,4340.0,59.533607681755825,1093.5,36.32
2025,11.98%,520.84,18.81,7.19%,0.07,2026-03,🔄 轉虧為盈,⚪ 數據不足,-1.77,台船,110.77,2208.TW,-410.07000000000005,19.75,0.0,-84.29999999999998,50.27
2025,N/A,421.47,-20.6,N/A,0.51,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,1.63,長科*,11.36,6548.TWO,-410.11,82.9000015259,21.701571080078534,57.3,12.02
2025,N/A,471.19,-40.13,N/A,1.5,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,3.75,友鋮,60.87,7718.TWO,-410.32,46.8499984741,5.665054229032648,124.05,1.44
2025,22.10%,426.7,-70.28,9.53%,1.35,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,1.98,聯德控股-KY,15.93,4912.TW,-410.77,86.5,11.118251928020566,116.7,10.44
2025,28.02%,374.73,-79.87,12.04%,0.17,2026-03,📉 獲利侵蝕,❌ 暫避觀望,0.9,旭富,-37.04,4119.TW,-411.77000000000004,45.5,21.666666666666664,31.5,-11.81
2025,21.38%,413.58,-42.42,1.74%,0.05,2026-03,📉 獲利侵蝕,❌ 暫避觀望,0.19,中釉,0.0,1809.TW,-413.58,48.5999984741,110.45454198659091,6.6,3.41
2025,N/A,400.46,10.59,N/A,5.15,2026-03,📉 獲利侵蝕,⚪ 中性觀察,23.26,樺漢,-14.45,6414.TW,-414.90999999999997,394.0,7.090156559294583,833.55,-2.8
2025,16.95%,368.77,6.99,3.22%,0.28,2026-03,📉 獲利侵蝕,⚪ 中性觀察,1.53,三商電,-47.17,2427.TW,-415.94,25.25,6.69761273209549,56.55,33.95
2025,N/A,406.89,-14.34,N/A,0.69,2026-03,📉 獲利侵蝕,⚪ 中性觀察,2.45,欣高,-9.21,9931.TW,-416.09999999999997,33.2999992371,5.495049379059406,90.9,-19.51
2025,21.72%,427.96,28.09,10.49%,1.66,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,6.64,光寶科,10.14,2301.TW,-417.82,213.5,13.236205827650341,241.95,21.11
2025,N/A,617.94,151.41,N/A,0.66,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,4.94,邁科,200.0,6831.TW,-417.94000000000005,782.0,83.2800851970181,140.85000000000002,84.7
2025,21.43%,361.34,-40.47,4.40%,0.27,2026-03,📉 獲利侵蝕,❌ 暫避觀望,1.8,泰碩,-56.67,3338.TW,-418.01,69.5,15.10869565217391,69.00000000000001,-3.54
2025,N/A,311.42,-94.72,N/A,-1.36,2026-03,📉 獲利侵蝕,⚪ 數據不足,-5.16,廣錠,-109.23,6441.TWO,-420.65000000000003,23.0,0.0,-198.90000000000003,-56.46
2025,25.62%,527.37,-124.23,-11.28%,0.1,2026-03,🔄 轉虧為盈,⚪ 數據不足,-5.26,力士,105.59,4923.TWO,-421.78,63.2999992371,0.0,-207.6,10.31
2025,N/A,387.41,-32.79,N/A,0.59,2026-03,📉 獲利侵蝕,❌ 暫避觀望,3.74,頎邦,-34.44,6147.TWO,-421.85,217.0,25.802615933412604,126.15,5.49
2025,N/A,589.15,-20.92,N/A,1.0,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,1.91,中鼎,166.0,9933.TW,-423.15,41.0999984741,27.770269239256752,22.200000000000003,-23.41
2025,14.36%,328.63,27.76,0.40%,0.1,2026-03,📉 獲利侵蝕,⚪ 中性觀察,5.2,神準,-96.12,3558.TWO,-424.75,145.0,10.327635327635328,210.6,25.46
2025,N/A,370.49,-48.36,N/A,0.66,2026-03,📉 獲利侵蝕,⚪ 中性觀察,1.42,鉅明,-56.0,8928.TWO,-426.49,23.3500003815,11.119047800714284,31.5,7.97
2025,N/A,460.73,-40.72,N/A,3.58,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,6.46,泰金-KY,33.09,6629.TWO,-427.64,108.0,6.8354430379746836,237.0,7.66
2025,11.27%,453.18,-1011.11,-7.81%,-0.06,2026-03,⚠️ 獲利稀釋,⚪ 數據不足,-0.82,地球,25.0,1324.TW,-428.18,10.4499998093,0.0,-31.050000000000004,-7.7
2025,19.47%,339.45,-56.49,0.28%,0.01,2026-03,📉 獲利侵蝕,❌ 暫避觀望,0.67,同致,-88.89,3552.TWO,-428.34,47.5,38.306451612903224,18.6,-0.85
2025,N/A,399.05,-77.05,N/A,0.12,2026-03,📉 獲利侵蝕,❌ 暫避觀望,0.14,茂迪,-29.41,6244.TWO,-428.46000000000004,27.0,37.5,10.799999999999999,-5.05
2025,25.09%,517.89,36.94,7.94%,1.44,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,4.3,炎洲流通,88.16,3171.TWO,-429.73,65.5,6.121495327102804,160.5,32.43
2025,23.49%,608.46,377.27,7.74%,1.03,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,1.22,雙鍵,178.38,4764.TW,-430.08000000000004,336.0,103.38461538461539,48.75,5.46
2025,10.44%,809.72,107.41,2.26%,1.15,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,0.43,麗臺,379.17,2465.TW,-430.55,89.5,40.8675799086758,32.85,5.42
2025,N/A,386.1,27.67,N/A,1.08,2026-03,📉 獲利侵蝕,⚪ 中性觀察,8.72,銳澤,-44.9,7703.TWO,-431.0,201.0,9.418931583880038,320.1,31.42
2025,19.12%,489.0,-44.12,0.61%,0.3,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,0.58,台灣精材,57.89,3467.TWO,-431.11,58.7999992371,37.9354833787742,23.249999999999996,-0.57
2025,52.20%,246.43,126.0,27.02%,-0.2,2026-03,🏰 高護城河,⚪ 數據不足,0.34,宏易,-185.71,4530.TWO,-432.14,26.0499992371,0.0,-4.199999999999999,455.57
2025,N/A,464.7,-21.88,N/A,0.45,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,0.5,天二科技,32.35,6834.TW,-432.34999999999997,130.0,131.31313131313132,14.85,12.86
2025,N/A,516.23,-88.43,N/A,0.22,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,0.28,信義,83.33,9940.TW,-432.90000000000003,19.7000007629,37.16981276018868,7.95,-10.36
2025,N/A,433.32,-37.65,N/A,1.01,2026-03,📉 獲利侵蝕,⚪ 中性觀察,5.2,群電,0.0,6412.TW,-433.32,88.8000030518,7.155519988058018,186.15,-7.33
2025,16.50%,373.47,35.0,1.12%,0.02,2026-03,🔄 轉虧為盈,⚪ 數據不足,-0.27,宏遠,-60.0,1460.TW,-433.47,7.1700000763,0.0,-10.350000000000001,-9.38
2025,N/A,429.03,-56.06,N/A,-2.7,2026-03,📉 獲利侵蝕,⚪ 數據不足,-17.51,神盾,-5.06,6462.TWO,-434.09,110.5,0.0,-587.7,11.11
2025,18.49%,462.77,-203.45,3.76%,0.1,2026-03,🔄 轉虧為盈,⚪ 數據不足,-1.6,台泥,28.57,1101.TW,-434.2,22.7000007629,0.0,-40.650000000000006,-3.11
2025,N/A,458.37,-10.28,N/A,1.41,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,6.46,振曜,22.61,6143.TWO,-435.76,104.5,7.910673732021196,198.15,15.03
2025,N/A,246.42,-64.17,N/A,-0.38,2026-03,📉 獲利侵蝕,❌ 暫避觀望,0.67,達亞,-190.48,6762.TWO,-436.9,176.5,129.77941176470588,20.400000000000002,19.58
2025,N/A,438.27,38.72,N/A,2.09,2026-03,📉 獲利侵蝕,⚪ 中性觀察,7.81,新潤,0.0,6186.TWO,-438.27,43.1500015259,1.8679654340216454,346.49999999999994,3.72
2025,N/A,418.62,-35.22,N/A,0.99,2026-03,📉 獲利侵蝕,⚪ 中性觀察,3.93,潤泰新,-20.17,9945.TW,-438.79,25.8500003815,2.7736051911480684,139.8,23.56
2025,16.76%,430.95,-27.23,6.72%,2.0,2026-03,📉 獲利侵蝕,⚪ 中性觀察,9.05,群光,-8.57,2385.TW,-439.52,107.0,4.419661296984717,363.15000000000003,-5.73
