股號,名稱,收盤價,隔日勝率%,累積獲利%,交易次數,目前ATR,目前狀態,專家分析原因
2891.TW,中信金,53.10,100.00,-1.71,1,1.50,持股中,📈 趨勢續強。目前防禦位設於 52.50，與現價緩衝空間為 1.1%。
6706.TW,惠特,nan,0.00,nan,3,nan,持股中,📈 趨勢續強。目前防禦位設於 118.75，與現價緩衝空間為 nan%。
2455.TW,全新,310.50,0.00,62.44,1,19.61,持股中,📈 趨勢續強。目前防禦位設於 275.00，與現價緩衝空間為 11.4%。
6151.TWO,晉倫,nan,100.00,nan,3,nan,持股中,📈 趨勢續強。目前防禦位設於 35.05，與現價緩衝空間為 nan%。
5478.TWO,智冠,nan,75.00,0.47,8,nan,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 100.50，建議耐心等待突破。
8111.TWO,立��,nan,50.00,nan,3,nan,持股中,📈 趨勢續強。目前防禦位設於 57.66，與現價緩衝空間為 nan%。
2492.TW,華新科,147.00,100.00,-4.23,3,8.18,持股中,📈 趨勢續強。目前防禦位設於 113.54，與現價緩衝空間為 22.8%。
2347.TW,聯強,83.90,0.00,0.00,0,2.15,觀望中,DMA 趨勢尚在整理階段，目前無明確轉強訊號。
3531.TWO,先益,nan,25.00,nan,7,nan,持股中,📈 趨勢續強。目前防禦位設於 21.00，與現價緩衝空間為 nan%。
00981B.TWO,第一金優選非投債,9.34,33.33,-3.06,5,0.04,持股中,📈 趨勢續強。目前防禦位設於 9.33，與現價緩衝空間為 0.1%。
3252.TWO,海灣,20.10,0.00,-2.51,3,0.44,持股中,📈 趨勢續強。目前防禦位設於 19.80，與現價緩衝空間為 1.5%。
2332.TW,友訊,15.35,16.67,-24.48,11,0.45,持股中,📈 趨勢續強。目前防禦位設於 14.70，與現價緩衝空間為 4.2%。
6789.TW,采鈺,nan,33.33,nan,5,nan,持股中,📈 趨勢續強。目前防禦位設於 314.00，與現價緩衝空間為 nan%。
2404.TW,漢唐,1025.00,66.67,4.93,5,42.43,持股中,📈 趨勢續強。目前防禦位設於 865.57，與現價緩衝空間為 15.6%。
1722.TW,台肥,45.65,33.33,-10.20,5,0.75,持股中,📈 趨勢續強。目前防禦位設於 45.40，與現價緩衝空間為 0.5%。
4916.TW,事欣科,67.80,50.00,5.56,3,2.95,持股中,📈 趨勢續強。目前防禦位設於 52.86，與現價緩衝空間為 22.0%。
00953B.TW,群益優選非投等債,9.65,50.00,-1.49,3,0.03,持股中,📈 趨勢續強。目前防禦位設於 9.65，與現價緩衝空間為 0.0%。
3093.TWO,港建*,73.00,100.00,182.90,1,5.45,持股中,📈 趨勢續強。目前防禦位設於 39.35，與現價緩衝空間為 46.1%。
7822.TW,倍利科,nan,0.00,nan,1,nan,持股中,📈 趨勢續強。目前防禦位設於 1510.00，與現價緩衝空間為 nan%。
8076.TWO,伍豐,nan,50.00,-11.04,4,nan,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 24.50，建議耐心等待突破。
6482.TWO,弘煜科,nan,50.00,nan,3,nan,持股中,📈 趨勢續強。目前防禦位設於 30.18，與現價緩衝空間為 nan%。
00984A.TW,主動安聯台灣高息,14.14,100.00,6.48,1,0.27,持股中,📈 趨勢續強。目前防禦位設於 12.63，與現價緩衝空間為 10.7%。
00724B.TWO,群益投資級金融債,34.08,33.33,-2.70,6,0.20,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 33.82，建議耐心等待突破。
00969B.TWO,元大零息超長美債,8.35,46.15,-9.79,26,0.09,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 8.45，建議耐心等待突破。
1418.TW,東華,18.75,100.00,-1.91,1,0.48,持股中,📈 趨勢續強。目前防禦位設於 18.19，與現價緩衝空間為 3.0%。
6138.TWO,茂達,nan,50.00,nan,3,nan,持股中,📈 趨勢續強。目前防禦位設於 211.14，與現價緩衝空間為 nan%。
00663L.TW,國泰臺灣加權正2,73.30,0.00,-4.04,3,2.93,持股中,📈 趨勢續強。目前防禦位設於 60.43，與現價緩衝空間為 17.6%。
6965.TW,中傑-KY,nan,50.00,nan,3,nan,持股中,📈 趨勢續強。目前防禦位設於 85.90，與現價緩衝空間為 nan%。
7812.TWO,稜研科技*,82.70,50.00,-6.76,3,5.04,持股中,📈 趨勢續強。目前防禦位設於 79.00，與現價緩衝空間為 4.5%。
2923.TW,鼎固-KY,28.00,50.00,43.90,3,1.49,持股中,📈 趨勢續強。目前防禦位設於 17.07，與現價緩衝空間為 39.0%。
8477.TWO,創業家,nan,33.33,nan,17,nan,持股中,📈 趨勢續強。目前防禦位設於 13.70，與現價緩衝空間為 nan%。
8936.TWO,國統,nan,33.33,-8.31,6,nan,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 50.40，建議耐心等待突破。
1453.TW,大將,12.15,33.33,-12.39,6,0.31,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 12.35，建議耐心等待突破。
6508.TWO,惠光,nan,66.67,10.35,6,nan,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 27.75，建議耐心等待突破。
8097.TWO,常珵,nan,33.33,-3.93,6,nan,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 55.70，建議耐心等待突破。
1538.TW,正峰,12.80,0.00,-0.21,1,0.28,持股中,📈 趨勢續強。目前防禦位設於 11.86，與現價緩衝空間為 7.3%。
4543.TWO,萬在,37.50,0.00,-9.82,5,2.39,持股中,📈 趨勢續強。目前防禦位設於 32.00，與現價緩衝空間為 14.7%。
2466.TW,冠西電,62.70,100.00,20.32,1,3.85,持股中,📈 趨勢續強。目前防禦位設於 45.70，與現價緩衝空間為 27.1%。
2612.TW,中航,60.00,0.00,-0.60,1,1.77,建議買入,🚀 今日收盤 60.00 突破關鍵高點 59.20，啟動波段漲勢。
00740B.TWO,富邦全球投等債,38.83,33.33,-2.64,6,0.25,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 38.51，建議耐心等待突破。
2367.TW,燿華,68.50,0.00,0.00,0,4.80,觀望中,DMA 趨勢尚在整理階段，目前無明確轉強訊號。
00401A.TW,未知,11.37,0.00,0.00,0,nan,觀望中,DMA 趨勢尚在整理階段，目前無明確轉強訊號。
3131.TWO,弘塑,3255.00,75.00,99.89,7,217.86,建議買入,🚀 今日收盤 3255.00 突破關鍵高點 1625.00，啟動波段漲勢。
2230.TWO,泰茂,30.25,100.00,-9.97,1,1.31,持股中,📈 趨勢續強。目前防禦位設於 22.90，與現價緩衝空間為 24.3%。
2426.TW,鼎元,54.40,66.67,100.05,5,4.00,持股中,📈 趨勢續強。目前防禦位設於 33.50，與現價緩衝空間為 38.4%。
1796.TWO,金穎生技,39.55,0.00,-4.35,1,1.94,持股中,📈 趨勢續強。目前防禦位設於 39.00，與現價緩衝空間為 1.4%。
3031.TW,佰鴻,33.20,55.56,43.54,17,1.90,持股中,📈 趨勢續強。目前防禦位設於 23.35，與現價緩衝空間為 29.7%。
3675.TWO,德微,206.00,100.00,12.43,11,9.68,持股中,📈 趨勢續強。目前防禦位設於 194.00，與現價緩衝空間為 5.8%。
8431.TWO,匯鑽科,nan,0.00,nan,3,nan,持股中,📈 趨勢續強。目前防禦位設於 56.64，與現價緩衝空間為 nan%。
3189.TW,景碩,391.50,0.00,0.00,0,26.14,觀望中,DMA 趨勢尚在整理階段，目前無明確轉強訊號。
2206.TW,三陽工業,58.60,50.00,-4.33,4,0.86,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 58.40，建議耐心等待突破。
3122.TWO,笙泉,25.90,100.00,-13.09,3,0.93,持股中,📈 趨勢續強。目前防禦位設於 23.76，與現價緩衝空間為 8.3%。
8937.TWO,合騏,nan,12.50,-8.87,16,nan,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 35.00，建議耐心等待突破。
6486.TWO,互動,nan,100.00,nan,1,nan,持股中,📈 趨勢續強。目前防禦位設於 82.40，與現價緩衝空間為 nan%。
2030.TW,彰源,16.50,0.00,-0.90,1,0.42,持股中,📈 趨勢續強。目前防禦位設於 15.85，與現價緩衝空間為 3.9%。
2881.TW,富邦金,88.00,33.33,-11.13,5,1.43,持股中,📈 趨勢續強。目前防禦位設於 84.69，與現價緩衝空間為 3.8%。
6928.TW,攸泰科技,nan,50.00,nan,3,nan,持股中,📈 趨勢續強。目前防禦位設於 43.30，與現價緩衝空間為 nan%。
3443.TW,創意,3255.00,33.33,4.78,5,179.64,持股中,📈 趨勢續強。目前防禦位設於 2250.00，與現價緩衝空間為 30.9%。
5328.TWO,華容,nan,54.55,nan,21,nan,持股中,📈 趨勢續強。目前防禦位設於 21.67，與現價緩衝空間為 nan%。
00952.TW,凱基台灣AI50,15.29,100.00,7.74,5,0.40,持股中,📈 趨勢續強。目前防禦位設於 13.01，與現價緩衝空間為 14.9%。
2329.TW,華泰,61.50,66.67,3.94,5,3.20,持股中,📈 趨勢續強。目前防禦位設於 53.10，與現價緩衝空間為 13.7%。
6163.TWO,華電網,nan,0.00,nan,3,nan,持股中,📈 趨勢續強。目前防禦位設於 57.60，與現價緩衝空間為 nan%。
2316.TW,楠梓電,114.50,80.00,-15.49,9,7.21,持股中,📈 趨勢續強。目前防禦位設於 102.00，與現價緩衝空間為 10.9%。
7547.TWO,碩網,nan,50.00,-0.90,12,nan,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 57.20，建議耐心等待突破。
6244.TWO,茂迪,nan,100.00,nan,1,nan,持股中,📈 趨勢續強。目前防禦位設於 24.14，與現價緩衝空間為 nan%。
2834.TW,臺企銀,16.30,100.00,1.88,3,0.23,持股中,📈 趨勢續強。目前防禦位設於 14.80，與現價緩衝空間為 9.2%。
2022.TW,聚亨,8.83,0.00,-3.30,2,0.20,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 9.22，建議耐心等待突破。
8088.TWO,品安,nan,100.00,-10.18,2,nan,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 51.40，建議耐心等待突破。
1310.TW,台苯,10.05,0.00,0.00,0,0.70,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 10.50，建議耐心等待突破。
2072.TWO,未知,nan,0.00,0.00,0,nan,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 186.50，建議耐心等待突破。
5386.TWO,青雲,nan,0.00,nan,1,nan,持股中,📈 趨勢續強。目前防禦位設於 291.07，與現價緩衝空間為 nan%。
00703.TW,台新MSCI中國,20.80,100.00,0.61,1,0.39,持股中,📈 趨勢續強。目前防禦位設於 19.48，與現價緩衝空間為 6.4%。
4551.TW,智伸科,142.00,25.00,-3.40,7,5.21,持股中,📈 趨勢續強。目前防禦位設於 128.00，與現價緩衝空間為 9.9%。
5608.TW,四維航,nan,0.00,-11.41,2,nan,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 16.60，建議耐心等待突破。
5203.TW,訊連,65.30,0.00,-0.14,1,1.72,持股中,📈 趨勢續強。目前防禦位設於 60.53，與現價緩衝空間為 7.3%。
00865B.TW,國泰US短期公債,47.79,33.33,-4.33,11,0.23,建議買入,🚀 今日收盤 47.79 突破關鍵高點 47.56，啟動波段漲勢。
3438.TWO,類比科,46.55,25.00,-23.94,7,1.41,持股中,📈 趨勢續強。目前防禦位設於 42.41，與現價緩衝空間為 8.9%。
4743.TWO,合一,54.40,0.00,-0.96,1,1.77,持股中,📈 趨勢續強。目前防禦位設於 53.40，與現價緩衝空間為 1.8%。
7795.TW,長廣,nan,60.00,31.89,40,nan,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 273.00，建議耐心等待突破。
6840.TWO,東研信超,nan,50.00,nan,3,nan,持股中,📈 趨勢續強。目前防禦位設於 58.90，與現價緩衝空間為 nan%。
4904.TW,遠傳,97.40,25.00,-2.24,7,1.54,持股中,📈 趨勢續強。目前防禦位設於 89.94，與現價緩衝空間為 7.7%。
4946.TWO,辣椒,113.00,25.00,-1.25,16,5.96,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 116.50，建議耐心等待突破。
6695.TW,芯鼎,nan,50.00,nan,7,nan,持股中,📈 趨勢續強。目前防禦位設於 36.85，與現價緩衝空間為 nan%。
8215.TW,明基材,nan,66.67,nan,5,nan,持股中,📈 趨勢續強。目前防禦位設於 23.00，與現價緩衝空間為 nan%。
3209.TW,全科,47.45,100.00,14.60,7,1.89,持股中,📈 趨勢續強。目前防禦位設於 42.75，與現價緩衝空間為 9.9%。
1305.TW,華夏,14.90,28.57,12.96,14,1.44,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 11.55，建議耐心等待突破。
00900.TW,富邦特選高股息30,15.07,66.67,-6.02,5,0.22,持股中,📈 趨勢續強。目前防禦位設於 13.93，與現價緩衝空間為 7.5%。
3532.TW,台勝科,188.50,66.67,37.20,5,11.39,持股中,📈 趨勢續強。目前防禦位設於 138.50，與現價緩衝空間為 26.5%。
1314.TW,中石化,7.70,62.50,-2.97,16,0.24,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 7.98，建議耐心等待突破。
6885.TW,全福生技,nan,100.00,nan,1,nan,持股中,📈 趨勢續強。目前防禦位設於 22.56，與現價緩衝空間為 nan%。
1603.TW,華電,32.80,0.00,0.00,0,0.58,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 33.40，建議耐心等待突破。
00719B.TWO,元大美債1-3,31.19,71.43,-4.50,14,0.10,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 31.13，建議耐心等待突破。
1304.TW,台聚,14.55,40.00,13.03,10,1.30,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 11.60，建議耐心等待突破。
5274.TWO,信驊,nan,0.00,0.00,0,nan,觀望中,DMA 趨勢尚在整理階段，目前無明確轉強訊號。
00923.TW,群益台ESG低碳50,32.51,50.00,-0.65,3,0.71,持股中,📈 趨勢續強。目前防禦位設於 28.72，與現價緩衝空間為 11.7%。
6873.TW,泓德能源,nan,50.00,-9.35,8,nan,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 91.30，建議耐心等待突破。
2752.TWO,豆府,191.50,66.67,-5.32,5,2.53,持股中,📈 趨勢續強。目前防禦位設於 191.41，與現價緩衝空間為 0.0%。
4909.TWO,新復興,63.90,50.00,7.23,11,2.79,持股中,📈 趨勢續強。目前防禦位設於 51.70，與現價緩衝空間為 19.1%。
6016.TWO,康和證,nan,0.00,nan,1,nan,持股中,📈 趨勢續強。目前防禦位設於 16.06，與現價緩衝空間為 nan%。
9906.TW,欣巴巴,nan,100.00,nan,3,nan,持股中,📈 趨勢續強。目前防禦位設於 38.97，與現價緩衝空間為 nan%。
1227.TW,佳格,30.75,33.33,-6.71,11,0.47,建議買入,🚀 今日收盤 30.75 突破關鍵高點 29.50，啟動波段漲勢。
8069.TWO,元太,nan,50.00,-14.49,4,nan,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 155.50，建議耐心等待突破。
2340.TW,台亞,32.30,57.14,6.13,13,1.75,持股中,📈 趨勢續強。目前防禦位設於 28.25，與現價緩衝空間為 12.5%。
00982A.TW,主動群益台灣強棒,19.67,0.00,0.00,0,0.55,觀望中,DMA 趨勢尚在整理階段，目前無明確轉強訊號。
3138.TW,耀登,184.00,0.00,0.49,1,12.32,持股中,📈 趨勢續強。目前防禦位設於 146.75，與現價緩衝空間為 20.2%。
5347.TWO,世界,nan,100.00,nan,1,nan,持股中,📈 趨勢續強。目前防禦位設於 109.93，與現價緩衝空間為 nan%。
3017.TW,奇鋐,2400.00,100.00,43.57,5,131.43,持股中,📈 趨勢續強。目前防禦位設於 2065.00，與現價緩衝空間為 14.0%。
3037.TW,欣興,643.00,100.00,3.09,1,38.50,持股中,📈 趨勢續強。目前防禦位設於 498.46，與現價緩衝空間為 22.5%。
6680.TWO,鑫創電子,nan,100.00,-8.82,2,nan,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 57.80，建議耐心等待突破。
3060.TW,銘異,30.25,100.00,-18.83,3,1.48,持股中,📈 趨勢續強。目前防禦位設於 27.31，與現價緩衝空間為 9.7%。
1503.TW,士電,197.50,100.00,-11.29,3,6.71,持股中,📈 趨勢續強。目前防禦位設於 174.89，與現價緩衝空間為 11.4%。
6143.TWO,振曜,nan,100.00,-9.23,2,nan,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 95.87，建議耐心等待突破。
3441.TWO,聯一光,32.40,33.33,-14.83,5,1.09,持股中,📈 趨勢續強。目前防禦位設於 28.40，與現價緩衝空間為 12.4%。
8080.TWO,泰霖,nan,0.00,nan,1,nan,持股中,📈 趨勢續強。目前防禦位設於 26.68，與現價緩衝空間為 nan%。
2883B.TW,凱基金乙特,8.29,50.00,3.54,3,0.05,持股中,📈 趨勢續強。目前防禦位設於 8.25，與現價緩衝空間為 0.5%。
5490.TWO,同亨,nan,42.86,nan,13,nan,持股中,📈 趨勢續強。目前防禦位設於 25.36，與現價緩衝空間為 nan%。
6542.TWO,隆中,nan,9.09,nan,21,nan,持股中,📈 趨勢續強。目前防禦位設於 56.00，與現價緩衝空間為 nan%。
8482.TW,商億-KY,nan,50.00,nan,7,nan,持股中,📈 趨勢續強。目前防禦位設於 46.06，與現價緩衝空間為 nan%。
2607.TW,榮運,50.30,33.33,-10.42,5,0.79,持股中,📈 趨勢續強。目前防禦位設於 49.54，與現價緩衝空間為 1.5%。
4768.TWO,晶呈科技,462.50,33.33,5.76,6,32.86,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 406.00，建議耐心等待突破。
4755.TW,三福化,151.50,100.00,4.58,1,7.00,持股中,📈 趨勢續強。目前防禦位設於 129.50，與現價緩衝空間為 14.5%。
5469.TW,瀚宇博,nan,60.00,nan,9,nan,持股中,📈 趨勢續強。目前防禦位設於 76.97，與現價緩衝空間為 nan%。
3305.TW,昇貿,120.50,50.00,-6.85,3,6.07,持股中,📈 趨勢續強。目前防禦位設於 96.67，與現價緩衝空間為 19.8%。
6236.TWO,中湛,nan,9.52,11.32,42,nan,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 21.55，建議耐心等待突破。
6214.TW,精誠,nan,50.00,nan,3,nan,持股中,📈 趨勢續強。目前防禦位設於 104.68，與現價緩衝空間為 nan%。
00640L.TW,富邦日本正2,94.15,20.00,-7.55,9,3.20,持股中,📈 趨勢續強。目前防禦位設於 93.60，與現價緩衝空間為 0.6%。
2641.TWO,正德,18.20,50.00,-8.57,3,0.31,持股中,📈 趨勢續強。目前防禦位設於 17.41，與現價緩衝空間為 4.3%。
8432.TWO,東生華,nan,0.00,-6.89,2,nan,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 52.10，建議耐心等待突破。
6218.TWO,豪勉,nan,0.00,nan,1,nan,持股中,📈 趨勢續強。目前防禦位設於 24.80，與現價緩衝空間為 nan%。
6552.TW,易華電,nan,50.00,nan,3,nan,持股中,📈 趨勢續強。目前防禦位設於 24.15，與現價緩衝空間為 nan%。
1216.TW,統一,73.50,50.00,-1.43,3,1.03,持股中,📈 趨勢續強。目前防禦位設於 71.40，與現價緩衝空間為 2.9%。
2887.TW,台新新光金,24.30,0.00,-3.19,1,0.58,持股中,📈 趨勢續強。目前防禦位設於 23.41，與現價緩衝空間為 3.7%。
1471.TW,首利,12.00,0.00,0.00,0,0.46,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 12.25，建議耐心等待突破。
2493.TW,揚博,141.00,66.67,-5.41,5,9.29,持股中,📈 趨勢續強。目前防禦位設於 106.00，與現價緩衝空間為 24.8%。
1590.TW,亞德客-KY,1255.00,0.00,16.05,1,53.93,持股中,📈 趨勢續強。目前防禦位設於 956.71，與現價緩衝空間為 23.8%。
6614.TW,資拓宏宇,nan,50.00,nan,3,nan,持股中,📈 趨勢續強。目前防禦位設於 39.22，與現價緩衝空間為 nan%。
4127.TWO,天良,37.50,100.00,8.24,9,0.97,持股中,📈 趨勢續強。目前防禦位設於 35.80，與現價緩衝空間為 4.5%。
00916.TW,國泰全球品牌50,26.77,33.33,-0.77,5,0.37,持股中,📈 趨勢續強。目前防禦位設於 24.49，與現價緩衝空間為 8.5%。
00638R.TW,元大滬深300反1,6.73,44.44,-10.12,18,0.09,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 6.73，建議耐心等待突破。
00919.TW,群益台灣精選高息,23.43,33.33,-6.87,5,0.30,持股中,📈 趨勢續強。目前防禦位設於 22.03，與現價緩衝空間為 6.0%。
6217.TWO,中探針,nan,75.00,nan,7,nan,持股中,📈 趨勢續強。目前防禦位設於 175.00，與現價緩衝空間為 nan%。
1710.TW,東聯,13.50,0.00,-11.59,8,0.74,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 13.95，建議耐心等待突破。
6213.TW,聯茂,nan,100.00,nan,3,nan,持股中,📈 趨勢續強。目前防禦位設於 137.50，與現價緩衝空間為 nan%。
9103.TW,美德醫療-DR,nan,50.00,nan,15,nan,持股中,📈 趨勢續強。目前防禦位設於 4.83，與現價緩衝空間為 nan%。
1452.TW,宏益,12.00,33.33,1.94,5,0.31,持股中,📈 趨勢續強。目前防禦位設於 11.80，與現價緩衝空間為 1.7%。
4746.TW,台耀,52.70,0.00,-16.32,3,1.70,持股中,📈 趨勢續強。目前防禦位設於 49.39，與現價緩衝空間為 6.3%。
6569.TWO,醫揚,nan,0.00,nan,1,nan,持股中,📈 趨勢續強。目前防禦位設於 91.71，與現價緩衝空間為 nan%。
2337.TW,旺宏,131.00,0.00,-16.26,1,12.46,持股中,📈 趨勢續強。目前防禦位設於 123.43，與現價緩衝空間為 5.8%。
6796.TW,晉弘,nan,0.00,nan,1,nan,持股中,📈 趨勢續強。目前防禦位設於 70.83，與現價緩衝空間為 nan%。
6133.TW,金橋,nan,50.00,nan,27,nan,持股中,📈 趨勢續強。目前防禦位設於 24.05，與現價緩衝空間為 nan%。
3466.TWO,德晉,41.00,50.00,-4.61,3,1.89,持股中,📈 趨勢續強。目前防禦位設於 32.57，與現價緩衝空間為 20.6%。
4569.TW,六方科-KY,194.50,100.00,-4.22,7,9.21,持股中,📈 趨勢續強。目前防禦位設於 137.18，與現價緩衝空間為 29.5%。
7799.TW,禾榮科,nan,37.50,nan,15,nan,持股中,📈 趨勢續強。目前防禦位設於 344.43，與現價緩衝空間為 nan%。
3036.TW,文曄,230.00,66.67,57.01,12,9.43,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 236.50，建議耐心等待突破。
8921.TWO,沈氏,nan,0.00,-11.34,4,nan,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 17.20，建議耐心等待突破。
3163.TWO,波若威,1225.00,100.00,143.35,3,90.29,持股中,📈 趨勢續強。目前防禦位設於 1165.00，與現價緩衝空間為 4.9%。
3518.TW,柏騰,27.05,66.67,4.52,5,1.23,持股中,📈 趨勢續強。目前防禦位設於 19.34，與現價緩衝空間為 28.5%。
2495.TW,普安,42.85,66.67,11.06,5,2.56,持股中,📈 趨勢續強。目前防禦位設於 33.65，與現價緩衝空間為 21.5%。
1341.TW,富林-KY,60.30,50.00,-4.86,7,0.75,持股中,📈 趨勢續強。目前防禦位設於 55.81，與現價緩衝空間為 7.4%。
6225.TW,天瀚,nan,70.00,1.14,20,nan,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 17.80，建議耐心等待突破。
1444.TW,力麗,6.59,0.00,-0.54,3,0.17,持股中,📈 趨勢續強。目前防禦位設於 6.20，與現價緩衝空間為 5.9%。
0056.TW,元大高股息,40.98,100.00,3.36,1,0.62,持股中,📈 趨勢續強。目前防禦位設於 38.04，與現價緩衝空間為 7.2%。
8463.TW,潤泰材,nan,25.00,nan,7,nan,持股中,📈 趨勢續強。目前防禦位設於 21.64，與現價緩衝空間為 nan%。
2364.TW,倫飛,64.90,0.00,-5.37,2,1.98,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 66.20，建議耐心等待突破。
8109.TWO,博大,nan,100.00,nan,1,nan,持股中,📈 趨勢續強。目前防禦位設於 105.50，與現價緩衝空間為 nan%。
8077.TWO,洛��,41.60,0.00,-9.70,4,0.71,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 44.20，建議耐心等待突破。
6512.TWO,啟發電,nan,0.00,-21.85,8,nan,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 20.10，建議耐心等待突破。
00882.TW,中信中國高股息,15.63,100.00,-1.04,1,0.19,持股中,📈 趨勢續強。目前防禦位設於 15.22，與現價緩衝空間為 2.6%。
6684.TWO,安格,nan,0.00,nan,3,nan,持股中,📈 趨勢續強。目前防禦位設於 40.42，與現價緩衝空間為 nan%。
3546.TWO,宇峻,71.40,50.00,2.11,11,1.54,持股中,📈 趨勢續強。目前防禦位設於 68.11，與現價緩衝空間為 4.6%。
00987A.TW,主動台新優勢成長,15.11,0.00,0.00,0,0.52,觀望中,DMA 趨勢尚在整理階段，目前無明確轉強訊號。
3552.TWO,同致,59.50,66.67,-9.95,5,3.59,持股中,📈 趨勢續強。目前防禦位設於 53.00，與現價緩衝空間為 10.9%。
2377.TW,微星,91.90,50.00,-7.53,4,2.41,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 92.70，建議耐心等待突破。
6241.TWO,易通展,nan,0.00,0.00,0,nan,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 12.55，建議耐心等待突破。
4583.TW,台灣精銳,734.00,100.00,15.71,1,29.00,持股中,📈 趨勢續強。目前防禦位設於 636.00，與現價緩衝空間為 13.4%。
3293.TWO,鈊象,775.00,50.00,5.33,3,22.36,持股中,📈 趨勢續強。目前防禦位設於 758.00，與現價緩衝空間為 2.2%。
7711.TW,永擎,nan,100.00,nan,3,nan,持股中,📈 趨勢續強。目前防禦位設於 254.00，與現價緩衝空間為 nan%。
00910.TW,第一金太空衛星,71.75,50.00,19.77,3,2.48,持股中,📈 趨勢續強。目前防禦位設於 55.55，與現價緩衝空間為 22.6%。
2397.TW,友通,60.10,0.00,-15.63,5,1.50,持股中,📈 趨勢續強。目前防禦位設於 53.72，與現價緩衝空間為 10.6%。
00678.TW,群益那斯達克生技,36.53,0.00,-2.07,3,0.50,持股中,📈 趨勢續強。目前防禦位設於 36.50，與現價緩衝空間為 0.1%。
9960.TWO,邁達康,nan,0.00,nan,1,nan,持股中,📈 趨勢續強。目前防禦位設於 25.95，與現價緩衝空間為 nan%。
1608.TW,華榮,33.15,0.00,-8.77,3,0.74,持股中,📈 趨勢續強。目前防禦位設於 30.21，與現價緩衝空間為 8.9%。
8279.TWO,生展,nan,0.00,0.00,0,nan,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 109.50，建議耐心等待突破。
2006.TW,東和鋼鐵,71.80,0.00,0.00,0,1.43,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 72.60，建議耐心等待突破。
6715.TW,嘉基,nan,0.00,0.00,0,nan,觀望中,DMA 趨勢尚在整理階段，目前無明確轉強訊號。
00946.TW,群益科技高息成長,11.23,100.00,0.87,5,0.21,持股中,📈 趨勢續強。目前防禦位設於 10.04，與現價緩衝空間為 10.6%。
3034.TW,聯詠,415.00,100.00,0.76,3,10.61,持股中,📈 趨勢續強。目前防禦位設於 390.50，與現價緩衝空間為 5.9%。
