status,date,prev_rev_yoy,advice,prev_eps,eps,expansion,name,prev_year,pe,eps_yoy,rev_yoy,prev_eps_yoy,om,gm,price,symbol,est_price
📉 獲利侵蝕,2025-12,7.82,⚪ 數據不足,-0.65,-0.48,-17.25,尚立,2025,0.0,0.0,17.25,-58.54,0.87%,3.88%,14.6499996185,3360.TWO,-28.5
📉 獲利侵蝕,2025-12,16.23,⚪ 中性觀察,1.71,2.23,-17.27,欣泰,2025,9.29203539823009,-5.51,11.76,-11.4,N/A,N/A,52.5,8917.TWO,84.74999999999999
⚠️ 獲利稀釋,2025-12,106.86,❌ 暫避觀望,9.12,11.77,-17.349999999999994,意騰-KY,2025,18.95818568391212,67.87,85.22,113.1,N/A,N/A,535.0,7749.TW,423.29999999999995
🌑 雙重衰退,2025-12,-99.19,⚪ 數據不足,-0.08,-0.09,-17.379999999999995,豐謙,2025,0.0,-116.36,-98.98,-115.09,N/A,N/A,30.4500007629,5523.TWO,-3.5999999999999996
🏰 高護城河,2025-12,10.44,⚪ 數據不足,4.7,7.27,-17.43,嘉實,2025,0.0,-10.36,7.07,-5.06,24.73%,63.24%,85.5999984741,3158.TWO,0.0
🌑 雙重衰退,2025-12,-9.08,⚪ 中性觀察,2.76,4.31,-17.45,裕民,2025,8.102625480417661,-22.2,-4.75,-37.98,30.49%,35.36%,67.9000015259,2606.TW,125.69999999999999
🏰 高護城河,2025-12,0.51,⚪ 中性觀察,13.82,18.14,-17.5,美時,2025,4.319772528433946,-7.14,10.36,-8.92,23.84%,55.31%,197.5,1795.TW,685.8
🌑 雙重衰退,2025-12,0.41,⚪ 中性觀察,20.8,26.87,-17.55,聯詠,2025,6.87570303712036,-19.62,-2.07,-18.56,16.92%,38.19%,489.0,3034.TW,1066.8000000000002
🏰 高護城河,2025-12,23.13,⚪ 中性觀察,3.06,4.08,-17.56,中信金,2025,5.764587448400403,11.73,29.29,3.78,31.38%,70.98%,57.2999992371,2891.TW,149.1
📉 獲利侵蝕,2025-12,4.58,⚪ 數據不足,1.66,2.14,-17.66,常廣,2025,0.0,-10.33,7.33,0.61,N/A,N/A,36.75,6730.TWO,0.0
🌑 雙重衰退,2025-12,2.2,⚪ 中性觀察,1.84,1.87,-17.66,大汽電,2025,7.130730050933785,-19.4,-1.74,8.24,N/A,N/A,42.0,8931.TWO,88.35000000000001
🌑 雙重衰退,2025-12,-24.86,⚪ 中性觀察,2.44,5.27,-17.720000000000002,慧洋-KY,2025,9.566878786509555,-34.78,-17.06,-61.76,36.66%,37.77%,75.0999984741,2637.TW,117.75
📉 獲利侵蝕,2025-12,10.16,❌ 暫避觀望,1.21,2.1,-17.77,昶昕,2025,20.608108108108105,-4.98,12.79,-31.64,N/A,N/A,91.5,8438.TW,66.60000000000001
🌑 雙重衰退,2025-12,-9.55,⚪ 數據不足,-0.82,-1.12,-17.79,佳總,2025,0.0,-21.74,-3.95,-28.12,N/A,N/A,6.4499998093,5355.TWO,-36.6
⚠️ 獲利稀釋,2025-12,25.9,⚪ 中性觀察,3.14,4.2,-17.81,倫飛,2025,6.562203083960115,2.69,20.5,-4.85,7.82%,39.87%,69.0999984741,2364.TW,157.95
⚠️ 獲利稀釋,2025-12,24.72,❌ 暫避觀望,4.61,7.05,-17.95,勤凱,2025,23.176761433868975,9.84,27.79,11.3,15.04%,22.01%,375.0,4760.TWO,242.7
⚠️ 獲利稀釋,2025-12,24.12,⚪ 中性觀察,1.52,2.53,-17.97,大世科,2025,11.088560604077491,9.52,27.49,0.66,N/A,N/A,60.0999984741,8099.TWO,81.3
🌑 雙重衰退,2025-12,0.55,⚪ 中性觀察,1.49,2.37,-17.98,怡利電,2025,11.346153846153845,-21.36,-3.38,-29.38,10.08%,25.76%,59.0,2497.TW,78.0
🌑 雙重衰退,2025-12,7.51,⚪ 中性觀察,12.08,14.92,-17.98,拓凱,2025,3.954872303496157,-20.89,-2.91,-0.58,10.54%,32.65%,159.5,4536.TW,604.9499999999999
🌑 雙重衰退,2025-12,-3.67,⚪ 中性觀察,1.48,1.58,-18.21,六暉-KY,2025,4.221311553586066,-22.93,-4.72,-1.99,6.19%,18.21%,20.6000003815,2115.TW,73.2
📉 獲利侵蝕,2025-12,20.49,⚪ 中性觀察,4.78,6.57,-18.419999999999998,世紀鋼,2025,6.387530562347188,-2.48,15.94,-23.95,N/A,N/A,104.5,9958.TW,245.39999999999998
📉 獲利侵蝕,2025-12,2.03,❌ 暫避觀望,1.33,2.07,-18.439999999999998,台虹,2025,35.851318944844124,-11.69,6.75,-41.96,N/A,N/A,149.5,8039.TW,62.55
🌑 雙重衰退,2025-12,-4.67,⚪ 中性觀察,3.36,5.32,-18.52,華勝-KY,2025,4.490472308442419,-19.0,-0.48,-30.34,17.40%,31.94%,54.2000007629,2248.TW,181.05
🌑 雙重衰退,2025-12,-7.04,⚪ 中性觀察,2.14,3.08,-18.560000000000002,福興,2025,5.9675141242937855,-26.71,-8.15,-30.54,N/A,N/A,42.25,9924.TW,106.2
📉 獲利侵蝕,2025-12,6.64,⚪ 中性觀察,1.52,2.2,-18.599999999999998,進典,2025,8.333333333333332,-7.56,11.04,-1.94,N/A,N/A,43.5,6843.TWO,78.30000000000001
🌑 雙重衰退,2025-12,-10.54,⚪ 中性觀察,2.98,3.89,-18.679999999999996,久昌,2025,14.148351648351648,-33.16,-14.48,-37.15,N/A,N/A,154.5,6720.TWO,163.8
📉 獲利侵蝕,2025-12,1.91,⚪ 數據不足,-1.71,-1.86,-18.68,力積電,2025,0.0,-14.2,4.48,-33.86,N/A,N/A,67.5999984741,6770.TW,-73.35000000000001
⚠️ 獲利稀釋,2025-12,37.75,⚪ 數據不足,6.03,8.72,-18.7,安葆,2025,0.0,11.79,30.49,14.64,N/A,N/A,273.0,7792.TWO,0.0
⚠️ 獲利稀釋,2025-12,75.55,⚪ 數據不足,12.91,16.28,-18.739999999999995,崴寶,2025,0.0,41.2,59.94,74.46,N/A,N/A,520.0,7744.TWO,0.0
📉 獲利侵蝕,2025-12,9.03,⚪ 中性觀察,3.56,6.18,-18.79,明安,2025,3.331284619723417,-10.24,8.55,-26.95,N/A,N/A,54.2000007629,8938.TWO,244.04999999999998
🌑 雙重衰退,2025-12,-51.26,⚪ 數據不足,-4.17,-3.92,-18.86,心誠鎂,2025,0.0,-48.08,-29.22,-37.5,N/A,N/A,0.0,6934.TW,0.0
🌑 雙重衰退,2025-12,-43.41,❌ 暫避觀望,0.16,0.2,-18.939999999999998,三商壽,2025,27.777777777777775,-47.37,-28.43,-68.0,0.03%,3.78%,7.5,2867.TW,4.050000000000001
⚠️ 獲利稀釋,2025-12,54.5,⚪ 中性觀察,16.64,24.76,-19.090000000000003,洋基工程,2025,11.207494795281054,28.04,47.13,27.98,N/A,N/A,646.0,6691.TW,864.6000000000001
📉 獲利侵蝕,2025-12,4.82,⚪ 中性觀察,2.45,3.3,-19.17,國產,2025,4.365671452002488,-15.42,3.75,-20.71,22.79%,27.76%,35.0999984741,2504.TW,120.6
📉 獲利侵蝕,2025-12,19.53,⚪ 中性觀察,3.37,4.16,-19.26,虎門科技,2025,10.731244064577398,0.0,19.26,-2.88,N/A,N/A,113.0,6791.TWO,157.95
🌑 雙重衰退,2025-12,-8.87,⚪ 數據不足,-1.49,-2.43,-19.33,康那香,2025,0.0,-28.57,-9.24,-0.68,N/A,N/A,14.3000001907,9919.TW,-63.3
📉 獲利侵蝕,2025-12,11.06,⚪ 中性觀察,2.21,3.77,-19.43,迎廣,2025,12.589041304917806,-7.65,11.78,-26.01,N/A,N/A,91.9000015259,6117.TW,109.50000000000001
📉 獲利侵蝕,2025-12,7.39,⚪ 中性觀察,3.18,5.11,-19.490000000000002,博弘,2025,5.936454849498327,-8.26,11.23,-38.85,N/A,N/A,71.0,6997.TWO,179.4
⚠️ 獲利稀釋,2025-12,7.55,❌ 暫避觀望,19.9,41.98,-19.509999999999998,群聯,2025,32.39712606139778,3.78,23.29,-27.04,N/A,N/A,2480.0,8299.TWO,1148.25
🌑 雙重衰退,2025-12,-10.95,❌ 暫避觀望,1.25,2.3,-19.59,精湛,2025,15.244444105355557,-22.56,-2.97,-44.93,17.87%,45.13%,68.5999984741,2070.TWO,67.5
⚠️ 獲利稀釋,2025-12,16.0,⚪ 中性觀察,7.25,10.75,-19.619999999999997,潤弘,2025,6.628242074927953,0.37,19.99,7.57,15.81%,18.77%,161.0,2597.TW,364.35
📉 獲利侵蝕,2025-12,9.06,⚪ 中性觀察,4.41,6.18,-19.669999999999998,博大,2025,8.401084010840108,-4.63,15.04,-14.37,N/A,N/A,124.0,8109.TWO,221.4
🌑 雙重衰退,2025-12,-9.94,⚪ 中性觀察,2.46,3.18,-19.78,晶焱,2025,12.885906040268454,-30.29,-10.51,-25.46,N/A,N/A,96.0,6411.TWO,111.75000000000001
⚠️ 獲利稀釋,2025-12,24.69,⚪ 中性觀察,2.65,3.59,-19.82,創為精密,2025,7.294797511456647,7.23,27.05,6.94,N/A,N/A,63.0999984741,6899.TWO,129.75
🌑 雙重衰退,2025-12,-3.47,⚪ 中性觀察,3.03,4.1,-19.919999999999998,寶成,2025,2.5396039226237623,-24.63,-4.71,-35.26,N/A,N/A,25.6499996185,9904.TW,151.5
📉 獲利侵蝕,2025-12,8.16,⚪ 中性觀察,9.16,13.02,-20.01,來億-KY,2025,5.142597087378641,-14.96,5.05,-12.51,N/A,N/A,169.5,6890.TW,494.40000000000003
📉 獲利侵蝕,2025-12,5.39,⚪ 中性觀察,14.33,20.1,-20.09,儒鴻,2025,6.856324191567745,-16.94,3.15,-20.3,19.16%,30.19%,335.0,1476.TW,732.9
📉 獲利侵蝕,2025-12,8.42,❌ 暫避觀望,0.94,1.54,-20.169999999999998,達邁,2025,36.04294478527607,-14.53,5.64,-42.24,12.18%,31.33%,117.5,3645.TW,48.900000000000006
🌑 雙重衰退,2025-12,-11.06,⚪ 中性觀察,7.64,11.21,-20.380000000000003,萬海,2025,3.271799020102121,-33.63,-13.25,-38.09,18.94%,23.92%,83.3000030518,2615.TW,381.90000000000003
🌑 雙重衰退,2025-12,-0.64,⚪ 中性觀察,5.84,7.78,-20.479999999999997,達爾膚,2025,4.85560435380323,-26.4,-5.92,-21.61,N/A,N/A,99.1999969482,6523.TWO,306.45000000000005
📉 獲利侵蝕,2025-12,10.26,❌ 暫避觀望,1.64,2.15,-20.58,利機,2025,18.307426597582037,-10.04,10.54,3.14,4.42%,18.10%,106.0,3444.TWO,86.85
🌑 雙重衰退,2025-12,-6.88,⚪ 中性觀察,5.41,10.18,-20.61,裕慶-KY,2025,8.60677783754707,-25.35,-4.74,-29.25,N/A,N/A,160.0,6957.TW,278.85
📉 獲利侵蝕,2025-12,3.67,❌ 暫避觀望,0.98,1.18,-20.63,艾華,2025,30.75085272153584,-20.27,0.36,-8.41,N/A,N/A,90.0999984741,6204.TWO,43.949999999999996
⚠️ 獲利稀釋,2025-12,42.64,⚪ 數據不足,-1.14,-1.51,-20.650000000000002,位速,2025,0.0,6.88,27.53,18.25,-34.06%,1.54%,19.4500007629,3508.TWO,-59.7
📉 獲利侵蝕,2025-12,-4.79,❌ 暫避觀望,4.96,7.48,-20.66,力成,2025,18.40236686390533,-18.46,2.2,-30.26,N/A,N/A,311.0,6239.TW,253.49999999999997
🌑 雙重衰退,2025-12,-36.93,⚪ 數據不足,-2.36,-2.16,-20.75,隆銘綠能,2025,0.0,-66.41,-45.66,-161.36,-73.69%,-18.95%,9.4899997711,3018.TW,-81.14999999999999
📉 獲利侵蝕,2025-12,6.5,⚪ 中性觀察,109.06,159.41,-20.75,大立光,2025,10.314947955789249,-17.91,2.84,-15.56,36.75%,47.97%,3845.0,3008.TW,5591.4
📉 獲利侵蝕,2025-12,11.19,⚪ 中性觀察,3.81,5.77,-20.76,友輝,2025,5.586466394872181,-18.35,2.41,-26.64,12.48%,28.71%,74.3000030518,4933.TWO,199.5
🌑 雙重衰退,2025-12,-7.59,⚪ 中性觀察,8.74,12.25,-20.82,豐祥-KY,2025,5.068356118706235,-27.39,-6.57,-18.99,N/A,N/A,152.0,5288.TW,449.85
⚠️ 獲利稀釋,2025-12,55.99,⚪ 中性觀察,4.34,6.33,-20.84,創泓科技,2025,8.51436580238262,24.26,45.1,60.59,N/A,N/A,121.5,7714.TWO,214.04999999999998
⚠️ 獲利稀釋,2025-12,60.07,⚪ 中性觀察,52.62,72.7,-20.85,祥碩,2025,8.866682070240296,45.15,66.0,40.25,N/A,N/A,1535.0,5269.TW,2596.8
🌑 雙重衰退,2025-12,-12.22,⚪ 中性觀察,2.89,3.81,-20.869999999999997,曜亞,2025,5.149700446516965,-32.69,-11.82,-27.93,12.42%,44.64%,51.5999984741,4138.TWO,150.3
📉 獲利侵蝕,2025-12,7.28,⚪ 中性觀察,3.95,5.28,-20.91,晶技,2025,14.804896710022954,-15.57,5.34,-13.57,14.07%,32.18%,193.5,3042.TW,196.05
🌑 雙重衰退,2025-12,-24.68,❌ 暫避觀望,0.32,0.7,-21.02,微端,2025,35.98765385,-40.68,-19.66,-56.16,8.69%,28.61%,29.1499996185,3285.TWO,12.15
🌑 雙重衰退,2025-12,-1.72,⚪ 中性觀察,4.07,6.71,-21.13,中美晶,2025,10.774058577405857,-23.02,-1.89,18.54,N/A,N/A,154.5,5483.TWO,215.10000000000002
📉 獲利侵蝕,2025-12,1.46,⚪ 中性觀察,1.77,2.27,-21.18,志超,2025,6.692047248240272,-17.45,3.73,-8.29,N/A,N/A,39.5499992371,8213.TW,88.64999999999999
📉 獲利侵蝕,2025-12,-1.5,❌ 暫避觀望,3.09,4.99,-21.39,精材,2025,23.800738007380073,-18.86,2.53,-30.87,27.31%,32.82%,258.0,3374.TWO,162.6
🌑 雙重衰退,2025-12,-3.53,⚪ 中性觀察,8.01,9.05,-21.5,群光,2025,5.348360655737705,-27.23,-5.73,-12.04,6.72%,16.76%,130.5,2385.TW,366.00000000000006
📉 獲利侵蝕,2025-12,22.78,⚪ 中性觀察,3.44,4.18,-21.51,三聯,2025,8.977604376650438,-0.48,21.03,3.3,N/A,N/A,92.1999969482,5493.TWO,154.04999999999998
🌑 雙重衰退,2025-12,-8.33,⚪ 中性觀察,1.66,2.13,-21.560000000000002,美亞,2025,3.9908256880733943,-31.07,-9.51,-41.75,12.02%,19.71%,21.75,2020.TW,81.75
🌑 雙重衰退,2025-12,-6.36,❌ 暫避觀望,1.78,2.52,-21.73,日揚,2025,15.847860538827259,-26.32,-4.59,-28.8,N/A,N/A,100.0,6208.TWO,94.64999999999999
🌑 雙重衰退,2025-12,4.37,⚪ 中性觀察,1.22,1.56,-21.77,廣宇,2025,13.848039215686274,-22.0,-0.23,-13.48,4.05%,12.48%,56.5,2328.TW,61.2
🌑 雙重衰退,2025-12,-1.49,⚪ 中性觀察,1.72,2.73,-21.8,正基,2025,13.2952691680261,-23.53,-1.73,-32.02,N/A,N/A,81.5,6546.TWO,91.95
🌑 雙重衰退,2025-12,-37.61,❌ 暫避觀望,0.91,2.48,-21.830000000000002,榮田,2025,19.507494319935763,-52.99,-31.16,-75.62,N/A,N/A,91.0999984741,7709.TWO,70.05
📉 獲利侵蝕,2025-12,10.72,⚪ 數據不足,-0.75,-0.96,-21.96,建舜電,2025,0.0,-15.66,6.3,-2.74,-5.35%,12.86%,12.9499998093,3322.TWO,-39.300000000000004
🌑 雙重衰退,2025-12,-1.42,❌ 暫避觀望,3.01,4.31,-22.09,上銀,2025,37.87152444870566,-22.62,-0.53,-35.13,4.85%,27.05%,395.0,2049.TW,156.45
📉 獲利侵蝕,2025-12,0.68,⚪ 中性觀察,22.41,32.84,-22.14,玉晶光,2025,8.111446609936865,-14.37,7.77,-27.07,20.51%,34.25%,591.0,3406.TW,1092.9
⚠️ 獲利稀釋,2025-12,41.35,⚪ 數據不足,-5.76,-7.24,-22.160000000000004,益安,2025,0.0,21.08,43.24,10.97,N/A,N/A,90.9000015259,6499.TWO,-281.84999999999997
⚠️ 獲利稀釋,2025-12,28.6,⚪ 數據不足,1.05,1.44,-22.48,宏�砦C戲-創,2025,0.0,5.88,28.36,41.89,N/A,N/A,0.0,6908.TW,0.0
🌑 雙重衰退,2025-12,-0.4,❌ 暫避觀望,10.68,15.29,-22.5,環球晶,2025,22.14727374929736,-25.74,-3.24,-45.48,N/A,N/A,788.0,6488.TWO,533.6999999999999
📉 獲利侵蝕,2025-12,1.48,⚪ 中性觀察,1.44,2.35,-22.5,諾貝兒,2025,10.741935237758065,-21.14,1.36,-32.39,N/A,N/A,66.5999984741,6844.TWO,93.0
🌑 雙重衰退,2025-12,-6.32,⚪ 中性觀察,3.57,5.42,-22.55,博盛半導體,2025,13.640065146579804,-28.68,-6.13,-47.73,N/A,N/A,167.5,7712.TWO,184.20000000000002
📉 獲利侵蝕,2025-12,7.33,⚪ 中性觀察,6.02,8.29,-22.57,三集瑞-KY,2025,8.96135265700483,-19.59,2.98,-29.18,N/A,N/A,185.5,6862.TW,310.5
🌑 雙重衰退,2025-12,-1.21,⚪ 中性觀察,1.54,2.18,-22.57,華宏,2025,12.204007285974498,-27.57,-5.0,-45.77,N/A,N/A,67.0,8240.TWO,82.35000000000001
📉 獲利侵蝕,2025-12,1.29,⚪ 中性觀察,2.48,3.92,-22.58,科定,2025,14.775280898876403,-18.72,3.86,-33.88,N/A,N/A,131.5,6655.TW,133.5
🌑 雙重衰退,2025-12,-48.42,⚪ 數據不足,-1.29,-2.15,-22.64,鴻華先進-創,2025,0.0,-73.98,-51.34,-74.32,-262.93%,19.82%,29.9500007629,2258.TW,-66.3
🌑 雙重衰退,2025-12,-0.59,❌ 暫避觀望,1.51,2.0,-22.64,詮欣,2025,16.994106090373283,-25.66,-3.02,-32.58,N/A,N/A,86.5,6205.TW,76.35
📉 獲利侵蝕,2025-12,24.0,⚪ 中性觀察,5.79,6.9,-22.66,宸曜,2025,10.420076377523184,-8.99,13.67,-0.69,N/A,N/A,191.0,6922.TWO,274.95000000000005
🌑 雙重衰退,2025-12,-5.97,⚪ 中性觀察,2.32,3.71,-22.7,富林-KY,2025,6.992054310340523,-30.65,-7.95,-36.61,12.74%,23.43%,61.5999984741,1341.TW,132.14999999999998
📉 獲利侵蝕,2025-12,-3.9,❌ 暫避觀望,1.92,2.97,-22.75,全新,2025,65.39027982326951,-18.46,4.29,-34.36,21.78%,37.27%,444.0,2455.TW,101.85
🌑 雙重衰退,2025-12,-28.87,❌ 暫避觀望,1.89,2.51,-22.799999999999997,全訊,2025,19.306184012066364,-49.48,-26.68,-50.93,N/A,N/A,128.0,5222.TW,99.45
📉 獲利侵蝕,2025-12,17.25,⚪ 中性觀察,3.18,4.2,-22.869999999999997,展�眥篕�,2025,5.644230842586538,-8.03,14.84,2.91,N/A,N/A,58.7000007629,6776.TW,156.0
⚠️ 獲利稀釋,2025-12,60.19,⚪ 中性觀察,22.26,32.29,-22.950000000000003,兆聯實業,2025,12.61346700989026,41.25,64.2,39.26,N/A,N/A,931.0,6944.TW,1107.15
🌑 雙重衰退,2025-12,-89.05,⚪ 數據不足,-1.46,-1.25,-23.010000000000005,新復興,2025,0.0,-112.33,-89.32,-117.3,-63.96%,-26.90%,57.0999984741,4909.TWO,-71.25
🌑 雙重衰退,2025-12,-16.8,⚪ 中性觀察,1.06,1.38,-23.129999999999995,仁寶,2025,9.760563810112677,-39.91,-16.78,-42.93,1.38%,5.82%,34.6500015259,2324.TW,53.25
📉 獲利侵蝕,2025-12,-5.13,⚪ 中性觀察,3.37,4.6,-23.349999999999998,漢田生技,2025,6.70147954743255,-19.33,4.02,-27.88,21.70%,37.68%,77.0,1294.TWO,172.35
🌑 雙重衰退,2025-12,-0.04,⚪ 中性觀察,1.65,2.37,-23.369999999999997,三能-KY,2025,5.248091603053436,-25.47,-2.1,-24.66,N/A,N/A,27.5,6671.TW,78.6
📉 獲利侵蝕,2025-12,5.21,❌ 暫避觀望,2.77,3.73,-23.369999999999997,凱美,2025,15.098468271334792,-18.02,5.35,-20.4,7.43%,19.39%,138.0,2375.TW,137.10000000000002
🌑 雙重衰退,2025-12,17.04,⚪ 數據不足,-3.2,-3.68,-23.5,永邑-KY,2025,0.0,-24.32,-0.82,-25.49,-46.94%,8.14%,22.7000007629,2939.TW,-149.25000000000003
⚠️ 獲利稀釋,2025-12,57.65,⚪ 數據不足,9.06,11.11,-23.520000000000003,東方風能,2025,0.0,29.9,53.42,49.5,N/A,N/A,0.0,7786.TW,0.0
📉 獲利侵蝕,2025-12,10.78,⚪ 中性觀察,3.73,5.48,-23.59,台星科,2025,14.633204633204635,-12.04,11.55,-20.3,19.26%,25.97%,189.5,3265.TWO,194.25
🌑 雙重衰退,2025-12,-87.01,⚪ 數據不足,-0.16,-0.43,-23.590000000000003,聯上,2025,0.0,-112.91,-89.32,-105.26,-47.25%,37.85%,14.9499998093,4113.TWO,-7.800000000000001
🌑 雙重衰退,2025-12,-24.42,⚪ 中性觀察,3.61,6.85,-23.640000000000004,海悅,2025,4.250155759290604,-51.27,-27.63,-70.84,22.47%,34.04%,68.3000030518,2348.TW,241.05
⚠️ 獲利稀釋,2025-12,87.79,❌ 暫避觀望,1.04,1.22,-23.669999999999998,港建*,2025,16.766467065868266,15.09,38.76,100.0,11.18%,40.97%,56.0,3093.TWO,50.099999999999994
📉 獲利侵蝕,2025-12,0.47,⚪ 中性觀察,2.01,2.85,-23.72,三芳,2025,4.492753623188406,-23.39,0.33,-27.17,13.66%,31.96%,31.0,1307.TW,103.49999999999999
🌑 雙重衰退,2025-12,-8.68,❌ 暫避觀望,0.53,0.57,-23.81,協禧,2025,19.718749523187498,-29.63,-5.82,10.42,7.94%,30.11%,31.5499992371,3071.TWO,24.0
⚠️ 獲利稀釋,2025-12,20.85,⚪ 中性觀察,1.45,2.19,-23.91,光菱,2025,9.989106421372549,1.86,25.77,-11.59,N/A,N/A,45.8499984741,8032.TWO,68.85
🌑 雙重衰退,2025-12,-1.39,⚪ 數據不足,-1.31,-2.68,-23.93,華廣,2025,0.0,-28.85,-4.92,16.13,-24.14%,39.56%,56.2999992371,4737.TW,-69.75
🌑 雙重衰退,2025-12,-2.96,⚪ 中性觀察,2.29,3.08,-24.110000000000003,宏正,2025,9.805699086554403,-25.6,-1.49,-15.81,N/A,N/A,75.6999969482,6277.TW,115.80000000000001
🌑 雙重衰退,2025-12,0.15,⚪ 數據不足,1.59,2.32,-24.21,弘煜科,2025,0.0,-34.28,-10.07,-21.29,N/A,N/A,0.0,6482.TWO,0.0
📉 獲利侵蝕,2025-12,26.61,❌ 暫避觀望,9.4,12.75,-24.229999999999997,均華,2025,50.8298755186722,-14.04,10.19,0.87,N/A,N/A,1470.0,6640.TWO,433.79999999999995
🔄 轉虧為盈,2025-12,-49.07,❌ 暫避觀望,-0.37,1.01,-24.230000000000004,南港,2025,431.4285823271429,-68.84,-44.61,-111.11,4.39%,20.96%,30.2000007629,2101.TW,1.0499999999999998
🌑 雙重衰退,2025-12,-6.27,⚪ 中性觀察,3.34,4.6,-24.36,億光,2025,5.800176699743591,-30.72,-6.36,-29.98,9.23%,30.24%,65.5999984741,2393.TW,169.64999999999998
🌑 雙重衰退,2025-12,-16.15,⚪ 中性觀察,2.6,2.87,-24.36,奕力-KY,2025,4.146341301601272,-39.39,-15.03,-35.9,N/A,N/A,39.0999984741,6962.TW,141.45000000000002
📉 獲利侵蝕,2025-12,3.44,⚪ 中性觀察,1.62,1.65,-24.54,大亞,2025,8.256880733944953,-21.15,3.39,-11.48,8.70%,13.61%,36.0,1609.TW,65.4
🌑 雙重衰退,2025-12,-3.19,⚪ 中性觀察,2.89,4.38,-24.549999999999997,立端,2025,8.84729094106404,-28.08,-3.53,-32.55,N/A,N/A,89.8000030518,6245.TWO,152.25
⚠️ 獲利稀釋,2025-12,23.4,⚪ 中性觀察,0.96,1.88,-24.57,倚天酷��-創,2025,7.444133971648045,1.06,25.63,-15.52,7.25%,14.91%,26.6499996185,2432.TW,53.7
📉 獲利侵蝕,2025-12,29.26,⚪ 中性觀察,3.41,4.34,-24.58,鴻呈,2025,13.152985074626868,-2.92,21.66,32.81,N/A,N/A,141.0,6913.TWO,160.79999999999998
⚠️ 獲利稀釋,2025-12,49.53,⚪ 中性觀察,4.69,7.54,-24.800000000000004,茂綸,2025,8.413615928066795,17.08,41.88,12.47,N/A,N/A,131.0,6227.TWO,233.55
⚠️ 獲利稀釋,2025-12,49.49,⚪ 中性觀察,13.7,19.45,-24.99,廣達,2025,6.643576826196473,25.55,50.54,20.44,3.76%,6.33%,316.5,2382.TW,714.6
📉 獲利侵蝕,2025-12,2.96,⚪ 中性觀察,1.06,1.16,-25.04,晉倫,2025,14.923547167308872,-21.62,3.42,-10.17,N/A,N/A,48.7999992371,6151.TWO,49.05
📉 獲利侵蝕,2025-12,2.59,❌ 暫避觀望,0.5,0.91,-25.05,直得,2025,115.51724137931035,-15.24,9.81,-36.36,9.16%,38.83%,201.0,1597.TW,26.1
📉 獲利侵蝕,2025-12,4.91,⚪ 中性觀察,1.98,2.42,-25.14,東元,2025,11.669367909238249,-18.15,6.99,-17.76,6.47%,23.29%,72.0,1504.TW,92.55000000000001
📉 獲利侵蝕,2025-12,15.7,⚪ 中性觀察,3.72,6.46,-25.31,振曜,2025,7.656129764980725,-10.28,15.03,-24.7,N/A,N/A,99.3000030518,6143.TWO,194.55
⚠️ 獲利稀釋,2025-12,47.68,⚪ 中性觀察,4.37,6.5,-25.45,達欣工,2025,5.2823689358264465,24.8,50.25,25.0,8.34%,12.33%,76.6999969482,2535.TW,217.79999999999998
🌑 雙重衰退,2025-12,-5.59,⚪ 中性觀察,3.19,3.99,-25.5,IKKA-KY,2025,5.880681673683712,-33.62,-8.12,-40.86,2.64%,16.71%,62.0999984741,2250.TW,158.39999999999998
🌑 雙重衰退,2025-12,-22.96,⚪ 中性觀察,2.14,2.65,-25.520000000000003,中碳,2025,11.267029556975476,-48.92,-23.4,-48.53,7.03%,17.58%,82.6999969482,1723.TW,110.1
⚠️ 獲利稀釋,2025-12,42.57,❌ 暫避觀望,5.62,9.07,-25.940000000000005,高力,2025,59.9260823653643,38.43,64.37,1.46,N/A,N/A,1135.0,8996.TW,284.1
🌑 雙重衰退,2025-12,-8.48,⚪ 中性觀察,14.09,18.24,-25.96,瑞鼎,2025,5.934501460158532,-34.08,-8.12,-36.42,5.17%,29.04%,284.5,3592.TW,719.0999999999999
🌑 雙重衰退,2025-12,-24.07,⚪ 中性觀察,8.4,10.2,-26.12,上品,2025,9.453860640301317,-52.93,-26.81,-48.81,14.44%,28.63%,251.0,4770.TW,398.25000000000006
🏰 高護城河,2025-12,-0.17,⚪ 中性觀察,2.43,3.32,-26.18,桓達,2025,12.665066026410564,-29.66,-3.48,-27.89,13.53%,54.86%,105.5,4549.TWO,124.95
🌑 雙重衰退,2025-12,25.83,⚪ 中性觀察,0.33,0.28,-26.189999999999998,憶聲,2025,14.590908397363634,-57.58,-31.39,65.0,-2.71%,24.73%,16.0499992371,3024.TW,16.5
🌑 雙重衰退,2025-12,6.74,⚪ 中性觀察,0.96,2.39,-26.259999999999998,精星,2025,9.27536231884058,-26.77,-0.51,-46.02,N/A,N/A,32.0,8183.TWO,51.75
🌑 雙重衰退,2025-12,-2.17,⚪ 中性觀察,0.94,1.33,-26.36,佳格,2025,8.836478107389937,-30.16,-3.8,-32.61,4.10%,23.19%,28.1000003815,1227.TW,47.7
📉 獲利侵蝕,2025-12,17.03,⚪ 中性觀察,1.58,1.86,-26.47,全漢,2025,12.871287128712872,-13.89,12.58,-21.39,-0.45%,17.44%,52.0,3015.TW,60.6
⚠️ 獲利稀釋,2025-12,37.75,⚪ 中性觀察,6.88,9.93,-26.58,華懋,2025,9.12863070539419,0.71,27.29,2.53,N/A,N/A,220.0,5292.TW,361.5
