股票代碼,訊號日期,訊號收盤,買入日期,買入價格,賣出日期,賣出價格,獲利%,raw_pnl,狀態,股票標的
6937.TW,2026-03-11,261.5,2026-03-12,261.0,2026-03-24,266.0,1.92%,0.019157088122605363,交易結束,6937.TW 天虹
2305.TW,2026-01-06,11.8,2026-01-07,12.3,2026-01-26,14.3,16.26%,0.16260162349527402,交易結束,2305.TW 全友
2305.TW,2026-03-11,14.6,2026-03-12,14.75,2026-03-24,14.35,-2.71%,-0.027118618203389882,交易結束,2305.TW 全友
2305.TW,2026-03-26,16.15,2026-03-27,16.3,持股中,16.35,0.31%,0.0030675550147384783,續抱中,2305.TW 全友
1611.TW,2026-03-12,12.69,2026-03-13,12.5,2026-03-17,12.36,-1.13%,-0.011278280627907346,交易結束,1611.TW 中電
6230.TW,2026-01-23,123.5,2026-01-26,123.5,2026-02-02,121.0,-2.02%,-0.020242914979757085,交易結束,6230.TW 尼得科超眾
6230.TW,2026-02-04,126.5,2026-02-05,131.0,2026-02-09,127.0,-3.05%,-0.030534351145038167,交易結束,6230.TW 尼得科超眾
6230.TW,2026-02-26,157.0,2026-03-02,152.0,2026-03-13,168.0,10.53%,0.10526315789473684,交易結束,6230.TW 尼得科超眾
2413.TW,2026-02-04,48.4,2026-02-05,46.15,2026-02-06,42.3,-8.34%,-0.08342366547137221,交易結束,2413.TW 環科
2413.TW,2026-02-24,50.2,2026-02-25,54.7,2026-03-05,49.4,-9.69%,-0.09689212363950628,交易結束,2413.TW 環科
6188.TWO,2026-01-06,116.5,2026-01-07,116.5,2026-01-14,111.5,-4.29%,-0.04291845493562232,交易結束,6188.TWO 廣明
3535.TW,2026-01-20,115.5,2026-01-21,113.0,2026-01-30,100.5,-11.06%,-0.11061946902654868,交易結束,3535.TW 晶彩科
3535.TW,2026-02-05,109.0,2026-02-06,107.0,2026-03-12,127.0,18.69%,0.18691588785046728,交易結束,3535.TW 晶彩科
00908.TW,2026-02-11,14.5,2026-02-23,14.5,2026-02-26,14.27,-1.59%,-0.015862037393103438,交易結束,00908.TW 富邦入息REITs+
2103.TW,2026-02-23,17.85,2026-02-24,19.6,2026-03-23,20.2,3.06%,0.03061226376129706,交易結束,2103.TW 台橡
6980.TWO,2026-01-02,92.3,2026-01-05,92.3,2026-01-28,146.5,58.72%,0.5872155488205372,交易結束,6980.TWO 鐳洋科技
2317.TW,2026-01-07,238.5,2026-01-08,237.5,2026-01-09,230.0,-3.16%,-0.031578947368421054,交易結束,2317.TW 鴻海
2317.TW,2026-02-25,246.5,2026-02-26,253.5,2026-03-04,224.5,-11.44%,-0.11439842209072978,交易結束,2317.TW 鴻海
1815.TWO,2026-01-16,98.8,2026-01-19,100.5,2026-01-26,94.0,-6.47%,-0.06467661691542288,交易結束,1815.TWO 富喬
5468.TWO,2026-01-19,20.65,2026-01-20,20.5,2026-01-23,19.3,-5.85%,-0.058536622580487814,交易結束,5468.TWO 凱鈺
5468.TWO,2026-03-18,18.75,2026-03-19,20.1,2026-03-31,18.7,-6.97%,-0.06965172099641131,交易結束,5468.TWO 凱鈺
5534.TW,2026-01-09,86.0,2026-01-12,86.1,2026-01-13,84.8,-1.51%,-0.015098669516133102,交易結束,5534.TW 長虹
5534.TW,2026-03-27,79.2,2026-03-30,78.5,持股中,80.0,1.91%,0.01910828025477707,續抱中,5534.TW 長虹
4707.TWO,2026-03-12,10.5,2026-03-13,10.45,2026-03-24,10.4,-0.48%,-0.004784707340903581,交易結束,4707.TWO 磐亞
4707.TWO,2026-03-30,11.65,2026-03-31,12.4,持股中,11.45,-7.66%,-0.07661289019579184,續抱中,4707.TWO 磐亞
2431.TW,2026-01-07,11.9,2026-01-08,11.95,2026-02-05,15.75,31.80%,0.3179916528318836,交易結束,2431.TW 聯昌
6640.TWO,2026-01-02,653.0,2026-01-05,672.0,2026-01-19,719.0,6.99%,0.06994047619047619,交易結束,6640.TWO 均華
6640.TWO,2026-01-26,790.0,2026-01-27,825.0,2026-02-03,805.0,-2.42%,-0.024242424242424242,交易結束,6640.TWO 均華
6640.TWO,2026-03-27,1420.0,2026-03-30,1395.0,持股中,1375.0,-1.43%,-0.014336917562724014,續抱中,6640.TWO 均華
2451.TW,2026-01-02,203.0,2026-01-05,210.0,2026-01-22,240.0,14.29%,0.14285714285714285,交易結束,2451.TW 創見
2451.TW,2026-01-29,259.0,2026-01-30,262.0,2026-02-03,250.0,-4.58%,-0.04580152671755725,交易結束,2451.TW 創見
2451.TW,2026-03-16,259.5,2026-03-17,264.0,2026-03-25,255.5,-3.22%,-0.032196969696969696,交易結束,2451.TW 創見
3526.TWO,2026-02-03,261.5,2026-02-04,260.0,2026-03-05,289.0,11.15%,0.11153846153846154,交易結束,3526.TWO 凡甲
2010.TW,2026-01-12,21.4,2026-01-13,21.25,2026-01-21,21.1,-0.71%,-0.007058805576470624,交易結束,2010.TW 春源
2010.TW,2026-01-30,21.55,2026-02-02,21.55,2026-03-05,22.65,5.10%,0.05104410303209036,交易結束,2010.TW 春源
2010.TW,2026-03-12,23.8,2026-03-13,24.45,2026-03-31,24.9,1.84%,0.018404860595457356,交易結束,2010.TW 春源
6199.TWO,2026-01-06,108.5,2026-01-07,110.0,2026-01-22,113.0,2.73%,0.02727272727272727,交易結束,6199.TWO 天品
6199.TWO,2026-03-25,108.5,2026-03-26,108.5,2026-04-07,108.0,-0.46%,-0.004608294930875576,交易結束,6199.TWO 天品
3234.TWO,2026-01-22,56.2,2026-01-23,56.5,2026-02-03,56.6,0.18%,0.0017698844973450926,交易結束,3234.TWO 光環
3234.TWO,2026-02-05,66.6,2026-02-06,65.8,2026-03-05,90.9,38.15%,0.381458925683338,交易結束,3234.TWO 光環
00795B.TWO,2026-02-23,27.81,2026-02-24,27.85,2026-03-10,28.04,0.68%,0.0068390372311261825,交易結束,00795B.TWO 中信美國公債20年
2302.TW,2026-01-07,18.4,2026-01-08,18.6,2026-01-12,17.9,-3.76%,-0.03763444885174496,交易結束,2302.TW 麗正
2302.TW,2026-01-14,18.7,2026-01-15,19.0,2026-01-30,20.45,7.63%,0.0763158296263158,交易結束,2302.TW 麗正
2302.TW,2026-03-11,18.9,2026-03-12,19.1,2026-03-24,18.7,-2.09%,-0.02094238799007738,交易結束,2302.TW 麗正
3025.TW,2026-01-29,76.7,2026-01-30,76.3,2026-02-02,65.1,-14.68%,-0.14678904495057918,交易結束,3025.TW 星通
3025.TW,2026-03-19,64.6,2026-03-20,64.6,2026-03-24,61.9,-4.18%,-0.041795619380432476,交易結束,3025.TW 星通
5011.TWO,2026-01-14,12.3,2026-01-15,13.5,2026-01-27,12.65,-6.30%,-0.06296299122222217,交易結束,5011.TWO 久陽
5011.TWO,2026-03-04,16.0,2026-03-05,17.6,2026-03-13,14.05,-20.17%,-0.2017045519232791,交易結束,5011.TWO 久陽
4417.TWO,2026-02-26,53.1,2026-03-02,52.8,2026-03-05,52.8,0.00%,0.0,交易結束,4417.TWO 金洲
4406.TWO,2026-01-29,10.55,2026-01-30,10.55,2026-02-04,10.1,-4.27%,-0.042654009579704416,交易結束,4406.TWO 新昕纖
7714.TWO,2026-01-20,174.5,2026-01-21,174.5,2026-01-26,166.0,-4.87%,-0.04871060171919771,交易結束,7714.TWO 創泓科技
1432.TW,2026-02-23,19.35,2026-02-24,19.4,2026-02-25,18.5,-4.64%,-0.046391733824662225,交易結束,1432.TW 大魯閣
3033.TW,2026-01-21,31.6,2026-01-22,31.65,2026-01-26,30.8,-2.69%,-0.026856252500652805,交易結束,3033.TW 威健
3033.TW,2026-03-17,33.35,2026-03-18,33.65,2026-03-27,32.7,-2.82%,-0.02823181931414777,交易結束,3033.TW 威健
6592.TW,2026-03-16,65.0,2026-03-17,64.0,2026-03-24,64.6,0.94%,0.009374976157812576,交易結束,6592.TW 和潤企業
6953.TWO,2026-01-05,215.66,2026-01-06,216.63,2026-01-09,228.8,5.62%,0.056179741869571406,交易結束,6953.TWO 家碩
6953.TWO,2026-01-12,253.14,2026-01-13,266.77,2026-01-22,239.51,-10.22%,-0.10218981058513452,交易結束,6953.TWO 家碩
6451.TW,2026-01-29,169.5,2026-01-30,169.0,2026-02-10,174.0,2.96%,0.029585798816568046,交易結束,6451.TW 訊芯-KY
6451.TW,2026-03-16,237.0,2026-03-17,259.0,2026-04-01,319.0,23.17%,0.23166023166023167,交易結束,6451.TW 訊芯-KY
6451.TW,2026-04-07,325.0,2026-04-08,357.5,持股中,357.5,0.00%,0.0,續抱中,6451.TW 訊芯-KY
8084.TWO,2026-03-06,55.2,2026-03-09,50.5,2026-03-10,49.9,-1.19%,-0.011881157902970252,交易結束,8084.TWO 巨虹
3308.TW,2026-01-02,22.1,2026-01-05,23.2,2026-01-23,23.35,0.65%,0.006465500589115026,交易結束,3308.TW 聯德
00700.TW,2026-01-13,19.09,2026-01-14,19.1,2026-01-20,18.67,-2.25%,-0.022513104534620458,交易結束,00700.TW 富邦�琤肭磪�
2038.TW,2026-01-07,15.6,2026-01-08,15.75,2026-01-21,15.15,-3.81%,-0.03809526231746027,交易結束,2038.TW 海光
2038.TW,2026-01-29,15.8,2026-01-30,15.8,2026-02-09,15.45,-2.22%,-0.02215192260605249,交易結束,2038.TW 海光
2038.TW,2026-03-20,16.25,2026-03-23,16.65,2026-04-01,15.8,-5.11%,-0.051051017854412226,交易結束,2038.TW 海光
3712.TW,2026-01-22,27.3,2026-01-23,27.55,2026-01-29,26.8,-2.72%,-0.027223231243869443,交易結束,3712.TW 永崴投控
4123.TWO,2026-01-27,43.3,2026-01-28,43.9,2026-01-30,41.5,-5.47%,-0.0546697367307392,交易結束,4123.TWO 晟德
4123.TWO,2026-03-04,49.35,2026-03-05,49.8,2026-03-10,44.55,-10.54%,-0.10542168836197201,交易結束,4123.TWO 晟德
4973.TWO,2026-01-07,44.1,2026-01-08,44.9,2026-01-26,50.6,12.69%,0.12694870277258286,交易結束,4973.TWO 廣穎
4973.TWO,2026-03-10,50.6,2026-03-11,55.6,2026-03-25,71.7,28.96%,0.28956832582648034,交易結束,4973.TWO 廣穎
4728.TWO,2026-01-12,393.5,2026-01-13,390.5,2026-01-14,391.5,0.26%,0.002560819462227913,交易結束,4728.TWO 雙美
4137.TW,2026-01-07,102.0,2026-01-08,102.0,2026-01-21,105.0,2.94%,0.029411764705882353,交易結束,4137.TW 麗豐-KY
4137.TW,2026-01-27,107.5,2026-01-28,107.0,2026-01-29,105.5,-1.40%,-0.014018691588785047,交易結束,4137.TW 麗豐-KY
4137.TW,2026-02-10,109.5,2026-02-11,110.5,2026-03-11,109.5,-0.90%,-0.00904977375565611,交易結束,4137.TW 麗豐-KY
00720B.TWO,2026-01-13,33.56,2026-01-14,33.6,2026-01-20,33.37,-0.68%,-0.006756648667173695,交易結束,00720B.TWO 元大投資級公司債
00720B.TWO,2026-03-04,33.85,2026-03-05,33.82,2026-03-10,33.75,-0.21%,-0.0020697721889916592,交易結束,00720B.TWO 元大投資級公司債
5225.TW,2026-01-09,100.5,2026-01-12,101.0,2026-01-22,97.51,-3.46%,-0.03457204939999994,交易結束,5225.TW 東科-KY
1438.TW,2026-02-23,34.6,2026-02-24,34.55,2026-03-03,32.15,-6.95%,-0.06946447942675693,交易結束,1438.TW 三地開發
4305.TWO,2026-02-11,42.9,2026-02-23,43.0,2026-03-05,42.85,-0.35%,-0.00348840757906982,交易結束,4305.TWO 世坤
4305.TWO,2026-03-09,44.1,2026-03-10,45.0,2026-03-11,43.15,-4.11%,-0.04111107720222217,交易結束,4305.TWO 世坤
4927.TW,2026-01-07,37.7,2026-01-08,37.1,2026-01-21,37.05,-0.13%,-0.001347688384270408,交易結束,4927.TW 泰鼎-KY
4927.TW,2026-02-25,44.25,2026-02-26,44.5,2026-03-10,43.1,-3.15%,-0.03146070844719106,交易結束,4927.TW 泰鼎-KY
4927.TW,2026-03-17,49.55,2026-03-18,53.5,2026-03-24,43.5,-18.69%,-0.18691588785046728,交易結束,4927.TW 泰鼎-KY
3221.TWO,2026-01-14,26.1,2026-01-15,28.2,2026-01-23,25.75,-8.69%,-0.08687945732693837,交易結束,3221.TWO 台嘉碩
3221.TWO,2026-01-29,28.0,2026-01-30,28.75,2026-02-03,27.15,-5.57%,-0.05565218718260867,交易結束,3221.TWO 台嘉碩
3221.TWO,2026-02-04,31.15,2026-02-05,30.05,2026-02-09,28.6,-4.83%,-0.04825287495547816,交易結束,3221.TWO 台嘉碩
3221.TWO,2026-02-26,31.75,2026-03-02,31.5,2026-03-09,27.4,-13.02%,-0.13015874226984125,交易結束,3221.TWO 台嘉碩
3221.TWO,2026-03-30,36.85,2026-03-31,35.9,2026-04-07,36.0,0.28%,0.0027854726977616976,交易結束,3221.TWO 台嘉碩
00830.TW,2026-01-19,55.9,2026-01-20,56.0,2026-01-27,55.4,-1.07%,-0.010714258466071389,交易結束,00830.TW 國泰費城半導體
8150.TW,2026-01-07,53.2,2026-01-08,53.2,2026-01-29,66.0,24.06%,0.24060148596889344,交易結束,8150.TW 南茂
8150.TW,2026-02-26,71.5,2026-03-02,69.5,2026-03-05,61.0,-12.23%,-0.1223021582733813,交易結束,8150.TW 南茂
6438.TW,2026-01-19,163.0,2026-01-20,160.5,2026-01-29,153.0,-4.67%,-0.04672897196261682,交易結束,6438.TW 迅得
2359.TW,2026-01-28,141.5,2026-01-29,145.5,2026-02-02,130.5,-10.31%,-0.10309278350515463,交易結束,2359.TW 所羅門
2891.TW,2026-01-29,52.0,2026-01-30,52.0,2026-02-02,51.0,-1.92%,-0.019230769230769232,交易結束,2891.TW 中信金
2891.TW,2026-02-23,53.9,2026-02-24,54.1,2026-03-05,51.5,-4.81%,-0.04805912287307603,交易結束,2891.TW 中信金
2455.TW,2026-01-16,170.5,2026-01-19,172.0,2026-01-27,173.0,0.58%,0.005813953488372093,交易結束,2455.TW 全新
2455.TW,2026-02-04,181.5,2026-02-05,179.0,2026-02-09,173.0,-3.35%,-0.0335195530726257,交易結束,2455.TW 全新
2455.TW,2026-02-10,190.0,2026-02-11,194.0,2026-03-10,203.5,4.90%,0.04896907216494845,交易結束,2455.TW 全新
6151.TWO,2026-03-26,30.15,2026-03-27,30.0,持股中,32.85,9.50%,0.0949999491366666,續抱中,6151.TWO 晉倫
5478.TWO,2026-01-23,97.84,2026-01-26,99.24,2026-01-27,96.91,-2.35%,-0.023474129378952855,交易結束,5478.TWO 智冠
5478.TWO,2026-03-11,105.3,2026-03-12,104.36,2026-03-24,102.5,-1.79%,-0.017857117429823013,交易結束,5478.TWO 智冠
2492.TW,2026-01-07,132.0,2026-01-08,132.0,2026-01-30,139.5,5.68%,0.056818181818181816,交易結束,2492.TW 華新科
2347.TW,2026-01-06,61.1,2026-01-07,61.1,2026-01-21,64.1,4.91%,0.04909983756008919,交易結束,2347.TW 聯強
2347.TW,2026-02-10,68.0,2026-02-11,69.0,2026-03-05,68.5,-0.72%,-0.007246376811594203,交易結束,2347.TW 聯強
2347.TW,2026-03-16,77.2,2026-03-17,76.9,2026-03-31,76.2,-0.91%,-0.009102790166580653,交易結束,2347.TW 聯強
00981B.TWO,2026-04-01,9.29,2026-04-02,9.32,持股中,9.36,0.43%,0.004291841546123346,續抱中,00981B.TWO 第一金優選非投債
3252.TWO,2026-02-11,20.15,2026-02-23,20.15,2026-03-18,20.35,0.99%,0.009925596366581314,交易結束,3252.TWO 海灣
2332.TW,2026-01-14,17.05,2026-01-15,17.45,2026-01-28,16.45,-5.73%,-0.05730658775248162,交易結束,2332.TW 友訊
6789.TW,2026-02-25,311.0,2026-02-26,313.0,2026-03-10,323.0,3.19%,0.03194888178913738,交易結束,6789.TW 采鈺
2404.TW,2026-01-06,1020.0,2026-01-07,1020.0,2026-01-22,1035.0,1.47%,0.014705882352941176,交易結束,2404.TW 漢唐
1722.TW,2026-03-16,48.1,2026-03-17,48.6,2026-03-19,47.3,-2.67%,-0.02674895633366722,交易結束,1722.TW 台肥
4916.TW,2026-01-08,58.6,2026-01-09,60.5,2026-02-02,63.5,4.96%,0.049586776859504134,交易結束,4916.TW 事欣科
3093.TWO,2026-01-29,26.0,2026-01-30,26.05,2026-02-25,25.95,-0.38%,-0.003838713133533734,交易結束,3093.TWO 港建*
3093.TWO,2026-02-26,28.5,2026-03-02,27.55,2026-03-25,39.4,43.01%,0.4301271367311795,交易結束,3093.TWO 港建*
3093.TWO,2026-04-07,52.6,2026-04-08,57.8,持股中,57.8,0.00%,0.0,續抱中,3093.TWO 港建*
7822.TW,2026-04-02,1615.0,2026-04-07,1665.0,持股中,1745.0,4.80%,0.04804804804804805,續抱中,7822.TW 倍利科
8076.TWO,2026-03-11,25.2,2026-03-12,25.2,2026-03-24,25.3,0.40%,0.003968193300502573,交易結束,8076.TWO 伍豐
00969B.TWO,2026-02-23,8.72,2026-02-24,8.7,2026-03-06,8.75,0.57%,0.005747148482296749,交易結束,00969B.TWO 元大零息超長美債
1418.TW,2026-01-02,19.95,2026-01-05,19.95,2026-01-09,19.9,-0.25%,-0.0025063229317255995,交易結束,1418.TW 東華
6138.TWO,2026-01-27,262.5,2026-01-28,270.0,2026-02-05,248.0,-8.15%,-0.08148148148148149,交易結束,6138.TWO 茂達
7812.TWO,2026-01-28,81.4,2026-01-29,81.4,2026-02-02,80.4,-1.23%,-0.012285012054721132,交易結束,7812.TWO 稜研科技*
7812.TWO,2026-03-16,86.8,2026-03-17,88.3,2026-03-25,80.7,-8.61%,-0.08607028132424376,交易結束,7812.TWO 稜研科技*
2923.TW,2026-02-23,24.9,2026-02-24,25.95,2026-03-05,22.8,-12.14%,-0.12138733846603468,交易結束,2923.TW 鼎固-KY
8477.TWO,2026-01-23,13.2,2026-01-26,14.4,2026-02-02,12.9,-10.42%,-0.10416666942636002,交易結束,8477.TWO 創業家
1453.TW,2026-01-27,13.3,2026-01-28,12.8,2026-02-09,13.05,1.95%,0.019531249709014896,交易結束,1453.TW 大將
6508.TWO,2026-03-03,25.95,2026-03-04,26.4,2026-03-26,26.9,1.89%,0.018939394213082533,交易結束,6508.TWO 惠光
4543.TWO,2026-03-13,33.45,2026-03-16,34.3,2026-03-25,32.25,-5.98%,-0.05976674293574494,交易結束,4543.TWO 萬在
2466.TW,2026-01-09,68.0,2026-01-12,68.1,2026-01-13,66.1,-2.94%,-0.029368576282136717,交易結束,2466.TW 冠西電
2466.TW,2026-03-24,53.1,2026-03-25,55.2,2026-03-30,49.25,-10.78%,-0.10778986740338962,交易結束,2466.TW 冠西電
2612.TW,2026-01-20,61.8,2026-01-21,62.3,2026-01-26,60.5,-2.89%,-0.028892443966967073,交易結束,2612.TW 中航
00740B.TWO,2026-03-10,39.52,2026-03-11,39.38,2026-03-12,38.72,-1.67%,-0.016675201892596667,交易結束,00740B.TWO 富邦全球投等債
2367.TW,2026-01-07,31.65,2026-01-08,32.0,2026-02-11,52.1,62.81%,0.6281249523156249,交易結束,2367.TW 燿華
2367.TW,2026-03-02,70.9,2026-03-03,74.0,2026-03-10,65.0,-12.16%,-0.12162162162162163,交易結束,2367.TW 燿華
2367.TW,2026-03-27,78.2,2026-03-30,77.5,2026-04-01,78.0,0.65%,0.0064516129032258064,交易結束,2367.TW 燿華
3131.TWO,2026-01-02,1605.0,2026-01-05,1655.0,2026-01-19,1765.0,6.65%,0.06646525679758308,交易結束,3131.TWO 弘塑
3131.TWO,2026-03-05,1840.0,2026-03-06,1825.0,持股中,3300.0,80.82%,0.8082191780821918,續抱中,3131.TWO 弘塑
2426.TW,2026-03-05,20.75,2026-03-06,21.55,2026-03-25,34.35,59.40%,0.593967503022636,交易結束,2426.TW 鼎元
3031.TW,2026-01-27,21.2,2026-01-28,21.55,2026-01-30,20.2,-6.26%,-0.06264494301586201,交易結束,3031.TW 佰鴻
3031.TW,2026-03-17,23.0,2026-03-18,23.5,2026-03-24,22.3,-5.11%,-0.05106386225106384,交易結束,3031.TW 佰鴻
3031.TW,2026-03-25,24.4,2026-03-26,24.55,2026-03-31,22.3,-9.16%,-0.09164969734906535,交易結束,3031.TW 佰鴻
3675.TWO,2026-01-14,142.5,2026-01-15,144.5,2026-01-26,145.0,0.35%,0.0034602076124567475,交易結束,3675.TWO 德微
3675.TWO,2026-01-29,161.0,2026-01-30,161.0,2026-02-02,148.0,-8.07%,-0.08074534161490683,交易結束,3675.TWO 德微
3675.TWO,2026-02-24,177.0,2026-02-25,182.0,2026-03-10,170.0,-6.59%,-0.06593406593406594,交易結束,3675.TWO 德微
3675.TWO,2026-03-12,207.5,2026-03-13,205.0,2026-03-24,203.0,-0.98%,-0.00975609756097561,交易結束,3675.TWO 德微
8431.TWO,2026-01-02,74.1,2026-01-05,75.1,2026-01-14,71.5,-4.79%,-0.04793606587544138,交易結束,8431.TWO 匯鑽科
8431.TWO,2026-02-25,70.4,2026-02-26,71.0,2026-03-06,64.7,-8.87%,-0.08873243734929584,交易結束,8431.TWO 匯鑽科
3189.TW,2026-01-16,192.5,2026-01-19,190.94,2026-03-05,308.0,61.31%,0.6130949655277442,交易結束,3189.TW 景碩
3189.TW,2026-03-16,337.0,2026-03-17,342.5,2026-03-25,333.5,-2.63%,-0.026277372262773723,交易結束,3189.TW 景碩
2206.TW,2026-02-23,61.5,2026-02-24,62.0,2026-03-02,59.4,-4.19%,-0.041935459259677385,交易結束,2206.TW 三陽工業
3122.TWO,2026-01-15,21.85,2026-01-16,22.2,2026-02-02,24.8,11.71%,0.11711704436267596,交易結束,3122.TWO 笙泉
3122.TWO,2026-03-16,26.6,2026-03-17,26.5,2026-03-27,26.0,-1.89%,-0.018867924528301886,交易結束,3122.TWO 笙泉
8937.TWO,2026-03-12,41.25,2026-03-13,41.38,2026-03-19,37.88,-8.46%,-0.08459214501510574,交易結束,8937.TWO 合騏
6486.TWO,2026-02-26,84.7,2026-03-02,83.0,2026-03-10,85.6,3.13%,0.031325282820481984,交易結束,6486.TWO 互動
2030.TW,2026-01-07,15.7,2026-01-08,16.2,2026-01-22,15.95,-1.54%,-0.015432156902889398,交易結束,2030.TW 彰源
2030.TW,2026-01-29,17.55,2026-01-30,17.25,2026-02-06,16.6,-3.77%,-0.03768113730434787,交易結束,2030.TW 彰源
2030.TW,2026-03-20,16.55,2026-03-23,16.55,2026-04-01,15.95,-3.63%,-0.0362537435322043,交易結束,2030.TW 彰源
6928.TW,2026-01-15,57.2,2026-01-16,62.9,2026-01-28,55.2,-12.24%,-0.12241654334188556,交易結束,6928.TW 攸泰科技
3443.TW,2026-02-26,2770.0,2026-03-02,2700.0,2026-03-04,2380.0,-11.85%,-0.11851851851851852,交易結束,3443.TW 創意
5328.TWO,2026-01-02,21.4,2026-01-05,21.85,2026-01-07,20.9,-4.35%,-0.043478295030344574,交易結束,5328.TWO 華容
5328.TWO,2026-01-14,23.5,2026-01-15,24.95,2026-01-28,28.85,15.63%,0.15631260518433315,交易結束,5328.TWO 華容
2329.TW,2026-01-12,59.9,2026-01-13,60.3,2026-01-26,63.5,5.31%,0.05306800668964476,交易結束,2329.TW 華泰
6163.TWO,2026-01-09,59.7,2026-01-12,62.7,2026-01-26,67.7,7.97%,0.07974475477612003,交易結束,6163.TWO 華電網
6163.TWO,2026-03-25,65.4,2026-03-26,66.8,2026-03-31,58.0,-13.17%,-0.1317365666132687,交易結束,6163.TWO 華電網
2316.TW,2026-02-25,102.5,2026-02-26,107.5,2026-03-04,95.0,-11.63%,-0.11627906976744186,交易結束,2316.TW 楠梓電
7547.TWO,2026-01-19,60.2,2026-01-20,60.7,2026-01-23,58.7,-3.29%,-0.032948928745688014,交易結束,7547.TWO 碩網
7547.TWO,2026-03-13,62.9,2026-03-16,64.6,2026-04-08,79.6,23.22%,0.23219814789955345,交易結束,7547.TWO 碩網
6244.TWO,2026-02-04,26.95,2026-02-05,27.9,2026-02-11,24.25,-13.08%,-0.13082436087489227,交易結束,6244.TWO 茂迪
6244.TWO,2026-02-25,33.0,2026-02-26,33.45,2026-03-10,31.7,-5.23%,-0.05231688968871275,交易結束,6244.TWO 茂迪
2834.TW,2026-02-26,16.4,2026-03-02,16.3,2026-03-04,15.65,-3.99%,-0.039877279081127315,交易結束,2834.TW 臺企銀
2022.TW,2026-01-07,8.62,2026-01-08,8.91,2026-01-26,8.9,-0.11%,-0.0011223601651258526,交易結束,2022.TW 聚亨
2022.TW,2026-01-29,9.21,2026-01-30,9.1,2026-02-03,8.9,-2.20%,-0.021978104902785876,交易結束,2022.TW 聚亨
8088.TWO,2026-01-07,49.25,2026-01-08,49.5,2026-01-26,61.8,24.85%,0.24848483307272734,交易結束,8088.TWO 品安
8088.TWO,2026-03-13,56.0,2026-03-16,59.2,2026-03-24,56.2,-5.07%,-0.050675675022627154,交易結束,8088.TWO 品安
1310.TW,2026-01-15,9.2,2026-01-16,9.19,2026-01-22,8.8,-4.24%,-0.04243736751977358,交易結束,1310.TW 台苯
1310.TW,2026-01-26,9.12,2026-01-27,9.23,2026-02-02,8.88,-3.79%,-0.037919766539509146,交易結束,1310.TW 台苯
2072.TWO,2026-01-05,277.0,2026-01-06,280.0,2026-01-08,252.0,-10.00%,-0.1,交易結束,2072.TWO 未知
2072.TWO,2026-01-28,290.5,2026-01-29,292.0,2026-03-02,297.5,1.88%,0.018835616438356163,交易結束,2072.TWO 未知
5386.TWO,2026-01-30,94.6,2026-02-02,99.5,2026-03-25,332.5,234.17%,2.341708542713568,交易結束,5386.TWO 青雲
00703.TW,2026-01-14,22.81,2026-01-15,22.68,2026-01-20,22.3,-1.68%,-0.016754896957072565,交易結束,00703.TW 台新MSCI中國
00703.TW,2026-01-29,22.68,2026-01-30,22.8,2026-02-03,21.92,-3.86%,-0.03859645571251038,交易結束,00703.TW 台新MSCI中國
4551.TW,2026-01-15,125.5,2026-01-16,127.0,2026-01-22,122.0,-3.94%,-0.03937007874015748,交易結束,4551.TW 智伸科
5608.TW,2026-03-03,18.85,2026-03-04,19.3,2026-03-06,17.55,-9.07%,-0.090673578713724,交易結束,5608.TW 四維航
00865B.TW,2026-01-02,47.26,2026-01-05,47.26,2026-01-06,47.18,-0.17%,-0.0016927215222436731,交易結束,00865B.TW 國泰US短期公債
3438.TWO,2026-01-05,58.0,2026-01-06,58.2,2026-01-08,56.2,-3.44%,-0.03436426071792965,交易結束,3438.TWO 類比科
3438.TWO,2026-03-12,48.7,2026-03-13,48.2,2026-03-20,46.55,-3.42%,-0.03423239625900619,交易結束,3438.TWO 類比科
7795.TW,2026-01-06,273.0,2026-01-07,273.0,2026-02-05,384.0,40.66%,0.4065934065934066,交易結束,7795.TW 長廣
4904.TW,2026-01-15,91.0,2026-01-16,90.9,2026-01-22,90.0,-0.99%,-0.009901006719384478,交易結束,4904.TW 遠傳
4946.TWO,2026-01-14,108.5,2026-01-15,109.5,2026-01-21,103.5,-5.48%,-0.0547945205479452,交易結束,4946.TWO 辣椒
4946.TWO,2026-01-22,111.0,2026-01-23,111.0,2026-02-05,114.0,2.70%,0.02702702702702703,交易結束,4946.TWO 辣椒
4946.TWO,2026-02-24,132.5,2026-02-25,132.0,2026-03-13,135.0,2.27%,0.022727272727272728,交易結束,4946.TWO 辣椒
3209.TW,2026-02-04,35.0,2026-02-05,34.9,2026-03-03,35.7,2.29%,0.022922613238463577,交易結束,3209.TW 全科
3209.TW,2026-03-13,39.85,2026-03-16,42.15,2026-03-31,41.25,-2.14%,-0.021352348595930094,交易結束,3209.TW 全科
1305.TW,2026-01-07,11.35,2026-01-08,11.75,2026-02-03,11.8,0.43%,0.0042553353787234465,交易結束,1305.TW 華夏
1305.TW,2026-03-06,13.25,2026-03-09,14.55,2026-03-12,13.3,-8.59%,-0.08591065179497173,交易結束,1305.TW 華夏
00900.TW,2026-01-02,13.69,2026-01-05,13.77,2026-01-22,14.28,3.73%,0.03728977289746188,交易結束,00900.TW 富邦特選高股息30
