rev_yoy,gm,om,prev_year,prev_rev_yoy,date,advice,prev_eps_yoy,name,eps,status,est_price,eps_yoy,pe,prev_eps,expansion,symbol,price
324.12,N/A,N/A,2025,5.64,2026-03,⚪ 中性觀察,4.19,久元,0.85,📉 獲利侵蝕,136.35,-7.53,10.869087244422444,4.23,-331.65,6261.TWO,98.8000030518
339.67,26.27%,15.45%,2025,22.86,2026-03,❌ 暫避觀望,26.02,新盛力,1.48,⚠️ 獲利稀釋,104.99999999999999,7.25,37.35714285714286,3.13,-332.42,4931.TWO,261.5
389.13,22.79%,8.66%,2025,-14.65,2026-03,⚪ 中性觀察,13.33,新纖,0.39,⚠️ 獲利稀釋,40.95,56.0,9.377289517032967,1.19,-333.13,1409.TW,25.6000003815
133.35,34.00%,-5.47%,2025,-3.61,2026-03,❌ 暫避觀望,-56.52,健亞,-0.09,📉 獲利侵蝕,4.500000000000001,-200.0,85.66666920966665,0.1,-333.35,4130.TWO,25.7000007629
418.94,N/A,N/A,2025,-4.56,2026-03,⚪ 中性觀察,-45.45,科嘉-KY,0.87,⚠️ 獲利稀釋,62.85000000000001,85.11,10.8233886573031,2.04,-333.83,5215.TW,45.3499984741
390.31,N/A,N/A,2025,25.24,2026-03,⚪ 中性觀察,56.88,大中,3.67,⚠️ 獲利稀釋,342.3,56.17,13.913234005258545,9.52,-334.14,6435.TWO,317.5
458.27,N/A,N/A,2025,-16.91,2026-03,⚪ 數據不足,-348.39,易發,0.17,🔄 轉虧為盈,-90.45,123.61,0.0,-1.61,-334.65999999999997,6425.TWO,79.5999984741
320.5,22.74%,4.80%,2025,-18.09,2026-03,⚪ 數據不足,-77.78,先益,0.33,📉 獲利侵蝕,-10.5,-15.38,0.0,0.3,-335.88,3531.TWO,22.6499996185
321.35,N/A,N/A,2025,7.48,2026-03,⚪ 中性觀察,-26.62,嘉彰,0.52,📉 獲利侵蝕,94.19999999999999,-14.75,6.019108158773887,3.06,-336.1,4942.TW,37.7999992371
158.96,N/A,N/A,2025,5.19,2026-03,❌ 暫避觀望,-35.0,新漢,-0.44,📉 獲利侵蝕,10.2,-177.19,93.5294095207353,0.39,-336.15,8234.TWO,63.5999984741
378.91,N/A,N/A,2025,-3.8,2026-03,⚪ 數據不足,-109.86,正能量智能,-0.23,⚠️ 獲利稀釋,-53.4,42.5,0.0,-1.49,-336.41,5348.TWO,15.9499998093
319.83,N/A,N/A,2025,-3.48,2026-03,⚪ 中性觀察,-67.55,弘帆,1.37,📉 獲利侵蝕,59.1,-17.96,13.705583756345177,3.17,-337.78999999999996,8433.TWO,54.0
443.87,N/A,N/A,2025,15.29,2026-03,❌ 暫避觀望,4.08,睿生光電,2.12,⚠️ 獲利稀釋,154.20000000000002,105.83,36.08949416342412,3.84,-338.04,6861.TW,371.0
440.91,19.66%,-2.95%,2025,-12.11,2026-03,⚪ 數據不足,-142.57,程泰,0.18,🔄 轉虧為盈,-285.45000000000005,102.44,0.0,-4.83,-338.47,1583.TW,50.2999992371
423.64,N/A,N/A,2025,123.75,2026-03,⚪ 數據不足,50.0,欣普羅,0.37,🔄 轉虧為盈,-28.5,85.0,0.0,-0.16,-338.64,6560.TWO,38.0
353.67,N/A,N/A,2025,14.03,2026-03,⚪ 中性觀察,14.17,捷敏-KY,1.62,⚠️ 獲利稀釋,216.14999999999998,14.08,9.923664122137406,5.88,-339.59000000000003,6525.TW,143.0
332.58,23.29%,6.47%,2025,6.99,2026-03,⚪ 中性觀察,-18.15,東元,0.51,📉 獲利侵蝕,92.10000000000001,-7.41,11.400651465798045,2.42,-339.99,1504.TW,70.0
305.41,N/A,N/A,2025,-5.34,2026-03,⚪ 中性觀察,12.0,美隆電,0.11,📉 獲利侵蝕,65.1,-35.29,5.04608286140553,1.68,-340.70000000000005,2477.TW,21.8999996185
350.73,1.76%,-18.26%,2025,8.23,2026-03,⚪ 數據不足,4.42,永昕,-0.56,⚠️ 獲利稀釋,-88.94999999999999,9.68,0.0,-2.17,-341.05,4726.TWO,25.2000007629
312.59,N/A,N/A,2025,17.58,2026-03,❌ 暫避觀望,-11.76,力麒,0.05,📉 獲利侵蝕,4.65,-28.57,25.645160675161286,0.16,-341.15999999999997,5512.TWO,7.9499998093
304.12,N/A,N/A,2025,-4.71,2026-03,⚪ 中性觀察,-24.63,寶成,0.76,📉 獲利侵蝕,144.6,-37.7,2.7126555620850628,4.1,-341.82,9904.TW,26.1499996185
-9.15,N/A,N/A,2025,20.34,2026-03,⚪ 數據不足,-44.41,M31,-1.18,🌑 雙重衰退,-10.35,-351.06,0.0,1.69,-341.91,6643.TWO,494.0
381.09,22.90%,16.53%,2025,-0.31,2026-03,⚪ 中性觀察,-9.87,長榮航,1.53,⚠️ 獲利稀釋,182.10000000000002,39.09,3.5049422765321254,4.84,-342.0,2618.TW,42.5499992371
343.52,N/A,N/A,2025,-1.38,2026-03,❌ 暫避觀望,-14.74,立敦,0.74,⚠️ 獲利稀釋,99.14999999999999,1.37,17.24659606656581,2.68,-342.15,6175.TWO,114.0
349.82,32.99%,19.39%,2025,12.66,2026-03,⚪ 數據不足,-15.98,鉅祥,1.14,⚠️ 獲利稀釋,0.0,7.55,0.0,4.36,-342.27,2476.TW,0.0
402.3,23.42%,-5.65%,2025,-3.39,2026-03,⚪ 中性觀察,685.19,中環,-0.41,⚠️ 獲利稀釋,16.200000000000003,59.41,10.87962962962963,1.58,-342.89,2323.TW,11.75
372.19,17.63%,-5.18%,2025,-7.34,2026-03,⚪ 數據不足,-147.73,永光,0.09,🔄 轉虧為盈,-5.3999999999999995,28.57,0.0,-0.21,-343.62,1711.TW,45.2999992371
340.36,N/A,N/A,2025,1.65,2026-03,⚪ 中性觀察,-5.01,宏全,2.25,📉 獲利侵蝕,354.0,-3.43,5.677966101694915,9.1,-343.79,9939.TW,134.0
337.45,30.92%,12.50%,2025,20.51,2026-03,⚪ 中性觀察,19.61,湧德,2.04,📉 獲利侵蝕,284.7,-7.69,6.375131717597471,7.55,-345.14,3689.TWO,121.0
409.09,N/A,N/A,2025,-2.06,2026-03,⚪ 數據不足,-9.0,普誠,-0.17,⚠️ 獲利稀釋,-44.85,63.83,0.0,-1.09,-345.26,6129.TWO,15.8999996185
338.45,22.24%,10.72%,2025,-9.17,2026-03,❌ 暫避觀望,-9.76,三福化,1.01,📉 獲利侵蝕,128.1,-8.18,17.037470725995316,3.7,-346.63,4755.TW,145.5
293.55,N/A,N/A,2025,-31.16,2026-03,❌ 暫避觀望,-52.99,榮田,0.37,📉 獲利侵蝕,63.0,-53.16,24.88095238095238,2.48,-346.71000000000004,7709.TWO,104.5
325.07,N/A,N/A,2025,-9.71,2026-03,⚪ 中性觀察,271.37,美利達,1.09,📉 獲利侵蝕,189.45000000000002,-22.14,5.708630124631829,4.01,-347.21,9914.TW,72.0999984741
345.63,27.43%,9.66%,2025,20.09,2026-03,⚪ 中性觀察,8.73,揚秦,1.65,📉 獲利侵蝕,243.15,-1.8,8.544108574953732,6.44,-347.43,2755.TWO,138.5
423.28,N/A,N/A,2025,27.49,2026-03,⚪ 中性觀察,9.52,大世科,0.79,⚠️ 獲利稀釋,86.39999999999999,75.56,10.451389021336805,2.53,-347.71999999999997,8099.TWO,60.2000007629
312.37,23.17%,15.06%,2025,-20.24,2026-03,⚪ 中性觀察,-74.55,冠德,0.52,📉 獲利侵蝕,91.79999999999998,-35.44,5.94771266763072,2.61,-347.81,2520.TW,36.4000015259
367.88,N/A,N/A,2025,26.29,2026-03,⚪ 中性觀察,-29.85,迅得,1.76,⚠️ 獲利稀釋,216.75,19.73,11.003460207612457,5.24,-348.15,6438.TW,159.0
379.26,23.25%,11.86%,2025,1.71,2026-03,❌ 暫避觀望,-27.14,智伸科,2.7,⚠️ 獲利稀釋,205.05,30.43,16.2033650329188,6.04,-348.83,4551.TW,221.5
366.95,24.08%,10.67%,2025,11.38,2026-03,⚪ 中性觀察,6.67,敦陽科,2.63,⚠️ 獲利稀釋,310.95,17.41,7.404727448142788,8.0,-349.53999999999996,2480.TW,153.5
426.15,25.55%,14.07%,2025,12.63,2026-03,⚪ 中性觀察,77.93,大成鋼,1.17,⚠️ 獲利稀釋,108.3,76.56,5.678670360110804,2.88,-349.59,2027.TW,41.0
340.82,N/A,N/A,2025,1.42,2026-03,⚪ 數據不足,60.23,無敵,-0.11,📉 獲利侵蝕,-16.950000000000003,-10.0,0.0,-0.35,-350.82,8201.TW,13.5
318.51,N/A,N/A,2025,9.13,2026-03,❌ 暫避觀望,-57.38,系統電,0.09,📉 獲利侵蝕,8.100000000000001,-33.33,127.77777777777777,0.27,-351.84,5309.TWO,69.0
1180.75,N/A,N/A,2025,-4.85,2026-03,⚪ 中性觀察,-35.23,宜新實業,0.51,⚠️ 獲利稀釋,38.1,828.57,6.732283614763779,1.14,-352.17999999999995,4440.TW,17.1000003815
293.96,N/A,N/A,2025,-30.87,2026-03,⚪ 中性觀察,-46.72,匯僑設計,0.12,📉 獲利侵蝕,99.3,-58.62,6.873111782477341,3.41,-352.58,6754.TW,45.5
401.75,28.58%,19.80%,2025,46.42,2026-03,❌ 暫避觀望,47.96,台光電,14.9,⚠️ 獲利稀釋,1617.45,49.0,51.93359918390058,41.67,-352.75,2383.TW,5600.0
155.69,N/A,N/A,2025,20.19,2026-03,❌ 暫避觀望,142.59,安鈦克,-0.9,📉 獲利侵蝕,16.35,-197.83,22.935779816513758,0.92,-353.52,6276.TWO,25.0
286.97,N/A,N/A,2025,-14.72,2026-03,⚪ 中性觀察,-47.18,峰源-KY,0.63,📉 獲利侵蝕,174.14999999999998,-66.84,2.8983636111886306,4.69,-353.81000000000006,6807.TW,33.6500015259
318.21,23.90%,11.87%,2025,26.66,2026-03,⚪ 中性觀察,-12.83,京鼎,4.28,📉 獲利侵蝕,780.75,-36.27,6.234390009606148,21.44,-354.47999999999996,3413.TW,324.5
306.21,N/A,N/A,2025,-1.74,2026-03,⚪ 中性觀察,-19.4,大汽電,0.38,📉 獲利侵蝕,82.94999999999999,-48.65,7.631103212097649,1.87,-354.85999999999996,8931.TWO,42.2000007629
296.16,30.58%,1.57%,2025,-2.6,2026-03,❌ 暫避觀望,10.87,合勤控,0.29,📉 獲利侵蝕,41.1,-58.82,17.60948905109489,1.56,-354.98,3704.TW,48.25
237.64,26.86%,-13.38%,2025,-21.77,2026-03,⚪ 數據不足,-3800.0,川寶,-0.74,📉 獲利侵蝕,-88.5,-117.65,0.0,-1.95,-355.28999999999996,1595.TWO,77.0
572.52,N/A,N/A,2025,50.12,2026-03,❌ 暫避觀望,-1.42,和椿,1.14,⚠️ 獲利稀釋,77.10000000000001,216.67,21.10894941634241,2.08,-355.85,6215.TW,108.5
428.07,20.30%,1.48%,2025,-0.7,2026-03,❌ 暫避觀望,-90.0,建大,0.12,⚠️ 獲利稀釋,4.35,71.43,61.55172545344828,0.13,-356.64,2106.TW,17.8500003815
376.47,17.20%,7.03%,2025,6.01,2026-03,⚪ 中性觀察,7.92,士電,2.79,⚠️ 獲利稀釋,278.55,18.72,13.004846526655896,6.27,-357.75,1503.TW,241.5
529.33,N/A,N/A,2025,-10.21,2026-03,❌ 暫避觀望,-52.17,萬年清,0.05,⚠️ 獲利稀釋,2.5500000000000003,171.43,249.99999999999997,0.36,-357.90000000000003,6624.TWO,42.5
242.37,N/A,N/A,2025,-2.54,2026-03,⚪ 數據不足,6.41,攸泰科技,-0.04,📉 獲利侵蝕,-11.1,-117.39,0.0,-0.73,-359.76,6928.TW,47.9500007629
395.54,N/A,N/A,2025,-5.62,2026-03,❌ 暫避觀望,-63.22,紅木-KY,-0.42,⚠️ 獲利稀釋,3.300000000000003,35.38,92.50000173409083,1.85,-360.16,8426.TWO,20.3500003815
271.35,18.84%,5.60%,2025,-6.46,2026-03,⚪ 中性觀察,-50.98,維熹,0.15,📉 獲利侵蝕,115.95,-88.89,5.40750313545925,3.0,-360.24,3501.TW,41.7999992371
346.01,18.72%,9.93%,2025,-18.5,2026-03,⚪ 中性觀察,-32.28,廣隆,2.11,📉 獲利侵蝕,292.8,-14.23,6.531762295081967,7.95,-360.24,1537.TW,127.5
356.78,24.39%,9.60%,2025,15.8,2026-03,⚪ 中性觀察,-24.15,豐達科,1.92,📉 獲利侵蝕,229.8,-3.52,8.779373368146214,5.85,-360.29999999999995,3004.TW,134.5
315.63,13.69%,-4.13%,2025,-10.32,2026-03,⚪ 中性觀察,-81.13,台南,0.69,📉 獲利侵蝕,44.1,-44.8,6.870748558809524,0.57,-360.43,1473.TW,20.2000007629
384.64,23.03%,7.70%,2025,16.19,2026-03,❌ 暫避觀望,-34.24,奇鈦科,1.45,⚠️ 獲利稀釋,119.25,23.93,17.92452830188679,3.15,-360.71,3430.TWO,142.5
408.08,N/A,N/A,2025,-7.74,2026-03,⚪ 中性觀察,30.95,乙盛-KY,1.47,⚠️ 獲利稀釋,171.0,47.0,9.605263157894736,4.4,-361.08,5243.TW,109.5
172.23,27.89%,-1.07%,2025,0.72,2026-03,⚪ 數據不足,-92.73,鈺德,-0.07,📉 獲利侵蝕,-2.7,-188.89,0.0,0.04,-361.12,3050.TW,13.0
315.93,37.66%,28.21%,2025,30.08,2026-03,⚪ 中性觀察,41.67,京元電子,1.87,📉 獲利侵蝕,350.09999999999997,-46.72,13.217652099400173,9.01,-362.65,2449.TW,308.5
303.38,N/A,N/A,2025,19.79,2026-03,❌ 暫避觀望,23.62,微矽電子-創,0.12,📉 獲利侵蝕,61.49999999999999,-60.0,19.121951591682926,1.57,-363.38,8162.TW,78.4000015259
572.88,42.12%,18.24%,2025,95.35,2026-03,❌ 暫避觀望,474.47,大量,3.19,⚠️ 獲利稀釋,296.70000000000005,208.82,41.45601617795753,8.13,-364.06,3167.TW,820.0
280.38,N/A,N/A,2025,4.18,2026-03,⚪ 數據不足,-342.86,盛達,0.05,🔄 轉虧為盈,-12.75,-83.87,0.0,-1.06,-364.25,3027.TW,21.0
390.24,25.47%,17.08%,2025,11.54,2026-03,⚪ 中性觀察,21.94,健鼎,5.61,⚠️ 獲利稀釋,734.1,25.22,11.708214139762974,19.45,-365.02,3044.TW,573.0
409.13,N/A,N/A,2025,-25.69,2026-03,⚪ 數據不足,0.46,嘉聯益,-0.56,⚠️ 獲利稀釋,-148.64999999999998,44.0,0.0,-4.38,-365.13,6153.TW,24.4500007629
396.55,24.27%,12.13%,2025,7.81,2026-03,❌ 暫避觀望,8.95,大毅,1.14,⚠️ 獲利稀釋,129.14999999999998,28.41,27.177700348432058,3.45,-368.14,2478.TW,234.0
311.46,N/A,N/A,2025,10.87,2026-03,❌ 暫避觀望,-23.71,鈞寶,0.18,📉 獲利侵蝕,16.2,-57.14,91.20370370370371,0.74,-368.59999999999997,6155.TW,98.5
378.36,25.29%,9.12%,2025,-16.0,2026-03,⚪ 中性觀察,-27.19,南帝,0.34,⚠️ 獲利稀釋,31.049999999999997,9.68,13.864734668067634,0.83,-368.68,2108.TW,28.7000007629
474.55,N/A,N/A,2025,0.45,2026-03,⚪ 數據不足,-152.78,亞崴,0.18,🔄 轉虧為盈,-137.25,105.36,0.0,-2.45,-369.19,1530.TW,30.5499992371
403.64,N/A,N/A,2025,20.29,2026-03,⚪ 中性觀察,21.07,國統,0.99,⚠️ 獲利稀釋,144.45,33.78,6.033229332720665,4.08,-369.86,8936.TWO,58.0999984741
273.28,29.42%,-21.05%,2025,1.86,2026-03,⚪ 數據不足,46.34,喬鼎,0.02,🔄 轉虧為盈,-14.55,-97.67,0.0,-0.88,-370.95,3057.TW,19.7000007629
341.24,N/A,N/A,2025,17.01,2026-03,❌ 暫避觀望,-47.47,振發,0.28,📉 獲利侵蝕,22.05,-30.0,25.782313963197282,0.52,-371.24,5426.TWO,37.9000015259
442.71,N/A,N/A,2025,-3.92,2026-03,⚪ 中性觀察,-16.96,榮惠-KY創,2.26,⚠️ 獲利稀釋,193.2,71.21,9.70496894409938,5.68,-371.5,6924.TW,125.0
305.92,N/A,N/A,2025,-2.95,2026-03,⚪ 中性觀察,-47.23,育富,0.33,📉 獲利侵蝕,82.05000000000001,-66.33,5.9232178292321755,2.19,-372.25,6194.TWO,32.4000015259
336.21,17.29%,2.75%,2025,-13.1,2026-03,⚪ 中性觀察,-10.88,世鎧,0.33,📉 獲利侵蝕,60.75,-36.54,6.1604940155308645,1.72,-372.75,2063.TWO,24.9500007629
507.12,21.67%,8.17%,2025,60.25,2026-03,⚪ 中性觀察,28.57,佳能,0.73,⚠️ 獲利稀釋,80.99999999999999,133.33,13.944445009592595,2.44,-373.78999999999996,2374.TW,75.3000030518
315.88,21.42%,4.13%,2025,-13.21,2026-03,⚪ 中性觀察,-50.73,志豐,0.26,📉 獲利侵蝕,73.20000000000002,-58.06,7.889344262295081,2.02,-373.94,3206.TWO,38.5
352.87,N/A,N/A,2025,-5.94,2026-03,⚪ 中性觀察,19.85,華豫寧,0.9,📉 獲利侵蝕,138.6,-21.74,4.101731766872295,3.49,-374.61,6474.TWO,37.9000015259
398.73,21.29%,3.94%,2025,-7.93,2026-03,❌ 暫避觀望,-9.62,長興,0.37,⚠️ 獲利稀釋,52.050000000000004,23.33,20.864553753861667,1.41,-375.40000000000003,1717.TW,72.4000015259
412.92,21.81%,6.31%,2025,10.07,2026-03,❌ 暫避觀望,-34.34,希華,0.33,⚠️ 獲利稀釋,20.55,37.5,51.97080069211678,0.65,-375.42,2484.TW,71.1999969482
478.88,N/A,N/A,2025,6.75,2026-03,❌ 暫避觀望,-11.69,台虹,0.65,⚠️ 獲利稀釋,67.5,103.13,32.333333333333336,2.07,-375.75,8039.TW,145.5
446.0,17.62%,5.81%,2025,5.01,2026-03,❌ 暫避觀望,12.1,禾伸堂,2.86,⚠️ 獲利稀釋,258.9,70.24,52.25955967555041,6.58,-375.76,3026.TW,902.0
559.82,18.01%,2.40%,2025,0.02,2026-03,⚪ 中性觀察,-53.89,力致,0.17,⚠️ 獲利稀釋,127.95000000000002,183.33,10.9964833589449,3.74,-376.49,3483.TWO,93.8000030518
283.66,N/A,N/A,2025,-2.38,2026-03,❌ 暫避觀望,-76.35,圓裕,0.05,📉 獲利侵蝕,35.550000000000004,-94.38,15.421940606371308,0.97,-378.04,6835.TW,36.5499992371
374.33,N/A,N/A,2025,-6.57,2026-03,⚪ 中性觀察,-27.39,豐祥-KY,3.59,📉 獲利侵蝕,446.99999999999994,-4.8,6.342281879194632,12.25,-379.13,5288.TW,189.0
612.53,N/A,N/A,2025,237.84,2026-03,❌ 暫避觀望,160.13,長園科,0.24,⚠️ 獲利稀釋,31.350000000000005,233.33,19.521530735454544,0.92,-379.19999999999993,8038.TWO,40.7999992371
316.24,N/A,N/A,2025,-11.42,2026-03,⚪ 中性觀察,15.99,菱光,0.37,📉 獲利侵蝕,154.2,-62.96,5.068093236780156,4.03,-379.2,8249.TW,52.0999984741
461.95,N/A,N/A,2025,2.49,2026-03,⚪ 中性觀察,-6.72,龍德造船,2.7,⚠️ 獲利稀釋,215.85000000000002,82.43,8.443363446838081,5.98,-379.52,6753.TW,121.5
368.25,18.31%,4.93%,2025,-4.56,2026-03,⚪ 中性觀察,-3.34,三陽工業,1.37,📉 獲利侵蝕,222.15,-11.76,4.1593516862997975,5.78,-380.01,2206.TW,61.5999984741
326.78,18.21%,6.19%,2025,-4.72,2026-03,⚪ 中性觀察,-22.93,六暉-KY,0.27,📉 獲利侵蝕,68.55000000000001,-53.45,4.507658726805251,1.58,-380.22999999999996,2115.TW,20.6000003815
382.05,N/A,N/A,2025,-12.83,2026-03,⚪ 中性觀察,-53.88,�矬�,0.61,⚠️ 獲利稀釋,65.7,1.47,9.349315242671233,1.93,-380.58,8349.TWO,40.9500007629
339.61,N/A,N/A,2025,-4.54,2026-03,⚪ 中性觀察,-14.14,豐泰,0.68,📉 獲利侵蝕,169.8,-41.38,6.413427427040636,5.1,-380.99,9910.TW,72.5999984741
335.22,18.10%,4.42%,2025,10.54,2026-03,❌ 暫避觀望,-10.04,利機,0.41,📉 獲利侵蝕,81.15,-48.1,18.096118581497226,2.15,-383.32000000000005,3444.TWO,97.9000015259
344.48,23.02%,3.03%,2025,-2.31,2026-03,⚪ 中性觀察,-47.52,德淵,0.2,📉 獲利侵蝕,27.0,-39.39,13.444444868277778,0.74,-383.87,4720.TW,24.2000007629
734.16,N/A,N/A,2025,-14.5,2026-03,❌ 暫避觀望,-72.09,北基,0.18,⚠️ 獲利稀釋,10.799999999999999,350.0,28.472222222222225,0.35,-384.15999999999997,8927.TWO,20.5
62.97,N/A,N/A,2025,42.33,2026-03,❌ 暫避觀望,180.65,天擎,-0.2,📉 獲利侵蝕,2.0999999999999996,-322.22,284.2857088364286,0.25,-385.19000000000005,6708.TWO,39.7999992371
304.43,5.67%,-1.94%,2025,-26.56,2026-03,⚪ 中性觀察,-73.34,陽明,0.41,📉 獲利侵蝕,180.9,-81.61,4.253731280024875,4.9,-386.04,2609.TW,51.2999992371
471.2,17.44%,-0.45%,2025,12.58,2026-03,⚪ 中性觀察,-13.89,全漢,0.37,⚠️ 獲利稀釋,63.15,85.0,14.465558557220904,1.86,-386.2,3015.TW,60.9000015259
559.52,43.42%,-66.51%,2025,-10.43,2026-03,❌ 暫避觀望,457.5,吉祥全,0.85,⚠️ 獲利稀釋,32.699999999999996,173.28,18.80733944954129,1.43,-386.24,2491.TW,41.0
299.04,N/A,N/A,2025,0.3,2026-03,❌ 暫避觀望,-97.61,大井泵浦,0.1,📉 獲利侵蝕,24.45,-87.5,35.88957055214724,0.06,-386.54,6982.TWO,58.5
371.35,8.05%,-11.23%,2025,70.72,2026-03,⚪ 中性觀察,248.27,三一東林,-1.05,📉 獲利侵蝕,161.1,-17.98,2.60707635009311,6.42,-389.33000000000004,3609.TWO,28.0
540.0,18.44%,1.17%,2025,4.75,2026-03,⚪ 數據不足,-190.0,明泰,0.1,🔄 轉虧為盈,-15.3,150.0,0.0,-0.36,-390.0,3380.TW,34.9500007629
403.57,19.71%,10.58%,2025,-0.31,2026-03,⚪ 中性觀察,4.58,台灣大,1.37,⚠️ 獲利稀釋,178.95,13.27,9.974853310980722,4.77,-390.3,3045.TW,119.0
404.06,N/A,N/A,2025,-10.76,2026-03,❌ 暫避觀望,-67.92,世豐,0.92,⚠️ 獲利稀釋,29.85,13.58,17.336683417085425,1.12,-390.48,2065.TWO,34.5
332.87,N/A,N/A,2025,6.19,2026-03,❌ 暫避觀望,-69.73,金利食安,0.05,📉 獲利侵蝕,18.45,-58.33,15.934959659756098,0.57,-391.2,7743.TWO,19.6000003815
327.76,N/A,N/A,2025,8.46,2026-03,❌ 暫避觀望,-60.0,熒茂,0.04,📉 獲利侵蝕,5.7,-63.64,57.89473684210526,0.16,-391.4,4729.TWO,22.0
381.69,N/A,N/A,2025,-4.4,2026-03,⚪ 中性觀察,10.62,漢科,1.56,📉 獲利侵蝕,285.15000000000003,-9.83,7.390846922672277,7.5,-391.52,3402.TWO,140.5
398.1,N/A,N/A,2025,27.06,2026-03,❌ 暫避觀望,43.01,華星光,1.62,⚠️ 獲利稀釋,194.54999999999998,5.92,43.71626831148805,5.43,-392.18,4979.TWO,567.0
389.42,21.21%,-6.90%,2025,-10.11,2026-03,⚪ 數據不足,-410.42,飛宏,-0.34,📉 獲利侵蝕,-58.35,-3.03,0.0,-1.48,-392.45,2457.TW,28.7999992371
342.65,N/A,N/A,2025,-13.43,2026-03,⚪ 中性觀察,-46.94,至興,0.29,📉 獲利侵蝕,44.550000000000004,-50.0,9.25925925925926,1.3,-392.65,4535.TWO,27.5
337.41,25.04%,8.41%,2025,16.57,2026-03,❌ 暫避觀望,-74.05,映興,0.08,📉 獲利侵蝕,6.450000000000001,-55.56,62.790697674418595,0.34,-392.97,3597.TWO,27.0
343.32,26.65%,5.06%,2025,11.14,2026-03,⚪ 中性觀察,74.89,宏致,0.67,📉 獲利侵蝕,158.55,-50.0,7.615894039735099,4.35,-393.32,3605.TW,80.5
408.48,8.14%,-46.94%,2025,-0.82,2026-03,⚪ 數據不足,-24.32,永邑-KY,-0.3,⚠️ 獲利稀釋,-148.5,14.29,0.0,-3.68,-394.19,2939.TW,21.8999996185
394.41,N/A,N/A,2025,-31.37,2026-03,⚪ 數據不足,-121.74,佑華,-0.55,📉 獲利侵蝕,-97.19999999999999,0.0,0.0,-2.55,-394.41,8024.TWO,12.25
-71.35,37.85%,-47.25%,2025,-89.32,2026-03,⚪ 數據不足,-112.91,聯上,-0.22,🌑 雙重衰退,-12.0,-466.67,0.0,-0.43,-395.32000000000005,4113.TWO,17.3500003815
340.44,N/A,N/A,2025,10.46,2026-03,⚪ 中性觀察,-17.06,志強-KY,1.2,📉 獲利侵蝕,266.25,-55.22,4.828168842152112,6.77,-395.65999999999997,6768.TW,85.6999969482
208.18,N/A,N/A,2025,-7.81,2026-03,⚪ 中性觀察,55.31,智基,-0.07,📉 獲利侵蝕,114.60000000000001,-187.5,3.7369108949083767,2.78,-395.68,6294.TWO,28.5499992371
316.5,N/A,N/A,2025,5.05,2026-03,⚪ 中性觀察,-14.96,來億-KY,0.75,📉 獲利侵蝕,450.75,-79.51,7.920133111480865,13.02,-396.01,6890.TW,238.0
344.45,N/A,N/A,2025,13.71,2026-03,⚪ 中性觀察,-2.36,華孚,0.3,📉 獲利侵蝕,108.60000000000001,-51.61,5.60082862390884,2.9,-396.06,6235.TW,40.5499992371
374.82,N/A,N/A,2025,-2.42,2026-03,⚪ 數據不足,67.24,耀億,0.24,🔄 轉虧為盈,-9.9,-22.58,0.0,-0.19,-397.4,4430.TWO,17.6000003815
657.4,N/A,N/A,2025,-7.61,2026-03,❌ 暫避觀望,26.79,宏捷科,1.51,⚠️ 獲利稀釋,117.30000000000001,259.52,21.22762148337596,3.36,-397.88,8086.TWO,166.0
471.97,22.14%,8.52%,2025,28.87,2026-03,❌ 暫避觀望,3072.73,景碩,1.17,⚠️ 獲利稀釋,121.94999999999999,73.33,89.0528905289053,3.51,-398.64000000000004,3189.TW,724.0
438.93,17.58%,8.28%,2025,-12.57,2026-03,⚪ 數據不足,-20.13,和益,0.55,⚠️ 獲利稀釋,0.0,40.0,0.0,1.23,-398.93,1709.TW,0.0
492.63,N/A,N/A,2025,51.55,2026-03,❌ 暫避觀望,77.66,勤誠,10.73,⚠️ 獲利稀釋,1089.6,93.47,18.791299559471366,29.06,-399.15999999999997,8210.TW,1365.0
586.98,N/A,N/A,2025,191.86,2026-03,⚪ 數據不足,23.4,金耘國際,0.2,🔄 轉虧為盈,-11.850000000000001,186.96,0.0,-0.36,-400.02,4950.TWO,16.2000007629
14.56,N/A,N/A,2025,-23.56,2026-03,⚪ 數據不足,-276.79,錼創科技-KY創,-2.14,📉 獲利侵蝕,-149.25000000000003,-386.36,0.0,-1.02,-400.92,6854.TW,130.0
334.65,15.04%,-80.56%,2025,28.81,2026-03,⚪ 數據不足,-44.44,郡都開發,-0.05,📉 獲利侵蝕,-5.3999999999999995,-66.67,0.0,-0.13,-401.32,4402.TWO,16.7999992371
830.09,15.77%,6.82%,2025,13.75,2026-03,❌ 暫避觀望,18.07,欣興,3.28,⚠️ 獲利稀釋,155.1,428.33,93.61702127659575,4.38,-401.76000000000005,3037.TW,968.0
474.91,N/A,N/A,2025,3.13,2026-03,⚪ 中性觀察,54.05,達輝-KY,0.57,⚠️ 獲利稀釋,47.699999999999996,72.73,5.8647797542452835,1.14,-402.18,5276.TWO,18.6499996185
557.65,37.12%,5.53%,2025,-2.19,2026-03,❌ 暫避觀望,-68.29,志信,0.28,⚠️ 獲利稀釋,12.6,154.9,16.666666666666668,0.52,-402.75,2611.TW,14.0
752.81,N/A,N/A,2025,-8.11,2026-03,❌ 暫避觀望,1000.0,松普,0.09,⚠️ 獲利稀釋,6.6,350.0,28.295454112045455,0.11,-402.80999999999995,5488.TWO,12.4499998093
