symbol,om,price,gm,date,advice,eps,pe,prev_eps,eps_yoy,prev_year,prev_rev_yoy,status,est_price,name,prev_eps_yoy,rev_yoy,expansion
4938.TW,1.39%,93.0999984741,4.09%,2025-12,⚪ 中性觀察,5.39,7.6625513147407425,3.42,-15.3,2025,-0.09,🌑 雙重衰退,182.24999999999997,和碩,-30.83,-0.73,-14.57
2752.TWO,11.29%,180.5,52.30%,2025-12,⚪ 中性觀察,15.04,4.890273638580331,11.18,-3.09,2025,12.18,🏰 高護城河,553.65,豆府,1.18,11.58,-14.67
2845.TW,38.22%,12.9499998093,102.49%,2025-12,⚪ 中性觀察,0.93,5.557939832317596,0.7,-14.85,2025,-3.1,🏰 高護城河,34.95,遠東銀,-24.1,0.06,-14.91
3706.TW,3.96%,85.5,10.03%,2025-12,⚪ 中性觀察,5.15,6.962540716612378,3.68,57.01,2025,97.96,⚠️ 獲利稀釋,184.2,神達,50.82,72.06,-15.050000000000004
1102.TW,10.05%,35.2000007629,14.02%,2025-12,⚪ 中性觀察,3.0,4.9507736656680725,2.42,-22.04,2025,-4.13,🌑 雙重衰退,106.65,亞泥,-10.94,-6.89,-15.149999999999999
1725.TW,0.97%,0.0,4.14%,2025-12,⚪ 數據不足,1.53,0.0,1.37,-19.9,2025,2.13,🌑 雙重衰退,0.0,元禎,-17.96,-4.68,-15.219999999999999
6855.TWO,N/A,126.5,N/A,2025-12,⚪ 中性觀察,7.85,7.150932730356133,4.81,-14.67,2025,4.61,📉 獲利侵蝕,265.35,數泓科,-29.26,0.7,-15.37
1589.TW,-5.22%,0.0,7.87%,2025-09,⚪ 數據不足,-5.06,0.0,-2.71,1.36,2025,18.73,⚠️ 獲利稀釋,0.0,永冠-KY,65.91,16.77,-15.41
1219.TW,1.10%,12.5,9.65%,2025-12,⚪ 中性觀察,0.45,14.534883720930234,0.25,-15.09,2025,0.36,📉 獲利侵蝕,12.9,福壽,-30.56,0.36,-15.45
7631.TW,N/A,125.0,N/A,2025-12,⚪ 中性觀察,6.56,9.819324430479183,3.07,13.97,2025,2.0,⚠️ 獲利稀釋,190.95000000000002,聚賢研發-創,-16.19,29.58,-15.609999999999998
6278.TW,N/A,211.0,N/A,2025-12,⚪ 中性觀察,9.39,8.90671169269734,6.9,-5.53,2025,13.01,📉 獲利侵蝕,355.34999999999997,台表科,-8.37,10.13,-15.66
6949.TW,N/A,717.0,N/A,2025-12,⚪ 數據不足,-7.23,0.0,-4.65,44.38,2025,69.11,⚠️ 獲利稀釋,-237.15000000000003,沛爾生醫-創,7.24,60.07,-15.689999999999998
1402.TW,6.69%,27.0,19.14%,2025-12,⚪ 中性觀察,1.55,7.2,1.08,-21.93,2025,-7.44,🌑 雙重衰退,56.25,遠東新,-22.9,-6.24,-15.69
6598.TW,N/A,24.6000003815,N/A,2025-12,⚪ 數據不足,-1.96,0.0,-1.33,22.83,2025,38.99,⚠️ 獲利稀釋,-69.6,ABC-KY,28.11,38.52,-15.690000000000005
9938.TW,N/A,45.3499984741,N/A,2025-12,⚪ 中性觀察,4.1,4.041889347067737,3.37,-13.68,2025,3.55,📉 獲利侵蝕,168.29999999999998,百和,-11.78,2.05,-15.73
8383.TWO,N/A,58.7000007629,N/A,2025-12,⚪ 中性觀察,3.41,8.279266680239774,1.89,-2.59,2025,16.5,📉 獲利侵蝕,106.35,千附,-22.31,13.17,-15.76
6754.TW,N/A,45.0,N/A,2025-12,⚪ 中性觀察,3.41,6.627393225331369,2.29,-46.72,2025,-30.5,🌑 雙重衰退,101.85,匯僑設計,-54.2,-30.87,-15.849999999999998
8342.TWO,N/A,90.8000030518,N/A,2025-12,⚪ 中性觀察,5.97,6.5136300611047355,4.02,-21.86,2025,-2.74,🌑 雙重衰退,209.09999999999997,益張,-24.29,-5.89,-15.969999999999999
6024.TW,N/A,61.5,N/A,2025-12,⚪ 中性觀察,5.48,4.620586025544703,4.0,-6.01,2025,14.8,📉 獲利侵蝕,199.65,群益期,-15.38,9.98,-15.99
6235.TW,N/A,40.9500007629,N/A,2025-12,⚪ 中性觀察,2.9,5.416666767579365,2.35,-2.36,2025,5.83,📉 獲利侵蝕,113.39999999999999,華孚,-13.92,13.71,-16.07
6789.TW,N/A,481.5,N/A,2025-12,❌ 暫避觀望,4.01,51.38740661686233,2.8,-27.01,2025,-9.08,🌑 雙重衰退,140.54999999999998,采鈺,-25.2,-10.64,-16.37
6679.TWO,N/A,268.0,N/A,2025-12,❌ 暫避觀望,6.81,20.38022813688213,3.84,-23.41,2025,-6.83,🌑 雙重衰退,197.24999999999997,鈺太,-43.52,-7.01,-16.4
1304.TW,-4.30%,12.6999998093,5.34%,2025-12,⚪ 數據不足,-2.6,0.0,-1.85,-29.83,2025,-10.84,🌑 雙重衰退,-96.6,台聚,-51.82,-13.41,-16.419999999999998
3526.TWO,32.41%,323.0,48.09%,2025-12,⚪ 中性觀察,16.97,7.756964457252642,12.33,5.64,2025,24.44,⚠️ 獲利稀釋,624.6,凡甲,9.74,22.33,-16.689999999999998
4908.TWO,17.75%,199.0,46.40%,2025-12,❌ 暫避觀望,1.98,39.72055888223553,1.39,-29.79,2025,-4.58,🌑 雙重衰退,75.14999999999999,前鼎,-22.03,-12.98,-16.81
7747.TWO,N/A,127.0,N/A,2025-12,⚪ 中性觀察,4.04,12.118320610687022,3.01,-7.18,2025,12.71,📉 獲利侵蝕,157.20000000000002,昕奇雲端,-10.23,9.7,-16.88
2546.TW,7.58%,97.0,9.56%,2025-12,⚪ 中性觀察,9.52,4.551853589863913,6.59,34.08,2025,58.45,⚠️ 獲利稀釋,319.65000000000003,根基,67.26,51.01,-16.93
2542.TW,27.38%,44.9500007629,33.40%,2025-12,⚪ 中性觀察,2.1,13.662614213647416,0.95,-32.89,2025,-41.9,🌑 雙重衰退,49.35,興富發,-37.41,-15.9,-16.990000000000002
3067.TWO,-17.20%,19.0,28.85%,2025-12,⚪ 數據不足,-0.84,0.0,-0.82,16.83,2025,16.84,⚠️ 獲利稀釋,-35.099999999999994,全域,-38.98,33.85,-17.020000000000003
3491.TWO,27.57%,1690.0,58.57%,2025-12,❌ 暫避觀望,7.83,94.30803571428572,4.6,-12.03,2025,-6.01,🏰 高護城河,268.79999999999995,昇達科,-25.66,5.02,-17.049999999999997
3360.TWO,0.87%,15.0,3.88%,2025-12,⚪ 數據不足,-0.48,0.0,-0.65,0.0,2025,7.82,📉 獲利侵蝕,-28.5,尚立,-58.54,17.25,-17.25
8917.TWO,N/A,51.9000015259,N/A,2025-12,⚪ 中性觀察,2.23,9.1858409780354,1.71,-5.51,2025,16.23,📉 獲利侵蝕,84.74999999999999,欣泰,-11.4,11.76,-17.27
7749.TW,N/A,505.0,N/A,2025-12,❌ 暫避觀望,11.77,17.895109851169384,9.12,67.87,2025,106.86,⚠️ 獲利稀釋,423.29999999999995,意騰-KY,113.1,85.22,-17.349999999999994
5523.TWO,N/A,30.3999996185,N/A,2025-12,⚪ 數據不足,-0.09,0.0,-0.08,-116.36,2025,-99.19,🌑 雙重衰退,-3.5999999999999996,豐謙,-115.09,-98.98,-17.379999999999995
3158.TWO,24.73%,84.0,63.24%,2025-12,⚪ 數據不足,7.27,0.0,4.7,-10.36,2025,10.44,🏰 高護城河,0.0,嘉實,-5.06,7.07,-17.43
2606.TW,30.49%,68.3000030518,35.36%,2025-12,⚪ 中性觀察,4.31,8.150358359403343,2.76,-22.2,2025,-9.08,🌑 雙重衰退,125.69999999999999,裕民,-37.98,-4.75,-17.45
1795.TW,23.84%,196.5,55.31%,2025-12,⚪ 中性觀察,18.14,4.297900262467191,13.82,-7.14,2025,0.51,🏰 高護城河,685.8,美時,-8.92,10.36,-17.5
3034.TW,16.92%,488.5,38.19%,2025-12,⚪ 中性觀察,26.87,6.86867266591676,20.8,-19.62,2025,0.41,🌑 雙重衰退,1066.8000000000002,聯詠,-18.56,-2.07,-17.55
2891.TW,31.38%,67.5999984741,70.98%,2025-12,⚪ 中性觀察,4.08,6.800804675462778,3.06,11.73,2025,23.13,🏰 高護城河,149.1,中信金,3.78,29.29,-17.56
6730.TWO,N/A,36.0,N/A,2025-12,⚪ 數據不足,2.14,0.0,1.66,-10.33,2025,4.58,📉 獲利侵蝕,0.0,常廣,0.61,7.33,-17.66
8931.TWO,N/A,42.7000007629,N/A,2025-12,⚪ 中性觀察,1.87,7.2495756813073,1.84,-19.4,2025,2.2,🌑 雙重衰退,88.35000000000001,大汽電,8.24,-1.74,-17.66
2637.TW,36.66%,78.5,37.77%,2025-12,⚪ 中性觀察,5.27,10.0,2.44,-34.78,2025,-24.86,🌑 雙重衰退,117.75,慧洋-KY,-61.76,-17.06,-17.720000000000002
8438.TW,N/A,79.1999969482,N/A,2025-12,❌ 暫避觀望,2.1,17.837837150495492,1.21,-4.98,2025,10.16,📉 獲利侵蝕,66.60000000000001,昶昕,-31.64,12.79,-17.77
5355.TWO,N/A,6.8699998856,N/A,2025-12,⚪ 數據不足,-1.12,0.0,-0.82,-21.74,2025,-9.55,🌑 雙重衰退,-36.6,佳總,-28.12,-3.95,-17.79
2364.TW,7.82%,69.0,39.87%,2025-12,⚪ 中性觀察,4.2,6.552706552706553,3.14,2.69,2025,25.9,⚠️ 獲利稀釋,157.95,倫飛,-4.85,20.5,-17.81
4760.TWO,15.04%,376.5,22.01%,2025-12,❌ 暫避觀望,7.05,23.269468479604452,4.61,9.84,2025,24.72,⚠️ 獲利稀釋,242.7,勤凱,11.3,27.79,-17.95
8099.TWO,N/A,60.7000007629,N/A,2025-12,⚪ 中性觀察,2.53,11.199262133376383,1.52,9.52,2025,24.12,⚠️ 獲利稀釋,81.3,大世科,0.66,27.49,-17.97
2497.TW,10.08%,63.9000015259,25.76%,2025-12,⚪ 中性觀察,2.37,12.288461831903847,1.49,-21.36,2025,0.55,🌑 雙重衰退,78.0,怡利電,-29.38,-3.38,-17.98
4536.TW,10.54%,165.5,32.65%,2025-12,⚪ 中性觀察,14.92,4.103644929333003,12.08,-20.89,2025,7.51,🌑 雙重衰退,604.9499999999999,拓凱,-0.58,-2.91,-17.98
2115.TW,6.19%,22.5499992371,18.21%,2025-12,⚪ 中性觀察,1.58,4.620901483012295,1.48,-22.93,2025,-3.67,🌑 雙重衰退,73.2,六暉-KY,-1.99,-4.72,-18.21
9958.TW,N/A,112.5,N/A,2025-12,⚪ 中性觀察,6.57,6.876528117359413,4.78,-2.48,2025,20.49,📉 獲利侵蝕,245.39999999999998,世紀鋼,-23.95,15.94,-18.419999999999998
8039.TW,N/A,149.5,N/A,2025-12,❌ 暫避觀望,2.07,35.851318944844124,1.33,-11.69,2025,2.03,📉 獲利侵蝕,62.55,台虹,-41.96,6.75,-18.439999999999998
2248.TW,17.40%,56.7000007629,31.94%,2025-12,⚪ 中性觀察,5.32,4.697597412004971,3.36,-19.0,2025,-4.67,🌑 雙重衰退,181.05,華勝-KY,-30.34,-0.48,-18.52
9924.TW,N/A,40.8499984741,N/A,2025-12,⚪ 中性觀察,3.08,5.769773795776835,2.14,-26.71,2025,-7.04,🌑 雙重衰退,106.2,福興,-30.54,-8.15,-18.560000000000002
6843.TWO,N/A,39.25,N/A,2025-12,⚪ 中性觀察,2.2,7.519157088122604,1.52,-7.56,2025,6.64,📉 獲利侵蝕,78.30000000000001,進典,-1.94,11.04,-18.599999999999998
6720.TWO,N/A,149.0,N/A,2025-12,⚪ 中性觀察,3.89,13.644688644688644,2.98,-33.16,2025,-10.54,🌑 雙重衰退,163.8,久昌,-37.15,-14.48,-18.679999999999996
6770.TW,N/A,67.1999969482,N/A,2025-12,⚪ 數據不足,-1.86,0.0,-1.71,-14.2,2025,1.91,📉 獲利侵蝕,-73.35000000000001,力積電,-33.86,4.48,-18.68
7792.TWO,N/A,257.0,N/A,2025-12,⚪ 數據不足,8.72,0.0,6.03,11.79,2025,37.75,⚠️ 獲利稀釋,0.0,安葆,14.64,30.49,-18.7
7744.TWO,N/A,493.0,N/A,2025-12,⚪ 數據不足,16.28,0.0,12.91,41.2,2025,75.55,⚠️ 獲利稀釋,0.0,崴寶,74.46,59.94,-18.739999999999995
8938.TWO,N/A,53.2000007629,N/A,2025-12,⚪ 中性觀察,6.18,3.26982180472649,3.56,-10.24,2025,9.03,📉 獲利侵蝕,244.04999999999998,明安,-26.95,8.55,-18.79
6934.TW,N/A,70.0,N/A,2025-12,⚪ 數據不足,-3.92,0.0,-4.17,-48.08,2025,-51.26,🌑 雙重衰退,0.0,心誠鎂,-37.5,-29.22,-18.86
2867.TW,0.03%,8.2399997711,3.78%,2025-12,❌ 暫避觀望,0.2,30.518517670740742,0.16,-47.37,2025,-43.41,🌑 雙重衰退,4.050000000000001,三商壽,-68.0,-28.43,-18.939999999999998
6691.TW,N/A,689.0,N/A,2025-12,⚪ 中性觀察,24.76,11.953504510756417,16.64,28.04,2025,54.5,⚠️ 獲利稀釋,864.6000000000001,洋基工程,27.98,47.13,-19.090000000000003
2504.TW,22.79%,36.9500007629,27.76%,2025-12,⚪ 中性觀察,3.3,4.595771239166667,2.45,-15.42,2025,4.82,📉 獲利侵蝕,120.6,國產,-20.71,3.75,-19.17
6791.TWO,N/A,102.5,N/A,2025-12,⚪ 中性觀察,4.16,9.734093067426402,3.37,0.0,2025,19.53,📉 獲利侵蝕,157.95,虎門科技,-2.88,19.26,-19.26
9919.TW,N/A,14.1499996185,N/A,2025-12,⚪ 數據不足,-2.43,0.0,-1.49,-28.57,2025,-8.87,🌑 雙重衰退,-63.3,康那香,-0.68,-9.24,-19.33
6117.TW,N/A,76.3000030518,N/A,2025-12,⚪ 中性觀察,3.77,10.452055212575342,2.21,-7.65,2025,11.06,📉 獲利侵蝕,109.50000000000001,迎廣,-26.01,11.78,-19.43
6997.TWO,N/A,0.0,N/A,2025-12,⚪ 數據不足,5.11,0.0,3.18,-8.26,2025,7.39,📉 獲利侵蝕,0.0,博弘,-38.85,11.23,-19.490000000000002
8299.TWO,N/A,2310.0,N/A,2025-12,❌ 暫避觀望,41.98,30.176355323318095,19.9,3.78,2025,7.55,⚠️ 獲利稀釋,1148.25,群聯,-27.04,23.29,-19.509999999999998
2070.TWO,17.87%,62.5999984741,45.13%,2025-12,⚪ 中性觀察,2.3,13.911110772022221,1.25,-22.56,2025,-10.95,🌑 雙重衰退,67.5,精湛,-44.93,-2.97,-19.59
2597.TW,15.81%,190.5,18.77%,2025-12,⚪ 中性觀察,10.75,7.8427336352408386,7.25,0.37,2025,16.0,⚠️ 獲利稀釋,364.35,潤弘,7.57,19.99,-19.619999999999997
8109.TWO,N/A,119.5,N/A,2025-12,⚪ 中性觀察,6.18,8.09620596205962,4.41,-4.63,2025,9.06,📉 獲利侵蝕,221.4,博大,-14.37,15.04,-19.669999999999998
6411.TWO,N/A,97.6999969482,N/A,2025-12,⚪ 中性觀察,3.18,13.114093550093957,2.46,-30.29,2025,-9.94,🌑 雙重衰退,111.75000000000001,晶焱,-25.46,-10.51,-19.78
6899.TWO,N/A,61.5,N/A,2025-12,⚪ 中性觀察,3.59,7.109826589595375,2.65,7.23,2025,24.69,⚠️ 獲利稀釋,129.75,創為精密,6.94,27.05,-19.82
9904.TW,N/A,26.6499996185,N/A,2025-12,⚪ 中性觀察,4.1,2.6386138236138614,3.03,-24.63,2025,-3.47,🌑 雙重衰退,151.5,寶成,-35.26,-4.71,-19.919999999999998
6890.TW,N/A,256.0,N/A,2025-12,⚪ 中性觀察,13.02,7.766990291262136,9.16,-14.96,2025,8.16,📉 獲利侵蝕,494.40000000000003,來億-KY,-12.51,5.05,-20.01
1476.TW,19.16%,344.5,30.19%,2025-12,⚪ 中性觀察,20.1,7.050757265656979,14.33,-16.94,2025,5.39,📉 獲利侵蝕,732.9,儒鴻,-20.3,3.15,-20.09
3645.TW,12.18%,90.4000015259,31.33%,2025-12,❌ 暫避觀望,1.54,27.73006181776073,0.94,-14.53,2025,8.42,📉 獲利侵蝕,48.900000000000006,達邁,-42.24,5.64,-20.169999999999998
2615.TW,18.94%,85.0,23.92%,2025-12,⚪ 中性觀察,11.21,3.338570306362922,7.64,-33.63,2025,-11.06,🌑 雙重衰退,381.90000000000003,萬海,-38.09,-13.25,-20.380000000000003
6523.TWO,N/A,98.8000030518,N/A,2025-12,⚪ 中性觀察,7.78,4.836025602143906,5.84,-26.4,2025,-0.64,🌑 雙重衰退,306.45000000000005,達爾膚,-21.61,-5.92,-20.479999999999997
3444.TWO,4.42%,92.9000015259,18.10%,2025-12,❌ 暫避觀望,2.15,16.044905272176166,1.64,-10.04,2025,10.26,📉 獲利侵蝕,86.85,利機,3.14,10.54,-20.58
6957.TW,N/A,189.5,N/A,2025-12,⚪ 中性觀察,10.18,10.19365250134481,5.41,-25.35,2025,-6.88,🌑 雙重衰退,278.85,裕慶-KY,-29.25,-4.74,-20.61
6204.TWO,N/A,109.5,N/A,2025-12,❌ 暫避觀望,1.18,37.37201365187714,0.98,-20.27,2025,3.67,📉 獲利侵蝕,43.949999999999996,艾華,-8.41,0.36,-20.63
3508.TWO,-34.06%,18.6499996185,1.54%,2025-12,⚪ 數據不足,-1.51,0.0,-1.14,6.88,2025,42.64,⚠️ 獲利稀釋,-59.7,位速,18.25,27.53,-20.650000000000002
6239.TW,N/A,347.5,N/A,2025-12,❌ 暫避觀望,7.48,20.562130177514796,4.96,-18.46,2025,-4.79,📉 獲利侵蝕,253.49999999999997,力成,-30.26,2.2,-20.66
3018.TW,-73.69%,11.8999996185,-18.95%,2025-12,⚪ 數據不足,-2.16,0.0,-2.36,-66.41,2025,-36.93,🌑 雙重衰退,-81.14999999999999,隆銘綠能,-161.36,-45.66,-20.75
3008.TW,36.75%,4020.0,47.97%,2025-12,⚪ 中性觀察,159.41,10.784418929069643,109.06,-17.91,2025,6.5,📉 獲利侵蝕,5591.4,大立光,-15.56,2.84,-20.75
4933.TWO,12.48%,67.5,28.71%,2025-12,⚪ 中性觀察,5.77,5.075187969924812,3.81,-18.35,2025,11.19,📉 獲利侵蝕,199.5,友輝,-26.64,2.41,-20.76
5288.TW,N/A,190.5,N/A,2025-12,⚪ 中性觀察,12.25,6.352117372457485,8.74,-27.39,2025,-7.59,🌑 雙重衰退,449.85,豐祥-KY,-18.99,-6.57,-20.82
7714.TWO,N/A,129.0,N/A,2025-12,⚪ 中性觀察,6.33,9.039943938332165,4.34,24.26,2025,55.99,⚠️ 獲利稀釋,214.04999999999998,創泓科技,60.59,45.1,-20.84
5269.TW,N/A,1375.0,N/A,2025-12,⚪ 中性觀察,72.7,7.942467652495378,52.62,45.15,2025,60.07,⚠️ 獲利稀釋,2596.8,祥碩,40.25,66.0,-20.85
4138.TWO,12.42%,51.0999984741,44.64%,2025-12,⚪ 中性觀察,3.81,5.099800246916167,2.89,-32.69,2025,-12.22,🌑 雙重衰退,150.3,曜亞,-27.93,-11.82,-20.869999999999997
3042.TW,14.07%,224.5,32.18%,2025-12,❌ 暫避觀望,5.28,17.17674062739097,3.95,-15.57,2025,7.28,📉 獲利侵蝕,196.05,晶技,-13.57,5.34,-20.91
3285.TWO,8.69%,41.4000015259,28.61%,2025-12,❌ 暫避觀望,0.7,51.111112994938274,0.32,-40.68,2025,-24.68,🌑 雙重衰退,12.15,微端,-56.16,-19.66,-21.02
5483.TWO,N/A,159.0,N/A,2025-12,⚪ 中性觀察,6.71,11.08786610878661,4.07,-23.02,2025,-1.72,🌑 雙重衰退,215.10000000000002,中美晶,18.54,-1.89,-21.13
8213.TW,N/A,36.0499992371,N/A,2025-12,⚪ 中性觀察,2.27,6.099830666175975,1.77,-17.45,2025,1.46,📉 獲利侵蝕,88.64999999999999,志超,-8.29,3.73,-21.18
3374.TWO,27.31%,233.0,32.82%,2025-12,❌ 暫避觀望,4.99,21.494464944649447,3.09,-18.86,2025,-1.5,📉 獲利侵蝕,162.6,精材,-30.87,2.53,-21.39
2385.TW,6.72%,141.0,16.76%,2025-12,⚪ 中性觀察,9.05,5.778688524590163,8.01,-27.23,2025,-3.53,🌑 雙重衰退,366.00000000000006,群光,-12.04,-5.73,-21.5
5493.TWO,N/A,93.6999969482,N/A,2025-12,⚪ 中性觀察,4.18,9.123660851820837,3.44,-0.48,2025,22.78,📉 獲利侵蝕,154.04999999999998,三聯,3.3,21.03,-21.51
2020.TW,12.02%,21.25,19.71%,2025-12,⚪ 中性觀察,2.13,3.8990825688073394,1.66,-31.07,2025,-8.33,🌑 雙重衰退,81.75,美亞,-41.75,-9.51,-21.560000000000002
6208.TWO,N/A,86.9000015259,N/A,2025-12,⚪ 中性觀察,2.52,13.771791050063392,1.78,-26.32,2025,-6.36,🌑 雙重衰退,94.64999999999999,日揚,-28.8,-4.59,-21.73
2328.TW,4.05%,51.7000007629,12.48%,2025-12,⚪ 中性觀察,1.56,12.671568814436274,1.22,-22.0,2025,4.37,🌑 雙重衰退,61.2,廣宇,-13.48,-0.23,-21.77
6546.TWO,N/A,74.0,N/A,2025-12,⚪ 中性觀察,2.73,12.071778140293638,1.72,-23.53,2025,-1.49,🌑 雙重衰退,91.95,正基,-32.02,-1.73,-21.8
7709.TWO,N/A,114.0,N/A,2025-12,❌ 暫避觀望,2.48,24.411134903640257,0.91,-52.99,2025,-37.61,🌑 雙重衰退,70.05,榮田,-75.62,-31.16,-21.830000000000002
3322.TWO,-5.35%,15.3500003815,12.86%,2025-12,⚪ 數據不足,-0.96,0.0,-0.75,-15.66,2025,10.72,📉 獲利侵蝕,-39.300000000000004,建舜電,-2.74,6.3,-21.96
2049.TW,4.85%,323.5,27.05%,2025-12,❌ 暫避觀望,4.31,31.016299137104507,3.01,-22.62,2025,-1.42,🌑 雙重衰退,156.45,上銀,-35.13,-0.53,-22.09
3406.TW,20.51%,662.0,34.25%,2025-12,⚪ 中性觀察,32.84,9.085918199286303,22.41,-14.37,2025,0.68,📉 獲利侵蝕,1092.9,玉晶光,-27.07,7.77,-22.14
6499.TWO,N/A,74.5,N/A,2025-12,⚪ 數據不足,-7.24,0.0,-5.76,21.08,2025,41.35,⚠️ 獲利稀釋,-281.84999999999997,益安,10.97,43.24,-22.160000000000004
6908.TW,N/A,38.9000015259,N/A,2025-12,⚪ 數據不足,1.44,0.0,1.05,5.88,2025,28.6,⚠️ 獲利稀釋,0.0,宏碁遊戲-創,41.89,28.36,-22.48
6488.TWO,N/A,864.0,N/A,2025-12,❌ 暫避觀望,15.29,24.283305227655987,10.68,-25.74,2025,-0.4,🌑 雙重衰退,533.6999999999999,環球晶,-45.48,-3.24,-22.5
6844.TWO,N/A,66.5,N/A,2025-12,⚪ 中性觀察,2.35,10.725806451612902,1.44,-21.14,2025,1.48,📉 獲利侵蝕,93.0,諾貝兒,-32.39,1.36,-22.5
7712.TWO,N/A,142.5,N/A,2025-12,⚪ 中性觀察,5.42,11.604234527687295,3.57,-28.68,2025,-6.32,🌑 雙重衰退,184.20000000000002,博盛半導體,-47.73,-6.13,-22.55
6862.TW,N/A,190.0,N/A,2025-12,⚪ 中性觀察,8.29,9.178743961352657,6.02,-19.59,2025,7.33,📉 獲利侵蝕,310.5,三集瑞-KY,-29.18,2.98,-22.57
8240.TWO,N/A,56.2999992371,N/A,2025-12,⚪ 中性觀察,2.18,10.255008968506376,1.54,-27.57,2025,-1.21,🌑 雙重衰退,82.35000000000001,華宏,-45.77,-5.0,-22.57
6655.TW,N/A,120.5,N/A,2025-12,⚪ 中性觀察,3.92,13.539325842696629,2.48,-18.72,2025,1.29,📉 獲利侵蝕,133.5,科定,-33.88,3.86,-22.58
2258.TW,-262.93%,30.6499996185,19.82%,2025-12,⚪ 數據不足,-2.15,0.0,-1.29,-73.98,2025,-48.42,🌑 雙重衰退,-66.3,鴻華先進-創,-74.32,-51.34,-22.64
6205.TW,N/A,86.5,N/A,2025-12,❌ 暫避觀望,2.0,16.994106090373283,1.51,-25.66,2025,-0.59,🌑 雙重衰退,76.35,詮欣,-32.58,-3.02,-22.64
6922.TWO,N/A,189.5,N/A,2025-12,⚪ 中性觀察,6.9,10.33824331696672,5.79,-8.99,2025,24.0,📉 獲利侵蝕,274.95000000000005,宸曜,-0.69,13.67,-22.66
1341.TW,12.74%,62.0999984741,23.43%,2025-12,⚪ 中性觀察,3.71,7.048807999330307,2.32,-30.65,2025,-5.97,🌑 雙重衰退,132.14999999999998,富林-KY,-36.61,-7.95,-22.7
2455.TW,21.78%,352.0,37.27%,2025-12,❌ 暫避觀望,2.97,51.84094256259205,1.92,-18.46,2025,-3.9,📉 獲利侵蝕,101.85,全新,-34.36,4.29,-22.75
5222.TW,N/A,113.5,N/A,2025-12,❌ 暫避觀望,2.51,17.11915535444947,1.89,-49.48,2025,-28.87,🌑 雙重衰退,99.45,全訊,-50.93,-26.68,-22.799999999999997
6776.TW,N/A,59.5,N/A,2025-12,⚪ 中性觀察,4.2,5.721153846153846,3.18,-8.03,2025,17.25,📉 獲利侵蝕,156.0,展�眥篕�,2.91,14.84,-22.869999999999997
6944.TW,N/A,991.0,N/A,2025-12,⚪ 中性觀察,32.29,13.426364991193605,22.26,41.25,2025,60.19,⚠️ 獲利稀釋,1107.15,兆聯實業,39.26,64.2,-22.950000000000003
4909.TWO,-63.96%,49.2000007629,-26.90%,2025-12,⚪ 數據不足,-1.25,0.0,-1.46,-112.33,2025,-89.05,🌑 雙重衰退,-71.25,新復興,-117.3,-89.32,-23.010000000000005
2324.TW,1.38%,36.3499984741,5.82%,2025-12,⚪ 中性觀察,1.38,10.239436189887323,1.06,-39.91,2025,-16.8,🌑 雙重衰退,53.25,仁寶,-42.93,-16.78,-23.129999999999995
1294.TWO,21.70%,78.8000030518,37.68%,2025-12,⚪ 中性觀察,4.6,6.8581377764838996,3.37,-19.33,2025,-5.13,📉 獲利侵蝕,172.35,漢田生技,-27.88,4.02,-23.349999999999998
6671.TW,N/A,26.1000003815,N/A,2025-12,⚪ 中性觀察,2.37,4.980916103339696,1.65,-25.47,2025,-0.04,🌑 雙重衰退,78.6,三能-KY,-24.66,-2.1,-23.369999999999997
2375.TW,7.43%,172.5,19.39%,2025-12,❌ 暫避觀望,3.73,18.87308533916849,2.77,-18.02,2025,5.21,📉 獲利侵蝕,137.10000000000002,凱美,-20.4,5.35,-23.369999999999997
2939.TW,-46.94%,21.2000007629,8.14%,2025-12,⚪ 數據不足,-3.68,0.0,-3.2,-24.32,2025,17.04,🌑 雙重衰退,-149.25000000000003,永邑-KY,-25.49,-0.82,-23.5
7786.TW,N/A,127.0,N/A,2025-12,⚪ 數據不足,11.11,0.0,9.06,29.9,2025,57.65,⚠️ 獲利稀釋,0.0,東方風能,49.5,53.42,-23.520000000000003
3265.TWO,19.26%,179.0,25.97%,2025-12,⚪ 中性觀察,5.48,13.822393822393822,3.73,-12.04,2025,10.78,📉 獲利侵蝕,194.25,台星科,-20.3,11.55,-23.59
4113.TWO,-47.25%,16.75,37.85%,2025-12,⚪ 數據不足,-0.43,0.0,-0.16,-112.91,2025,-87.01,🌑 雙重衰退,-7.800000000000001,聯上,-105.26,-89.32,-23.590000000000003
2348.TW,22.47%,72.8000030518,34.04%,2025-12,⚪ 中性觀察,6.85,4.530180650392035,3.61,-51.27,2025,-24.42,🌑 雙重衰退,241.05,海悅,-70.84,-27.63,-23.640000000000004
3093.TWO,11.18%,60.4000015259,40.97%,2025-12,❌ 暫避觀望,1.22,18.083832792185632,1.04,15.09,2025,87.79,⚠️ 獲利稀釋,50.099999999999994,港建*,100.0,38.76,-23.669999999999998
1307.TW,13.66%,36.75,31.96%,2025-12,⚪ 中性觀察,2.85,5.326086956521739,2.01,-23.39,2025,0.47,📉 獲利侵蝕,103.49999999999999,三芳,-27.17,0.33,-23.72
3071.TWO,7.94%,33.4500007629,30.11%,2025-12,❌ 暫避觀望,0.57,20.906250476812495,0.53,-29.63,2025,-8.68,🌑 雙重衰退,24.0,協禧,10.42,-5.82,-23.81
