=== 短線 5-10-20 扣抵精選 (20260306) ===
代號         |     最佳策略     |      勝率 |     期望報酬 | 今日狀態
6488.TWO   | monthly_trend |   52.7% |    1.12% | 🚪 趨勢結束
3416.TW    | ten_day_support |   43.7% |    0.16% | 觀望
4142.TW    | ten_day_support |   35.1% |   -0.29% | 觀望
5388.TW    | ten_day_support |   43.6% |   -0.50% | 觀望
3419.TW    | ten_day_support |   42.7% |   -0.10% | 🛡️ 十日撐買
3191.TWO   | fast_attack  |   45.1% |    1.65% | 觀望
5222.TW    | monthly_trend |   44.7% |    0.67% | 觀望
1528.TW    | monthly_trend |   41.9% |    0.59% | 🚪 趨勢結束
6666.TW    | ten_day_support |   29.4% |   -0.39% | 觀望
2344.TW    | monthly_trend |   46.7% |    0.48% | 🚪 趨勢結束
7788.TW    | fast_attack  |   57.1% |    5.78% | ⏱️ 短線止盈
3684.TWO   | ten_day_support |   39.0% |    0.02% | 🛡️ 十日撐買
00735.TW   | monthly_trend |   52.9% |    0.17% | 🚪 趨勢結束
3227.TWO   | fast_attack  |   45.6% |    0.30% | ⏱️ 短線止盈
2105.TW    | fast_attack  |   39.1% |   -0.64% | ⏱️ 短線止盈
2460.TW    | ten_day_support |   47.0% |    0.71% | 觀望
7781.TWO   | monthly_trend |   29.3% |   14.12% | 🚪 趨勢結束
3035.TW    | monthly_trend |   48.2% |    0.44% | 🚪 趨勢結束
2357.TW    | fast_attack  |   40.7% |   -0.30% | ⏱️ 短線止盈
00686R.TW  | ten_day_support |   29.8% |   -0.81% | 觀望
2801.TW    | fast_attack  |   40.8% |   -0.44% | ⏱️ 短線止盈
00864B.TWO | fast_attack  |   28.6% |   -0.38% | ⚡ 五日攻擊
5291.TWO   | monthly_trend |   42.8% |    0.43% | 觀望
8455.TWO   | ten_day_support |   35.7% |    0.41% | 觀望
3040.TW    | ten_day_support |   34.4% |   -0.06% | 觀望
4130.TWO   | fast_attack  |   38.9% |   -0.09% | 觀望
3205.TWO   | monthly_trend |   34.3% |    0.73% | 🚀 月線轉強
2439.TW    | ten_day_support |   45.5% |   -0.15% | 觀望
2371.TW    | monthly_trend |   44.4% |    0.37% | 🚪 趨勢結束
6894.TWO   | ten_day_support |   53.1% |    0.87% | 觀望
00937B.TWO | fast_attack  |   39.6% |   -0.48% | 觀望
6125.TWO   | monthly_trend |   41.0% |    0.14% | 🚪 趨勢結束
2204.TW    | fast_attack  |   45.3% |    0.24% | ⏱️ 短線止盈
5871.TW    | fast_attack  |   44.9% |   -0.09% | ⏱️ 短線止盈
2429.TW    | fast_attack  |   36.0% |    0.46% | ⏱️ 短線止盈
1809.TW    | ten_day_support |   41.8% |    0.03% | 觀望
6884.TWO   | ten_day_support |   39.4% |    0.33% | 觀望
7737.TWO   | fast_attack  |   31.8% |   -1.46% | ⏱️ 短線止盈
2342.TW    | monthly_trend |   42.9% |    0.79% | 🚪 趨勢結束
8255.TWO   | fast_attack  |   41.4% |   -0.14% | ⏱️ 短線止盈
6612.TWO   | ten_day_support |   42.0% |    0.29% | 觀望
6560.TWO   | ten_day_support |   39.6% |    0.13% | 觀望
8299.TWO   | monthly_trend |   49.0% |    0.31% | 🚪 趨勢結束
1609.TW    | monthly_trend |   39.7% |   -0.03% | 🚪 趨勢結束
009801.TW  | ten_day_support |   66.2% |    0.68% | 觀望
5269.TW    | monthly_trend |   54.4% |    1.10% | 🚪 趨勢結束
2069.TW    | ten_day_support |   38.7% |   -0.07% | 觀望
3555.TWO   | ten_day_support |   38.1% |    1.15% | 觀望
3551.TWO   | ten_day_support |   48.0% |    0.45% | 觀望
5285.TW    | ten_day_support |   45.7% |    0.13% | 觀望
6243.TW    | monthly_trend |   41.7% |    0.78% | 🚪 趨勢結束
3570.TWO   | ten_day_support |   37.9% |   -0.05% | 觀望
1301.TW    | fast_attack  |   39.8% |   -0.87% | ⏱️ 短線止盈
3207.TWO   | fast_attack  |   43.2% |    1.31% | ⏱️ 短線止盈
6202.TW    | fast_attack  |   43.7% |   -0.39% | ⏱️ 短線止盈
912000.TW  | fast_attack  |   42.1% |    0.57% | ⏱️ 短線止盈
1101.TW    | fast_attack  |   44.8% |   -0.28% | ⏱️ 短線止盈
3067.TWO   | ten_day_support |   34.2% |   -0.48% | 觀望
3504.TW    | ten_day_support |   51.4% |    0.33% | 觀望
2903.TW    | monthly_trend |   45.4% |    0.07% | 🚪 趨勢結束
5521.TW    | ten_day_support |   40.8% |    0.39% | 觀望
4939.TWO   | ten_day_support |   43.9% |    0.21% | 觀望
6669.TW    | fast_attack  |   47.5% |    0.30% | ⏱️ 短線止盈
2421.TW    | ten_day_support |   45.6% |    0.17% | 觀望
1525.TW    | fast_attack  |   41.7% |   -0.40% | ⏱️ 短線止盈
6239.TW    | ten_day_support |   50.0% |    0.31% | 觀望
4577.TWO   | monthly_trend |   42.4% |    1.46% | 觀望
9907.TW    | monthly_trend |   49.3% |    0.07% | 🚀 月線轉強
6830.TW    | ten_day_support |   48.3% |    0.25% | 觀望
00891.TW   | monthly_trend |   51.5% |    0.16% | 🚪 趨勢結束
3010.TW    | ten_day_support |   48.0% |    0.02% | 觀望
2886.TW    | fast_attack  |   40.2% |   -0.51% | ⏱️ 短線止盈
2376.TW    | fast_attack  |   50.2% |    0.32% | ⏱️ 短線止盈
6412.TW    | monthly_trend |   44.9% |    0.11% | 觀望
6616.TWO   | ten_day_support |   39.7% |   -0.30% | 觀望
3019.TW    | monthly_trend |   45.4% |    0.86% | 🚪 趨勢結束
3217.TWO   | ten_day_support |   43.8% |    0.39% | 觀望
3545.TW    | ten_day_support |   45.5% |   -0.12% | 觀望
6134.TWO   | monthly_trend |   41.2% |    0.41% | 🚀 月線轉強
4534.TWO   | monthly_trend |   40.3% |    0.54% | 觀望
6655.TW    | monthly_trend |   50.8% |    0.74% | 🚀 月線轉強
2458.TW    | ten_day_support |   48.7% |   -0.15% | 觀望
1597.TW    | monthly_trend |   42.3% |    0.42% | 🚪 趨勢結束
4131.TWO   | fast_attack  |   38.3% |    0.46% | ⏱️ 短線止盈
6462.TWO   | ten_day_support |   39.5% |   -0.12% | 觀望
3687.TWO   | monthly_trend |   36.8% |    0.28% | 🚪 趨勢結束
3147.TWO   | monthly_trend |   40.3% |    0.58% | 🚀 月線轉強
4523.TWO   | ten_day_support |   41.3% |    0.85% | 觀望
00665L.TW  | fast_attack  |   46.6% |   -0.19% | ⏱️ 短線止盈
2328.TW    | fast_attack  |   42.8% |   -0.05% | ⏱️ 短線止盈
6691.TW    | monthly_trend |   47.4% |    0.75% | 🚀 月線轉強
1439.TW    | fast_attack  |   39.4% |    0.00% | ⏱️ 短線止盈
4915.TW    | ten_day_support |   46.3% |   -0.25% | 觀望
0052.TW    | ten_day_support |   47.4% |    0.03% | 觀望
2241.TW    | ten_day_support |   41.7% |   -0.18% | 觀望
1213.TW    | fast_attack  |   34.5% |   -0.59% | ⏱️ 短線止盈
4702.TWO   | ten_day_support |   33.2% |   -0.36% | 🛡️ 十日撐買
5234.TW    | monthly_trend |   46.3% |    0.55% | 🚪 趨勢結束
2740.TWO   | ten_day_support |   31.1% |   -0.55% | 觀望
1805.TW    | fast_attack  |   34.2% |   -0.04% | ⏱️ 短線止盈
2634.TW    | monthly_trend |   41.1% |   -0.03% | 🚪 趨勢結束
2237.TWO   | monthly_trend |   39.5% |    0.34% | 🚪 趨勢結束
5487.TWO   | ten_day_support |   37.0% |   -0.36% | 觀望
00936.TW   | monthly_trend |   53.0% |    0.18% | 🚪 趨勢結束
2363.TW    | monthly_trend |   42.4% |    0.17% | 🚪 趨勢結束
8096.TWO   | monthly_trend |   40.7% |    0.46% | 🚪 趨勢結束
6510.TWO   | monthly_trend |   52.4% |    1.13% | 🚪 趨勢結束
3645.TW    | ten_day_support |   49.8% |    0.50% | 觀望
2414.TW    | ten_day_support |   44.3% |    0.10% | 觀望
7749.TW    | ten_day_support |   37.5% |   -2.24% | 觀望
2355.TW    | ten_day_support |   44.9% |   -0.18% | 觀望
2480.TW    | ten_day_support |   45.6% |    0.01% | 觀望
2233.TW    | monthly_trend |   46.0% |    0.14% | 🚪 趨勢結束
2330.TW    | fast_attack  |   47.3% |    0.23% | ⏱️ 短線止盈
2385.TW    | ten_day_support |   45.0% |   -0.17% | 🛡️ 十日撐買
1529.TW    | monthly_trend |   39.2% |   -0.18% | 🚪 趨勢結束
3004.TW    | fast_attack  |   45.6% |    0.66% | ⏱️ 短線止盈
3230.TWO   | monthly_trend |   41.7% |    0.53% | 觀望
6170.TWO   | monthly_trend |   44.2% |    0.24% | 🚪 趨勢結束
6727.TWO   | fast_attack  |   46.3% |    2.73% | ⏱️ 短線止盈
3363.TWO   | monthly_trend |   46.4% |    1.05% | 觀望
6121.TWO   | ten_day_support |   46.5% |    0.06% | 觀望
8162.TW    | ten_day_support |   31.9% |   -0.09% | 觀望
8081.TW    | fast_attack  |   46.4% |    0.10% | ⏱️ 短線止盈
4943.TW    | monthly_trend |   50.8% |    1.61% | 觀望
1587.TW    | ten_day_support |   41.0% |    0.35% | 觀望
2017.TW    | ten_day_support |   36.8% |   -0.02% | 觀望
2645.TW    | monthly_trend |   47.3% |    0.82% | 🚪 趨勢結束
6534.TW    | ten_day_support |   42.7% |    0.46% | 觀望
6679.TWO   | monthly_trend |   42.9% |    0.25% | 觀望
9110.TW    | monthly_trend |   39.0% |    0.38% | 🚪 趨勢結束
9914.TW    | ten_day_support |   43.9% |   -0.26% | 觀望
2605.TW    | fast_attack  |   46.9% |    0.95% | ⚡ 五日攻擊
3652.TW    | ten_day_support |   44.4% |    0.69% | 觀望
3162.TWO   | monthly_trend |   43.7% |    0.46% | 🚪 趨勢結束
3491.TWO   | monthly_trend |   48.2% |    0.30% | 🚪 趨勢結束
00857B.TWO | fast_attack  |   40.9% |   -0.71% | ⚡ 五日攻擊
1436.TW    | monthly_trend |   36.0% |    0.21% | 🚪 趨勢結束
5864.TWO   | fast_attack  |   46.6% |    0.92% | ⏱️ 短線止盈
6785.TWO   | fast_attack  |   41.4% |    0.22% | ⏱️ 短線止盈
6603.TWO   | fast_attack  |   38.4% |   -0.33% | ⏱️ 短線止盈
3483.TWO   | fast_attack  |   45.1% |    0.35% | ⏱️ 短線止盈
6274.TWO   | ten_day_support |   58.4% |    0.77% | 觀望
8210.TW    | monthly_trend |   47.2% |    0.38% | 🚪 趨勢結束
2547.TW    | fast_attack  |   37.3% |   -0.42% | ⏱️ 短線止盈
8183.TWO   | ten_day_support |   46.1% |    0.18% | 🛡️ 十日撐買
8277.TWO   | monthly_trend |   41.8% |    0.02% | 🚪 趨勢結束
2820.TW    | fast_attack  |   37.7% |   -0.26% | ⏱️ 短線止盈
3042.TW    | ten_day_support |   45.5% |   -0.12% | 觀望
1563.TW    | fast_attack  |   34.9% |   -0.86% | ⏱️ 短線止盈
4934.TW    | ten_day_support |   41.2% |   -0.31% | 🛡️ 十日撐買
00772B.TWO | fast_attack  |   40.5% |   -0.43% | ⚡ 五日攻擊
6271.TW    | ten_day_support |   48.5% |   -0.24% | 觀望
2441.TW    | ten_day_support |   51.7% |    0.21% | 觀望
8464.TW    | ten_day_support |   39.8% |   -0.49% | 觀望
2442.TW    | monthly_trend |   46.0% |    0.19% | 🚪 趨勢結束
3257.TW    | ten_day_support |   41.6% |    0.13% | 觀望
8021.TW    | fast_attack  |   43.7% |    0.21% | ⏱️ 短線止盈
6929.TWO   | fast_attack  |   28.2% |   -0.14% | ⏱️ 短線止盈
5381.TWO   | monthly_trend |   41.0% |    2.25% | 觀望
00780B.TWO | fast_attack  |   26.9% |   -0.57% | 觀望
6565.TWO   | fast_attack  |   40.3% |   -0.32% | ⏱️ 短線止盈
8067.TWO   | ten_day_support |   31.6% |   -0.94% | 觀望
1402.TW    | fast_attack  |   43.3% |   -0.37% | ⏱️ 短線止盈
1313.TW    | fast_attack  |   43.5% |    0.05% | ⚡ 五日攻擊
3450.TW    | monthly_trend |   47.6% |    0.49% | 🚀 月線轉強
6629.TWO   | monthly_trend |   46.6% |    0.42% | 🚪 趨勢結束
3003.TW    | ten_day_support |   47.6% |    0.16% | 觀望
00688L.TW  | fast_attack  |   47.0% |   -0.43% | ⏱️ 短線止盈
4555.TW    | ten_day_support |   35.2% |   -0.20% | 觀望
6584.TWO   | fast_attack  |   47.2% |    1.99% | ⏱️ 短線止盈
2444.TW    | monthly_trend |   43.6% |    0.11% | 觀望
2323.TW    | fast_attack  |   40.5% |    0.75% | ⏱️ 短線止盈
2368.TW    | monthly_trend |   50.9% |    0.92% | 🚪 趨勢結束
9933.TW    | ten_day_support |   40.7% |   -0.23% | 觀望
5245.TWO   | monthly_trend |   41.0% |    0.53% | 🚪 趨勢結束
6152.TW    | ten_day_support |   42.4% |    0.11% | 觀望
6237.TWO   | ten_day_support |   43.5% |    0.41% | 觀望
3689.TWO   | monthly_trend |   48.1% |    0.61% | 🚪 趨勢結束
3354.TWO   | ten_day_support |   40.4% |   -0.35% | 觀望
2890.TW    | fast_attack  |   50.2% |   -0.01% | ⏱️ 短線止盈
2486.TW    | fast_attack  |   44.1% |    0.78% | ⏱️ 短線止盈
7712.TWO   | fast_attack  |   49.3% |    2.63% | ⏱️ 短線止盈
2066.TWO   | fast_attack  |   43.8% |   -0.14% | ⏱️ 短線止盈
2454.TW    | ten_day_support |   48.4% |    0.30% | 觀望
5905.TWO   | ten_day_support |   36.3% |   -0.09% | 觀望
6664.TWO   | monthly_trend |   48.8% |    0.65% | 🚪 趨勢結束
00875.TW   | fast_attack  |   46.1% |   -0.61% | 觀望
6257.TW    | ten_day_support |   47.5% |   -0.15% | 觀望
6414.TW    | ten_day_support |   48.2% |    0.09% | 觀望
1569.TWO   | monthly_trend |   43.1% |    0.24% | 🚪 趨勢結束
4739.TW    | ten_day_support |   47.2% |    0.11% | 觀望
6233.TWO   | ten_day_support |   43.9% |    1.16% | 🛡️ 十日撐買
00990A.TW  | ten_day_support |   71.4% |    2.45% | 觀望
2482.TW    | ten_day_support |   35.6% |   -0.28% | 觀望
6869.TW    | fast_attack  |   52.3% |    2.19% | ⚡ 五日攻擊
00687B.TWO | fast_attack  |   32.6% |   -0.77% | ⚡ 五日攻擊
3168.TW    | fast_attack  |   40.9% |    0.26% | ⚡ 五日攻擊
2236.TW    | monthly_trend |   45.3% |    0.57% | 🚪 趨勢結束
4804.TWO   | fast_attack  |   38.1% |    0.31% | 觀望
00877.TWO  | monthly_trend |   47.4% |    0.06% | 🚪 趨勢結束
3176.TWO   | ten_day_support |   39.3% |    0.21% | 觀望
6206.TW    | fast_attack  |   42.0% |   -0.12% | ⏱️ 短線止盈
4576.TW    | monthly_trend |   42.9% |    0.26% | 觀望
3178.TWO   | fast_attack  |   44.6% |    0.35% | ⏱️ 短線止盈
8043.TWO   | fast_attack  |   41.0% |    0.43% | ⏱️ 短線止盈
2338.TW    | ten_day_support |   46.1% |    0.20% | 觀望
2597.TW    | fast_attack  |   46.7% |    0.56% | ⏱️ 短線止盈
3374.TWO   | monthly_trend |   46.8% |    0.78% | 🚪 趨勢結束
8086.TWO   | monthly_trend |   49.6% |    0.64% | 🚀 月線轉強
6757.TW    | monthly_trend |   40.6% |    0.59% | 🚪 趨勢結束
00725B.TWO | fast_attack  |   37.4% |   -0.33% | ⚡ 五日攻擊
^TWII      | fast_attack  |   47.3% |   -0.20% | ⏱️ 短線止盈
2855.TW    | monthly_trend |   45.2% |    0.18% | 🚪 趨勢結束
3032.TW    | fast_attack  |   48.1% |    0.93% | ⏱️ 短線止盈
1477.TW    | monthly_trend |   42.6% |   -0.09% | 🚪 趨勢結束
6505.TW    | fast_attack  |   39.1% |   -0.68% | ⚡ 五日攻擊
2405.TW    | ten_day_support |   43.1% |   -0.03% | 觀望
00752.TW   | fast_attack  |   45.9% |    0.03% | ⏱️ 短線止盈
3264.TWO   | monthly_trend |   52.4% |    0.36% | 🚪 趨勢結束
8358.TWO   | ten_day_support |   46.9% |    0.26% | 觀望
6983.TWO   | monthly_trend |   53.8% |    5.79% | 觀望
00878.TW   | fast_attack  |   44.0% |   -0.23% | ⏱️ 短線止盈
6568.TWO   | fast_attack  |   45.0% |    0.63% | ⏱️ 短線止盈
6174.TWO   | ten_day_support |   39.3% |    0.12% | 觀望
3623.TWO   | fast_attack  |   46.0% |    0.72% | ⏱️ 短線止盈
6477.TW    | fast_attack  |   40.7% |    0.22% | ⏱️ 短線止盈
6761.TWO   | fast_attack  |   40.0% |    0.51% | ⏱️ 短線止盈
5483.TWO   | monthly_trend |   49.2% |    0.68% | 🚪 趨勢結束
6742.TW    | ten_day_support |   49.0% |    0.18% | 觀望
1340.TW    | ten_day_support |   40.0% |   -0.38% | 觀望
6770.TW    | monthly_trend |   41.8% |    0.60% | 🚪 趨勢結束
00655L.TW  | monthly_trend |   46.8% |    0.23% | 🚪 趨勢結束
2630.TW    | ten_day_support |   42.7% |    0.28% | 觀望
3624.TWO   | ten_day_support |   43.3% |   -0.04% | 觀望
3135.TW    | ten_day_support |   38.4% |    0.05% | 觀望
3085.TWO   | monthly_trend |   37.5% |    0.69% | 🚪 趨勢結束
8099.TWO   | monthly_trend |   45.2% |    0.67% | 🚪 趨勢結束
3073.TWO   | fast_attack  |   42.8% |    1.85% | ⏱️ 短線止盈
2356.TW    | ten_day_support |   45.2% |   -0.05% | 觀望
6838.TW    | monthly_trend |   48.1% |    1.95% | 🚪 趨勢結束
6139.TW    | monthly_trend |   41.1% |    0.39% | 🚪 趨勢結束
7709.TWO   | monthly_trend |   42.3% |    1.00% | 🚪 趨勢結束
1519.TW    | monthly_trend |   45.8% |    0.78% | 🚪 趨勢結束
2239.TW    | monthly_trend |   40.7% |   -0.01% | 🚪 趨勢結束
1235.TW    | fast_attack  |   48.9% |    0.93% | ⏱️ 短線止盈
8087.TWO   | ten_day_support |   34.9% |    0.06% | 觀望
00887.TWO  | monthly_trend |   47.2% |    2.38% | 🚪 趨勢結束
00983A.TW  | ten_day_support |   56.7% |    0.44% | 觀望
1504.TW    | ten_day_support |   46.3% |   -0.04% | 觀望
4979.TWO   | fast_attack  |   46.5% |    0.90% | ⏱️ 短線止盈
2436.TW    | ten_day_support |   47.9% |    0.04% | 觀望
2027.TW    | fast_attack  |   48.0% |    0.39% | ⏱️ 短線止盈
00650L.TW  | fast_attack  |   47.3% |   -0.20% | ⏱️ 短線止盈
7786.TW    | ten_day_support |    0.0% |   -4.06% | 觀望
4971.TWO   | monthly_trend |   45.4% |    0.36% | 觀望
3711.TW    | ten_day_support |   52.1% |    0.05% | 觀望
5498.TWO   | monthly_trend |   43.5% |    0.67% | 觀望
8033.TW    | ten_day_support |   39.3% |    0.75% | 觀望
4967.TW    | fast_attack  |   46.9% |    1.26% | ⏱️ 短線止盈
1785.TWO   | ten_day_support |   42.0% |    0.15% | 觀望
3152.TWO   | monthly_trend |   40.3% |    0.14% | 🚪 趨勢結束
009805.TW  | monthly_trend |   66.7% |    0.88% | 🚪 趨勢結束
2467.TW    | monthly_trend |   48.2% |    0.40% | 觀望
6782.TW    | fast_attack  |   54.6% |    1.61% | ⏱️ 短線止盈
3653.TW    | monthly_trend |   49.1% |    0.51% | 🚪 趨勢結束
8462.TW    | ten_day_support |   44.4% |    0.20% | 觀望
00680L.TW  | ten_day_support |   44.4% |   -0.41% | 🛡️ 十日撐買
8101.TW    | ten_day_support |   31.6% |   -0.42% | 觀望
