=== 明日扣抵生死線報告 (20260306) ===
        代號 最佳MA     今日收盤     明日扣抵  安全邊際%                  操作建議
  00830.TW MA10    53.90    56.55  -4.69       ❄️ 弱勢：扣抵過高，均線下彎
   3530.TW MA60    56.90    59.70  -4.69       ❄️ 弱勢：扣抵過高，均線下彎
   6666.TW MA10    42.50    44.60  -4.71       ❄️ 弱勢：扣抵過高，均線下彎
   8438.TW MA20    64.70    67.90  -4.71       ❄️ 弱勢：扣抵過高，均線下彎
   2723.TW MA60    66.60    69.90  -4.72       ❄️ 弱勢：扣抵過高，均線下彎
   3015.TW MA20    52.40    55.00  -4.73       ❄️ 弱勢：扣抵過高，均線下彎
  8080.TWO MA10    30.00    31.50  -4.76       ❄️ 弱勢：扣抵過高，均線下彎
   1101.TW MA20    25.00    26.25  -4.76       ❄️ 弱勢：扣抵過高，均線下彎
  00757.TW MA20   108.35   113.80  -4.79       ❄️ 弱勢：扣抵過高，均線下彎
   2069.TW MA10    17.80    18.70  -4.81       ❄️ 弱勢：扣抵過高，均線下彎
   1323.TW MA60    18.65    19.60  -4.85       ❄️ 弱勢：扣抵過高，均線下彎
   1439.TW MA20    28.35    29.80  -4.87       ❄️ 弱勢：扣抵過高，均線下彎
   2597.TW  MA5   166.00   174.50  -4.87       ❄️ 弱勢：扣抵過高，均線下彎
  6237.TWO MA10    36.50    38.40  -4.95       ❄️ 弱勢：扣抵過高，均線下彎
   3432.TW MA10    16.25    17.10  -4.97       ❄️ 弱勢：扣抵過高，均線下彎
   1418.TW MA60    19.10    20.10  -4.98       ❄️ 弱勢：扣抵過高，均線下彎
   3010.TW MA10   114.50   120.50  -4.98       ❄️ 弱勢：扣抵過高，均線下彎
   3661.TW MA60  3120.00  3285.00  -5.02       ❄️ 弱勢：扣抵過高，均線下彎
   6166.TW MA60    58.70    61.80  -5.02       ❄️ 弱勢：扣抵過高，均線下彎
  6127.TWO MA20    35.40    37.30  -5.09       ❄️ 弱勢：扣抵過高，均線下彎
   6206.TW MA20    88.70    93.50  -5.13       ❄️ 弱勢：扣抵過高，均線下彎
  7702.TWO MA10    25.85    27.25  -5.14       ❄️ 弱勢：扣抵過高，均線下彎
   2353.TW MA60    25.85    27.25  -5.14       ❄️ 弱勢：扣抵過高，均線下彎
  4513.TWO MA60    16.50    17.40  -5.17       ❄️ 弱勢：扣抵過高，均線下彎
   2377.TW MA20    93.80    99.00  -5.25       ❄️ 弱勢：扣抵過高，均線下彎
  7782.TWO MA60    27.95    29.50  -5.25       ❄️ 弱勢：扣抵過高，均線下彎
  8027.TWO MA60    90.80    95.90  -5.32       ❄️ 弱勢：扣抵過高，均線下彎
   3057.TW MA10    15.10    15.95  -5.33       ❄️ 弱勢：扣抵過高，均線下彎
  6130.TWO MA10    37.00    39.10  -5.37       ❄️ 弱勢：扣抵過高，均線下彎
   2027.TW MA60    36.15    38.20  -5.37       ❄️ 弱勢：扣抵過高，均線下彎
   9105.TW MA10     5.63     5.95  -5.38       ❄️ 弱勢：扣抵過高，均線下彎
   3712.TW MA10    23.75    25.10  -5.38       ❄️ 弱勢：扣抵過高，均線下彎
  5536.TWO MA60   638.00   674.36  -5.39       ❄️ 弱勢：扣抵過高，均線下彎
   1340.TW MA20     6.67     7.05  -5.39       ❄️ 弱勢：扣抵過高，均線下彎
  6284.TWO MA10    78.00    82.50  -5.45       ❄️ 弱勢：扣抵過高，均線下彎
   2645.TW  MA5   164.50   174.00  -5.46       ❄️ 弱勢：扣抵過高，均線下彎
   8210.TW MA10   880.00   931.00  -5.48       ❄️ 弱勢：扣抵過高，均線下彎
   6698.TW MA10    31.20    33.05  -5.60       ❄️ 弱勢：扣抵過高，均線下彎
   3034.TW MA60   371.00   393.50  -5.72       ❄️ 弱勢：扣抵過高，均線下彎
   2031.TW MA20    37.05    39.30  -5.73       ❄️ 弱勢：扣抵過高，均線下彎
  00939.TW  MA5    15.39    16.33  -5.76       ❄️ 弱勢：扣抵過高，均線下彎
   2646.TW MA60    21.90    23.25  -5.81       ❄️ 弱勢：扣抵過高，均線下彎
   1536.TW MA60    55.00    58.40  -5.82       ❄️ 弱勢：扣抵過高，均線下彎
   3008.TW MA20  2305.00  2450.00  -5.92       ❄️ 弱勢：扣抵過高，均線下彎
   3703.TW MA60    21.45    22.80  -5.92       ❄️ 弱勢：扣抵過高，均線下彎
   2480.TW MA60   141.50   150.50  -5.98       ❄️ 弱勢：扣抵過高，均線下彎
   1723.TW MA20    69.10    73.50  -5.99       ❄️ 弱勢：扣抵過高，均線下彎
   9958.TW MA10   116.50   124.00  -6.05       ❄️ 弱勢：扣抵過高，均線下彎
   2317.TW MA60   217.00   231.00  -6.06       ❄️ 弱勢：扣抵過高，均線下彎
   6902.TW MA20    74.20    79.00  -6.08       ❄️ 弱勢：扣抵過高，均線下彎
  00929.TW MA20    18.68    19.90  -6.13       ❄️ 弱勢：扣抵過高，均線下彎
   2607.TW MA60    54.70    58.30  -6.17       ❄️ 弱勢：扣抵過高，均線下彎
   2420.TW MA20    50.00    53.30  -6.19       ❄️ 弱勢：扣抵過高，均線下彎
  3162.TWO MA10    54.60    58.20  -6.19       ❄️ 弱勢：扣抵過高，均線下彎
   3168.TW MA60    41.50    44.25  -6.21       ❄️ 弱勢：扣抵過高，均線下彎
   1718.TW MA20     6.96     7.43  -6.33       ❄️ 弱勢：扣抵過高，均線下彎
  6188.TWO MA10    92.90    99.30  -6.45       ❄️ 弱勢：扣抵過高，均線下彎
   9906.TW MA10    41.70    44.60  -6.50       ❄️ 弱勢：扣抵過高，均線下彎
   2351.TW MA10    78.90    84.40  -6.52       ❄️ 弱勢：扣抵過高，均線下彎
 009801.TW MA60    10.45    11.18  -6.53       ❄️ 弱勢：扣抵過高，均線下彎
   6573.TW MA10    13.60    14.55  -6.53       ❄️ 弱勢：扣抵過高，均線下彎
   1216.TW MA60    71.60    76.60  -6.53       ❄️ 弱勢：扣抵過高，均線下彎
   5871.TW MA20   100.00   107.00  -6.54       ❄️ 弱勢：扣抵過高，均線下彎
   2449.TW MA20   278.00   297.50  -6.55       ❄️ 弱勢：扣抵過高，均線下彎
   6965.TW MA20    77.90    83.40  -6.59       ❄️ 弱勢：扣抵過高，均線下彎
   6438.TW MA20   148.50   159.00  -6.60       ❄️ 弱勢：扣抵過高，均線下彎
   2342.TW MA10    28.80    30.85  -6.65       ❄️ 弱勢：扣抵過高，均線下彎
   5388.TW MA60    77.70    83.30  -6.72       ❄️ 弱勢：扣抵過高，均線下彎
  7783.TWO  MA5    99.80   107.00  -6.73       ❄️ 弱勢：扣抵過高，均線下彎
   6534.TW MA20    80.20    86.00  -6.74       ❄️ 弱勢：扣抵過高，均線下彎
   3443.TW MA10  2280.00  2445.00  -6.75       ❄️ 弱勢：扣抵過高，均線下彎
   3406.TW MA10   405.00   434.50  -6.79       ❄️ 弱勢：扣抵過高，均線下彎
  6841.TWO  MA5    60.00    64.40  -6.83       ❄️ 弱勢：扣抵過高，均線下彎
   2323.TW MA20    10.20    10.95  -6.85       ❄️ 弱勢：扣抵過高，均線下彎
   3308.TW MA20    22.45    24.10  -6.85       ❄️ 弱勢：扣抵過高，均線下彎
   2201.TW MA10    28.55    30.65  -6.85       ❄️ 弱勢：扣抵過高，均線下彎
  00947.TW MA20    21.97    23.59  -6.87       ❄️ 弱勢：扣抵過高，均線下彎
   2204.TW MA60    56.60    60.80  -6.91       ❄️ 弱勢：扣抵過高，均線下彎
   4562.TW MA60    33.50    36.00  -6.94       ❄️ 弱勢：扣抵過高，均線下彎
   3380.TW MA20    32.20    34.60  -6.94       ❄️ 弱勢：扣抵過高，均線下彎
  6203.TWO MA20    64.20    69.00  -6.96       ❄️ 弱勢：扣抵過高，均線下彎
  6121.TWO MA60   312.00   335.45  -6.99       ❄️ 弱勢：扣抵過高，均線下彎
   6257.TW MA20   126.50   136.00  -6.99       ❄️ 弱勢：扣抵過高，均線下彎
   6756.TW MA60    71.20    76.60  -7.05       ❄️ 弱勢：扣抵過高，均線下彎
 00955.TWO  MA5    15.15    16.30  -7.06       ❄️ 弱勢：扣抵過高，均線下彎
   9933.TW MA20    30.20    32.50  -7.08       ❄️ 弱勢：扣抵過高，均線下彎
   3022.TW MA10    56.20    60.50  -7.11       ❄️ 弱勢：扣抵過高，均線下彎
  3178.TWO MA20    55.90    60.20  -7.14       ❄️ 弱勢：扣抵過高，均線下彎
   6928.TW  MA5    49.55    53.40  -7.21       ❄️ 弱勢：扣抵過高，均線下彎
  5487.TWO MA60    28.20    30.40  -7.24       ❄️ 弱勢：扣抵過高，均線下彎
   2258.TW MA10    35.10    37.85  -7.27       ❄️ 弱勢：扣抵過高，均線下彎
   1213.TW MA60     9.50    10.25  -7.32       ❄️ 弱勢：扣抵過高，均線下彎
  6844.TWO MA20    64.40    69.50  -7.34       ❄️ 弱勢：扣抵過高，均線下彎
   3652.TW MA60    26.95    29.10  -7.39       ❄️ 弱勢：扣抵過高，均線下彎
   9945.TW MA60    28.05    30.30  -7.43       ❄️ 弱勢：扣抵過高，均線下彎
  6684.TWO MA10    44.15    47.75  -7.54       ❄️ 弱勢：扣抵過高，均線下彎
  3558.TWO MA20   128.50   139.00  -7.55       ❄️ 弱勢：扣抵過高，均線下彎
  3211.TWO MA20   292.00   316.00  -7.59       ❄️ 弱勢：扣抵過高，均線下彎
   5484.TW MA10    35.25    38.15  -7.60       ❄️ 弱勢：扣抵過高，均線下彎
  6613.TWO MA20   182.00   197.00  -7.61       ❄️ 弱勢：扣抵過高，均線下彎
   2312.TW MA10    22.40    24.25  -7.63       ❄️ 弱勢：扣抵過高，均線下彎
   8103.TW MA10    89.00    96.40  -7.68       ❄️ 弱勢：扣抵過高，均線下彎
  3071.TWO MA20    23.35    25.30  -7.71       ❄️ 弱勢：扣抵過高，均線下彎
   6672.TW MA20    92.70   100.50  -7.76       ❄️ 弱勢：扣抵過高，均線下彎
   6285.TW MA10   159.50   173.00  -7.80       ❄️ 弱勢：扣抵過高，均線下彎
   2105.TW MA60    29.50    32.00  -7.81       ❄️ 弱勢：扣抵過高，均線下彎
   4555.TW MA10    35.15    38.15  -7.86       ❄️ 弱勢：扣抵過高，均線下彎
 00637L.TW MA20    18.09    19.64  -7.89       ❄️ 弱勢：扣抵過高，均線下彎
   6957.TW MA20   168.00   182.50  -7.95       ❄️ 弱勢：扣抵過高，均線下彎
  5230.TWO  MA5    16.00    17.40  -8.05       ❄️ 弱勢：扣抵過高，均線下彎
 00655L.TW MA20    30.45    33.12  -8.06       ❄️ 弱勢：扣抵過高，均線下彎
   3035.TW MA60   158.00   172.00  -8.14       ❄️ 弱勢：扣抵過高，均線下彎
   2316.TW MA20    90.10    98.10  -8.15       ❄️ 弱勢：扣抵過高，均線下彎
  8077.TWO MA60    42.25    46.00  -8.15       ❄️ 弱勢：扣抵過高，均線下彎
   2392.TW MA60    36.00    39.20  -8.16       ❄️ 弱勢：扣抵過高，均線下彎
   6931.TW MA20    51.60    56.20  -8.19       ❄️ 弱勢：扣抵過高，均線下彎
   1438.TW MA60    31.30    34.10  -8.21       ❄️ 弱勢：扣抵過高，均線下彎
   2321.TW MA20    15.60    17.00  -8.24       ❄️ 弱勢：扣抵過高，均線下彎
   6142.TW MA20     9.45    10.30  -8.25       ❄️ 弱勢：扣抵過高，均線下彎
   6446.TW MA10   670.00   731.00  -8.34       ❄️ 弱勢：扣抵過高，均線下彎
  8047.TWO MA60    46.00    50.20  -8.37       ❄️ 弱勢：扣抵過高，均線下彎
   3592.TW MA20   218.00   238.00  -8.40       ❄️ 弱勢：扣抵過高，均線下彎
   3653.TW MA10  2880.00  3145.00  -8.43       ❄️ 弱勢：扣抵過高，均線下彎
   2359.TW MA60   119.00   130.00  -8.46       ❄️ 弱勢：扣抵過高，均線下彎
  6179.TWO MA10    24.90    27.20  -8.46       ❄️ 弱勢：扣抵過高，均線下彎
   6742.TW MA10    40.05    43.75  -8.46       ❄️ 弱勢：扣抵過高，均線下彎
   1409.TW MA60    14.50    15.85  -8.52       ❄️ 弱勢：扣抵過高，均線下彎
  3546.TWO MA10    66.50    72.70  -8.53       ❄️ 弱勢：扣抵過高，均線下彎
  3597.TWO MA60    23.60    25.80  -8.53       ❄️ 弱勢：扣抵過高，均線下彎
   7749.TW MA60   400.50   438.00  -8.56       ❄️ 弱勢：扣抵過高，均線下彎
   1528.TW MA10    21.85    23.90  -8.58       ❄️ 弱勢：扣抵過高，均線下彎
  8390.TWO  MA5    93.20   102.00  -8.63       ❄️ 弱勢：扣抵過高，均線下彎
   2103.TW  MA5    19.00    20.80  -8.65       ❄️ 弱勢：扣抵過高，均線下彎
  5227.TWO MA60    24.75    27.10  -8.67       ❄️ 弱勢：扣抵過高，均線下彎
  6811.TWO MA20   194.00   212.50  -8.71       ❄️ 弱勢：扣抵過高，均線下彎
   6579.TW MA10   104.00   114.00  -8.77       ❄️ 弱勢：扣抵過高，均線下彎
   1235.TW MA60    43.65    47.85  -8.78       ❄️ 弱勢：扣抵過高，均線下彎
   2397.TW MA60    56.90    62.40  -8.81       ❄️ 弱勢：扣抵過高，均線下彎
  00951.TW MA10    13.61    14.93  -8.84       ❄️ 弱勢：扣抵過高，均線下彎
   2324.TW MA20    29.40    32.25  -8.84       ❄️ 弱勢：扣抵過高，均線下彎
  3323.TWO MA10    34.50    37.85  -8.85       ❄️ 弱勢：扣抵過高，均線下彎
   1432.TW MA10    17.45    19.15  -8.88       ❄️ 弱勢：扣抵過高，均線下彎
  7752.TWO  MA5    54.40    59.70  -8.88       ❄️ 弱勢：扣抵過高，均線下彎
 912000.TW MA20     2.54     2.79  -8.96       ❄️ 弱勢：扣抵過高，均線下彎
   6414.TW MA10   258.50   284.00  -8.98       ❄️ 弱勢：扣抵過高，均線下彎
   6415.TW MA20   238.00   261.50  -8.99       ❄️ 弱勢：扣抵過高，均線下彎
  6423.TWO MA20    88.10    96.80  -8.99       ❄️ 弱勢：扣抵過高，均線下彎
  6612.TWO MA10    68.00    74.80  -9.09       ❄️ 弱勢：扣抵過高，均線下彎
   6541.TW MA10    44.60    49.10  -9.16       ❄️ 弱勢：扣抵過高，均線下彎
  3577.TWO MA20    58.10    64.00  -9.22       ❄️ 弱勢：扣抵過高，均線下彎
   6796.TW MA20    80.20    88.40  -9.28       ❄️ 弱勢：扣抵過高，均線下彎
   3545.TW MA60    47.70    52.60  -9.32       ❄️ 弱勢：扣抵過高，均線下彎
   5546.TW MA20    20.20    22.30  -9.42       ❄️ 弱勢：扣抵過高，均線下彎
  00703.TW MA20    19.99    22.07  -9.42       ❄️ 弱勢：扣抵過高，均線下彎
   3532.TW MA10   124.50   137.50  -9.45       ❄️ 弱勢：扣抵過高，均線下彎
  5425.TWO MA10    54.50    60.20  -9.47       ❄️ 弱勢：扣抵過高，均線下彎
   1805.TW MA60    11.00    12.15  -9.47       ❄️ 弱勢：扣抵過高，均線下彎
  6517.TWO MA10    57.00    63.00  -9.52       ❄️ 弱勢：扣抵過高，均線下彎
  3083.TWO MA10    29.00    32.05  -9.52       ❄️ 弱勢：扣抵過高，均線下彎
   3006.TW MA10   146.50   162.00  -9.57       ❄️ 弱勢：扣抵過高，均線下彎
 00650L.TW MA60    16.39    18.14  -9.65       ❄️ 弱勢：扣抵過高，均線下彎
   1587.TW MA60    38.85    43.00  -9.65       ❄️ 弱勢：扣抵過高，均線下彎
 00633L.TW MA60    44.01    48.74  -9.70       ❄️ 弱勢：扣抵過高，均線下彎
   6668.TW MA60    34.35    38.10  -9.84       ❄️ 弱勢：扣抵過高，均線下彎
   2034.TW MA20    19.65    21.80  -9.86       ❄️ 弱勢：扣抵過高，均線下彎
  6620.TWO MA20    79.50    88.20  -9.86       ❄️ 弱勢：扣抵過高，均線下彎
  2067.TWO MA60     9.55    10.60  -9.91       ❄️ 弱勢：扣抵過高，均線下彎
   2498.TW MA10    40.40    44.85  -9.92       ❄️ 弱勢：扣抵過高，均線下彎
  4127.TWO MA20    35.85    39.80  -9.92       ❄️ 弱勢：扣抵過高，均線下彎
  3176.TWO MA20    29.35    32.60  -9.97       ❄️ 弱勢：扣抵過高，均線下彎
   2482.TW MA20    16.80    18.70 -10.16       ❄️ 弱勢：扣抵過高，均線下彎
   4956.TW MA10    23.30    25.95 -10.21       ❄️ 弱勢：扣抵過高，均線下彎
   6531.TW MA20   404.00   450.00 -10.22       ❄️ 弱勢：扣抵過高，均線下彎
  8255.TWO MA20   118.50   132.00 -10.23       ❄️ 弱勢：扣抵過高，均線下彎
  3088.TWO MA20    76.20    84.90 -10.25       ❄️ 弱勢：扣抵過高，均線下彎
   3588.TW MA10    47.55    53.00 -10.28       ❄️ 弱勢：扣抵過高，均線下彎
   2464.TW MA10    66.90    74.60 -10.32       ❄️ 弱勢：扣抵過高，均線下彎
   6112.TW MA60    43.20    48.20 -10.37       ❄️ 弱勢：扣抵過高，均線下彎
  3217.TWO MA60   150.00   167.50 -10.45       ❄️ 弱勢：扣抵過高，均線下彎
   6592.TW MA60    56.80    63.50 -10.55       ❄️ 弱勢：扣抵過高，均線下彎
  4171.TWO MA10    18.60    20.80 -10.58       ❄️ 弱勢：扣抵過高，均線下彎
  3523.TWO MA60    15.60    17.45 -10.60       ❄️ 弱勢：扣抵過高，均線下彎
  6138.TWO MA60   214.50   240.00 -10.62       ❄️ 弱勢：扣抵過高，均線下彎
  7583.TWO MA60    67.90    76.00 -10.66       ❄️ 弱勢：扣抵過高，均線下彎
  5309.TWO MA10    58.60    65.60 -10.67       ❄️ 弱勢：扣抵過高，均線下彎
   1611.TW MA20    12.55    14.05 -10.68       ❄️ 弱勢：扣抵過高，均線下彎
   6239.TW MA10   217.00   243.00 -10.70       ❄️ 弱勢：扣抵過高，均線下彎
  8043.TWO MA60    67.50    75.60 -10.71       ❄️ 弱勢：扣抵過高，均線下彎
   6695.TW MA60    39.20    43.90 -10.71       ❄️ 弱勢：扣抵過高，均線下彎
  7792.TWO MA20   341.50   382.50 -10.72       ❄️ 弱勢：扣抵過高，均線下彎
   6885.TW MA60    26.15    29.30 -10.75       ❄️ 弱勢：扣抵過高，均線下彎
   8101.TW MA60    14.45    16.20 -10.80       ❄️ 弱勢：扣抵過高，均線下彎
  3710.TWO MA20     6.10     6.84 -10.82       ❄️ 弱勢：扣抵過高，均線下彎
   2484.TW MA20    26.80    30.05 -10.82       ❄️ 弱勢：扣抵過高，均線下彎
   2423.TW MA60    47.25    53.00 -10.85       ❄️ 弱勢：扣抵過高，均線下彎
   2401.TW MA20    20.50    23.00 -10.87       ❄️ 弱勢：扣抵過高，均線下彎
  3152.TWO MA20   143.50   161.00 -10.87       ❄️ 弱勢：扣抵過高，均線下彎
   4739.TW MA20    67.70    76.00 -10.92       ❄️ 弱勢：扣抵過高，均線下彎
  4541.TWO MA20    43.00    48.30 -10.97       ❄️ 弱勢：扣抵過高，均線下彎
   2493.TW MA20    98.80   111.00 -10.99       ❄️ 弱勢：扣抵過高，均線下彎
  3629.TWO MA10    17.80    20.00 -11.00       ❄️ 弱勢：扣抵過高，均線下彎
   2368.TW MA10   709.00   797.00 -11.04       ❄️ 弱勢：扣抵過高，均線下彎
  6462.TWO MA20   104.50   117.50 -11.06       ❄️ 弱勢：扣抵過高，均線下彎
   6202.TW  MA5    55.10    62.00 -11.13       ❄️ 弱勢：扣抵過高，均線下彎
   2431.TW MA10    13.50    15.20 -11.18       ❄️ 弱勢：扣抵過高，均線下彎
  8099.TWO MA10    60.50    68.20 -11.29       ❄️ 弱勢：扣抵過高，均線下彎
   1102.TW MA60    34.45    38.85 -11.33       ❄️ 弱勢：扣抵過高，均線下彎
  4931.TWO MA60   128.50   145.00 -11.38       ❄️ 弱勢：扣抵過高，均線下彎
  6275.TWO MA20    48.90    55.20 -11.41       ❄️ 弱勢：扣抵過高，均線下彎
  8299.TWO MA10  1705.00  1925.00 -11.43       ❄️ 弱勢：扣抵過高，均線下彎
   4526.TW MA10    31.00    35.00 -11.43       ❄️ 弱勢：扣抵過高，均線下彎
   6962.TW  MA5    32.00    36.15 -11.48       ❄️ 弱勢：扣抵過高，均線下彎
   6491.TW MA60   277.50   313.50 -11.48       ❄️ 弱勢：扣抵過高，均線下彎
   6799.TW MA10    73.20    82.70 -11.49       ❄️ 弱勢：扣抵過高，均線下彎
   6757.TW MA60    60.00    67.80 -11.50       ❄️ 弱勢：扣抵過高，均線下彎
  5905.TWO MA20     8.23     9.30 -11.51       ❄️ 弱勢：扣抵過高，均線下彎
   8462.TW MA60   137.50   155.50 -11.58       ❄️ 弱勢：扣抵過高，均線下彎
  3541.TWO MA10    23.20    26.30 -11.79       ❄️ 弱勢：扣抵過高，均線下彎
   2421.TW MA20   134.50   152.50 -11.80       ❄️ 弱勢：扣抵過高，均線下彎
  8444.TWO MA20     9.17    10.40 -11.83       ❄️ 弱勢：扣抵過高，均線下彎
  6865.TWO  MA5    35.25    40.00 -11.88       ❄️ 弱勢：扣抵過高，均線下彎
   6431.TW MA20    24.75    28.10 -11.92       ❄️ 弱勢：扣抵過高，均線下彎
   4142.TW MA60    17.35    19.70 -11.93       ❄️ 弱勢：扣抵過高，均線下彎
   4915.TW MA60    73.50    83.50 -11.98       ❄️ 弱勢：扣抵過高，均線下彎
  00752.TW MA20    23.61    26.83 -12.00       ❄️ 弱勢：扣抵過高，均線下彎
 00983A.TW MA20    10.72    12.19 -12.06       ❄️ 弱勢：扣抵過高，均線下彎
   2059.TW MA60  3170.00  3605.00 -12.07       ❄️ 弱勢：扣抵過高，均線下彎
  8050.TWO MA60    40.40    45.95 -12.08       ❄️ 弱勢：扣抵過高，均線下彎
  8349.TWO MA20    38.95    44.30 -12.08       ❄️ 弱勢：扣抵過高，均線下彎
  3317.TWO MA20    45.45    51.70 -12.09       ❄️ 弱勢：扣抵過高，均線下彎
   6552.TW MA10    26.85    30.55 -12.11       ❄️ 弱勢：扣抵過高，均線下彎
  5302.TWO MA20    11.25    12.80 -12.11       ❄️ 弱勢：扣抵過高，均線下彎
  5228.TWO MA20    22.25    25.35 -12.23       ❄️ 弱勢：扣抵過高，均線下彎
   6924.TW MA20    59.50    67.80 -12.24       ❄️ 弱勢：扣抵過高，均線下彎
   8150.TW MA20    58.10    66.20 -12.24       ❄️ 弱勢：扣抵過高，均線下彎
  8291.TWO MA60    15.00    17.10 -12.28       ❄️ 弱勢：扣抵過高，均線下彎
  3227.TWO MA20   189.00   215.50 -12.30       ❄️ 弱勢：扣抵過高，均線下彎
   2231.TW MA20    86.80    99.00 -12.32       ❄️ 弱勢：扣抵過高，均線下彎
   6768.TW MA20    94.00   107.50 -12.56       ❄️ 弱勢：扣抵過高，均線下彎
   2388.TW MA10    44.50    50.90 -12.57       ❄️ 弱勢：扣抵過高，均線下彎
   3189.TW  MA5   284.50   325.50 -12.60       ❄️ 弱勢：扣抵過高，均線下彎
   3149.TW MA20    50.10    57.40 -12.72       ❄️ 弱勢：扣抵過高，均線下彎
   2618.TW MA10    33.85    38.80 -12.76       ❄️ 弱勢：扣抵過高，均線下彎
  8279.TWO MA60   112.50   129.00 -12.79       ❄️ 弱勢：扣抵過高，均線下彎
  6762.TWO MA60   170.00   195.00 -12.82       ❄️ 弱勢：扣抵過高，均線下彎
   8114.TW MA60   165.50   190.00 -12.89       ❄️ 弱勢：扣抵過高，均線下彎
   6933.TW  MA5   128.00   147.00 -12.93       ❄️ 弱勢：扣抵過高，均線下彎
  3687.TWO MA60    68.00    78.10 -12.93       ❄️ 弱勢：扣抵過高，均線下彎
  6212.TWO MA60    35.00    40.20 -12.94       ❄️ 弱勢：扣抵過高，均線下彎
   2328.TW MA20    46.10    53.00 -13.02       ❄️ 弱勢：扣抵過高，均線下彎
  4530.TWO MA60    28.55    32.85 -13.08       ❄️ 弱勢：扣抵過高，均線下彎
   8464.TW MA20   362.00   416.50 -13.09       ❄️ 弱勢：扣抵過高，均線下彎
  6980.TWO MA20   132.00   152.00 -13.16       ❄️ 弱勢：扣抵過高，均線下彎
   3094.TW MA20    23.10    26.60 -13.16       ❄️ 弱勢：扣抵過高，均線下彎
   1597.TW MA20    72.30    83.30 -13.21       ❄️ 弱勢：扣抵過高，均線下彎
  4563.TWO MA10    47.35    54.60 -13.28       ❄️ 弱勢：扣抵過高，均線下彎
  3713.TWO MA20    18.20    21.00 -13.33       ❄️ 弱勢：扣抵過高，均線下彎
   2376.TW MA60   214.00   247.00 -13.36       ❄️ 弱勢：扣抵過高，均線下彎
   5285.TW MA20    47.55    54.90 -13.39       ❄️ 弱勢：扣抵過高，均線下彎
  3264.TWO MA20   139.00   160.50 -13.40       ❄️ 弱勢：扣抵過高，均線下彎
   1514.TW  MA5   113.00   130.50 -13.41       ❄️ 弱勢：扣抵過高，均線下彎
  6245.TWO MA20    60.60    70.00 -13.43       ❄️ 弱勢：扣抵過高，均線下彎
   3002.TW MA60    20.55    23.75 -13.47       ❄️ 弱勢：扣抵過高，均線下彎
   2356.TW MA20    40.25    46.55 -13.53       ❄️ 弱勢：扣抵過高，均線下彎
  6925.TWO MA10    71.30    82.50 -13.58       ❄️ 弱勢：扣抵過高，均線下彎
   3135.TW MA20   108.00   125.00 -13.60       ❄️ 弱勢：扣抵過高，均線下彎
   5225.TW MA20    93.70   108.50 -13.64       ❄️ 弱勢：扣抵過高，均線下彎
   3019.TW MA20   133.00   154.50 -13.92       ❄️ 弱勢：扣抵過高，均線下彎
   2379.TW MA20   445.00   517.00 -13.93       ❄️ 弱勢：扣抵過高，均線下彎
   6719.TW MA60   171.50   199.50 -14.04       ❄️ 弱勢：扣抵過高，均線下彎
  8044.TWO MA60    25.65    29.85 -14.07       ❄️ 弱勢：扣抵過高，均線下彎
   4967.TW MA10   180.00   209.50 -14.08       ❄️ 弱勢：扣抵過高，均線下彎
   3231.TW MA60   125.00   145.50 -14.09       ❄️ 弱勢：扣抵過高，均線下彎
   6919.TW MA10   140.00   163.00 -14.11       ❄️ 弱勢：扣抵過高，均線下彎
  3218.TWO MA60   130.50   152.00 -14.14       ❄️ 弱勢：扣抵過高，均線下彎
  5543.TWO MA60    24.20    28.20 -14.18       ❄️ 弱勢：扣抵過高，均線下彎
  7812.TWO MA60    77.20    90.00 -14.22       ❄️ 弱勢：扣抵過高，均線下彎
  6982.TWO MA60    54.90    64.10 -14.35       ❄️ 弱勢：扣抵過高，均線下彎
   1513.TW MA20   155.00   181.00 -14.36       ❄️ 弱勢：扣抵過高，均線下彎
   1538.TW MA60    21.70    25.35 -14.40       ❄️ 弱勢：扣抵過高，均線下彎
  8935.TWO MA10    19.85    23.20 -14.44       ❄️ 弱勢：扣抵過高，均線下彎
  6231.TWO MA60   180.00   210.50 -14.49       ❄️ 弱勢：扣抵過高，均線下彎
  6708.TWO MA20    41.35    48.40 -14.57       ❄️ 弱勢：扣抵過高，均線下彎
   2405.TW MA60    14.60    17.10 -14.62       ❄️ 弱勢：扣抵過高，均線下彎
  6186.TWO MA20    41.10    48.20 -14.73       ❄️ 弱勢：扣抵過高，均線下彎
   2425.TW MA20    26.00    30.50 -14.75       ❄️ 弱勢：扣抵過高，均線下彎
  7777.TWO  MA5    28.25    33.15 -14.78       ❄️ 弱勢：扣抵過高，均線下彎
  5351.TWO MA10    49.00    57.50 -14.78       ❄️ 弱勢：扣抵過高，均線下彎
   2453.TW MA20    50.60    59.40 -14.81       ❄️ 弱勢：扣抵過高，均線下彎
  3441.TWO MA20    32.95    38.70 -14.86       ❄️ 弱勢：扣抵過高，均線下彎
   2331.TW  MA5    23.50    27.60 -14.86       ❄️ 弱勢：扣抵過高，均線下彎
  5483.TWO MA20   108.50   127.50 -14.90       ❄️ 弱勢：扣抵過高，均線下彎
  5474.TWO MA20   139.50   164.00 -14.94       ❄️ 弱勢：扣抵過高，均線下彎
