eps_yoy,advice,prev_year,price,prev_eps,prev_rev_yoy,pe,expansion,gm,name,om,symbol,status,rev_yoy,eps,prev_eps_yoy,est_price,date
-37.7,⚪ 中性觀察,2025,24.1000003815,4.1,-4.71,2.500000039574689,-341.82,N/A,寶成,N/A,9904.TW,📉 獲利侵蝕,304.12,0.76,-24.63,144.6,2026-03
-351.06,⚪ 數據不足,2025,441.0,1.69,20.34,0.0,-341.91,N/A,M31,N/A,6643.TWO,🌑 雙重衰退,-9.15,-1.18,-44.41,-10.35,2026-03
39.09,⚪ 中性觀察,2025,42.6500015259,4.84,-0.31,3.5131796973558487,-342.0,22.90%,長榮航,16.53%,2618.TW,⚠️ 獲利稀釋,381.09,1.53,-9.87,182.10000000000002,2026-03
1.37,⚪ 中性觀察,2025,75.5999984741,2.68,-1.38,11.437216108033285,-342.15,N/A,立敦,N/A,6175.TWO,⚠️ 獲利稀釋,343.52,0.74,-14.74,99.14999999999999,2026-03
7.55,⚪ 數據不足,2025,0.0,4.36,12.66,0.0,-342.27,32.99%,鉅祥,19.39%,2476.TW,⚠️ 獲利稀釋,349.82,1.14,-15.98,0.0,2026-03
59.41,⚪ 中性觀察,2025,10.25,1.58,-3.39,9.49074074074074,-342.89,23.42%,中環,-5.65%,2323.TW,⚠️ 獲利稀釋,402.3,-0.41,685.19,16.200000000000003,2026-03
28.57,⚪ 數據不足,2025,38.0499992371,-0.21,-7.34,0.0,-343.62,17.63%,永光,-5.18%,1711.TW,🔄 轉虧為盈,372.19,0.09,-147.73,-5.3999999999999995,2026-03
-3.43,⚪ 中性觀察,2025,144.5,9.1,1.65,6.122881355932203,-343.79,N/A,宏全,N/A,9939.TW,📉 獲利侵蝕,340.36,2.25,-5.01,354.0,2026-03
-7.69,⚪ 中性觀察,2025,110.5,7.55,20.51,5.821917808219178,-345.14,30.92%,湧德,12.50%,3689.TWO,📉 獲利侵蝕,337.45,2.04,19.61,284.7,2026-03
63.83,⚪ 數據不足,2025,14.6499996185,-1.09,-2.06,0.0,-345.26,N/A,普誠,N/A,6129.TWO,⚠️ 獲利稀釋,409.09,-0.17,-9.0,-44.85,2026-03
-8.18,⚪ 中性觀察,2025,118.5,3.7,-9.17,13.875878220140516,-346.63,22.24%,三福化,10.72%,4755.TW,📉 獲利侵蝕,338.45,1.01,-9.76,128.1,2026-03
-53.16,❌ 暫避觀望,2025,73.5,2.48,-31.16,17.5,-346.71000000000004,N/A,榮田,N/A,7709.TWO,📉 獲利侵蝕,293.55,0.37,-52.99,63.0,2026-03
-22.14,⚪ 中性觀察,2025,86.0,4.01,-9.71,6.809184481393507,-347.21,N/A,美利達,N/A,9914.TW,📉 獲利侵蝕,325.07,1.09,271.37,189.45000000000002,2026-03
-1.8,⚪ 中性觀察,2025,103.0,6.44,20.09,6.35410240592227,-347.43,27.43%,揚秦,9.66%,2755.TWO,📉 獲利侵蝕,345.63,1.65,8.73,243.15,2026-03
75.56,⚪ 中性觀察,2025,58.0999984741,2.53,27.49,10.086805290642362,-347.71999999999997,N/A,大世科,N/A,8099.TWO,⚠️ 獲利稀釋,423.28,0.79,9.52,86.39999999999999,2026-03
-35.44,⚪ 中性觀察,2025,34.8499984741,2.61,-20.24,5.69444419511438,-347.81,23.17%,冠德,15.06%,2520.TW,📉 獲利侵蝕,312.37,0.52,-74.55,91.79999999999998,2026-03
19.73,⚪ 中性觀察,2025,147.0,5.24,26.29,10.173010380622838,-348.15,N/A,迅得,N/A,6438.TW,⚠️ 獲利稀釋,367.88,1.76,-29.85,216.75,2026-03
30.43,⚪ 中性觀察,2025,174.0,6.04,1.71,12.728602779809801,-348.83,23.25%,智伸科,11.86%,4551.TW,⚠️ 獲利稀釋,379.26,2.7,-27.14,205.05,2026-03
17.41,⚪ 中性觀察,2025,154.5,8.0,11.38,7.4529667149059335,-349.53999999999996,24.08%,敦陽科,10.67%,2480.TW,⚠️ 獲利稀釋,366.95,2.63,6.67,310.95,2026-03
76.56,⚪ 中性觀察,2025,47.2999992371,2.88,12.63,6.551246431731303,-349.59,25.55%,大成鋼,14.07%,2027.TW,⚠️ 獲利稀釋,426.15,1.17,77.93,108.3,2026-03
-10.0,⚪ 數據不足,2025,12.0,-0.35,1.42,0.0,-350.82,N/A,無敵,N/A,8201.TW,📉 獲利侵蝕,340.82,-0.11,60.23,-16.950000000000003,2026-03
-2.38,⚪ 中性觀察,2025,26.6499996185,2.56,-0.42,4.634782542347827,-351.45,N/A,環泥,N/A,1104.TW,📉 獲利侵蝕,349.07,0.41,18.52,86.25,2026-03
-33.33,❌ 暫避觀望,2025,55.7999992371,0.27,9.13,103.33333192055555,-351.84,N/A,系統電,N/A,5309.TWO,📉 獲利侵蝕,318.51,0.09,-57.38,8.100000000000001,2026-03
828.57,⚪ 中性觀察,2025,18.2999992371,1.14,-4.85,7.204724109094488,-352.17999999999995,N/A,宜新實業,N/A,4440.TW,⚠️ 獲利稀釋,1180.75,0.51,-35.23,38.1,2026-03
-58.62,⚪ 中性觀察,2025,42.5999984741,3.41,-30.87,6.435045086722054,-352.58,N/A,匯僑設計,N/A,6754.TW,📉 獲利侵蝕,293.96,0.12,-46.72,99.3,2026-03
49.0,❌ 暫避觀望,2025,5290.0,41.67,46.42,49.0587035147918,-352.75,28.58%,台光電,19.80%,2383.TW,⚠️ 獲利稀釋,401.75,14.9,47.96,1617.45,2026-03
-197.83,❌ 暫避觀望,2025,20.0,0.92,20.19,18.34862385321101,-353.52,N/A,安鈦克,N/A,6276.TWO,📉 獲利侵蝕,155.69,-0.9,142.59,16.35,2026-03
-66.84,⚪ 中性觀察,2025,37.9000015259,4.69,-14.72,3.264427349345392,-353.81000000000006,N/A,峰源-KY,N/A,6807.TW,📉 獲利侵蝕,286.97,0.63,-47.18,174.14999999999998,2026-03
-36.27,⚪ 中性觀察,2025,307.5,21.44,26.66,5.9077809798270895,-354.47999999999996,23.90%,京鼎,11.87%,3413.TW,📉 獲利侵蝕,318.21,4.28,-12.83,780.75,2026-03
-48.65,⚪ 中性觀察,2025,40.5999984741,1.87,-1.74,7.341771875967451,-354.85999999999996,N/A,大汽電,N/A,8931.TWO,📉 獲利侵蝕,306.21,0.38,-19.4,82.94999999999999,2026-03
-58.82,❌ 暫避觀望,2025,50.4000015259,1.56,-2.6,18.394161140839415,-354.98,30.58%,合勤控,1.57%,3704.TW,📉 獲利侵蝕,296.16,0.29,10.87,41.1,2026-03
-117.65,⚪ 數據不足,2025,62.5999984741,-1.95,-21.77,0.0,-355.28999999999996,26.86%,川寶,-13.38%,1595.TWO,📉 獲利侵蝕,237.64,-0.74,-3800.0,-88.5,2026-03
216.67,❌ 暫避觀望,2025,102.5,2.08,50.12,19.941634241245133,-355.85,N/A,和椿,N/A,6215.TW,⚠️ 獲利稀釋,572.52,1.14,-1.42,77.10000000000001,2026-03
71.43,❌ 暫避觀望,2025,18.3500003815,0.13,-0.7,63.27586338448276,-356.64,20.30%,建大,1.48%,2106.TW,⚠️ 獲利稀釋,428.07,0.12,-90.0,4.35,2026-03
18.72,⚪ 中性觀察,2025,195.5,6.27,6.01,10.527732902530964,-357.75,17.20%,士電,7.03%,1503.TW,⚠️ 獲利稀釋,376.47,2.79,7.92,278.55,2026-03
171.43,❌ 暫避觀望,2025,43.5499992371,0.36,-10.21,256.17646610058824,-357.90000000000003,N/A,萬年清,N/A,6624.TWO,⚠️ 獲利稀釋,529.33,0.05,-52.17,2.5500000000000003,2026-03
-117.39,⚪ 數據不足,2025,48.2000007629,-0.73,-2.54,0.0,-359.76,N/A,攸泰科技,N/A,6928.TW,📉 獲利侵蝕,242.37,-0.04,6.41,-11.1,2026-03
35.38,❌ 暫避觀望,2025,21.25,1.85,-5.62,96.59090909090901,-360.16,N/A,紅木-KY,N/A,8426.TWO,⚠️ 獲利稀釋,395.54,-0.42,-63.22,3.300000000000003,2026-03
-88.89,⚪ 中性觀察,2025,38.75,3.0,-6.46,5.01293661060802,-360.24,18.84%,維熹,5.60%,3501.TW,📉 獲利侵蝕,271.35,0.15,-50.98,115.95,2026-03
-14.23,⚪ 中性觀察,2025,127.0,7.95,-18.5,6.506147540983607,-360.24,18.72%,廣隆,9.93%,1537.TW,📉 獲利侵蝕,346.01,2.11,-32.28,292.8,2026-03
-3.52,⚪ 中性觀察,2025,126.5,5.85,15.8,8.257180156657963,-360.29999999999995,24.39%,豐達科,9.60%,3004.TW,📉 獲利侵蝕,356.78,1.92,-24.15,229.8,2026-03
-44.8,⚪ 中性觀察,2025,19.9500007629,0.57,-10.32,6.7857145452040815,-360.43,13.69%,台南,-4.13%,1473.TW,📉 獲利侵蝕,315.63,0.69,-81.13,44.1,2026-03
23.93,⚪ 中性觀察,2025,118.0,3.15,16.19,14.842767295597485,-360.71,23.03%,奇鈦科,7.70%,3430.TWO,⚠️ 獲利稀釋,384.64,1.45,-34.24,119.25,2026-03
47.0,⚪ 中性觀察,2025,88.6999969482,4.4,-7.74,7.78070148668421,-361.08,N/A,乙盛-KY,N/A,5243.TW,⚠️ 獲利稀釋,408.08,1.47,30.95,171.0,2026-03
-188.89,⚪ 數據不足,2025,11.3500003815,0.04,0.72,0.0,-361.12,27.89%,鈺德,-1.07%,3050.TW,📉 獲利侵蝕,172.23,-0.07,-92.73,-2.7,2026-03
-46.72,⚪ 中性觀察,2025,248.5,9.01,30.08,10.646958011996574,-362.65,37.66%,京元電子,28.21%,2449.TW,📉 獲利侵蝕,315.93,1.87,41.67,350.09999999999997,2026-03
-60.0,⚪ 中性觀察,2025,54.4000015259,1.57,19.79,13.268293055097562,-363.38,N/A,微矽電子-創,N/A,8162.TW,📉 獲利侵蝕,303.38,0.12,23.62,61.49999999999999,2026-03
208.82,❌ 暫避觀望,2025,655.0,8.13,95.35,33.114256825075834,-364.06,42.12%,大量,18.24%,3167.TW,⚠️ 獲利稀釋,572.88,3.19,474.47,296.70000000000005,2026-03
-83.87,⚪ 數據不足,2025,18.6000003815,-1.06,4.18,0.0,-364.25,N/A,盛達,N/A,3027.TW,🔄 轉虧為盈,280.38,0.05,-342.86,-12.75,2026-03
25.22,⚪ 中性觀察,2025,401.5,19.45,11.54,8.203923171230077,-365.02,25.47%,健鼎,17.08%,3044.TW,⚠️ 獲利稀釋,390.24,5.61,21.94,734.1,2026-03
44.0,⚪ 數據不足,2025,16.6000003815,-4.38,-25.69,0.0,-365.13,N/A,嘉聯益,N/A,6153.TW,⚠️ 獲利稀釋,409.13,-0.56,0.46,-148.64999999999998,2026-03
28.41,⚪ 中性觀察,2025,122.0,3.45,7.81,14.169570267131244,-368.14,24.27%,大毅,12.13%,2478.TW,⚠️ 獲利稀釋,396.55,1.14,8.95,129.14999999999998,2026-03
-57.14,❌ 暫避觀望,2025,53.2000007629,0.74,10.87,49.259259965648155,-368.59999999999997,N/A,鈞寶,N/A,6155.TW,📉 獲利侵蝕,311.46,0.18,-23.71,16.2,2026-03
9.68,⚪ 中性觀察,2025,29.8500003815,0.83,-16.0,14.42029003937198,-368.68,25.29%,南帝,9.12%,2108.TW,⚠️ 獲利稀釋,378.36,0.34,-27.19,31.049999999999997,2026-03
105.36,⚪ 數據不足,2025,27.1499996185,-2.45,0.45,0.0,-369.19,N/A,亞崴,N/A,1530.TW,🔄 轉虧為盈,474.55,0.18,-152.78,-137.25,2026-03
33.78,⚪ 中性觀察,2025,52.7000007629,4.08,20.29,5.472481906843199,-369.86,N/A,國統,N/A,8936.TWO,⚠️ 獲利稀釋,403.64,0.99,21.07,144.45,2026-03
-97.67,⚪ 數據不足,2025,15.6999998093,-0.88,1.86,0.0,-370.95,29.42%,喬鼎,-21.05%,3057.TW,🔄 轉虧為盈,273.28,0.02,46.34,-14.55,2026-03
-30.0,❌ 暫避觀望,2025,28.0,0.52,17.01,19.047619047619047,-371.24,N/A,振發,N/A,5426.TWO,📉 獲利侵蝕,341.24,0.28,-47.47,22.05,2026-03
71.21,⚪ 中性觀察,2025,109.0,5.68,-3.92,8.462732919254659,-371.5,N/A,榮惠-KY創,N/A,6924.TW,⚠️ 獲利稀釋,442.71,2.26,-16.96,193.2,2026-03
-66.33,⚪ 中性觀察,2025,30.0,2.19,-2.95,5.484460694698354,-372.25,N/A,育富,N/A,6194.TWO,📉 獲利侵蝕,305.92,0.33,-47.23,82.05000000000001,2026-03
-36.54,⚪ 中性觀察,2025,24.6000003815,1.72,-13.1,6.074074168271605,-372.75,17.29%,世鎧,2.75%,2063.TWO,📉 獲利侵蝕,336.21,0.33,-10.88,60.75,2026-03
133.33,⚪ 中性觀察,2025,72.4000015259,2.44,60.25,13.407407689981483,-373.78999999999996,21.67%,佳能,8.17%,2374.TW,⚠️ 獲利稀釋,507.12,0.73,28.57,80.99999999999999,2026-03
-58.06,⚪ 中性觀察,2025,33.75,2.02,-13.21,6.915983606557376,-373.94,21.42%,志豐,4.13%,3206.TWO,📉 獲利侵蝕,315.88,0.26,-50.73,73.20000000000002,2026-03
-21.74,⚪ 中性觀察,2025,39.0999984741,3.49,-5.94,4.2316015664610385,-374.61,N/A,華豫寧,N/A,6474.TWO,📉 獲利侵蝕,352.87,0.9,19.85,138.6,2026-03
23.33,❌ 暫避觀望,2025,70.0,1.41,-7.93,20.172910662824208,-375.40000000000003,21.29%,長興,3.94%,1717.TW,⚠️ 獲利稀釋,398.73,0.37,-9.62,52.050000000000004,2026-03
37.5,❌ 暫避觀望,2025,74.3000030518,0.65,10.07,54.23357886992701,-375.42,21.81%,希華,6.31%,2484.TW,⚠️ 獲利稀釋,412.92,0.33,-34.34,20.55,2026-03
103.13,❌ 暫避觀望,2025,226.0,2.07,6.75,50.22222222222222,-375.75,N/A,台虹,N/A,8039.TW,⚠️ 獲利稀釋,478.88,0.65,-11.69,67.5,2026-03
70.24,❌ 暫避觀望,2025,588.0,6.58,5.01,34.06720741599074,-375.76,17.62%,禾伸堂,5.81%,3026.TW,⚠️ 獲利稀釋,446.0,2.86,12.1,258.9,2026-03
183.33,⚪ 中性觀察,2025,74.0,3.74,0.02,8.675263774912073,-376.49,18.01%,力致,2.40%,3483.TWO,⚠️ 獲利稀釋,559.82,0.17,-53.89,127.95000000000002,2026-03
-94.38,⚪ 中性觀察,2025,31.0,0.97,-2.38,13.080168776371307,-378.04,N/A,圓裕,N/A,6835.TW,📉 獲利侵蝕,283.66,0.05,-76.35,35.550000000000004,2026-03
-4.8,⚪ 中性觀察,2025,197.5,12.25,-6.57,6.627516778523491,-379.13,N/A,豐祥-KY,N/A,5288.TW,📉 獲利侵蝕,374.33,3.59,-27.39,446.99999999999994,2026-03
233.33,❌ 暫避觀望,2025,32.8499984741,0.92,237.84,15.7177026191866,-379.19999999999993,N/A,長園科,N/A,8038.TWO,⚠️ 獲利稀釋,612.53,0.24,160.13,31.350000000000005,2026-03
-62.96,⚪ 中性觀察,2025,42.5499992371,4.03,-11.42,4.139104984153697,-379.2,N/A,菱光,N/A,8249.TW,📉 獲利侵蝕,316.24,0.37,15.99,154.2,2026-03
82.43,⚪ 中性觀察,2025,142.0,5.98,2.49,9.867963863794301,-379.52,N/A,龍德造船,N/A,6753.TW,⚠️ 獲利稀釋,461.95,2.7,-6.72,215.85000000000002,2026-03
-11.76,⚪ 中性觀察,2025,62.7000007629,5.78,-4.56,4.23362597993923,-380.01,18.31%,三陽工業,4.93%,2206.TW,📉 獲利侵蝕,368.25,1.37,-3.34,222.15,2026-03
-53.45,⚪ 中性觀察,2025,22.8500003815,1.58,-4.72,5.000000083479212,-380.22999999999996,18.21%,六暉-KY,6.19%,2115.TW,📉 獲利侵蝕,326.78,0.27,-22.93,68.55000000000001,2026-03
1.47,⚪ 中性觀察,2025,39.75,1.93,-12.83,9.075342465753424,-380.58,N/A,�矬�,N/A,8349.TWO,⚠️ 獲利稀釋,382.05,0.61,-53.88,65.7,2026-03
-41.38,⚪ 中性觀察,2025,70.1999969482,5.1,-4.54,6.201413157968197,-380.99,N/A,豐泰,N/A,9910.TW,📉 獲利侵蝕,339.61,0.68,-14.14,169.8,2026-03
-48.1,⚪ 中性觀察,2025,74.0,2.15,10.54,13.678373382624768,-383.32000000000005,18.10%,利機,4.42%,3444.TWO,📉 獲利侵蝕,335.22,0.41,-10.04,81.15,2026-03
-39.39,⚪ 中性觀察,2025,19.8999996185,0.74,-2.31,11.055555343611111,-383.87,23.02%,德淵,3.03%,4720.TW,📉 獲利侵蝕,344.48,0.2,-47.52,27.0,2026-03
350.0,❌ 暫避觀望,2025,20.3999996185,0.35,-14.5,28.333332803472224,-384.15999999999997,N/A,北基,N/A,8927.TWO,⚠️ 獲利稀釋,734.16,0.18,-72.09,10.799999999999999,2026-03
-322.22,❌ 暫避觀望,2025,38.7999992371,0.25,42.33,277.14285169357146,-385.19000000000005,N/A,天擎,N/A,6708.TWO,📉 獲利侵蝕,62.97,-0.2,180.65,2.0999999999999996,2026-03
-81.61,⚪ 中性觀察,2025,51.5999984741,4.9,-26.56,4.278606838648424,-386.04,5.67%,陽明,-1.94%,2609.TW,📉 獲利侵蝕,304.43,0.41,-73.34,180.9,2026-03
85.0,⚪ 中性觀察,2025,58.7000007629,1.86,12.58,13.942993055320665,-386.2,17.44%,全漢,-0.45%,3015.TW,⚠️ 獲利稀釋,471.2,0.37,-13.89,63.15,2026-03
173.28,❌ 暫避觀望,2025,34.9000015259,1.43,-10.43,16.009175011880735,-386.24,43.42%,吉祥全,-66.51%,2491.TW,⚠️ 獲利稀釋,559.52,0.85,457.5,32.699999999999996,2026-03
-87.5,❌ 暫避觀望,2025,49.2000007629,0.06,0.3,30.18404954779141,-386.54,N/A,大井泵浦,N/A,6982.TWO,📉 獲利侵蝕,299.04,0.1,-97.61,24.45,2026-03
-17.98,⚪ 中性觀察,2025,24.4500007629,6.42,70.72,2.2765363838826818,-389.33000000000004,8.05%,三一東林,-11.23%,3609.TWO,📉 獲利侵蝕,371.35,-1.05,248.27,161.1,2026-03
150.0,⚪ 數據不足,2025,28.5,-0.36,4.75,0.0,-390.0,18.44%,明泰,1.17%,3380.TW,🔄 轉虧為盈,540.0,0.1,-190.0,-15.3,2026-03
13.27,⚪ 中性觀察,2025,110.5,4.77,-0.31,9.262363788767813,-390.3,19.71%,台灣大,10.58%,3045.TW,⚠️ 獲利稀釋,403.57,1.37,4.58,178.95,2026-03
13.58,❌ 暫避觀望,2025,35.25,1.12,-10.76,17.713567839195978,-390.48,N/A,世豐,N/A,2065.TWO,⚠️ 獲利稀釋,404.06,0.92,-67.92,29.85,2026-03
-58.33,❌ 暫避觀望,2025,20.8999996185,0.57,6.19,16.991869608536586,-391.2,N/A,金利食安,N/A,7743.TWO,📉 獲利侵蝕,332.87,0.05,-69.73,18.45,2026-03
-63.64,❌ 暫避觀望,2025,20.5,0.16,8.46,53.94736842105263,-391.4,N/A,熒茂,N/A,4729.TWO,📉 獲利侵蝕,327.76,0.04,-60.0,5.7,2026-03
-9.83,⚪ 中性觀察,2025,129.5,7.5,-4.4,6.812204103103629,-391.52,N/A,漢科,N/A,3402.TWO,📉 獲利侵蝕,381.69,1.56,10.62,285.15000000000003,2026-03
5.92,❌ 暫避觀望,2025,536.0,5.43,27.06,41.326137239784124,-392.18,N/A,華星光,N/A,4979.TWO,⚠️ 獲利稀釋,398.1,1.62,43.01,194.54999999999998,2026-03
-3.03,⚪ 數據不足,2025,23.5499992371,-1.48,-10.11,0.0,-392.45,21.21%,飛宏,-6.90%,2457.TW,📉 獲利侵蝕,389.42,-0.34,-410.42,-58.35,2026-03
-50.0,⚪ 中性觀察,2025,29.2999992371,1.3,-13.43,9.865319608451177,-392.65,N/A,至興,N/A,4535.TWO,📉 獲利侵蝕,342.65,0.29,-46.94,44.550000000000004,2026-03
-55.56,❌ 暫避觀望,2025,27.2000007629,0.34,16.57,63.25581572767441,-392.97,25.04%,映興,8.41%,3597.TWO,📉 獲利侵蝕,337.41,0.08,-74.05,6.450000000000001,2026-03
-50.0,⚪ 中性觀察,2025,109.0,4.35,11.14,10.312204351939451,-393.32,26.65%,宏致,5.06%,3605.TW,📉 獲利侵蝕,343.32,0.67,74.89,158.55,2026-03
14.29,⚪ 數據不足,2025,19.6000003815,-3.68,-0.82,0.0,-394.19,8.14%,永邑-KY,-46.94%,2939.TW,⚠️ 獲利稀釋,408.48,-0.3,-24.32,-148.5,2026-03
0.0,⚪ 數據不足,2025,14.1000003815,-2.55,-31.37,0.0,-394.41,N/A,佑華,N/A,8024.TWO,📉 獲利侵蝕,394.41,-0.55,-121.74,-97.19999999999999,2026-03
-466.67,⚪ 數據不足,2025,15.0,-0.43,-89.32,0.0,-395.32000000000005,37.85%,聯上,-47.25%,4113.TWO,🌑 雙重衰退,-71.35,-0.22,-112.91,-12.0,2026-03
-55.22,⚪ 中性觀察,2025,67.0999984741,6.77,10.46,3.780281604174648,-395.65999999999997,N/A,志強-KY,N/A,6768.TW,📉 獲利侵蝕,340.44,1.2,-17.06,266.25,2026-03
-187.5,⚪ 中性觀察,2025,26.3999996185,2.78,-7.81,3.4554973322643976,-395.68,N/A,智基,N/A,6294.TWO,📉 獲利侵蝕,208.18,-0.07,55.31,114.60000000000001,2026-03
-79.51,⚪ 中性觀察,2025,174.5,13.02,5.05,5.8069883527454245,-396.01,N/A,來億-KY,N/A,6890.TW,📉 獲利侵蝕,316.5,0.75,-14.96,450.75,2026-03
-51.61,⚪ 中性觀察,2025,39.75,2.9,13.71,5.490331491712707,-396.06,N/A,華孚,N/A,6235.TW,📉 獲利侵蝕,344.45,0.3,-2.36,108.60000000000001,2026-03
-22.58,⚪ 數據不足,2025,17.3999996185,-0.19,-2.42,0.0,-397.4,N/A,耀億,N/A,4430.TWO,🔄 轉虧為盈,374.82,0.24,67.24,-9.9,2026-03
259.52,❌ 暫避觀望,2025,118.0,3.36,-7.61,15.089514066496163,-397.88,N/A,宏捷科,N/A,8086.TWO,⚠️ 獲利稀釋,657.4,1.51,26.79,117.30000000000001,2026-03
73.33,❌ 暫避觀望,2025,836.0,3.51,28.87,102.82902829028292,-398.64000000000004,22.14%,景碩,8.52%,3189.TW,⚠️ 獲利稀釋,471.97,1.17,3072.73,121.94999999999999,2026-03
40.0,⚪ 數據不足,2025,0.0,1.23,-12.57,0.0,-398.93,17.58%,和益,8.28%,1709.TW,⚠️ 獲利稀釋,438.93,0.55,-20.13,0.0,2026-03
93.47,⚪ 中性觀察,2025,1075.0,29.06,51.55,14.799008810572687,-399.15999999999997,N/A,勤誠,N/A,8210.TW,⚠️ 獲利稀釋,492.63,10.73,77.66,1089.6,2026-03
186.96,⚪ 數據不足,2025,15.6999998093,-0.36,191.86,0.0,-400.02,N/A,金耘國際,N/A,4950.TWO,🔄 轉虧為盈,586.98,0.2,23.4,-11.850000000000001,2026-03
-386.36,⚪ 數據不足,2025,94.1999969482,-1.02,-23.56,0.0,-400.92,N/A,錼創科技-KY創,N/A,6854.TW,📉 獲利侵蝕,14.56,-2.14,-276.79,-149.25000000000003,2026-03
-66.67,⚪ 數據不足,2025,16.7000007629,-0.13,28.81,0.0,-401.32,15.04%,郡都開發,-80.56%,4402.TWO,📉 獲利侵蝕,334.65,-0.05,-44.44,-5.3999999999999995,2026-03
428.33,❌ 暫避觀望,2025,992.0,4.38,13.75,95.93810444874275,-401.76000000000005,15.77%,欣興,6.82%,3037.TW,⚠️ 獲利稀釋,830.09,3.28,18.07,155.1,2026-03
72.73,⚪ 中性觀察,2025,19.75,1.14,3.13,6.210691823899372,-402.18,N/A,達輝-KY,N/A,5276.TWO,⚠️ 獲利稀釋,474.91,0.57,54.05,47.699999999999996,2026-03
154.9,❌ 暫避觀望,2025,14.25,0.52,-2.19,16.964285714285715,-402.75,37.12%,志信,5.53%,2611.TW,⚠️ 獲利稀釋,557.65,0.28,-68.29,12.6,2026-03
350.0,❌ 暫避觀望,2025,13.4499998093,0.11,-8.11,30.568181384772725,-402.80999999999995,N/A,松普,N/A,5488.TWO,⚠️ 獲利稀釋,752.81,0.09,1000.0,6.6,2026-03
4.44,❌ 暫避觀望,2025,68.6999969482,0.99,-3.28,35.78124841052083,-403.37,21.28%,健和興,6.05%,3003.TW,⚠️ 獲利稀釋,407.81,0.47,-74.48,28.799999999999997,2026-03
-53.75,❌ 暫避觀望,2025,74.8000030518,1.36,3.73,32.52174045730435,-403.44,22.67%,時碩工業,3.55%,4566.TW,📉 獲利侵蝕,349.69,0.37,-41.88,34.50000000000001,2026-03
0.44,⚪ 數據不足,2025,0.0,18.44,13.2,0.0,-403.49,N/A,崑鼎,N/A,6803.TWO,⚠️ 獲利稀釋,403.93,4.54,5.99,0.0,2026-03
8.33,❌ 暫避觀望,2025,21.6499996185,0.72,17.93,16.4015148625,-403.8,N/A,金橋,N/A,6133.TW,⚠️ 獲利稀釋,412.13,0.13,10.77,19.799999999999997,2026-03
0.0,⚪ 中性觀察,2025,31.8999996185,2.05,1.55,6.701680592121849,-404.41,N/A,海柏特,N/A,6884.TWO,📉 獲利侵蝕,404.41,0.42,-10.78,71.39999999999999,2026-03
820.0,⚪ 中性觀察,2025,45.2000007629,1.23,-72.18,7.622259825109612,-404.69000000000005,N/A,富宇,N/A,4907.TWO,⚠️ 獲利稀釋,1224.69,2.76,-79.5,88.94999999999999,2026-03
17.65,❌ 暫避觀望,2025,20.5,0.78,-12.95,17.372881355932204,-405.93,19.87%,日勝化,1.24%,1735.TW,⚠️ 獲利稀釋,423.58,0.2,-19.59,17.7,2026-03
8.68,⚪ 中性觀察,2025,235.5,13.77,75.17,6.902110199296601,-406.05,N/A,信紘科,N/A,6667.TWO,⚠️ 獲利稀釋,414.73,3.63,39.39,511.79999999999995,2026-03
8.82,⚪ 數據不足,2025,45.4500007629,-2.18,9.49,0.0,-406.06,41.13%,合一,-478.52%,4743.TWO,⚠️ 獲利稀釋,414.88,-0.31,10.29,-100.49999999999999,2026-03
-3.0,⚪ 中性觀察,2025,82.3000030518,9.4,-5.52,3.544358443229974,-407.8,N/A,瑞儀,N/A,6176.TW,📉 獲利侵蝕,404.8,2.29,-40.24,348.3,2026-03
-121.43,⚪ 數據不足,2025,10.5,-0.27,-17.71,0.0,-407.82,N/A,萬國通,N/A,9950.TWO,📉 獲利侵蝕,286.39,-0.03,-126.47,-15.9,2026-03
150.0,❌ 暫避觀望,2025,17.0,0.28,-15.76,23.943661971830984,-408.66999999999996,22.50%,展宇,10.88%,1776.TW,⚠️ 獲利稀釋,558.67,0.35,-64.1,10.65,2026-03
-48.08,⚪ 中性觀察,2025,27.5499992371,0.95,-6.01,14.576719173068781,-408.66999999999996,16.15%,謚源,1.41%,2235.TWO,📉 獲利侵蝕,360.59,0.27,-64.42,28.35,2026-03
2.12,⚪ 數據不足,2025,0.0,14.79,28.28,0.0,-408.67,24.81%,振大環球,9.90%,4441.TW,⚠️ 獲利稀釋,410.79,4.81,-11.39,0.0,2026-03
71.27,❌ 暫避觀望,2025,4530.0,28.13,36.32,62.139917695473244,-409.07,19.04%,創意,10.13%,3443.TW,⚠️ 獲利稀釋,480.34,12.28,9.24,1093.5,2026-03
110.77,⚪ 數據不足,2025,19.0,-1.77,50.27,0.0,-410.07000000000005,11.98%,台船,7.19%,2208.TW,🔄 轉虧為盈,520.84,0.07,18.81,-84.29999999999998,2026-03
11.36,❌ 暫避觀望,2025,75.6999969482,1.63,12.02,19.816753127801046,-410.11,N/A,長科*,N/A,6548.TWO,⚠️ 獲利稀釋,421.47,0.51,-20.6,57.3,2026-03
60.87,⚪ 中性觀察,2025,47.5,3.75,1.44,5.743651753325272,-410.32,N/A,友鋮,N/A,7718.TWO,⚠️ 獲利稀釋,471.19,1.5,-40.13,124.05,2026-03
